agent_id,o_zone_id,d_zone_id,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,distance,path_code,node_sequence,link_sequence,time_sequence,TT_0,Vol_0,TT_1,Vol_1,TT_2,Vol_2,TT_3,Vol_3,TT_4,Vol_4,TT_5,Vol_5,TT_6,Vol_6,TT_7,Vol_7,TT_8,Vol_8,TT_9,Vol_9,TT_10,Vol_10,TT_11,Vol_11,TT_12,Vol_12,TT_13,Vol_13,TT_14,Vol_14,TT_15,Vol_15,TT_16,Vol_16,TT_17,Vol_17,TT_18,Vol_18,TT_19,Vol_19,,geometry,
1,1,2,0,0,p,AM,5447.85,0,1,0,0.0,30.3,30.3224,20.0000,,1;3;2;,1;2;,0730:00.000;0745:09.673;0800:19.346;,28.902630,5445.984288,30.308296,5447.193519,30.317451,5447.513571,30.319880,5447.645148,30.320875,5447.712299,30.321384,5447.751174,30.321678,5447.775833,30.321867,5447.792369,30.321991,5447.804082,30.322081,5447.812608,30.322144,5447.819103,30.322195,5447.824082,30.322233,5447.828013,30.322262,5447.831183,30.322285,5447.833798,30.322306,5447.835948,30.322321,5447.837758,30.322336,5447.839264,30.322348,5447.840541,30.322355,5447.841673,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
2,1,2,1,0,p,AM,1552.15,0,1,0,0.0,30.3,30.3225,30.0000,,1;4;2;,3;4;,0800:19.346;0815:29.020;0830:38.693;,30.521049,1554.015378,30.324003,1552.806148,30.322996,1552.486096,30.322729,1552.354519,30.322620,1552.287367,30.322563,1552.248492,30.322533,1552.223834,30.322512,1552.207297,30.322498,1552.195585,30.322487,1552.187058,30.322481,1552.180564,30.322475,1552.175585,30.322472,1552.171653,30.322468,1552.168483,30.322466,1552.165869,30.322464,1552.163719,30.322462,1552.161909,30.322460,1552.160402,30.322458,1552.159125,30.322458,1552.157993,"LINESTRING (0.017882 -0.125179, 19.688841 -9.692418, 40.253933 0.053648)"
