agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,2,0,1,2,p,AM,5447.85,0.0,30.3224,20.0000,1;3;2;,1;2;,0730:00;0745:09;0800:19;,450.00;465.16;480.32;,15.16;15.16;
2,1,2,1,1,2,p,AM,1552.15,0.0,30.3224,30.0000,1;4;2;,3;4;,0800:19;0815:29;0830:38;,480.32;495.48;510.64;,15.16;15.16;
