agent_id,seq_no,node_id,timestamp,timestamp_in_min,trip_time_in_min,travel_time_in_sec,waiting_time_in_simu_interval,x_coord,y_coord
706,2,4,T0858:57.000,538.95001,23.533325,900.0000,0,19.700000,-9.700000
707,1,1,T0835:34.000,515.56665,0.000000,1410.9998,2043,0.000000,-0.100000
707,2,4,T0859:05.0-1,539.08331,23.516663,900.0000,0,19.700000,-9.700000
708,1,1,T0835:42.000,515.70001,0.000000,1410.0000,2040,0.000000,-0.100000
708,2,4,T0859:12.000,539.20001,23.500000,900.0000,0,19.700000,-9.700000
709,1,1,T0835:46.501,515.77502,0.000000,1414.4971,2057,0.000000,-0.100000
709,2,4,T0859:21.0-1,539.34998,23.574951,900.0000,0,19.700000,-9.700000
710,1,1,T0835:54.001,515.90002,0.000000,1415.9985,2063,0.000000,-0.100000
710,2,4,T0859:30.000,539.50000,23.599976,900.0000,0,19.700000,-9.700000
711,1,1,T0836:00.000,516.00000,0.000000,1418.0017,2072,0.000000,-0.100000
711,2,4,T0859:38.001,539.63336,23.633362,900.0000,0,19.700000,-9.700000
712,1,1,T0836:08.001,516.13336,0.000000,1416.9983,2067,0.000000,-0.100000
712,2,4,T0859:45.000,539.75000,23.616638,900.0000,0,19.700000,-9.700000
713,1,1,T0836:14.498,516.24164,0.000000,1421.5027,2086,0.000000,-0.100000
713,2,4,T0859:56.000,539.93335,23.691711,900.0000,0,19.700000,-9.700000
714,1,1,T0836:20.0-1,516.33331,0.000000,1425.0000,2100,0.000000,-0.100000
714,2,4,T0900:05.0-1,540.08331,23.750000,900.0000,0,19.700000,-9.700000
715,1,1,T0836:29.000,516.48334,0.000000,1426.9995,2107,0.000000,-0.100000
715,2,4,T0900:16.000,540.26666,23.783325,900.0000,0,19.700000,-9.700000
716,1,1,T0836:37.0-1,516.61664,0.000000,1428.0029,2112,0.000000,-0.100000
716,2,4,T0900:25.001,540.41669,23.800049,900.0000,0,19.700000,-9.700000
717,1,1,T0836:44.498,516.74164,0.000000,1428.5010,2114,0.000000,-0.100000
717,2,4,T0900:33.000,540.54999,23.808350,900.0000,0,19.700000,-9.700000
718,1,1,T0836:48.500,516.80835,0.000000,1432.5000,2130,0.000000,-0.100000
718,2,4,T0900:41.000,540.68335,23.875000,900.0000,0,19.700000,-9.700000
719,1,1,T0836:57.000,516.95001,0.000000,1433.9978,2135,0.000000,-0.100000
719,2,4,T0900:51.0-1,540.84998,23.899963,900.0000,0,19.700000,-9.700000
720,1,1,T0837:01.501,517.02502,0.000000,1436.4990,2145,0.000000,-0.100000
720,2,4,T0900:58.000,540.96667,23.941650,900.0000,0,19.700000,-9.700000
721,1,1,T0837:11.499,517.19165,0.000000,1434.4995,2137,0.000000,-0.100000
721,2,4,T0901:06.0-1,541.09998,23.908325,900.0000,0,19.700000,-9.700000
722,1,1,T0837:17.501,517.29169,0.000000,1437.4988,2149,0.000000,-0.100000
722,2,4,T0901:15.000,541.25000,23.958313,900.0000,0,19.700000,-9.700000
723,1,1,T0837:24.001,517.40002,0.000000,1440.9998,2163,0.000000,-0.100000
723,2,4,T0901:25.001,541.41669,24.016663,900.0000,0,19.700000,-9.700000
724,1,1,T0837:30.501,517.50836,0.000000,1442.4976,2169,0.000000,-0.100000
724,2,4,T0901:33.000,541.54999,24.041626,900.0000,0,19.700000,-9.700000
725,1,1,T0837:39.499,517.65833,0.000000,1441.5015,2166,0.000000,-0.100000
725,2,4,T0901:41.000,541.68335,24.025024,900.0000,0,19.700000,-9.700000
726,1,1,T0837:44.000,517.73334,0.000000,1443.9990,2175,0.000000,-0.100000
726,2,4,T0901:48.000,541.79999,24.066650,900.0000,0,19.700000,-9.700000
727,1,1,T0837:52.0-1,517.86664,0.000000,1443.0029,2172,0.000000,-0.100000
727,2,4,T0901:55.001,541.91669,24.050049,900.0000,0,19.700000,-9.700000
728,1,1,T0838:00.000,518.00000,0.000000,1442.9993,2171,0.000000,-0.100000
728,2,4,T0902:03.000,542.04999,24.049988,900.0000,0,19.700000,-9.700000
729,1,1,T0838:04.500,518.07501,0.000000,1445.5005,2182,0.000000,-0.100000
729,2,4,T0902:10.001,542.16669,24.091675,900.0000,0,19.700000,-9.700000
730,1,1,T0838:14.000,518.23334,0.000000,1444.9988,2179,0.000000,-0.100000
730,2,4,T0902:19.000,542.31665,24.083313,900.0000,0,19.700000,-9.700000
731,1,1,T0838:22.0-1,518.36664,0.000000,1444.0027,2176,0.000000,-0.100000
731,2,4,T0902:26.000,542.43335,24.066711,900.0000,0,19.700000,-9.700000
732,1,1,T0838:28.498,518.47498,0.000000,1444.5007,2178,0.000000,-0.100000
732,2,4,T0902:33.000,542.54999,24.075012,900.0000,0,19.700000,-9.700000
733,1,1,T0838:34.000,518.56665,0.000000,1446.0022,2184,0.000000,-0.100000
733,2,4,T0902:40.001,542.66669,24.100037,900.0000,0,19.700000,-9.700000
734,1,1,T0838:42.000,518.70001,0.000000,1446.9983,2187,0.000000,-0.100000
734,2,4,T0902:49.000,542.81665,24.116638,900.0000,0,19.700000,-9.700000
735,1,1,T0838:48.000,518.79999,0.000000,1450.0012,2200,0.000000,-0.100000
735,2,4,T0902:58.000,542.96667,24.166687,900.0000,0,19.700000,-9.700000
736,1,1,T0838:58.000,518.96667,0.000000,1447.9980,2191,0.000000,-0.100000
736,2,4,T0903:06.0-1,543.09998,24.133301,900.0000,0,19.700000,-9.700000
737,1,1,T0839:02.750,519.04584,0.000000,1450.2502,2201,0.000000,-0.100000
737,2,4,T0903:13.000,543.21667,24.170837,900.0000,0,19.700000,-9.700000
738,1,1,T0839:08.001,519.13336,0.000000,1451.9971,2207,0.000000,-0.100000
738,2,4,T0903:20.0-1,543.33331,24.199951,900.0000,0,19.700000,-9.700000
739,1,1,T0839:16.000,519.26666,0.000000,1453.0005,2212,0.000000,-0.100000
739,2,4,T0903:29.000,543.48334,24.216675,900.0000,0,19.700000,-9.700000
740,1,1,T0839:24.001,519.40002,0.000000,1451.9971,2207,0.000000,-0.100000
740,2,4,T0903:36.0-1,543.59998,24.199951,900.0000,0,19.700000,-9.700000
741,1,1,T0839:30.000,519.50000,0.000000,1455.0000,2220,0.000000,-0.100000
741,2,4,T0903:45.000,543.75000,24.250000,900.0000,0,19.700000,-9.700000
742,1,1,T0839:37.0-1,519.61664,0.000000,1456.0034,2224,0.000000,-0.100000
742,2,4,T0903:53.001,543.88336,24.266724,900.0000,0,19.700000,-9.700000
743,1,1,T0839:45.000,519.75000,0.000000,1455.0000,2220,0.000000,-0.100000
743,2,4,T0904:00.000,544.00000,24.250000,900.0000,0,19.700000,-9.700000
744,1,1,T0839:52.0-1,519.86664,0.000000,1460.0024,2240,0.000000,-0.100000
744,2,4,T0904:12.000,544.20001,24.333374,900.0000,0,19.700000,-9.700000
745,1,1,T0839:58.498,519.97498,0.000000,1462.5000,2250,0.000000,-0.100000
745,2,4,T0904:21.0-1,544.34998,24.375000,900.0000,0,19.700000,-9.700000
746,1,1,T0840:10.001,520.16669,0.000000,1458.9990,2235,0.000000,-0.100000
746,2,4,T0904:29.000,544.48334,24.316650,900.0000,0,19.700000,-9.700000
747,1,1,T0840:11.000,520.18335,0.000000,1467.0007,2268,0.000000,-0.100000
747,2,4,T0904:38.001,544.63336,24.450012,900.0000,0,19.700000,-9.700000
748,1,1,T0840:20.0-1,520.33331,0.000000,1468.0005,2272,0.000000,-0.100000
748,2,4,T0904:48.000,544.79999,24.466675,900.0000,0,19.700000,-9.700000
749,1,1,T0840:27.000,520.45001,0.000000,1468.0005,2272,0.000000,-0.100000
749,2,4,T0904:55.001,544.91669,24.466675,900.0000,0,19.700000,-9.700000
750,1,1,T0840:32.501,520.54169,0.000000,1470.4980,2281,0.000000,-0.100000
750,2,4,T0905:03.000,545.04999,24.508301,900.0000,0,19.700000,-9.700000
751,1,1,T0840:41.499,520.69165,0.000000,1469.5020,2278,0.000000,-0.100000
751,2,4,T0905:11.000,545.18335,24.491699,900.0000,0,19.700000,-9.700000
752,1,1,T0840:48.500,520.80835,0.000000,1470.4980,2281,0.000000,-0.100000
752,2,4,T0905:19.000,545.31665,24.508301,900.0000,0,19.700000,-9.700000
753,1,1,T0840:54.001,520.90002,0.000000,1472.9993,2291,0.000000,-0.100000
753,2,4,T0905:27.000,545.45001,24.549988,900.0000,0,19.700000,-9.700000
754,1,1,T0841:02.000,521.03333,0.000000,1472.9993,2291,0.000000,-0.100000
754,2,4,T0905:35.0-1,545.58331,24.549988,900.0000,0,19.700000,-9.700000
755,1,1,T0841:10.499,521.17499,0.000000,1472.5012,2290,0.000000,-0.100000
755,2,4,T0905:43.000,545.71667,24.541687,900.0000,0,19.700000,-9.700000
756,1,1,T0841:14.000,521.23334,0.000000,1479.0015,2316,0.000000,-0.100000
756,2,4,T0905:53.001,545.88336,24.650024,900.0000,0,19.700000,-9.700000
757,1,1,T0841:23.001,521.38336,0.000000,1478.9978,2315,0.000000,-0.100000
757,2,4,T0906:02.000,546.03333,24.649963,900.0000,0,19.700000,-9.700000
758,1,1,T0841:32.000,521.53333,0.000000,1479.0015,2316,0.000000,-0.100000
758,2,4,T0906:11.000,546.18335,24.650024,900.0000,0,19.700000,-9.700000
759,1,1,T0841:40.001,521.66669,0.000000,1483.0005,2332,0.000000,-0.100000
759,2,4,T0906:23.001,546.38336,24.716675,900.0000,0,19.700000,-9.700000
760,1,1,T0841:46.501,521.77502,0.000000,1483.4985,2333,0.000000,-0.100000
760,2,4,T0906:30.000,546.50000,24.724976,900.0000,0,19.700000,-9.700000
761,1,1,T0841:52.0-1,521.86664,0.000000,1487.0032,2348,0.000000,-0.100000
761,2,4,T0906:39.001,546.65002,24.783386,900.0000,0,19.700000,-9.700000
762,1,1,T0841:58.000,521.96667,0.000000,1487.9993,2351,0.000000,-0.100000
762,2,4,T0906:46.000,546.76666,24.799988,900.0000,0,19.700000,-9.700000
763,1,1,T0842:05.0-1,522.08331,0.000000,1491.0022,2364,0.000000,-0.100000
763,2,4,T0906:56.000,546.93335,24.850037,900.0000,0,19.700000,-9.700000
764,1,1,T0842:15.000,522.25000,0.000000,1489.9988,2359,0.000000,-0.100000
764,2,4,T0907:05.0-1,547.08331,24.833313,900.0000,0,19.700000,-9.700000
765,1,1,T0842:18.000,522.29999,0.000000,1495.0012,2380,0.000000,-0.100000
765,2,4,T0907:13.000,547.21667,24.916687,900.0000,0,19.700000,-9.700000
766,1,1,T0842:27.000,522.45001,0.000000,1494.9976,2379,0.000000,-0.100000
766,2,4,T0907:22.0-1,547.36664,24.916626,900.0000,0,19.700000,-9.700000
767,1,1,T0842:34.000,522.56665,0.000000,1495.0012,2380,0.000000,-0.100000
767,2,4,T0907:29.000,547.48334,24.916687,900.0000,0,19.700000,-9.700000
768,1,1,T0842:39.499,522.65833,0.000000,1497.4988,2389,0.000000,-0.100000
768,2,4,T0907:37.0-1,547.61664,24.958313,900.0000,0,19.700000,-9.700000
769,1,1,T0842:47.000,522.78333,0.000000,1499.0002,2396,0.000000,-0.100000
769,2,4,T0907:46.000,547.76666,24.983337,900.0000,0,19.700000,-9.700000
770,1,1,T0842:55.001,522.91669,0.000000,1500.0000,2400,0.000000,-0.100000
770,2,4,T0907:55.001,547.91669,25.000000,900.0000,0,19.700000,-9.700000
771,1,1,T0843:03.000,523.04999,0.000000,1500.0000,2400,0.000000,-0.100000
771,2,4,T0908:03.000,548.04999,25.000000,900.0000,0,19.700000,-9.700000
772,1,1,T0843:08.499,523.14166,0.000000,1503.5010,2414,0.000000,-0.100000
772,2,4,T0908:12.000,548.20001,25.058350,900.0000,0,19.700000,-9.700000
773,1,1,T0843:18.500,523.30835,0.000000,1501.4978,2405,0.000000,-0.100000
773,2,4,T0908:20.0-1,548.33331,25.024963,900.0000,0,19.700000,-9.700000
774,1,1,T0843:21.0-1,523.34998,0.000000,1507.0020,2428,0.000000,-0.100000
774,2,4,T0908:28.000,548.46667,25.116699,900.0000,0,19.700000,-9.700000
775,1,1,T0843:29.498,523.49164,0.000000,1505.5005,2422,0.000000,-0.100000
775,2,4,T0908:35.0-1,548.58331,25.091675,900.0000,0,19.700000,-9.700000
776,1,1,T0843:40.001,523.66669,0.000000,1502.9993,2411,0.000000,-0.100000
776,2,4,T0908:43.000,548.71667,25.049988,900.0000,0,19.700000,-9.700000
777,1,1,T0843:41.499,523.69165,0.000000,1510.4993,2441,0.000000,-0.100000
777,2,4,T0908:52.0-1,548.86664,25.174988,900.0000,0,19.700000,-9.700000
778,1,1,T0843:49.500,523.82501,0.000000,1511.4990,2445,0.000000,-0.100000
778,2,4,T0909:01.000,549.01666,25.191650,900.0000,0,19.700000,-9.700000
779,1,1,T0843:58.000,523.96667,0.000000,1512.0007,2448,0.000000,-0.100000
779,2,4,T0909:10.001,549.16669,25.200012,900.0000,0,19.700000,-9.700000
780,1,1,T0844:07.0-1,524.11664,0.000000,1512.0007,2448,0.000000,-0.100000
780,2,4,T0909:19.000,549.31665,25.200012,900.0000,0,19.700000,-9.700000
781,1,1,T0844:14.000,524.23334,0.000000,1512.0007,2448,0.000000,-0.100000
781,2,4,T0909:26.000,549.43335,25.200012,900.0000,0,19.700000,-9.700000
782,1,1,T0844:19.500,524.32501,0.000000,1515.4980,2461,0.000000,-0.100000
782,2,4,T0909:35.0-1,549.58331,25.258301,900.0000,0,19.700000,-9.700000
783,1,1,T0844:24.001,524.40002,0.000000,1519.9988,2479,0.000000,-0.100000
783,2,4,T0909:44.000,549.73334,25.333313,900.0000,0,19.700000,-9.700000
784,1,1,T0844:32.000,524.53333,0.000000,1523.0017,2492,0.000000,-0.100000
784,2,4,T0909:55.001,549.91669,25.383362,900.0000,0,19.700000,-9.700000
785,1,1,T0844:39.748,524.66248,0.000000,1524.2505,2497,0.000000,-0.100000
785,2,4,T0910:04.000,550.06665,25.404175,900.0000,0,19.700000,-9.700000
786,1,1,T0844:49.000,524.81665,0.000000,1523.0017,2492,0.000000,-0.100000
786,2,4,T0910:12.000,550.20001,25.383362,900.0000,0,19.700000,-9.700000
787,1,1,T0844:56.000,524.93335,0.000000,1524.9976,2499,0.000000,-0.100000
787,2,4,T0910:21.0-1,550.34998,25.416626,900.0000,0,19.700000,-9.700000
788,1,1,T0845:00.750,525.01251,0.000000,1527.2498,2508,0.000000,-0.100000
788,2,4,T0910:28.000,550.46667,25.454163,900.0000,0,19.700000,-9.700000
789,1,1,T0845:06.0-1,525.09998,0.000000,1529.0002,2516,0.000000,-0.100000
789,2,4,T0910:35.0-1,550.58331,25.483337,900.0000,0,19.700000,-9.700000
790,1,1,T0845:14.000,525.23334,0.000000,1528.0005,2512,0.000000,-0.100000
790,2,4,T0910:42.000,550.70001,25.466675,900.0000,0,19.700000,-9.700000
791,1,1,T0845:22.500,525.37500,0.000000,1526.4990,2505,0.000000,-0.100000
791,2,4,T0910:49.000,550.81665,25.441650,900.0000,0,19.700000,-9.700000
792,1,1,T0845:31.000,525.51666,0.000000,1527.0007,2508,0.000000,-0.100000
792,2,4,T0910:58.000,550.96667,25.450012,900.0000,0,19.700000,-9.700000
793,1,1,T0845:37.500,525.62500,0.000000,1532.5012,2530,0.000000,-0.100000
793,2,4,T0911:10.001,551.16669,25.541687,900.0000,0,19.700000,-9.700000
794,1,1,T0845:42.751,525.71252,0.000000,1537.2473,2548,0.000000,-0.100000
794,2,4,T0911:20.0-1,551.33331,25.620789,900.0000,0,19.700000,-9.700000
795,1,1,T0845:50.0-1,525.83331,0.000000,1538.0017,2552,0.000000,-0.100000
795,2,4,T0911:28.000,551.46667,25.633362,900.0000,0,19.700000,-9.700000
796,1,1,T0845:55.748,525.92914,0.000000,1539.2505,2557,0.000000,-0.100000
796,2,4,T0911:35.0-1,551.58331,25.654175,900.0000,0,19.700000,-9.700000
797,1,1,T0846:04.000,526.06665,0.000000,1541.0010,2564,0.000000,-0.100000
797,2,4,T0911:45.000,551.75000,25.683350,900.0000,0,19.700000,-9.700000
798,1,1,T0846:09.001,526.15002,0.000000,1542.9968,2571,0.000000,-0.100000
798,2,4,T0911:52.0-1,551.86664,25.716614,900.0000,0,19.700000,-9.700000
799,1,1,T0846:19.000,526.31665,0.000000,1542.0007,2568,0.000000,-0.100000
799,2,4,T0912:01.000,552.01666,25.700012,900.0000,0,19.700000,-9.700000
800,1,1,T0846:28.000,526.46667,0.000000,1543.0005,2572,0.000000,-0.100000
800,2,4,T0912:11.000,552.18335,25.716675,900.0000,0,19.700000,-9.700000
801,1,1,T0846:30.000,526.50000,0.000000,1547.9993,2591,0.000000,-0.100000
801,2,4,T0912:18.000,552.29999,25.799988,900.0000,0,19.700000,-9.700000
802,1,1,T0846:38.001,526.63336,0.000000,1548.9990,2595,0.000000,-0.100000
802,2,4,T0912:27.000,552.45001,25.816650,900.0000,0,19.700000,-9.700000
803,1,1,T0846:46.000,526.76666,0.000000,1550.9985,2603,0.000000,-0.100000
803,2,4,T0912:37.0-1,552.61664,25.849976,900.0000,0,19.700000,-9.700000
804,1,1,T0846:54.001,526.90002,0.000000,1551.9983,2607,0.000000,-0.100000
804,2,4,T0912:46.000,552.76666,25.866638,900.0000,0,19.700000,-9.700000
805,1,1,T0847:01.000,527.01666,0.000000,1553.0017,2612,0.000000,-0.100000
805,2,4,T0912:54.001,552.90002,25.883362,900.0000,0,19.700000,-9.700000
806,1,1,T0847:07.0-1,527.11664,0.000000,1555.0012,2620,0.000000,-0.100000
806,2,4,T0913:02.000,553.03333,25.916687,900.0000,0,19.700000,-9.700000
807,1,1,T0847:12.000,527.20001,0.000000,1557.0007,2628,0.000000,-0.100000
807,2,4,T0913:09.001,553.15002,25.950012,900.0000,0,19.700000,-9.700000
808,1,1,T0847:20.0-1,527.33331,0.000000,1557.0007,2628,0.000000,-0.100000
808,2,4,T0913:17.000,553.28333,25.950012,900.0000,0,19.700000,-9.700000
809,1,1,T0847:32.000,527.53333,0.000000,1553.0017,2612,0.000000,-0.100000
809,2,4,T0913:25.001,553.41669,25.883362,900.0000,0,19.700000,-9.700000
810,1,1,T0847:34.000,527.56665,0.000000,1558.0005,2632,0.000000,-0.100000
810,2,4,T0913:32.000,553.53333,25.966675,900.0000,0,19.700000,-9.700000
811,1,1,T0847:42.000,527.70001,0.000000,1560.9998,2643,0.000000,-0.100000
811,2,4,T0913:43.000,553.71667,26.016663,900.0000,0,19.700000,-9.700000
812,1,1,T0847:49.251,527.82086,0.000000,1561.7468,2646,0.000000,-0.100000
812,2,4,T0913:51.0-1,553.84998,26.029114,900.0000,0,19.700000,-9.700000
813,1,1,T0847:58.000,527.96667,0.000000,1560.0000,2640,0.000000,-0.100000
813,2,4,T0913:58.000,553.96667,26.000000,900.0000,0,19.700000,-9.700000
814,1,1,T0848:06.0-1,528.09998,0.000000,1562.0032,2648,0.000000,-0.100000
814,2,4,T0914:08.001,554.13336,26.033386,900.0000,0,19.700000,-9.700000
815,1,1,T0848:14.000,528.23334,0.000000,1562.9993,2651,0.000000,-0.100000
815,2,4,T0914:17.000,554.28333,26.049988,900.0000,0,19.700000,-9.700000
816,1,1,T0848:16.000,528.26666,0.000000,1571.0010,2684,0.000000,-0.100000
816,2,4,T0914:27.000,554.45001,26.183350,900.0000,0,19.700000,-9.700000
817,1,1,T0848:26.000,528.43335,0.000000,1568.9978,2675,0.000000,-0.100000
817,2,4,T0914:35.0-1,554.58331,26.149963,900.0000,0,19.700000,-9.700000
818,1,1,T0848:31.248,528.52081,0.000000,1570.7520,2683,0.000000,-0.100000
818,2,4,T0914:42.000,554.70001,26.179199,900.0000,0,19.700000,-9.700000
819,1,1,T0848:37.0-1,528.61664,0.000000,1576.0034,2704,0.000000,-0.100000
819,2,4,T0914:53.001,554.88336,26.266724,900.0000,0,19.700000,-9.700000
820,1,1,T0848:45.000,528.75000,0.000000,1577.9993,2711,0.000000,-0.100000
820,2,4,T0915:03.000,555.04999,26.299988,900.0000,0,19.700000,-9.700000
821,1,1,T0848:53.001,528.88336,0.000000,1576.9995,2707,0.000000,-0.100000
821,2,4,T0915:10.001,555.16669,26.283325,900.0000,0,19.700000,-9.700000
822,1,1,T0849:00.000,529.00000,0.000000,1576.9995,2707,0.000000,-0.100000
822,2,4,T0915:17.000,555.28333,26.283325,900.0000,0,19.700000,-9.700000
823,1,1,T0849:06.500,529.10834,0.000000,1581.5002,2726,0.000000,-0.100000
823,2,4,T0915:28.000,555.46667,26.358337,900.0000,0,19.700000,-9.700000
824,1,1,T0849:15.501,529.25836,0.000000,1582.5000,2730,0.000000,-0.100000
824,2,4,T0915:38.001,555.63336,26.375000,900.0000,0,19.700000,-9.700000
825,1,1,T0849:19.000,529.31665,0.000000,1586.0010,2744,0.000000,-0.100000
825,2,4,T0915:45.000,555.75000,26.433350,900.0000,0,19.700000,-9.700000
826,1,1,T0849:27.000,529.45001,0.000000,1590.0000,2760,0.000000,-0.100000
826,2,4,T0915:57.000,555.95001,26.500000,900.0000,0,19.700000,-9.700000
827,1,1,T0849:35.0-1,529.58331,0.000000,1590.0000,2760,0.000000,-0.100000
827,2,4,T0916:05.0-1,556.08331,26.500000,900.0000,0,19.700000,-9.700000
828,1,1,T0849:41.000,529.68335,0.000000,1592.9993,2771,0.000000,-0.100000
828,2,4,T0916:14.000,556.23334,26.549988,900.0000,0,19.700000,-9.700000
829,1,1,T0849:47.501,529.79169,0.000000,1593.4973,2773,0.000000,-0.100000
829,2,4,T0916:21.0-1,556.34998,26.558289,900.0000,0,19.700000,-9.700000
830,1,1,T0849:56.000,529.93335,0.000000,1591.9995,2767,0.000000,-0.100000
830,2,4,T0916:28.000,556.46667,26.533325,900.0000,0,19.700000,-9.700000
831,1,1,T0850:01.501,530.02502,0.000000,1594.4971,2777,0.000000,-0.100000
831,2,4,T0916:36.0-1,556.59998,26.574951,900.0000,0,19.700000,-9.700000
832,1,1,T0850:13.000,530.21667,0.000000,1590.0000,2760,0.000000,-0.100000
832,2,4,T0916:43.000,556.71667,26.500000,900.0000,0,19.700000,-9.700000
833,1,1,T0850:20.0-1,530.33331,0.000000,1596.0022,2784,0.000000,-0.100000
833,2,4,T0916:56.000,556.93335,26.600037,900.0000,0,19.700000,-9.700000
834,1,1,T0850:22.0-1,530.36664,0.000000,1603.0005,2812,0.000000,-0.100000
834,2,4,T0917:05.0-1,557.08331,26.716675,900.0000,0,19.700000,-9.700000
835,1,1,T0850:30.000,530.50000,0.000000,1603.0005,2812,0.000000,-0.100000
835,2,4,T0917:13.000,557.21667,26.716675,900.0000,0,19.700000,-9.700000
836,1,1,T0850:42.000,530.70001,0.000000,1597.9980,2791,0.000000,-0.100000
836,2,4,T0917:20.0-1,557.33331,26.633301,900.0000,0,19.700000,-9.700000
837,1,1,T0850:43.000,530.71667,0.000000,1605.0000,2820,0.000000,-0.100000
837,2,4,T0917:28.000,557.46667,26.750000,900.0000,0,19.700000,-9.700000
838,1,1,T0850:51.500,530.85834,0.000000,1605.4980,2821,0.000000,-0.100000
838,2,4,T0917:37.0-1,557.61664,26.758301,900.0000,0,19.700000,-9.700000
839,1,1,T0851:02.000,531.03333,0.000000,1603.0005,2812,0.000000,-0.100000
839,2,4,T0917:45.000,557.75000,26.716675,900.0000,0,19.700000,-9.700000
840,1,1,T0851:03.000,531.04999,0.000000,1608.9990,2835,0.000000,-0.100000
840,2,4,T0917:52.0-1,557.86664,26.816650,900.0000,0,19.700000,-9.700000
841,1,1,T0851:11.000,531.18335,0.000000,1608.9990,2835,0.000000,-0.100000
841,2,4,T0918:00.000,558.00000,26.816650,900.0000,0,19.700000,-9.700000
842,1,1,T0851:19.000,531.31665,0.000000,1607.9993,2831,0.000000,-0.100000
842,2,4,T0918:07.0-1,558.11664,26.799988,900.0000,0,19.700000,-9.700000
843,1,1,T0851:25.001,531.41669,0.000000,1608.9990,2835,0.000000,-0.100000
843,2,4,T0918:14.000,558.23334,26.816650,900.0000,0,19.700000,-9.700000
844,1,1,T0851:33.000,531.54999,0.000000,1608.9990,2835,0.000000,-0.100000
844,2,4,T0918:22.0-1,558.36664,26.816650,900.0000,0,19.700000,-9.700000
845,1,1,T0851:42.000,531.70001,0.000000,1607.9993,2831,0.000000,-0.100000
845,2,4,T0918:30.000,558.50000,26.799988,900.0000,0,19.700000,-9.700000
846,1,1,T0851:49.000,531.81665,0.000000,1607.9993,2831,0.000000,-0.100000
846,2,4,T0918:37.0-1,558.61664,26.799988,900.0000,0,19.700000,-9.700000
847,1,1,T0851:56.000,531.93335,0.000000,1611.9983,2847,0.000000,-0.100000
847,2,4,T0918:48.000,558.79999,26.866638,900.0000,0,19.700000,-9.700000
848,1,1,T0852:03.000,532.04999,0.000000,1613.0017,2852,0.000000,-0.100000
848,2,4,T0918:56.000,558.93335,26.883362,900.0000,0,19.700000,-9.700000
849,1,1,T0852:06.0-1,532.09998,0.000000,1618.0005,2872,0.000000,-0.100000
849,2,4,T0919:04.000,559.06665,26.966675,900.0000,0,19.700000,-9.700000
850,1,1,T0852:16.501,532.27502,0.000000,1616.4990,2865,0.000000,-0.100000
850,2,4,T0919:13.000,559.21667,26.941650,900.0000,0,19.700000,-9.700000
851,1,1,T0852:24.499,532.40833,0.000000,1616.4990,2865,0.000000,-0.100000
851,2,4,T0919:21.0-1,559.34998,26.941650,900.0000,0,19.700000,-9.700000
852,1,1,T0852:27.000,532.45001,0.000000,1622.9993,2891,0.000000,-0.100000
852,2,4,T0919:30.000,559.50000,27.049988,900.0000,0,19.700000,-9.700000
853,1,1,T0852:35.0-1,532.58331,0.000000,1623.0029,2892,0.000000,-0.100000
853,2,4,T0919:38.001,559.63336,27.050049,900.0000,0,19.700000,-9.700000
854,1,1,T0852:43.498,532.72498,0.000000,1621.5015,2886,0.000000,-0.100000
854,2,4,T0919:45.000,559.75000,27.025024,900.0000,0,19.700000,-9.700000
855,1,1,T0852:49.500,532.82501,0.000000,1623.5010,2894,0.000000,-0.100000
855,2,4,T0919:53.001,559.88336,27.058350,900.0000,0,19.700000,-9.700000
856,1,1,T0852:55.001,532.91669,0.000000,1626.9983,2907,0.000000,-0.100000
856,2,4,T0920:02.000,560.03333,27.116638,900.0000,0,19.700000,-9.700000
857,1,1,T0853:03.000,533.04999,0.000000,1627.0020,2908,0.000000,-0.100000
857,2,4,T0920:10.001,560.16669,27.116699,900.0000,0,19.700000,-9.700000
858,1,1,T0853:08.499,533.14166,0.000000,1629.4995,2917,0.000000,-0.100000
858,2,4,T0920:18.000,560.29999,27.158325,900.0000,0,19.700000,-9.700000
859,1,1,T0853:16.000,533.26666,0.000000,1634.0002,2936,0.000000,-0.100000
859,2,4,T0920:30.000,560.50000,27.233337,900.0000,0,19.700000,-9.700000
860,1,1,T0853:24.499,533.40833,0.000000,1632.4988,2929,0.000000,-0.100000
860,2,4,T0920:37.0-1,560.61664,27.208313,900.0000,0,19.700000,-9.700000
861,1,1,T0853:29.000,533.48334,0.000000,1637.9993,2951,0.000000,-0.100000
861,2,4,T0920:47.000,560.78333,27.299988,900.0000,0,19.700000,-9.700000
862,1,1,T0853:37.0-1,533.61664,0.000000,1637.0032,2948,0.000000,-0.100000
862,2,4,T0920:54.001,560.90002,27.283386,900.0000,0,19.700000,-9.700000
863,1,1,T0853:45.000,533.75000,0.000000,1637.9993,2951,0.000000,-0.100000
863,2,4,T0921:03.000,561.04999,27.299988,900.0000,0,19.700000,-9.700000
864,1,1,T0853:52.0-1,533.86664,0.000000,1640.0024,2960,0.000000,-0.100000
864,2,4,T0921:12.000,561.20001,27.333374,900.0000,0,19.700000,-9.700000
865,1,1,T0854:00.000,534.00000,0.000000,1641.9983,2967,0.000000,-0.100000
865,2,4,T0921:22.0-1,561.36664,27.366638,900.0000,0,19.700000,-9.700000
866,1,1,T0854:08.001,534.13336,0.000000,1641.9983,2967,0.000000,-0.100000
866,2,4,T0921:30.000,561.50000,27.366638,900.0000,0,19.700000,-9.700000
