first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,UE_OD_based_relative_gap_compared_to_least_time_path_travel_time,UE_path_based_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_TT_1,DTM_TT_2,DTM_TT_3,DTM_TT_4,DTM_TT_5,DTM_TT_6,DTM_TT_7,DTM_TT_8,DTM_TT_9,DTM_TT_10,DTM_TT_11,DTM_TT_12,DTM_TT_13,DTM_TT_14,DTM_TT_15,DTM_TT_16,DTM_TT_17,DTM_TT_18,DTM_TT_19,DTM_TT_20,DTM_Vol_0,DTM_Delta_Vol_1,DTM_Delta_Vol_2,DTM_Delta_Vol_3,DTM_Delta_Vol_4,DTM_Delta_Vol_5,DTM_Delta_Vol_6,DTM_Delta_Vol_7,DTM_Delta_Vol_8,DTM_Delta_Vol_9,DTM_Delta_Vol_10,DTM_Delta_Vol_11,DTM_Delta_Vol_12,DTM_Delta_Vol_13,DTM_Delta_Vol_14,DTM_Delta_Vol_15,DTM_Delta_Vol_16,DTM_Delta_Vol_17,DTM_Delta_Vol_18,DTM_Delta_Vol_19,DTM_Delta_Vol_20,
0,1,1,2,0,1,1->2,0,auto,am7,2700.0000,30.0000,18.6451,106.4762,30.0000,17.787701,0.002796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2700,86.9693,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,75.000;1.476;,15.000;15.000;,1,1,1,1;,0,2700.000050, 2700.0000, 0.000000,106.476225,106.476225,106.476225,106.476225,106.476225,106.476225,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,-2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,2,1,2,0,1,1->2,0,info,am7,0.0000,30.0000,18.6451,106.4762,30.0000,17.787701,0.002796,0.0026,0.4365,0.0000,0.0000,0.0000,0.0000,0,106.4762,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,75.000;1.476;,15.000;15.000;,1,1,1,1;,0,300.000006, 0.0000, -300.000006,106.476225,106.476225,106.476225,106.476225,106.476225,106.476225,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,169.051829,-65.474088,-43.649392,-32.737044,-26.189635,-1.001669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,3,1,2,0,1,1->2,0,info,am7,300.0000,60.0000,37.2902,60.0000,60.0000,20.785995,0.005535,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,300,60.1529,0.0000,3,1;3;2;,3;4;,"LINESTRING (0.000000 -0.100000, 19.800000 14.800000, 40.300000 0.100000)",,0.000;0.000;,30.000;30.000;,1,0,0,,1,0.000000, 300.0000, 300.000006,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,130.948176,65.474088,43.649392,32.737044,26.189635,1.001669,-300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,4,1,2,0,1,1->2,0,auto,am8,2700.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2700,86.9875,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,-2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,5,1,2,0,1,1->2,0,info,am8,300.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,87.1174,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,-300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,6,1,2,0,1,1->2,0,auto,am9,2700.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2700,87.0059,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,-2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,7,1,2,0,1,1->2,0,info,am9,300.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,87.1364,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,-300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,8,1,2,0,1,1->2,0,auto,am10,2700.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2700,87.0243,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,-2700.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0,9,1,2,0,1,1->2,0,info,am10,300.0000,30.0000,18.6451,32.9524,30.0000,10.282835,0.002614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,300,87.1542,0.0000,3,1;4;2;,1;2;,"LINESTRING (0.000000 -0.100000, 19.700000 -9.700000, 40.300000 0.100000)",lane_closure;,1.476;1.476;,15.000;15.000;,0,,,,,,,,,32.952450,32.952450,32.952450,32.952450,32.952450,32.952450,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,-300.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
