link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,link_type_s0,link_type_s1,free_speed_s0,free_speed_s1,capacity_s0,capacity_s1,lanes_p1_s0_auto,lanes_p1_s0_info,lanes_p1_s1_auto,lanes_p1_s1_info,lanes_p2_s0_auto,lanes_p2_s0_info,lanes_p2_s1_auto,lanes_p2_s1_info,lanes_p3_s0_auto,lanes_p3_s0_info,lanes_p3_s1_auto,lanes_p3_s1_info,lanes_p4_s0_auto,lanes_p4_s0_info,lanes_p4_s1_auto,lanes_p4_s1_info,VOL_p1_s0_auto,VOL_p1_s0_info,VOL_p1_s1_auto,VOL_p1_s1_info,VOL_p2_s0_auto,VOL_p2_s0_info,VOL_p2_s1_auto,VOL_p2_s1_info,VOL_p3_s0_auto,VOL_p3_s0_info,VOL_p3_s1_auto,VOL_p3_s1_info,VOL_p4_s0_auto,VOL_p4_s0_info,VOL_p4_s1_auto,VOL_p4_s1_info,MEU_p1_s0_auto,MEU_p1_s0_info,MEU_p1_s1_auto,MEU_p1_s1_info,MEU_p2_s0_auto,MEU_p2_s0_info,MEU_p2_s1_auto,MEU_p2_s1_info,MEU_p3_s0_auto,MEU_p3_s0_info,MEU_p3_s1_auto,MEU_p3_s1_info,MEU_p4_s0_auto,MEU_p4_s0_info,MEU_p4_s1_auto,MEU_p4_s1_info,CAP_p1_s0_auto,CAP_p1_s0_info,CAP_p1_s1_auto,CAP_p1_s1_info,CAP_p2_s0_auto,CAP_p2_s0_info,CAP_p2_s1_auto,CAP_p2_s1_info,CAP_p3_s0_auto,CAP_p3_s0_info,CAP_p3_s1_auto,CAP_p3_s1_info,CAP_p4_s0_auto,CAP_p4_s0_info,CAP_p4_s1_auto,CAP_p4_s1_info,PEN_p1_s0_auto,PEN_p1_s0_info,PEN_p1_s1_auto,PEN_p1_s1_info,PEN_p2_s0_auto,PEN_p2_s0_info,PEN_p2_s1_auto,PEN_p2_s1_info,PEN_p3_s0_auto,PEN_p3_s0_info,PEN_p3_s1_auto,PEN_p3_s1_info,PEN_p4_s0_auto,PEN_p4_s0_info,PEN_p4_s1_auto,PEN_p4_s1_info,DOC_p1_s0_auto,DOC_p1_s0_info,DOC_p1_s1_auto,DOC_p1_s1_info,DOC_p2_s0_auto,DOC_p2_s0_info,DOC_p2_s1_auto,DOC_p2_s1_info,DOC_p3_s0_auto,DOC_p3_s0_info,DOC_p3_s1_auto,DOC_p3_s1_info,DOC_p4_s0_auto,DOC_p4_s0_info,DOC_p4_s1_auto,DOC_p4_s1_info,TT_p1_s0_auto,TT_p1_s0_info,TT_p1_s1_auto,TT_p1_s1_info,TT_p2_s0_auto,TT_p2_s0_info,TT_p2_s1_auto,TT_p2_s1_info,TT_p3_s0_auto,TT_p3_s0_info,TT_p3_s1_auto,TT_p3_s1_info,TT_p4_s0_auto,TT_p4_s0_info,TT_p4_s1_auto,TT_p4_s1_info,CO2_p1_s0_auto,CO2_p1_s0_info,CO2_p1_s1_auto,CO2_p1_s1_info,CO2_p2_s0_auto,CO2_p2_s0_info,CO2_p2_s1_auto,CO2_p2_s1_info,CO2_p3_s0_auto,CO2_p3_s0_info,CO2_p3_s1_auto,CO2_p3_s1_info,CO2_p4_s0_auto,CO2_p4_s0_info,CO2_p4_s1_auto,CO2_p4_s1_info,NOX_p1_s0_auto,NOX_p1_s0_info,NOX_p1_s1_auto,NOX_p1_s1_info,NOX_p2_s0_auto,NOX_p2_s0_info,NOX_p2_s1_auto,NOX_p2_s1_info,NOX_p3_s0_auto,NOX_p3_s0_info,NOX_p3_s1_auto,NOX_p3_s1_info,NOX_p4_s0_auto,NOX_p4_s0_info,NOX_p4_s1_auto,NOX_p4_s1_info,VOL_am7_base_auto,MEU_am7_base_auto,CAP_am7_base_auto,PEN_am7_base_auto,DOC_am7_base_auto,TT_am7_base_auto,CO2_am7_base_auto,NOX_am7_base_auto,VOL_am7_base_info,MEU_am7_base_info,CAP_am7_base_info,PEN_am7_base_info,DOC_am7_base_info,TT_am7_base_info,CO2_am7_base_info,NOX_am7_base_info,VOL_am7_info_auto,MEU_am7_info_auto,CAP_am7_info_auto,PEN_am7_info_auto,DOC_am7_info_auto,TT_am7_info_auto,CO2_am7_info_auto,NOX_am7_info_auto,VOL_am7_info_info,MEU_am7_info_info,CAP_am7_info_info,PEN_am7_info_info,DOC_am7_info_info,TT_am7_info_info,CO2_am7_info_info,NOX_am7_info_info,VOL_am8_base_auto,MEU_am8_base_auto,CAP_am8_base_auto,PEN_am8_base_auto,DOC_am8_base_auto,TT_am8_base_auto,CO2_am8_base_auto,NOX_am8_base_auto,VOL_am8_base_info,MEU_am8_base_info,CAP_am8_base_info,PEN_am8_base_info,DOC_am8_base_info,TT_am8_base_info,CO2_am8_base_info,NOX_am8_base_info,VOL_am8_info_auto,MEU_am8_info_auto,CAP_am8_info_auto,PEN_am8_info_auto,DOC_am8_info_auto,TT_am8_info_auto,CO2_am8_info_auto,NOX_am8_info_auto,VOL_am8_info_info,MEU_am8_info_info,CAP_am8_info_info,PEN_am8_info_info,DOC_am8_info_info,TT_am8_info_info,CO2_am8_info_info,NOX_am8_info_info,VOL_am9_base_auto,MEU_am9_base_auto,CAP_am9_base_auto,PEN_am9_base_auto,DOC_am9_base_auto,TT_am9_base_auto,CO2_am9_base_auto,NOX_am9_base_auto,VOL_am9_base_info,MEU_am9_base_info,CAP_am9_base_info,PEN_am9_base_info,DOC_am9_base_info,TT_am9_base_info,CO2_am9_base_info,NOX_am9_base_info,VOL_am9_info_auto,MEU_am9_info_auto,CAP_am9_info_auto,PEN_am9_info_auto,DOC_am9_info_auto,TT_am9_info_auto,CO2_am9_info_auto,NOX_am9_info_auto,VOL_am9_info_info,MEU_am9_info_info,CAP_am9_info_info,PEN_am9_info_info,DOC_am9_info_info,TT_am9_info_info,CO2_am9_info_info,NOX_am9_info_info,VOL_am10_base_auto,MEU_am10_base_auto,CAP_am10_base_auto,PEN_am10_base_auto,DOC_am10_base_auto,TT_am10_base_auto,CO2_am10_base_auto,NOX_am10_base_auto,VOL_am10_base_info,MEU_am10_base_info,CAP_am10_base_info,PEN_am10_base_info,DOC_am10_base_info,TT_am10_base_info,CO2_am10_base_info,NOX_am10_base_info,VOL_am10_info_auto,MEU_am10_info_auto,CAP_am10_info_auto,PEN_am10_info_auto,DOC_am10_info_auto,TT_am10_info_auto,CO2_am10_info_auto,NOX_am10_info_auto,VOL_am10_info_info,MEU_am10_info_info,CAP_am10_info_info,PEN_am10_info_info,DOC_am10_info_info,TT_am10_info_info,CO2_am10_info_info,NOX_am10_info_info,
1,1,primary,1,4,"LINESTRING (0 -0.1, 19.7 -9.7)",15.000000,9.322561,15.000000,60.000000,-20.000000,3000.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,primary,primary,60.0,60.0,3000.0,3000.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2700.0,1.0,1500.0,29.5,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,1.0,1500.0,29.5,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.9000,9.9900,0.5000,0.9000,0.9000,0.5000,0.5000,0.9000,0.9000,0.5000,0.5000,0.9000,0.9000,0.5000,0.5000,90.0,90.0,90.0,90.0,16.5,16.5,15.1,15.1,16.5,16.5,15.1,15.1,16.5,16.5,15.1,15.1,34145.0,12.7,18969.4,373.4,13881.8,1542.4,7781.0,7781.0,13881.8,1542.4,7781.0,7781.0,13881.8,1542.4,7781.0,7781.0,4.0,0.0,2.2,0.0,3.5,0.4,2.1,2.1,3.5,0.4,2.1,2.1,3.5,0.4,2.1,2.1,2700.0,2700.0,3000.000,0.000,9.9900,90.000,34144.964,4.020,1.0,1.0,2000.000,0.000,0.9000,90.000,12.667,0.001,1500.0,1500.0,3000.000,0.000,9.9900,90.000,18969.424,2.233,29.5,29.5,2000.000,0.000,0.5000,90.000,373.384,0.044,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,
2,2,primary,4,2,"LINESTRING (19.7 -9.7, 40.3 0.1)",15.000000,9.322561,15.000000,60.000000,-20.000000,3000.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,primary,primary,60.0,60.0,3000.0,3000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2700.0,1.0,1500.0,29.5,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,1.0,1500.0,29.5,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,2700.0,300.0,1500.0,1500.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000,0.9000,0.5000,0.5000,0.9000,0.9000,0.5000,0.5000,0.9000,0.9000,0.5000,0.5000,0.9000,0.9000,0.5000,0.5000,16.5,16.5,15.1,15.1,16.5,16.5,15.1,15.1,16.5,16.5,15.1,15.1,16.5,16.5,15.1,15.1,13881.8,5.2,7781.0,153.2,13881.8,1542.4,7781.0,7781.0,13881.8,1542.4,7781.0,7781.0,13881.8,1542.4,7781.0,7781.0,3.5,0.0,2.1,0.0,3.5,0.4,2.1,2.1,3.5,0.4,2.1,2.1,3.5,0.4,2.1,2.1,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,1.0,1.0,2000.000,0.000,0.9000,16.476,5.150,0.001,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,29.5,29.5,2000.000,0.000,0.5000,15.141,153.157,0.041,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,2700.0,2700.0,3000.000,0.000,0.9000,16.476,13881.828,3.528,300.0,300.0,2000.000,0.000,0.9000,16.476,1542.425,0.392,1500.0,1500.0,3000.000,0.000,0.5000,15.141,7780.969,2.062,1500.0,1500.0,2000.000,0.000,0.5000,15.141,7780.969,2.062,
3,3,primary,1,3,"LINESTRING (0 -0.1, 19.8 14.8)",30.000000,18.645121,30.000000,60.000000,-20.000000,3000.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,primary,primary,60.0,60.0,3000.0,3000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,299.0,0.0,1470.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,1470.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,3107.5,0.0,15282.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,299.0,299.0,2000.000,0.000,0.0000,30.000,3107.489,0.828,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,1470.5,1470.5,2000.000,0.000,0.0000,30.000,15282.642,4.070,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,
4,4,primary,3,2,"LINESTRING (19.8 14.8, 40.3 0.1)",30.000000,18.645121,30.000000,60.000000,-20.000000,3000.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,primary,primary,60.0,60.0,3000.0,3000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,299.0,0.0,1470.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,1470.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,3107.5,0.0,15282.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,299.0,299.0,2000.000,0.000,0.0000,30.000,3107.489,0.828,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,1470.5,1470.5,2000.000,0.000,0.0000,30.000,15282.642,4.070,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,3000.000,0.000,0.0000,30.000,0.000,0.000,0.0,0.0,2000.000,0.000,0.0000,30.000,0.000,0.000,
