first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,UE_OD_based_relative_gap_compared_to_least_time_path_travel_time,UE_path_based_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,node_sequence,link_sequence, geometry,link_special_flag_sequence,sequential_link_distances_km,sequential_link_FFTT,
,1,1,2,0,1,1->2,0,auto,am,7000.0001,20.0000,12.4301,21.7585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7000,379.5662,1;3;2;,1;2;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)",10.000;10.000;,10.000;10.000;,
,2,2,1,1,0,2->1,0,auto,am,7000.0001,20.0000,12.4301,21.7585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7000,379.5662,2;3;1;,2;1;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)",10.000;10.000;,10.000;10.000;,
