first_column,district_seq_id,scenario_name,demand_period,mode_type,od_volume,total_distance_km,total_distance_mile,total_travel_time_min,avg_distance_km,avg_distance_mile,avg_travel_time_in_min,zone_vector,geometry
,1,base,am,auto,6930,153464,95378.7,209882,22.1449,13.7632,30.286,1;,"POLYGON ((0.017882 -0.125179,))"
,1,base,am,rt,70,1550.14,963.421,2120.02,22.1449,13.7632,30.286,1;,"POLYGON ((0.017882 -0.125179,))"
,2,base,am,auto,6930,153464,95378.7,209882,22.1449,13.7632,30.286,2;,"POLYGON ((40.2539 0.053648,))"
,2,base,am,rt,70,1550.14,963.421,2120.02,22.1449,13.7632,30.286,2;,"POLYGON ((40.2539 0.053648,))"
