first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,mode_type_no,mode_type,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence,geometry
,713,1,2,0,0,0,0,0,0,auto,am,1,0,451.3087,20.1330,20.0000,12.4301,59.6037,37.0439,0.0,0.0,,1;3;2;,0731:26.500;0741:26.500;0751:26.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,714,1,2,0,0,0,0,0,0,auto,am,1,0,451.3071,20.0971,20.0000,12.4301,59.7101,37.1101,0.0,0.0,,1;3;2;,0731:24.250;0741:24.250;0751:24.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,715,1,2,0,0,0,0,0,0,auto,am,1,0,451.3554,20.0987,20.0000,12.4301,59.7053,37.1071,0.0,0.0,,1;3;2;,0731:27.249;0741:27.249;0751:27.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,716,1,2,0,0,0,0,0,0,auto,am,1,0,451.4038,20.0962,20.0000,12.4301,59.7128,37.1118,0.0,0.0,,1;3;2;,0731:30.000;0741:30.000;0751:30.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,717,1,2,0,0,0,0,0,0,auto,am,1,0,451.4022,20.1145,20.0000,12.4301,59.6586,37.0780,0.0,0.0,,1;3;2;,0731:30.000;0741:31.000;0751:31.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,718,1,2,0,0,0,0,0,0,auto,am,1,0,451.4506,20.1077,20.0000,12.4301,59.6785,37.0904,0.0,0.0,,1;3;2;,0731:33.499;0741:33.499;0751:33.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,719,1,2,0,0,0,0,0,0,auto,am,1,0,451.4990,20.1010,20.0000,12.4301,59.6984,37.1028,0.0,0.0,,1;3;2;,0731:36.000;0741:36.000;0751:36.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,720,1,2,0,0,0,0,0,0,auto,am,1,0,451.4973,20.1193,20.0000,12.4301,59.6442,37.0691,0.0,0.0,,1;3;2;,0731:36.000;0741:37.000;0751:37.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,721,1,2,0,0,0,0,0,0,auto,am,1,0,451.5457,20.1126,20.0000,12.4301,59.6641,37.0815,0.0,0.0,,1;3;2;,0731:39.499;0741:39.499;0751:39.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,722,1,2,0,0,0,0,0,0,auto,am,1,0,451.5941,20.0976,20.0000,12.4301,59.7088,37.1092,0.0,0.0,,1;3;2;,0731:41.500;0741:41.500;0751:41.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,723,1,2,0,0,0,0,0,0,auto,am,1,0,451.5925,20.1075,20.0000,12.4301,59.6792,37.0909,0.0,0.0,,1;3;2;,0731:41.500;0741:42.000;0751:42.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,724,1,2,0,0,0,0,0,0,auto,am,1,0,451.6409,20.0966,20.0000,12.4301,59.7115,37.1110,0.0,0.0,,1;3;2;,0731:44.249;0741:44.249;0751:44.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,725,1,2,0,0,0,0,0,0,auto,am,1,0,451.6893,20.0982,20.0000,12.4301,59.7067,37.1080,0.0,0.0,,1;3;2;,0731:47.250;0741:47.250;0751:47.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,726,1,2,0,0,0,0,0,0,auto,am,1,0,451.6877,20.1124,20.0000,12.4301,59.6648,37.0819,0.0,0.0,,1;3;2;,0731:47.250;0741:48.000;0751:48.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,727,1,2,0,0,0,0,0,0,auto,am,1,0,451.7360,20.0973,20.0000,12.4301,59.7095,37.1097,0.0,0.0,,1;3;2;,0731:50.000;0741:50.000;0751:50.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,728,1,2,0,0,0,0,0,0,auto,am,1,0,451.7844,20.1156,20.0000,12.4301,59.6552,37.0759,0.0,0.0,,1;3;2;,0731:53.499;0741:54.000;0751:54.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,729,1,2,0,0,0,0,0,0,auto,am,1,0,451.7828,20.1089,20.0000,12.4301,59.6751,37.0883,0.0,0.0,,1;3;2;,0731:53.499;0741:53.499;0751:53.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,730,1,2,0,0,0,0,0,0,auto,am,1,0,451.8312,20.1063,20.0000,12.4301,59.6827,37.0930,0.0,0.0,,1;3;2;,0731:56.250;0741:56.250;0751:56.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,731,1,2,0,0,0,0,0,0,auto,am,1,0,451.8795,20.1205,20.0000,12.4301,59.6408,37.0670,0.0,0.0,,1;3;2;,0731:59.749;0742:00.000;0752:00.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,732,1,2,0,0,0,0,0,0,auto,am,1,0,451.8779,20.1179,20.0000,12.4301,59.6484,37.0717,0.0,0.0,,1;3;2;,0731:59.749;0741:59.749;0751:59.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,733,1,2,0,0,0,0,0,0,auto,am,1,0,451.9263,20.0987,20.0000,12.4301,59.7054,37.1071,0.0,0.0,,1;3;2;,0732:01.499;0742:01.499;0752:01.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,734,1,2,0,0,0,0,0,0,auto,am,1,0,451.9747,20.0961,20.0000,12.4301,59.7130,37.1118,0.0,0.0,,1;3;2;,0732:04.249;0742:04.249;0752:04.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,735,1,2,0,0,0,0,0,0,auto,am,1,0,451.9731,20.1103,20.0000,12.4301,59.6710,37.0858,0.0,0.0,,1;3;2;,0732:04.249;0742:05.000;0752:05.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,736,1,2,0,0,0,0,0,0,auto,am,1,0,452.0215,20.0994,20.0000,12.4301,59.7033,37.1059,0.0,0.0,,1;3;2;,0732:07.249;0742:07.249;0752:07.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,737,1,2,0,0,0,0,0,0,auto,am,1,0,452.0698,20.0968,20.0000,12.4301,59.7109,37.1106,0.0,0.0,,1;3;2;,0732:10.000;0742:10.000;0752:10.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,738,1,2,0,0,0,0,0,0,auto,am,1,0,452.0682,20.1151,20.0000,12.4301,59.6566,37.0768,0.0,0.0,,1;3;2;,0732:10.000;0742:11.000;0752:11.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,739,1,2,0,0,0,0,0,0,auto,am,1,0,452.1166,20.1042,20.0000,12.4301,59.6889,37.0969,0.0,0.0,,1;3;2;,0732:13.249;0742:13.249;0752:13.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,740,1,2,0,0,0,0,0,0,auto,am,1,0,452.1650,20.1100,20.0000,12.4301,59.6718,37.0862,0.0,0.0,,1;3;2;,0732:16.499;0742:16.499;0752:16.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,741,1,2,0,0,0,0,0,0,auto,am,1,0,452.1634,20.1200,20.0000,12.4301,59.6423,37.0679,0.0,0.0,,1;3;2;,0732:16.499;0742:16.499;0752:16.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,742,1,2,0,0,0,0,0,0,auto,am,1,0,452.2118,20.1299,20.0000,12.4301,59.6128,37.0496,0.0,0.0,,1;3;2;,0732:20.500;0742:20.500;0752:20.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,743,1,2,0,0,0,0,0,0,auto,am,1,0,452.2601,20.0982,20.0000,12.4301,59.7068,37.1080,0.0,0.0,,1;3;2;,0732:21.500;0742:21.500;0752:21.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,744,1,2,0,0,0,0,0,0,auto,am,1,0,452.2585,20.1082,20.0000,12.4301,59.6773,37.0897,0.0,0.0,,1;3;2;,0732:21.500;0742:22.000;0752:22.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,745,1,2,0,0,0,0,0,0,auto,am,1,0,452.3069,20.0973,20.0000,12.4301,59.7096,37.1097,0.0,0.0,,1;3;2;,0732:24.250;0742:24.250;0752:24.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,746,1,2,0,0,0,0,0,0,auto,am,1,0,452.3553,20.1114,20.0000,12.4301,59.6677,37.0837,0.0,0.0,,1;3;2;,0732:27.500;0742:28.000;0752:28.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,747,1,2,0,0,0,0,0,0,auto,am,1,0,452.3537,20.1047,20.0000,12.4301,59.6876,37.0961,0.0,0.0,,1;3;2;,0732:27.500;0742:27.500;0752:27.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,748,1,2,0,0,0,0,0,0,auto,am,1,0,452.4020,20.0980,20.0000,12.4301,59.7076,37.1085,0.0,0.0,,1;3;2;,0732:30.000;0742:30.000;0752:30.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,749,1,2,0,0,0,0,0,0,auto,am,1,0,452.4504,20.1162,20.0000,12.4301,59.6533,37.0748,0.0,0.0,,1;3;2;,0732:33.499;0742:34.000;0752:34.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,750,1,2,0,0,0,0,0,0,auto,am,1,0,452.4488,20.1095,20.0000,12.4301,59.6732,37.0871,0.0,0.0,,1;3;2;,0732:33.499;0742:33.499;0752:33.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,751,1,2,0,0,0,0,0,0,auto,am,1,0,452.4972,20.1153,20.0000,12.4301,59.6560,37.0765,0.0,0.0,,1;3;2;,0732:36.749;0742:36.749;0752:36.749;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,752,1,2,0,0,0,0,0,0,auto,am,1,0,452.5456,20.0961,20.0000,12.4301,59.7131,37.1119,0.0,0.0,,1;3;2;,0732:38.499;0742:38.499;0752:38.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,753,1,2,0,0,0,0,0,0,auto,am,1,0,452.5439,20.1061,20.0000,12.4301,59.6835,37.0935,0.0,0.0,,1;3;2;,0732:38.499;0742:39.000;0752:39.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,754,1,2,0,0,0,0,0,0,auto,am,1,0,452.5923,20.0993,20.0000,12.4301,59.7035,37.1059,0.0,0.0,,1;3;2;,0732:41.500;0742:41.500;0752:41.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,755,1,2,0,0,0,0,0,0,auto,am,1,0,452.6407,20.0968,20.0000,12.4301,59.7110,37.1107,0.0,0.0,,1;3;2;,0732:44.249;0742:44.249;0752:44.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,756,1,2,0,0,0,0,0,0,auto,am,1,0,452.6391,20.1109,20.0000,12.4301,59.6691,37.0846,0.0,0.0,,1;3;2;,0732:44.249;0742:45.000;0752:45.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,757,1,2,0,0,0,0,0,0,auto,am,1,0,452.6875,20.1042,20.0000,12.4301,59.6890,37.0970,0.0,0.0,,1;3;2;,0732:47.499;0742:47.499;0752:47.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,758,1,2,0,0,0,0,0,0,auto,am,1,0,452.7359,20.1016,20.0000,12.4301,59.6966,37.1017,0.0,0.0,,1;3;2;,0732:50.249;0742:50.249;0752:50.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,759,1,2,0,0,0,0,0,0,auto,am,1,0,452.7343,20.1158,20.0000,12.4301,59.6547,37.0756,0.0,0.0,,1;3;2;,0732:50.249;0742:51.000;0752:51.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,760,1,2,0,0,0,0,0,0,auto,am,1,0,452.7826,20.1257,20.0000,12.4301,59.6252,37.0573,0.0,0.0,,1;3;2;,0732:54.499;0742:54.499;0752:54.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,761,1,2,0,0,0,0,0,0,auto,am,1,0,452.8310,20.1190,20.0000,12.4301,59.6451,37.0697,0.0,0.0,,1;3;2;,0732:57.000;0742:57.000;0752:57.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,762,1,2,0,0,0,0,0,0,auto,am,1,0,452.8294,20.1373,20.0000,12.4301,59.5910,37.0360,0.0,0.0,,1;3;2;,0732:57.000;0742:58.000;0752:58.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,763,1,2,0,0,0,0,0,0,auto,am,1,0,452.8778,20.1056,20.0000,12.4301,59.6850,37.0944,0.0,0.0,,1;3;2;,0732:58.500;0742:59.000;0752:59.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,764,1,2,0,0,0,0,0,0,auto,am,1,0,452.9261,20.1072,20.0000,12.4301,59.6802,37.0915,0.0,0.0,,1;3;2;,0733:01.499;0743:02.000;0753:02.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,765,1,2,0,0,0,0,0,0,auto,am,1,0,452.9245,20.0963,20.0000,12.4301,59.7125,37.1115,0.0,0.0,,1;3;2;,0733:01.250;0743:01.250;0753:01.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,766,1,2,0,0,0,0,0,0,auto,am,1,0,452.9729,20.0979,20.0000,12.4301,59.7077,37.1086,0.0,0.0,,1;3;2;,0733:04.249;0743:04.249;0753:04.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,767,1,2,0,0,0,0,0,0,auto,am,1,0,453.0213,20.1120,20.0000,12.4301,59.6657,37.0825,0.0,0.0,,1;3;2;,0733:07.500;0743:08.000;0753:08.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,768,1,2,0,0,0,0,0,0,auto,am,1,0,453.0197,20.1053,20.0000,12.4301,59.6857,37.0949,0.0,0.0,,1;3;2;,0733:07.500;0743:07.500;0753:07.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,769,1,2,0,0,0,0,0,0,auto,am,1,0,453.0681,20.1069,20.0000,12.4301,59.6809,37.0919,0.0,0.0,,1;3;2;,0733:10.499;0743:10.499;0753:10.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,770,1,2,0,0,0,0,0,0,auto,am,1,0,453.1165,20.1252,20.0000,12.4301,59.6267,37.0582,0.0,0.0,,1;3;2;,0733:14.500;0743:14.500;0753:14.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,771,1,2,0,0,0,0,0,0,auto,am,1,0,453.1148,20.1352,20.0000,12.4301,59.5972,37.0399,0.0,0.0,,1;3;2;,0733:14.500;0743:15.000;0753:15.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,772,1,2,0,0,0,0,0,0,auto,am,1,0,453.1632,20.1035,20.0000,12.4301,59.6912,37.0983,0.0,0.0,,1;3;2;,0733:15.750;0743:16.000;0753:16.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,773,1,2,0,0,0,0,0,0,auto,am,1,0,453.2116,20.0968,20.0000,12.4301,59.7111,37.1107,0.0,0.0,,1;3;2;,0733:18.499;0743:18.499;0753:18.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,774,1,2,0,0,0,0,0,0,auto,am,1,0,453.2100,20.1067,20.0000,12.4301,59.6816,37.0924,0.0,0.0,,1;3;2;,0733:18.499;0743:19.000;0753:19.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,775,1,2,0,0,0,0,0,0,auto,am,1,0,453.2584,20.1000,20.0000,12.4301,59.7015,37.1047,0.0,0.0,,1;3;2;,0733:21.500;0743:21.500;0753:21.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,776,1,2,0,0,0,0,0,0,auto,am,1,0,453.3067,20.0974,20.0000,12.4301,59.7091,37.1094,0.0,0.0,,1;3;2;,0733:24.250;0743:24.250;0753:24.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,777,1,2,0,0,0,0,0,0,auto,am,1,0,453.3051,20.1116,20.0000,12.4301,59.6672,37.0834,0.0,0.0,,1;3;2;,0733:24.250;0743:25.000;0753:25.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,778,1,2,0,0,0,0,0,0,auto,am,1,0,453.3535,20.1048,20.0000,12.4301,59.6871,37.0958,0.0,0.0,,1;3;2;,0733:27.500;0743:27.500;0753:27.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,779,1,2,0,0,0,0,0,0,auto,am,1,0,453.4019,20.1106,20.0000,12.4301,59.6699,37.0851,0.0,0.0,,1;3;2;,0733:30.750;0743:30.750;0753:30.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,780,1,2,0,0,0,0,0,0,auto,am,1,0,453.4003,20.1164,20.0000,12.4301,59.6528,37.0745,0.0,0.0,,1;3;2;,0733:30.750;0743:31.000;0753:31.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,781,1,2,0,0,0,0,0,0,auto,am,1,0,453.4486,20.1264,20.0000,12.4301,59.6233,37.0561,0.0,0.0,,1;3;2;,0733:34.500;0743:34.500;0753:34.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,782,1,2,0,0,0,0,0,0,auto,am,1,0,453.4970,20.1030,20.0000,12.4301,59.6926,37.0992,0.0,0.0,,1;3;2;,0733:35.749;0743:36.000;0753:36.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,783,1,2,0,0,0,0,0,0,auto,am,1,0,453.4954,20.0963,20.0000,12.4301,59.7126,37.1116,0.0,0.0,,1;3;2;,0733:35.500;0743:35.500;0753:35.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,784,1,2,0,0,0,0,0,0,auto,am,1,0,453.5438,20.0979,20.0000,12.4301,59.7078,37.1086,0.0,0.0,,1;3;2;,0733:38.499;0743:38.499;0753:38.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,785,1,2,0,0,0,0,0,0,auto,am,1,0,453.5922,20.1078,20.0000,12.4301,59.6782,37.0903,0.0,0.0,,1;3;2;,0733:41.500;0743:42.000;0753:42.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,786,1,2,0,0,0,0,0,0,auto,am,1,0,453.5905,20.0970,20.0000,12.4301,59.7105,37.1103,0.0,0.0,,1;3;2;,0733:41.250;0743:41.250;0753:41.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,787,1,2,0,0,0,0,0,0,auto,am,1,0,453.6389,20.0986,20.0000,12.4301,59.7057,37.1074,0.0,0.0,,1;3;2;,0733:44.249;0743:44.249;0753:44.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,788,1,2,0,0,0,0,0,0,auto,am,1,0,453.6873,20.1085,20.0000,12.4301,59.6762,37.0890,0.0,0.0,,1;3;2;,0733:47.750;0743:47.750;0753:47.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,789,1,2,0,0,0,0,0,0,auto,am,1,0,453.6857,20.1143,20.0000,12.4301,59.6590,37.0783,0.0,0.0,,1;3;2;,0733:47.750;0743:48.000;0753:48.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,790,1,2,0,0,0,0,0,0,auto,am,1,0,453.7341,20.1159,20.0000,12.4301,59.6542,37.0753,0.0,0.0,,1;3;2;,0733:51.000;0743:51.000;0753:51.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,791,1,2,0,0,0,0,0,0,auto,am,1,0,453.7825,20.0967,20.0000,12.4301,59.7113,37.1108,0.0,0.0,,1;3;2;,0733:52.750;0743:52.750;0753:52.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,792,1,2,0,0,0,0,0,0,auto,am,1,0,453.7808,20.1025,20.0000,12.4301,59.6941,37.1001,0.0,0.0,,1;3;2;,0733:52.750;0743:52.750;0753:52.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,793,1,2,0,0,0,0,0,0,auto,am,1,0,453.8292,20.0999,20.0000,12.4301,59.7017,37.1048,0.0,0.0,,1;3;2;,0733:55.750;0743:55.750;0753:55.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,794,1,2,0,0,0,0,0,0,auto,am,1,0,453.8776,20.0974,20.0000,12.4301,59.7092,37.1095,0.0,0.0,,1;3;2;,0733:58.500;0743:58.500;0753:58.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,795,1,2,0,0,0,0,0,0,auto,am,1,0,453.8760,20.1073,20.0000,12.4301,59.6797,37.0912,0.0,0.0,,1;3;2;,0733:58.500;0743:59.000;0753:59.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,796,1,2,0,0,0,0,0,0,auto,am,1,0,453.9244,20.0965,20.0000,12.4301,59.7120,37.1112,0.0,0.0,,1;3;2;,0734:01.250;0744:01.250;0754:01.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,797,1,2,0,0,0,0,0,0,auto,am,1,0,453.9727,20.1023,20.0000,12.4301,59.6948,37.1006,0.0,0.0,,1;3;2;,0734:04.500;0744:04.500;0754:04.500;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,798,1,2,0,0,0,0,0,0,auto,am,1,0,453.9711,20.1122,20.0000,12.4301,59.6653,37.0822,0.0,0.0,,1;3;2;,0734:04.500;0744:05.000;0754:05.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,799,1,2,0,0,0,0,0,0,auto,am,1,0,454.0195,20.1097,20.0000,12.4301,59.6728,37.0869,0.0,0.0,,1;3;2;,0734:07.750;0744:07.750;0754:07.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,800,1,2,0,0,0,0,0,0,auto,am,1,0,454.0679,20.1321,20.0000,12.4301,59.6063,37.0455,0.0,0.0,,1;3;2;,0734:11.250;0744:12.000;0754:12.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,801,1,2,0,0,0,0,0,0,auto,am,1,0,454.0663,20.1212,20.0000,12.4301,59.6385,37.0656,0.0,0.0,,1;3;2;,0734:11.250;0744:11.250;0754:11.250;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,802,1,2,0,0,0,0,0,0,auto,am,1,0,454.1147,20.1020,20.0000,12.4301,59.6955,37.1010,0.0,0.0,,1;3;2;,0734:12.749;0744:13.000;0754:13.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,803,1,2,0,0,0,0,0,0,auto,am,1,0,454.1630,20.1370,20.0000,12.4301,59.5919,37.0366,0.0,0.0,,1;3;2;,0734:18.000;0744:18.000;0754:18.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,804,1,2,0,0,0,0,0,0,auto,am,1,0,454.1614,20.0969,20.0000,12.4301,59.7107,37.1104,0.0,0.0,,1;3;2;,0734:15.499;0744:15.499;0754:15.499;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,805,1,2,0,0,0,0,0,0,auto,am,1,0,454.2098,20.1069,20.0000,12.4301,59.6811,37.0920,0.0,0.0,,1;3;2;,0734:18.499;0744:19.000;0754:19.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,806,1,2,0,0,0,0,0,0,auto,am,1,0,454.2582,20.0960,20.0000,12.4301,59.7134,37.1121,0.0,0.0,,1;3;2;,0734:21.249;0744:21.249;0754:21.249;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,807,1,2,0,0,0,0,0,0,auto,am,1,0,454.2566,20.1101,20.0000,12.4301,59.6715,37.0861,0.0,0.0,,1;3;2;,0734:21.249;0744:22.000;0754:22.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,808,1,2,0,0,0,0,0,0,auto,am,1,0,454.3049,20.1076,20.0000,12.4301,59.6791,37.0908,0.0,0.0,,1;3;2;,0734:24.750;0744:24.750;0754:24.750;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,809,1,2,0,0,0,0,0,0,auto,am,1,0,454.3533,20.1133,20.0000,12.4301,59.6619,37.0801,0.0,0.0,,1;3;2;,0734:28.000;0744:28.000;0754:28.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,810,1,2,0,0,0,0,0,0,auto,am,1,0,454.3517,20.1316,20.0000,12.4301,59.6077,37.0464,0.0,0.0,,1;3;2;,0734:28.000;0744:29.000;0754:29.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
,811,1,2,0,0,0,0,0,0,auto,am,1,0,454.4001,20.0999,20.0000,12.4301,59.7018,37.1049,0.0,0.0,,1;3;2;,0734:30.000;0744:30.000;0754:30.000;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)"
