first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,mode_type_no,mode_type,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence,geometry
,8104,2,1,0,0,0,0,0,0,auto,am,1,0,463.6926,20.0990,20.0000,12.4301,59.7043,37.1065,0.0,0.0,,2;3;1;,0743:47.499;0753:47.499;0803:47.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8105,2,1,0,0,0,0,0,0,auto,am,1,0,463.7410,20.0965,20.0000,12.4301,59.7119,37.1112,0.0,0.0,,2;3;1;,0743:50.249;0753:50.249;0803:50.249;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8106,2,1,0,0,0,0,0,0,auto,am,1,0,463.7394,20.1106,20.0000,12.4301,59.6700,37.0851,0.0,0.0,,2;3;1;,0743:50.249;0753:51.000;0803:51.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8107,2,1,0,0,0,0,0,0,auto,am,1,0,463.7878,20.1331,20.0000,12.4301,59.6034,37.0438,0.0,0.0,,2;3;1;,0743:55.250;0753:55.250;0803:55.250;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8108,2,1,0,0,0,0,0,0,auto,am,1,0,463.8362,20.0972,20.0000,12.4301,59.7099,37.1099,0.0,0.0,,2;3;1;,0743:56.000;0753:56.000;0803:56.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8109,2,1,0,0,0,0,0,0,auto,am,1,0,463.8345,20.1155,20.0000,12.4301,59.6556,37.0762,0.0,0.0,,2;3;1;,0743:56.000;0753:57.000;0803:57.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8110,2,1,0,0,0,0,0,0,auto,am,1,0,463.8829,20.0963,20.0000,12.4301,59.7126,37.1116,0.0,0.0,,2;3;1;,0743:58.749;0753:58.749;0803:58.749;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8111,2,1,0,0,0,0,0,0,auto,am,1,0,463.9313,20.0979,20.0000,12.4301,59.7078,37.1087,0.0,0.0,,2;3;1;,0744:01.750;0754:01.750;0804:01.750;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8112,2,1,0,0,0,0,0,0,auto,am,1,0,463.9297,20.1037,20.0000,12.4301,59.6906,37.0980,0.0,0.0,,2;3;1;,0744:01.750;0754:02.000;0804:02.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8113,2,1,0,0,0,0,0,0,auto,am,1,0,463.9781,20.0969,20.0000,12.4301,59.7106,37.1104,0.0,0.0,,2;3;1;,0744:04.500;0754:04.500;0804:04.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8114,2,1,0,0,0,0,0,0,auto,am,1,0,464.0264,20.1069,20.0000,12.4301,59.6810,37.0920,0.0,0.0,,2;3;1;,0744:07.500;0754:08.000;0804:08.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8115,2,1,0,0,0,0,0,0,auto,am,1,0,464.0248,20.0960,20.0000,12.4301,59.7133,37.1121,0.0,0.0,,2;3;1;,0744:07.249;0754:07.249;0804:07.249;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8116,2,1,0,0,0,0,0,0,auto,am,1,0,464.0732,20.1351,20.0000,12.4301,59.5973,37.0400,0.0,0.0,,2;3;1;,0744:12.500;0754:12.500;0804:12.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8117,2,1,0,0,0,0,0,0,auto,am,1,0,464.1216,20.1117,20.0000,12.4301,59.6666,37.0831,0.0,0.0,,2;3;1;,0744:13.249;0754:14.000;0804:14.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8118,2,1,0,0,0,0,0,0,auto,am,1,0,464.1200,20.0967,20.0000,12.4301,59.7113,37.1108,0.0,0.0,,2;3;1;,0744:13.000;0754:13.000;0804:13.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8119,2,1,0,0,0,0,0,0,auto,am,1,0,464.1683,20.0983,20.0000,12.4301,59.7065,37.1078,0.0,0.0,,2;3;1;,0744:16.000;0754:16.000;0804:16.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8120,2,1,0,0,0,0,0,0,auto,am,1,0,464.2167,20.0999,20.0000,12.4301,59.7017,37.1048,0.0,0.0,,2;3;1;,0744:19.000;0754:19.000;0804:19.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8121,2,1,0,0,0,0,0,0,auto,am,1,0,464.2151,20.0974,20.0000,12.4301,59.7093,37.1095,0.0,0.0,,2;3;1;,0744:18.750;0754:18.750;0804:18.750;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8122,2,1,0,0,0,0,0,0,auto,am,1,0,464.2635,20.0990,20.0000,12.4301,59.7044,37.1066,0.0,0.0,,2;3;1;,0744:21.749;0754:21.749;0804:21.749;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8123,2,1,0,0,0,0,0,0,auto,am,1,0,464.3119,20.0965,20.0000,12.4301,59.7120,37.1113,0.0,0.0,,2;3;1;,0744:24.499;0754:24.499;0804:24.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8124,2,1,0,0,0,0,0,0,auto,am,1,0,464.3103,20.1064,20.0000,12.4301,59.6825,37.0929,0.0,0.0,,2;3;1;,0744:24.499;0754:25.000;0804:25.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8125,2,1,0,0,0,0,0,0,auto,am,1,0,464.3586,20.0997,20.0000,12.4301,59.7024,37.1053,0.0,0.0,,2;3;1;,0744:27.500;0754:27.500;0804:27.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8126,2,1,0,0,0,0,0,0,auto,am,1,0,464.4070,20.1055,20.0000,12.4301,59.6852,37.0946,0.0,0.0,,2;3;1;,0744:30.750;0754:30.750;0804:30.750;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8127,2,1,0,0,0,0,0,0,auto,am,1,0,464.4054,20.1113,20.0000,12.4301,59.6680,37.0839,0.0,0.0,,2;3;1;,0744:30.750;0754:31.000;0804:31.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8128,2,1,0,0,0,0,0,0,auto,am,1,0,464.4538,20.0962,20.0000,12.4301,59.7127,37.1117,0.0,0.0,,2;3;1;,0744:33.000;0754:33.000;0804:33.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8129,2,1,0,0,0,0,0,0,auto,am,1,0,464.5022,20.0978,20.0000,12.4301,59.7079,37.1087,0.0,0.0,,2;3;1;,0744:36.000;0754:36.000;0804:36.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8130,2,1,0,0,0,0,0,0,auto,am,1,0,464.5005,20.1161,20.0000,12.4301,59.6537,37.0750,0.0,0.0,,2;3;1;,0744:36.000;0754:37.000;0804:37.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8131,2,1,0,0,0,0,0,0,auto,am,1,0,464.5489,20.1094,20.0000,12.4301,59.6736,37.0874,0.0,0.0,,2;3;1;,0744:39.499;0754:39.499;0804:39.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8132,2,1,0,0,0,0,0,0,auto,am,1,0,464.5973,20.1027,20.0000,12.4301,59.6935,37.0998,0.0,0.0,,2;3;1;,0744:41.749;0754:42.000;0804:42.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8133,2,1,0,0,0,0,0,0,auto,am,1,0,464.5957,20.0960,20.0000,12.4301,59.7135,37.1122,0.0,0.0,,2;3;1;,0744:41.500;0754:41.500;0804:41.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8134,2,1,0,0,0,0,0,0,auto,am,1,0,464.6441,20.0976,20.0000,12.4301,59.7086,37.1092,0.0,0.0,,2;3;1;,0744:44.500;0754:44.500;0804:44.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8135,2,1,0,0,0,0,0,0,auto,am,1,0,464.6924,20.1075,20.0000,12.4301,59.6791,37.0908,0.0,0.0,,2;3;1;,0744:47.499;0754:48.000;0804:48.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8136,2,1,0,0,0,0,0,0,auto,am,1,0,464.6909,20.0967,20.0000,12.4301,59.7114,37.1109,0.0,0.0,,2;3;1;,0744:47.250;0754:47.250;0804:47.250;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8137,2,1,0,0,0,0,0,0,auto,am,1,0,464.7392,20.1024,20.0000,12.4301,59.6942,37.1002,0.0,0.0,,2;3;1;,0744:50.500;0754:50.500;0804:50.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8138,2,1,0,0,0,0,0,0,auto,am,1,0,464.7876,20.1124,20.0000,12.4301,59.6647,37.0818,0.0,0.0,,2;3;1;,0744:53.250;0754:54.000;0804:54.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8139,2,1,0,0,0,0,0,0,auto,am,1,0,464.7860,20.0973,20.0000,12.4301,59.7094,37.1096,0.0,0.0,,2;3;1;,0744:53.000;0754:53.000;0804:53.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8140,2,1,0,0,0,0,0,0,auto,am,1,0,464.8344,20.1156,20.0000,12.4301,59.6551,37.0759,0.0,0.0,,2;3;1;,0744:57.000;0754:57.000;0804:57.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8141,2,1,0,0,0,0,0,0,auto,am,1,0,464.8828,20.1006,20.0000,12.4301,59.6998,37.1036,0.0,0.0,,2;3;1;,0744:59.000;0754:59.000;0804:59.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8142,2,1,0,0,0,0,0,0,auto,am,1,0,464.8811,20.1022,20.0000,12.4301,59.6950,37.1007,0.0,0.0,,2;3;1;,0744:59.000;0754:59.000;0804:59.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8143,2,1,0,0,0,0,0,0,auto,am,1,0,464.9295,20.0997,20.0000,12.4301,59.7025,37.1054,0.0,0.0,,2;3;1;,0745:01.750;0755:01.750;0805:01.750;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8144,2,1,0,0,0,0,0,0,auto,am,1,0,464.9779,20.0971,20.0000,12.4301,59.7101,37.1101,0.0,0.0,,2;3;1;,0745:04.500;0755:04.500;0805:04.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8145,2,1,0,0,0,0,0,0,auto,am,1,0,464.9763,20.1071,20.0000,12.4301,59.6805,37.0917,0.0,0.0,,2;3;1;,0745:04.500;0755:05.000;0805:05.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8146,2,1,0,0,0,0,0,0,auto,am,1,0,465.0235,20.1015,20.0000,12.4301,59.6970,37.1019,0.0,0.0,,2;3;1;,0745:07.500;0755:07.500;0805:07.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8147,2,1,0,0,0,0,0,0,auto,am,1,0,465.0672,20.1411,20.0000,12.4301,59.5796,37.0289,0.0,0.0,,2;3;1;,0745:12.500;0755:12.500;0805:12.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8148,2,1,0,0,0,0,0,0,auto,am,1,0,465.0609,20.0974,20.0000,12.4301,59.7092,37.1095,0.0,0.0,,2;3;1;,0745:09.499;0755:09.499;0805:09.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8149,2,1,0,0,0,0,0,0,auto,am,1,0,465.1046,20.1120,20.0000,12.4301,59.6658,37.0825,0.0,0.0,,2;3;1;,0745:12.500;0755:13.000;0805:13.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8150,2,1,0,0,0,0,0,0,auto,am,1,0,465.1483,20.1183,20.0000,12.4301,59.6471,37.0709,0.0,0.0,,2;3;1;,0745:15.250;0755:16.000;0805:16.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8151,2,1,0,0,0,0,0,0,auto,am,1,0,465.1421,20.1121,20.0000,12.4301,59.6656,37.0824,0.0,0.0,,2;3;1;,0745:15.250;0755:15.250;0805:15.250;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8152,2,1,0,0,0,0,0,0,auto,am,1,0,465.1858,20.1226,20.0000,12.4301,59.6346,37.0631,0.0,0.0,,2;3;1;,0745:18.499;0755:18.499;0805:18.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8153,2,1,0,0,0,0,0,0,auto,am,1,0,465.2295,20.1038,20.0000,12.4301,59.6901,37.0976,0.0,0.0,,2;3;1;,0745:19.749;0755:20.000;0805:20.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8154,2,1,0,0,0,0,0,0,auto,am,1,0,465.2232,20.0976,20.0000,12.4301,59.7086,37.1091,0.0,0.0,,2;3;1;,0745:19.249;0755:19.249;0805:19.249;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8155,2,1,0,0,0,0,0,0,auto,am,1,0,465.2669,20.0997,20.0000,12.4301,59.7023,37.1052,0.0,0.0,,2;3;1;,0745:22.000;0755:22.000;0805:22.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8156,2,1,0,0,0,0,0,0,auto,am,1,0,465.3106,20.1060,20.0000,12.4301,59.6836,37.0936,0.0,0.0,,2;3;1;,0745:24.499;0755:25.000;0805:25.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8157,2,1,0,0,0,0,0,0,auto,am,1,0,465.3044,20.1040,20.0000,12.4301,59.6897,37.0974,0.0,0.0,,2;3;1;,0745:24.499;0755:24.499;0805:24.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8158,2,1,0,0,0,0,0,0,auto,am,1,0,465.3481,20.0978,20.0000,12.4301,59.7081,37.1089,0.0,0.0,,2;3;1;,0745:26.749;0755:26.749;0805:26.749;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8159,2,1,0,0,0,0,0,0,auto,am,1,0,465.3918,20.1249,20.0000,12.4301,59.6277,37.0588,0.0,0.0,,2;3;1;,0745:30.499;0755:31.000;0805:31.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8160,2,1,0,0,0,0,0,0,auto,am,1,0,465.3855,20.1228,20.0000,12.4301,59.6338,37.0626,0.0,0.0,,2;3;1;,0745:30.499;0755:30.499;0805:30.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8161,2,1,0,0,0,0,0,0,auto,am,1,0,465.4292,20.1124,20.0000,12.4301,59.6646,37.0818,0.0,0.0,,2;3;1;,0745:32.499;0755:32.499;0805:32.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8162,2,1,0,0,0,0,0,0,auto,am,1,0,465.4729,20.1271,20.0000,12.4301,59.6212,37.0548,0.0,0.0,,2;3;1;,0745:35.000;0755:36.000;0805:36.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8163,2,1,0,0,0,0,0,0,auto,am,1,0,465.4666,20.1167,20.0000,12.4301,59.6520,37.0739,0.0,0.0,,2;3;1;,0745:35.000;0755:35.000;0805:35.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8164,2,1,0,0,0,0,0,0,auto,am,1,0,465.5104,20.1063,20.0000,12.4301,59.6828,37.0931,0.0,0.0,,2;3;1;,0745:37.000;0755:37.000;0805:37.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8165,2,1,0,0,0,0,0,0,auto,am,1,0,465.5541,20.1126,20.0000,12.4301,59.6642,37.0815,0.0,0.0,,2;3;1;,0745:39.250;0755:40.000;0805:40.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8166,2,1,0,0,0,0,0,0,auto,am,1,0,465.5478,20.1064,20.0000,12.4301,59.6826,37.0930,0.0,0.0,,2;3;1;,0745:39.250;0755:39.250;0805:39.250;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8167,2,1,0,0,0,0,0,0,auto,am,1,0,465.5915,20.1376,20.0000,12.4301,59.5899,37.0354,0.0,0.0,,2;3;1;,0745:43.749;0755:43.749;0805:43.749;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8168,2,1,0,0,0,0,0,0,auto,am,1,0,465.6352,20.1148,20.0000,12.4301,59.6577,37.0775,0.0,0.0,,2;3;1;,0745:44.000;0755:45.000;0805:45.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8169,2,1,0,0,0,0,0,0,auto,am,1,0,465.6289,20.1044,20.0000,12.4301,59.6885,37.0966,0.0,0.0,,2;3;1;,0745:43.749;0755:44.000;0805:44.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8170,2,1,0,0,0,0,0,0,auto,am,1,0,465.6727,20.1190,20.0000,12.4301,59.6451,37.0697,0.0,0.0,,2;3;1;,0745:47.499;0755:47.499;0805:47.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8171,2,1,0,0,0,0,0,0,auto,am,1,0,465.7164,20.1170,20.0000,12.4301,59.6512,37.0734,0.0,0.0,,2;3;1;,0745:50.000;0755:50.000;0805:50.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8172,2,1,0,0,0,0,0,0,auto,am,1,0,465.7101,20.0982,20.0000,12.4301,59.7067,37.1080,0.0,0.0,,2;3;1;,0745:48.499;0755:48.499;0805:48.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8173,2,1,0,0,0,0,0,0,auto,am,1,0,465.7538,20.0962,20.0000,12.4301,59.7128,37.1118,0.0,0.0,,2;3;1;,0745:51.000;0755:51.000;0805:51.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8174,2,1,0,0,0,0,0,0,auto,am,1,0,465.7975,20.1191,20.0000,12.4301,59.6447,37.0694,0.0,0.0,,2;3;1;,0745:55.000;0755:55.000;0805:55.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8175,2,1,0,0,0,0,0,0,auto,am,1,0,465.7913,20.1004,20.0000,12.4301,59.7002,37.1039,0.0,0.0,,2;3;1;,0745:53.499;0755:53.499;0805:53.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8176,2,1,0,0,0,0,0,0,auto,am,1,0,465.8350,20.0984,20.0000,12.4301,59.7063,37.1077,0.0,0.0,,2;3;1;,0745:56.000;0755:56.000;0805:56.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8177,2,1,0,0,0,0,0,0,auto,am,1,0,465.8787,20.1047,20.0000,12.4301,59.6877,37.0961,0.0,0.0,,2;3;1;,0745:58.500;0755:59.000;0805:59.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8178,2,1,0,0,0,0,0,0,auto,am,1,0,465.8724,20.1026,20.0000,12.4301,59.6937,37.0999,0.0,0.0,,2;3;1;,0745:58.500;0755:58.500;0805:58.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8179,2,1,0,0,0,0,0,0,auto,am,1,0,465.9161,20.0964,20.0000,12.4301,59.7122,37.1114,0.0,0.0,,2;3;1;,0746:00.750;0756:00.750;0806:00.750;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8180,2,1,0,0,0,0,0,0,auto,am,1,0,465.9598,20.1235,20.0000,12.4301,59.6317,37.0614,0.0,0.0,,2;3;1;,0746:04.500;0756:05.000;0806:05.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8181,2,1,0,0,0,0,0,0,auto,am,1,0,465.9536,20.1215,20.0000,12.4301,59.6378,37.0652,0.0,0.0,,2;3;1;,0746:04.500;0756:04.500;0806:04.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8182,2,1,0,0,0,0,0,0,auto,am,1,0,465.9973,20.1111,20.0000,12.4301,59.6686,37.0843,0.0,0.0,,2;3;1;,0746:06.500;0756:06.500;0806:06.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8183,2,1,0,0,0,0,0,0,auto,am,1,0,466.0410,20.1090,20.0000,12.4301,59.6747,37.0881,0.0,0.0,,2;3;1;,0746:08.250;0756:09.000;0806:09.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8184,2,1,0,0,0,0,0,0,auto,am,1,0,466.0347,20.0986,20.0000,12.4301,59.7055,37.1072,0.0,0.0,,2;3;1;,0746:08.000;0756:08.000;0806:08.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8185,2,1,0,0,0,0,0,0,auto,am,1,0,466.0784,20.1133,20.0000,12.4301,59.6621,37.0803,0.0,0.0,,2;3;1;,0746:11.500;0756:11.500;0806:11.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8186,2,1,0,0,0,0,0,0,auto,am,1,0,466.1221,20.1112,20.0000,12.4301,59.6682,37.0840,0.0,0.0,,2;3;1;,0746:13.249;0756:14.000;0806:14.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8187,2,1,0,0,0,0,0,0,auto,am,1,0,466.1158,20.1008,20.0000,12.4301,59.6990,37.1032,0.0,0.0,,2;3;1;,0746:13.000;0756:13.000;0806:13.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8188,2,1,0,0,0,0,0,0,auto,am,1,0,466.1595,20.0988,20.0000,12.4301,59.7051,37.1070,0.0,0.0,,2;3;1;,0746:15.499;0756:15.499;0806:15.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8189,2,1,0,0,0,0,0,0,auto,am,1,0,466.2033,20.0967,20.0000,12.4301,59.7112,37.1107,0.0,0.0,,2;3;1;,0746:18.000;0756:18.000;0806:18.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8190,2,1,0,0,0,0,0,0,auto,am,1,0,466.1970,20.1030,20.0000,12.4301,59.6925,37.0991,0.0,0.0,,2;3;1;,0746:18.000;0756:18.000;0806:18.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8191,2,1,0,0,0,0,0,0,auto,am,1,0,466.2407,20.1176,20.0000,12.4301,59.6492,37.0722,0.0,0.0,,2;3;1;,0746:21.500;0756:21.500;0806:21.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8192,2,1,0,0,0,0,0,0,auto,am,1,0,466.2844,20.1156,20.0000,12.4301,59.6552,37.0760,0.0,0.0,,2;3;1;,0746:24.000;0756:24.000;0806:24.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8193,2,1,0,0,0,0,0,0,auto,am,1,0,466.2781,20.0969,20.0000,12.4301,59.7108,37.1105,0.0,0.0,,2;3;1;,0746:22.500;0756:22.500;0806:22.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8194,2,1,0,0,0,0,0,0,auto,am,1,0,466.3218,20.1365,20.0000,12.4301,59.5933,37.0375,0.0,0.0,,2;3;1;,0746:27.500;0756:27.500;0806:27.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8195,2,1,0,0,0,0,0,0,auto,am,1,0,466.3656,20.1011,20.0000,12.4301,59.6982,37.1027,0.0,0.0,,2;3;1;,0746:27.749;0756:28.000;0806:28.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8196,2,1,0,0,0,0,0,0,auto,am,1,0,466.3593,20.0991,20.0000,12.4301,59.7043,37.1065,0.0,0.0,,2;3;1;,0746:27.500;0756:27.500;0806:27.500;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8197,2,1,0,0,0,0,0,0,auto,am,1,0,466.4030,20.0970,20.0000,12.4301,59.7104,37.1102,0.0,0.0,,2;3;1;,0746:30.000;0756:30.000;0806:30.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8198,2,1,0,0,0,0,0,0,auto,am,1,0,466.4467,20.1033,20.0000,12.4301,59.6917,37.0986,0.0,0.0,,2;3;1;,0746:32.750;0756:33.000;0806:33.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8199,2,1,0,0,0,0,0,0,auto,am,1,0,466.4404,20.1012,20.0000,12.4301,59.6978,37.1024,0.0,0.0,,2;3;1;,0746:32.499;0756:32.499;0806:32.499;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8200,2,1,0,0,0,0,0,0,auto,am,1,0,466.4841,20.1159,20.0000,12.4301,59.6544,37.0755,0.0,0.0,,2;3;1;,0746:36.000;0756:36.000;0806:36.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
,8201,2,1,0,0,0,0,0,0,auto,am,1,0,466.5279,20.1055,20.0000,12.4301,59.6852,37.0946,0.0,0.0,,2;3;1;,0746:37.500;0756:38.000;0806:38.000;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)"
