first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,1,1,2,0,1,1->2,1,2,,,0,auto,am,1549.8319,0.0014,30.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,30.3,30.3205,30.3205,30.0000,18.6451,1;4;2;,3;4;,"LINESTRING (0.017882 -0.125179, 19.688841 -9.692418, 40.253933 0.053648)",,,15.000;15.000;,15.000;15.000;,
,2,1,2,0,1,1->2,0,1,,,0,auto,am,5450.1682,0.0014,30.3400,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,30.3,30.3400,30.3400,20.0000,12.4301,1;3;2;,1;2;,"LINESTRING (0.017882 -0.125179, 19.778254 14.806867, 40.253933 0.053648)",,,10.000;10.000;,10.000;10.000;,
,3,2,1,1,0,2->1,1,2,,,0,auto,am,1549.8319,0.0014,30.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,30.3,30.3205,30.3205,30.0000,18.6451,2;4;1;,4;3;,"LINESTRING (40.253933 0.053648, 19.688841 -9.692418, 0.017882 -0.125179)",,,15.000;15.000;,15.000;15.000;,
,4,2,1,1,0,2->1,0,1,,,0,auto,am,5450.1682,0.0014,30.3400,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,30.3,30.3400,30.3400,20.0000,12.4301,2;3;1;,2;1;,"LINESTRING (40.253933 0.053648, 19.778254 14.806867, 0.017882 -0.125179)",,,10.000;10.000;,10.000;10.000;,
