agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,geometry
733,22,13,0,auto,AM,1.00,0.0,1.9865,0.9322,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;7177;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0731:58;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;451.98;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.04;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.317013 47.655705)"
734,22,14,0,auto,AM,1.00,0.0,3.2016,1.5309,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;495;851;852;99;538;100;36;118;35;654;555;7217;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:28;0732:30;0732:37;0732:39;0732:44;0732:50;0732:51;0732:57;0733:01;0733:02;0733:08;0733:11;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.48;452.50;452.63;452.66;452.74;452.84;452.87;452.97;453.02;453.05;453.14;453.19;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.21;0.02;0.13;0.03;0.08;0.09;0.03;0.10;0.06;0.02;0.09;0.06;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.314409 47.655985, -122.314411 47.655919, -122.314429 47.655427, -122.314430 47.655352, -122.313313 47.655339, -122.312064 47.655344, -122.311864 47.655342, -122.311350 47.655203, -122.311018 47.655057, -122.310881 47.655026, -122.310388 47.654976, -122.309700 47.655146)"
735,22,15,0,auto,AM,1.00,0.0,6.8501,3.1484,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;495;851;852;99;538;100;791;818;50;51;846;71;521;522;74;725;685;726;718;840;75;3;77;849;769;770;133;636;682;132;127;655;1289;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:28;0732:30;0732:37;0732:39;0732:44;0732:50;0732:57;0733:24;0733:30;0733:39;0734:23;0734:32;0734:37;0734:44;0734:46;0734:48;0734:52;0734:54;0734:56;0735:04;0735:05;0735:13;0735:24;0735:31;0735:40;0735:59;0736:13;0736:20;0736:22;0736:29;0736:40;0736:45;0736:50;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.48;452.50;452.63;452.66;452.74;452.84;452.95;453.41;453.50;453.66;454.39;454.54;454.63;454.74;454.77;454.82;454.87;454.91;454.94;455.08;455.10;455.23;455.40;455.52;455.68;455.99;456.22;456.35;456.38;456.50;456.67;456.75;456.84;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.21;0.02;0.13;0.03;0.08;0.09;0.11;0.46;0.09;0.15;0.73;0.15;0.08;0.11;0.03;0.04;0.06;0.04;0.03;0.14;0.01;0.13;0.17;0.12;0.16;0.31;0.23;0.13;0.03;0.12;0.17;0.08;0.09;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.314409 47.655985, -122.314411 47.655919, -122.314429 47.655427, -122.314430 47.655352, -122.313313 47.655339, -122.312064 47.655344, -122.312077 47.655000, -122.312186 47.653275, -122.312473 47.652990, -122.311921 47.652721, -122.308653 47.651071, -122.307836 47.650661, -122.307386 47.650610, -122.306635 47.650552, -122.306444 47.650548, -122.306161 47.650556, -122.305916 47.650578, -122.305654 47.650618, -122.305497 47.650649, -122.304664 47.650929, -122.304585 47.650964, -122.303886 47.651066, -122.303489 47.651803, -122.303318 47.652138, -122.302983 47.652829, -122.302573 47.654202, -122.302323 47.655037, -122.301898 47.655481, -122.301730 47.655552, -122.300937 47.655610, -122.299819 47.655442, -122.299587 47.655642, -122.299115 47.654953)"
736,22,16,0,auto,AM,1.00,0.0,5.9915,2.6091,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;386;484;485;488;385;344;635;641;859;57;713;712;895;890;92;748;56;723;55;228;54;53;640;639;1451;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:19;0732:37;0732:42;0732:51;0732:53;0733:04;0733:14;0733:15;0733:22;0733:33;0733:44;0733:46;0733:47;0733:48;0733:48;0733:49;0734:03;0734:14;0734:26;0734:39;0734:51;0735:37;0735:55;0735:57;0735:58;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.33;452.63;452.71;452.87;452.89;453.07;453.24;453.26;453.37;453.56;453.74;453.77;453.78;453.81;453.82;453.83;454.05;454.24;454.44;454.65;454.86;455.63;455.93;455.95;455.98;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.06;0.30;0.08;0.15;0.02;0.18;0.17;0.02;0.11;0.19;0.18;0.03;0.02;0.02;0.01;0.02;0.22;0.19;0.20;0.21;0.21;0.76;0.31;0.02;0.03;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.315589 47.656238, -122.317618 47.656251, -122.318138 47.656165, -122.318799 47.655814, -122.318802 47.655726, -122.319786 47.655860, -122.320724 47.655895, -122.320849 47.655899, -122.321311 47.655711, -122.322543 47.655517, -122.322542 47.654991, -122.322542 47.654694, -122.322542 47.654623, -122.322542 47.654527, -122.322541 47.654485, -122.322542 47.654333, -122.323562 47.653970, -122.324592 47.653818, -122.325711 47.653782, -122.326844 47.653628, -122.327789 47.653170, -122.330420 47.650934, -122.331528 47.650539, -122.331605 47.650470, -122.331916 47.650354)"
737,22,17,0,auto,AM,1.00,0.0,0.0432,0.0228,414;4200;,,0730:00;0730:01;,450.01;450.03;,0.02;,"LINESTRING (-122.325013 47.649344, -122.324750 47.649448)"
738,22,18,0,auto,AM,1.00,0.0,0.3786,0.1950,4380;418;410;4238;,,0730:00;0730:04;0730:20;0730:22;,450.01;450.07;450.35;450.37;,0.06;0.28;0.02;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.320185 47.650749)"
739,22,19,0,auto,AM,1.00,0.0,3.7090,1.7668,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;495;851;852;99;538;100;36;118;35;654;555;34;7178;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:28;0732:30;0732:37;0732:39;0732:44;0732:50;0732:51;0732:57;0733:01;0733:02;0733:08;0733:36;0733:41;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.48;452.50;452.63;452.66;452.74;452.84;452.87;452.97;453.02;453.05;453.14;453.60;453.70;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.21;0.02;0.13;0.03;0.08;0.09;0.03;0.10;0.06;0.02;0.09;0.46;0.10;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.314409 47.655985, -122.314411 47.655919, -122.314429 47.655427, -122.314430 47.655352, -122.313313 47.655339, -122.312064 47.655344, -122.311864 47.655342, -122.311350 47.655203, -122.311018 47.655057, -122.310881 47.655026, -122.310388 47.654976, -122.310431 47.653237, -122.309424 47.653790)"
740,22,21,0,auto,AM,1.00,0.0,6.3842,2.7574,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;386;484;485;488;385;344;635;641;859;57;713;712;895;890;92;748;56;723;55;228;54;53;640;639;471;182;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:19;0732:37;0732:42;0732:51;0732:53;0733:04;0733:14;0733:15;0733:22;0733:33;0733:44;0733:46;0733:47;0733:48;0733:48;0733:49;0734:03;0734:14;0734:26;0734:39;0734:51;0735:37;0735:55;0735:57;0736:19;0736:22;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.33;452.63;452.71;452.87;452.89;453.07;453.24;453.26;453.37;453.56;453.74;453.77;453.78;453.81;453.82;453.83;454.05;454.24;454.44;454.65;454.86;455.63;455.93;455.95;456.33;456.37;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.06;0.30;0.08;0.15;0.02;0.18;0.17;0.02;0.11;0.19;0.18;0.03;0.02;0.02;0.01;0.02;0.22;0.19;0.20;0.21;0.21;0.76;0.31;0.02;0.37;0.05;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.315589 47.656238, -122.317618 47.656251, -122.318138 47.656165, -122.318799 47.655814, -122.318802 47.655726, -122.319786 47.655860, -122.320724 47.655895, -122.320849 47.655899, -122.321311 47.655711, -122.322543 47.655517, -122.322542 47.654991, -122.322542 47.654694, -122.322542 47.654623, -122.322542 47.654527, -122.322541 47.654485, -122.322542 47.654333, -122.323562 47.653970, -122.324592 47.653818, -122.325711 47.653782, -122.326844 47.653628, -122.327789 47.653170, -122.330420 47.650934, -122.331528 47.650539, -122.331605 47.650470, -122.332424 47.649192, -122.332692 47.649195)"
741,22,23,0,auto,AM,1.00,0.0,0.0658,0.0451,413;4331;,,0730:00;0730:03;,450.01;450.06;,0.05;,"LINESTRING (-122.320747 47.648697, -122.320235 47.648484)"
742,22,24,0,auto,AM,1.00,0.0,4.3465,2.2211,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;495;851;852;99;68;858;67;857;903;677;101;102;103;104;559;115;669;7004;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:28;0732:30;0732:37;0732:39;0732:57;0733:02;0733:06;0733:11;0733:15;0733:20;0733:26;0733:30;0733:45;0733:47;0733:50;0733:58;0734:16;0734:20;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.48;452.50;452.63;452.66;452.96;453.04;453.11;453.19;453.26;453.34;453.44;453.51;453.75;453.79;453.84;453.98;454.27;454.34;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.21;0.02;0.13;0.03;0.30;0.08;0.07;0.08;0.06;0.08;0.09;0.07;0.24;0.04;0.04;0.14;0.30;0.07;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.314409 47.655985, -122.314411 47.655919, -122.314429 47.655427, -122.314430 47.655352, -122.314480 47.654211, -122.314495 47.653869, -122.314507 47.653590, -122.314512 47.653232, -122.314516 47.652991, -122.314522 47.652674, -122.314593 47.651839, -122.313709 47.651590, -122.312927 47.650865, -122.312722 47.650805, -122.312163 47.650700, -122.311255 47.650659, -122.308212 47.648989, -122.307502 47.649322)"
743,22,26,0,auto,AM,1.00,0.0,7.9357,3.4039,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;386;484;485;488;385;344;635;641;859;57;713;712;895;890;92;748;56;723;55;228;54;53;640;639;471;182;591;592;389;427;464;469;459;933;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:19;0732:37;0732:42;0732:51;0732:53;0733:04;0733:14;0733:15;0733:22;0733:33;0733:44;0733:46;0733:47;0733:48;0733:48;0733:49;0734:03;0734:14;0734:26;0734:39;0734:51;0735:37;0735:55;0735:57;0736:19;0736:22;0736:35;0736:48;0737:01;0737:14;0737:27;0737:34;0737:43;0737:55;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.33;452.63;452.71;452.87;452.89;453.07;453.24;453.26;453.37;453.56;453.74;453.77;453.78;453.81;453.82;453.83;454.05;454.24;454.44;454.65;454.86;455.63;455.93;455.95;456.33;456.37;456.59;456.82;457.03;457.24;457.46;457.57;457.73;457.93;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.06;0.30;0.08;0.15;0.02;0.18;0.17;0.02;0.11;0.19;0.18;0.03;0.02;0.02;0.01;0.02;0.22;0.19;0.20;0.21;0.21;0.76;0.31;0.02;0.37;0.05;0.22;0.23;0.21;0.21;0.22;0.11;0.16;0.19;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.315589 47.656238, -122.317618 47.656251, -122.318138 47.656165, -122.318799 47.655814, -122.318802 47.655726, -122.319786 47.655860, -122.320724 47.655895, -122.320849 47.655899, -122.321311 47.655711, -122.322543 47.655517, -122.322542 47.654991, -122.322542 47.654694, -122.322542 47.654623, -122.322542 47.654527, -122.322541 47.654485, -122.322542 47.654333, -122.323562 47.653970, -122.324592 47.653818, -122.325711 47.653782, -122.326844 47.653628, -122.327789 47.653170, -122.330420 47.650934, -122.331528 47.650539, -122.331605 47.650470, -122.332424 47.649192, -122.332692 47.649195, -122.333895 47.649193, -122.335152 47.649198, -122.336341 47.649198, -122.337519 47.649203, -122.338727 47.649212, -122.339366 47.649216, -122.340240 47.649223, -122.341322 47.649231)"
744,22,27,0,auto,AM,1.00,0.0,7.6873,3.3104,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;386;484;485;488;385;344;635;641;859;57;713;712;895;890;92;748;56;723;55;228;54;53;640;639;183;593;649;311;310;309;308;307;932;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:19;0732:37;0732:42;0732:51;0732:53;0733:04;0733:14;0733:15;0733:22;0733:33;0733:44;0733:46;0733:47;0733:48;0733:48;0733:49;0734:03;0734:14;0734:26;0734:39;0734:51;0735:37;0735:55;0735:57;0736:09;0736:25;0736:38;0736:51;0737:04;0737:17;0737:22;0737:30;0737:40;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.33;452.63;452.71;452.87;452.89;453.07;453.24;453.26;453.37;453.56;453.74;453.77;453.78;453.81;453.82;453.83;454.05;454.24;454.44;454.65;454.86;455.63;455.93;455.95;456.15;456.42;456.64;456.86;457.07;457.29;457.38;457.51;457.68;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.06;0.30;0.08;0.15;0.02;0.18;0.17;0.02;0.11;0.19;0.18;0.03;0.02;0.02;0.01;0.02;0.22;0.19;0.20;0.21;0.21;0.76;0.31;0.02;0.20;0.27;0.22;0.21;0.21;0.22;0.09;0.13;0.17;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.315589 47.656238, -122.317618 47.656251, -122.318138 47.656165, -122.318799 47.655814, -122.318802 47.655726, -122.319786 47.655860, -122.320724 47.655895, -122.320849 47.655899, -122.321311 47.655711, -122.322543 47.655517, -122.322542 47.654991, -122.322542 47.654694, -122.322542 47.654623, -122.322542 47.654527, -122.322541 47.654485, -122.322542 47.654333, -122.323562 47.653970, -122.324592 47.653818, -122.325711 47.653782, -122.326844 47.653628, -122.327789 47.653170, -122.330420 47.650934, -122.331528 47.650539, -122.331605 47.650470, -122.332702 47.650495, -122.333900 47.650501, -122.335139 47.650488, -122.336325 47.650495, -122.337504 47.650493, -122.338718 47.650501, -122.339332 47.650499, -122.340217 47.650501, -122.341322 47.650502)"
745,22,28,0,auto,AM,1.00,0.0,6.9339,3.4972,4380;418;410;901;276;476;674;667;668;477;478;569;570;492;493;497;386;484;485;488;385;344;635;641;331;201;251;500;351;230;273;296;174;173;590;588;589;579;172;171;393;430;437;176;175;909;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:51;0731:56;0732:15;0732:19;0732:37;0732:42;0732:51;0732:53;0733:04;0733:14;0733:15;0733:27;0733:44;0733:55;0734:08;0734:16;0734:20;0734:31;0735:06;0735:11;0735:15;0735:20;0735:25;0735:31;0735:36;0735:42;0735:47;0736:00;0736:11;0736:27;0736:43;0736:48;0736:55;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.86;451.94;452.27;452.33;452.63;452.71;452.87;452.89;453.07;453.24;453.26;453.45;453.74;453.93;454.14;454.28;454.35;454.53;455.10;455.19;455.25;455.34;455.43;455.52;455.61;455.70;455.79;456.02;456.20;456.46;456.72;456.80;456.92;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.17;0.08;0.33;0.06;0.30;0.08;0.15;0.02;0.18;0.17;0.02;0.19;0.29;0.19;0.20;0.14;0.07;0.18;0.57;0.09;0.06;0.09;0.09;0.09;0.09;0.09;0.09;0.22;0.18;0.26;0.26;0.08;0.12;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.317413 47.656027, -122.317048 47.656028, -122.315599 47.656005, -122.315589 47.656238, -122.317618 47.656251, -122.318138 47.656165, -122.318799 47.655814, -122.318802 47.655726, -122.319786 47.655860, -122.320724 47.655895, -122.320849 47.655899, -122.321915 47.655922, -122.323510 47.655859, -122.324563 47.655789, -122.325686 47.655662, -122.326465 47.655541, -122.326839 47.655544, -122.327860 47.655551, -122.327832 47.657699, -122.328292 47.657797, -122.329017 47.657937, -122.330207 47.657941, -122.331406 47.657949, -122.332602 47.657958, -122.333795 47.657968, -122.335008 47.657984, -122.336229 47.657984, -122.336243 47.656812, -122.337450 47.656821, -122.338626 47.656828, -122.338626 47.658003, -122.339729 47.658008, -122.341322 47.658016)"
746,22,29,0,auto,AM,1.00,0.0,7.0231,3.4671,4380;418;410;901;276;476;674;667;668;477;478;569;570;479;546;545;480;679;49;294;836;448;865;160;520;834;159;864;828;158;157;524;710;156;505;695;617;618;542;541;18;155;881;154;816;153;152;151;337;442;292;403;189;456;180;179;178;177;910;,,0730:00;0730:04;0730:20;0730:33;0730:34;0730:37;0730:44;0730:46;0731:02;0731:29;0731:37;0731:38;0731:41;0731:43;0731:49;0731:50;0731:53;0732:04;0732:17;0732:26;0732:30;0732:49;0733:03;0733:11;0733:14;0733:18;0733:21;0733:23;0733:26;0733:29;0733:33;0733:34;0733:36;0733:39;0733:42;0733:48;0733:51;0733:53;0734:01;0734:10;0734:11;0734:27;0734:39;0734:41;0734:46;0734:51;0735:01;0735:09;0735:26;0735:34;0735:47;0736:00;0736:12;0736:23;0736:26;0736:33;0736:38;0736:44;0737:00;,450.01;450.07;450.35;450.55;450.57;450.62;450.75;450.78;451.04;451.49;451.62;451.65;451.69;451.73;451.82;451.84;451.89;452.07;452.28;452.45;452.50;452.83;453.05;453.19;453.24;453.32;453.36;453.40;453.44;453.49;453.55;453.58;453.61;453.67;453.70;453.81;453.86;453.89;454.02;454.17;454.20;454.46;454.66;454.70;454.78;454.86;455.02;455.17;455.45;455.57;455.79;456.00;456.21;456.39;456.44;456.55;456.65;456.74;457.01;,0.06;0.28;0.21;0.02;0.05;0.12;0.03;0.27;0.45;0.13;0.03;0.05;0.04;0.09;0.02;0.05;0.18;0.22;0.16;0.05;0.32;0.23;0.14;0.05;0.08;0.04;0.04;0.04;0.05;0.06;0.03;0.02;0.06;0.04;0.10;0.05;0.03;0.13;0.15;0.03;0.27;0.20;0.03;0.09;0.08;0.16;0.15;0.28;0.13;0.21;0.21;0.21;0.18;0.05;0.11;0.09;0.09;0.27;,"LINESTRING (-122.321291 47.649316, -122.321266 47.649819, -122.320488 47.650710, -122.321225 47.651505, -122.321307 47.651553, -122.321175 47.651723, -122.320859 47.652132, -122.320785 47.652227, -122.319955 47.653293, -122.318566 47.655078, -122.318316 47.655416, -122.318247 47.655507, -122.318140 47.655659, -122.318044 47.655804, -122.317815 47.656098, -122.317774 47.656157, -122.317667 47.656320, -122.317164 47.656901, -122.316695 47.657641, -122.316667 47.658370, -122.316661 47.658613, -122.316622 47.659829, -122.316602 47.660685, -122.316587 47.661298, -122.316927 47.661299, -122.317346 47.661300, -122.317592 47.661302, -122.317760 47.661303, -122.318030 47.661304, -122.318390 47.661305, -122.318793 47.661306, -122.318983 47.661306, -122.319150 47.661307, -122.319545 47.661308, -122.319782 47.661309, -122.320478 47.661311, -122.320763 47.661313, -122.320929 47.661314, -122.321660 47.661322, -122.322660 47.661336, -122.322863 47.661340, -122.324043 47.661350, -122.324926 47.661352, -122.325115 47.661353, -122.325695 47.661353, -122.326207 47.661354, -122.327261 47.661357, -122.328256 47.661358, -122.328264 47.662616, -122.328971 47.662617, -122.330160 47.662619, -122.331354 47.662615, -122.332535 47.662623, -122.333719 47.662631, -122.333719 47.662830, -122.335149 47.662831, -122.336410 47.662832, -122.337666 47.662833, -122.341322 47.662844)"
