first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_agent_type_sequence,information_type,agent_type,demand_period,volume_before_odme,volume,volume_diff_odme,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,1,1,2,0,1,1->2,0,1,,,0,auto,PM,-1.0000,9966.0000,0.0000,9966,1,0,0,0,0.0,12,11.8,41.6780,41.6780,23.1696,14.4000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;139;84;78;10;137;9;28;,"LINESTRING (2.990533 23.709122, 9.771559 38.407951, 20.024308 38.407951, 29.871008 38.407951, 41.138881 38.407951, 51.391630 38.407951, 62.557990 38.407951, 71.795615 38.407951, 80.525679 38.407951, 88.646668 38.407951, 92.402626 31.505110, 96.767658 23.790170)",,,,
