od_seq_id,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,mode_type,demand_period,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,volume_s0,volume_s1,avg_tt_s0,avg_tt_s1,avg_distance_km_s0,avg_distance_km_s1,avg_cost_s0,avg_cost_s1,
1,1,2,0,1,1,2,auto,am,0,-112.216413,33.653927,-112.029867,33.655286,6300.00,3500.00,693.16,18.76,18.28,18.04,0.00,0.00,
1,1,2,0,1,1,2,info,am,0,-112.216413,33.653927,-112.029867,33.655286,700.00,3500.00,18.84,18.76,18.36,18.01,0.00,0.00,
