link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,link_type_s0,link_type_s1,lanes_p1_s0_auto,lanes_p1_s0_info,lanes_p1_s1_auto,lanes_p1_s1_info,VOL_p1_s0_auto,VOL_p1_s0_info,VOL_p1_s1_auto,VOL_p1_s1_info,MEU_p1_s0_auto,MEU_p1_s0_info,MEU_p1_s1_auto,MEU_p1_s1_info,CAP_p1_s0_auto,CAP_p1_s0_info,CAP_p1_s1_auto,CAP_p1_s1_info,PEN_p1_s0_auto,PEN_p1_s0_info,PEN_p1_s1_auto,PEN_p1_s1_info,DOC_p1_s0_auto,DOC_p1_s0_info,DOC_p1_s1_auto,DOC_p1_s1_info,TT_p1_s0_auto,TT_p1_s0_info,TT_p1_s1_auto,TT_p1_s1_info,CO2_p1_s0_auto,CO2_p1_s0_info,CO2_p1_s1_auto,CO2_p1_s1_info,NOX_p1_s0_auto,NOX_p1_s0_info,NOX_p1_s1_auto,NOX_p1_s1_info,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_25nb_info,MEU_am_25nb_info,CAP_am_25nb_info,PEN_am_25nb_info,DOC_am_25nb_info,TT_am_25nb_info,CO2_am_25nb_info,NOX_am_25nb_info,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2040_info,MEU_am_2040_info,CAP_am_2040_info,PEN_am_2040_info,DOC_am_2040_info,TT_am_2040_info,CO2_am_2040_info,NOX_am_2040_info,
43,43,motorway,39,33,"LINESTRING (-112.1153430 33.6468330, -112.1150290 33.6546880)",0.871390,0.541572,0.804360,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.804,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.804,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.804,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.804,0.000,0.000,
44,44,motorway,40,35,"LINESTRING (-112.0943640 33.6604190, -112.0886370 33.6548730)",0.812430,0.504929,0.749935,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.750,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.750,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.750,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.750,0.000,0.000,
45,45,motorway,35,40,"LINESTRING (-112.0886230 33.6548900, -112.0943490 33.6604350)",0.812290,0.504842,0.749806,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,0.750,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,0.750,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.750,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.750,0.000,0.000,
46,46,motorway,35,41,"LINESTRING (-112.0886360 33.6548910, -112.0996530 33.6479270)",1.280510,0.795842,1.182009,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,1.182,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,1.182,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.182,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.182,0.000,0.000,
47,47,motorway,41,35,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",1.280430,0.795792,1.181935,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,1.182,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,1.182,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.182,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.182,0.000,0.000,
48,48,motorway,4,36,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",1.497090,0.930447,2.994180,30.000000,-90.000000,700.000000,-1300.000000,-1,,network_wide,-1,0,-1,1,2.0,2.0,motorway,motorway,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,4000.0,1400.0,4000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.000,0.000,0.000,2.994,0.000,0.000,0.0,0.0,4000.000,0.000,0.000,2.994,0.000,0.000,0.0,0.0,1400.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.994,0.000,0.000,0.0,0.0,4000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.994,0.000,0.000,
49,49,motorway,2,34,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",3.108150,1.931728,2.869062,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.9,2.9,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.869,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.869,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.869,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.869,0.000,0.000,
50,50,motorway,34,35,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",2.340500,1.454630,2.160462,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.160,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.160,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.160,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.160,0.000,0.000,
51,51,motorway,35,33,"LINESTRING (-112.0886300 33.6548930, -112.1150410 33.6546990)",2.448910,1.522007,2.260532,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.261,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.261,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.261,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.261,0.000,0.000,
52,52,motorway,33,32,"LINESTRING (-112.1150410 33.6546990, -112.1364880 33.6545630)",1.988620,1.235935,1.835649,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,1.836,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,1.836,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.836,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.836,0.000,0.000,
53,53,motorway,32,31,"LINESTRING (-112.1364880 33.6545630, -112.1615280 33.6543910)",2.321790,1.443002,2.143191,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.143,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.143,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.143,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.143,0.000,0.000,
54,54,motorway,31,30,"LINESTRING (-112.1615280 33.6543910, -112.1885880 33.6542040)",2.509090,1.559410,2.316083,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.316,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.316,0.000,0.000,0.0,0.0,5700.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.316,0.000,0.000,0.0,0.0,6000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.316,0.000,0.000,
55,55,motorway,30,1,"LINESTRING (-112.1885880 33.6542040, -112.2164130 33.6539380)",2.580120,1.603555,2.381649,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,3.0,3.0,motorway,motorway,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,6000.0,5700.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.000,0.000,0.000,2.382,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.382,0.000,0.000,0.0,0.0,5700.000,0.000,0.000,2.382,0.000,0.000,0.0,0.0,6000.000,0.000,0.000,2.382,0.000,0.000,
56,56,motorway,7,38,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",0.672220,0.417787,0.620511,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.621,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.621,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.621,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.621,0.000,0.000,
57,57,motorway,38,7,"LINESTRING (-112.1175130 33.6624740, -112.1202960 33.6680720)",0.672160,0.417750,0.620455,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.620,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.620,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.620,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.620,0.000,0.000,
58,58,motorway,39,23,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",0.793640,0.493250,0.732591,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.733,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.733,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.733,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.733,0.000,0.000,
59,59,motorway,23,39,"LINESTRING (-112.1173300 33.6398670, -112.1153440 33.6468300)",0.793660,0.493263,0.732609,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.733,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.733,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.733,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.733,0.000,0.000,
60,60,motorway,7,42,"LINESTRING (-112.1202950 33.6680650, -112.1196100 33.6714100)",0.376270,0.233853,0.347326,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.347,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.347,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.347,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.347,0.000,0.000,
61,61,motorway,42,7,"LINESTRING (-112.1196330 33.6714140, -112.1203170 33.6680690)",0.376250,0.233841,0.347308,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.347,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.347,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.347,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.347,0.000,0.000,
62,62,motorway,23,43,"LINESTRING (-112.1173510 33.6398690, -112.1169600 33.6348570)",0.556880,0.346103,0.514043,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.514,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.514,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.514,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.514,0.000,0.000,
63,63,motorway,43,23,"LINESTRING (-112.1169370 33.6348590, -112.1173290 33.6398710)",0.556870,0.346097,0.514034,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,0.514,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,0.514,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.514,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,0.514,0.000,0.000,
64,64,motorway,11,44,"LINESTRING (-112.0461960 33.6685660, -112.0057270 33.6687410)",3.751730,2.331715,3.463135,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.463,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.463,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.463,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.463,0.000,0.000,
