trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2107649584,7:00:00,7:00:00,NYP,1,0,1
2107649584,7:15:00,7:15:00,NWK,2,0,1
2107649584,7:28:00,7:28:00,MET,3,0,0
2107649584,8:15:00,8:17:00,PHL,4,0,0
2107649584,8:34:00,8:36:00,WIL,5,0,0
2107649584,9:20:00,9:22:00,BAL,6,0,0
2107649584,9:55:00,9:55:00,WAS,7,0,0
2107643534,7:00:00,7:00:00,NYP,1,0,1
2107643534,7:15:00,7:15:00,NWK,2,0,1
2107643534,7:28:00,7:28:00,MET,3,0,0
2107643534,8:15:00,8:17:00,PHL,4,0,0
2107643534,8:34:00,8:36:00,WIL,5,0,0
2107643534,9:20:00,9:22:00,BAL,6,0,0
2107643534,9:55:00,9:55:00,WAS,7,0,0
2109649576,8:00:00,8:00:00,NYP,1,0,1
2109649576,8:15:00,8:15:00,NWK,2,0,1
2109649576,8:28:00,8:28:00,MET,3,0,0
2109649576,9:10:00,9:12:00,PHL,4,0,0
2109649576,9:31:00,9:31:00,WIL,5,0,0
2109649576,10:10:00,10:12:00,BAL,6,0,0
2109649576,10:58:00,10:58:00,WAS,7,0,0
2109649577,8:00:00,8:00:00,NYP,1,0,1
2109649577,8:15:00,8:15:00,NWK,2,0,1
2109649577,8:28:00,8:28:00,MET,3,0,0
2109649577,9:10:00,9:12:00,PHL,4,0,0
2109649577,9:31:00,9:31:00,WIL,5,0,0
2109649577,10:15:00,10:17:00,BAL,6,0,0
2109649577,10:53:00,10:53:00,WAS,7,0,0
2109649579,8:00:00,8:00:00,NYP,1,0,1
2109649579,8:15:00,8:15:00,NWK,2,0,1
2109649579,8:28:00,8:28:00,MET,3,0,0
2109649579,9:10:00,9:12:00,PHL,4,0,0
2109649579,9:31:00,9:31:00,WIL,5,0,0
2109649579,10:15:00,10:17:00,BAL,6,0,0
2109649579,10:53:00,10:53:00,WAS,7,0,0
2109649581,8:00:00,8:00:00,NYP,1,0,1
2109649581,8:15:00,8:15:00,NWK,2,0,1
2109649581,8:28:00,8:28:00,MET,3,0,0
2109649581,9:10:00,9:12:00,PHL,4,0,0
2109649581,9:31:00,9:31:00,WIL,5,0,0
2109649581,10:15:00,10:17:00,BAL,6,0,0
2109649581,10:53:00,10:53:00,WAS,7,0,0
2110644923,11:00:00,11:00:00,WAS,1,0,1
2110644923,11:21:00,11:21:00,BWI,2,0,0
2110644923,11:32:00,11:34:00,BAL,3,0,0
2110644923,12:16:00,12:16:00,WIL,4,0,0
2110644923,12:33:00,12:35:00,PHL,5,0,0
2110644923,13:30:00,13:30:00,NWK,6,1,0
2110644923,13:50:00,13:50:00,NYP,7,0,0
2110644924,11:00:00,11:00:00,WAS,1,0,1
2110644924,11:21:00,11:21:00,BWI,2,0,0
2110644924,11:32:00,11:34:00,BAL,3,0,0
2110644924,12:16:00,12:16:00,WIL,4,0,0
2110644924,12:33:00,12:35:00,PHL,5,0,0
2110644924,13:30:00,13:30:00,NWK,6,1,0
2110644924,13:50:00,13:50:00,NYP,7,0,0
2110644926,11:00:00,11:00:00,WAS,1,0,1
2110644926,11:21:00,11:21:00,BWI,2,0,0
2110644926,11:32:00,11:34:00,BAL,3,0,0
2110644926,12:16:00,12:16:00,WIL,4,0,0
2110644926,12:33:00,12:35:00,PHL,5,0,0
2110644926,13:30:00,13:30:00,NWK,6,1,0
2110644926,13:50:00,13:50:00,NYP,7,0,0
2117649585,12:00:00,12:00:00,NYP,1,0,1
2117649585,12:15:00,12:15:00,NWK,2,0,1
2117649585,12:28:00,12:28:00,MET,3,0,0
2117649585,13:10:00,13:12:00,PHL,4,0,0
2117649585,13:31:00,13:31:00,WIL,5,0,0
2117649585,14:13:00,14:15:00,BAL,6,0,0
2117649585,14:55:00,14:55:00,WAS,7,0,0
2117649586,12:00:00,12:00:00,NYP,1,0,1
2117649586,12:15:00,12:15:00,NWK,2,0,1
2117649586,12:28:00,12:28:00,MET,3,0,0
2117649586,13:10:00,13:12:00,PHL,4,0,0
2117649586,13:31:00,13:31:00,WIL,5,0,0
2117649586,14:15:00,14:17:00,BAL,6,0,0
2117649586,14:53:00,14:53:00,WAS,7,0,0
2117649587,12:00:00,12:00:00,NYP,1,0,1
2117649587,12:15:00,12:15:00,NWK,2,0,1
2117649587,12:28:00,12:28:00,MET,3,0,0
2117649587,13:10:00,13:12:00,PHL,4,0,0
2117649587,13:31:00,13:31:00,WIL,5,0,0
2117649587,14:15:00,14:17:00,BAL,6,0,0
2117649587,14:53:00,14:53:00,WAS,7,0,0
2117643540,12:00:00,12:00:00,NYP,1,0,1
2117643540,12:15:00,12:15:00,NWK,2,0,1
2117643540,12:28:00,12:28:00,MET,3,0,0
2117643540,13:10:00,13:12:00,PHL,4,0,0
2117643540,13:31:00,13:31:00,WIL,5,0,0
2117643540,14:15:00,14:17:00,BAL,6,0,0
2117643540,14:53:00,14:53:00,WAS,7,0,0
2119644170,18:00:00,18:00:00,NYP,1,0,1
2119644170,18:15:00,18:15:00,NWK,2,0,1
2119644170,19:06:00,19:08:00,PHL,3,0,0
2119644170,19:27:00,19:27:00,WIL,4,0,0
2119644170,20:06:00,20:08:00,BAL,5,0,0
2119644170,20:20:00,20:20:00,BWI,6,0,0
2119644170,20:45:00,20:45:00,WAS,7,0,0
2119644171,18:00:00,18:00:00,NYP,1,0,1
2119644171,18:15:00,18:15:00,NWK,2,0,1
2119644171,19:06:00,19:08:00,PHL,3,0,0
2119644171,19:27:00,19:27:00,WIL,4,0,0
2119644171,20:06:00,20:08:00,BAL,5,0,0
2119644171,20:20:00,20:20:00,BWI,6,0,0
2119644171,20:45:00,20:45:00,WAS,7,0,0
2119644173,18:00:00,18:00:00,NYP,1,0,1
2119644173,18:15:00,18:15:00,NWK,2,0,1
2119644173,19:06:00,19:08:00,PHL,3,0,0
2119644173,19:27:00,19:27:00,WIL,4,0,0
2119644173,20:06:00,20:08:00,BAL,5,0,0
2119644173,20:20:00,20:20:00,BWI,6,0,0
2119644173,20:45:00,20:45:00,WAS,7,0,0
2121649588,14:00:00,14:00:00,NYP,1,0,1
2121649588,14:15:00,14:15:00,NWK,2,0,1
2121649588,15:06:00,15:08:00,PHL,3,0,0
2121649588,15:27:00,15:27:00,WIL,4,0,0
2121649588,16:06:00,16:08:00,BAL,5,0,0
2121649588,16:20:00,16:20:00,BWI,6,0,0
2121649588,16:55:00,16:55:00,WAS,7,0,0
2121649589,14:00:00,14:00:00,NYP,1,0,1
2121649589,14:15:00,14:15:00,NWK,2,0,1
2121649589,15:06:00,15:08:00,PHL,3,0,0
2121649589,15:27:00,15:27:00,WIL,4,0,0
2121649589,16:11:00,16:13:00,BAL,5,0,0
2121649589,16:26:00,16:26:00,BWI,6,0,0
2121649589,16:53:00,16:53:00,WAS,7,0,0
2121649591,14:00:00,14:00:00,NYP,1,0,1
2121649591,14:15:00,14:15:00,NWK,2,0,1
2121649591,15:06:00,15:08:00,PHL,3,0,0
2121649591,15:27:00,15:27:00,WIL,4,0,0
2121649591,16:11:00,16:13:00,BAL,5,0,0
2121649591,16:26:00,16:26:00,BWI,6,0,0
2121649591,16:53:00,16:53:00,WAS,7,0,0
2121649592,14:00:00,14:00:00,NYP,1,0,1
2121649592,14:15:00,14:15:00,NWK,2,0,1
2121649592,15:06:00,15:08:00,PHL,3,0,0
2121649592,15:27:00,15:27:00,WIL,4,0,0
2121649592,16:11:00,16:13:00,BAL,5,0,0
2121649592,16:26:00,16:26:00,BWI,6,0,0
2121649592,16:53:00,16:53:00,WAS,7,0,0
2121649594,14:00:00,14:00:00,NYP,1,0,1
2121649594,14:15:00,14:15:00,NWK,2,0,1
2121649594,15:06:00,15:08:00,PHL,3,0,0
2121649594,15:27:00,15:27:00,WIL,4,0,0
2121649594,16:11:00,16:13:00,BAL,5,0,0
2121649594,16:26:00,16:26:00,BWI,6,0,0
2121649594,16:53:00,16:53:00,WAS,7,0,0
2122644927,17:00:00,17:00:00,WAS,1,0,1
2122644927,17:28:00,17:30:00,BAL,2,0,0
2122644927,18:11:00,18:11:00,WIL,3,0,0
2122644927,18:28:00,18:30:00,PHL,4,0,0
2122644927,19:12:00,19:12:00,MET,5,1,0
2122644927,19:27:00,19:27:00,NWK,6,1,0
2122644927,19:47:00,19:47:00,NYP,7,0,0
2122626447,17:00:00,17:00:00,WAS,1,0,1
2122626447,17:28:00,17:30:00,BAL,2,0,0
2122626447,18:11:00,18:11:00,WIL,3,0,0
2122626447,18:28:00,18:30:00,PHL,4,0,0
2122626447,19:12:00,19:12:00,MET,5,1,0
2122626447,19:27:00,19:27:00,NWK,6,1,0
2122626447,19:45:00,19:45:00,NYP,7,0,0
2122644928,17:00:00,17:00:00,WAS,1,0,1
2122644928,17:28:00,17:30:00,BAL,2,0,0
2122644928,18:11:00,18:11:00,WIL,3,0,0
2122644928,18:28:00,18:30:00,PHL,4,0,0
2122644928,19:12:00,19:12:00,MET,5,1,0
2122644928,19:27:00,19:27:00,NWK,6,1,0
2122644928,19:45:00,19:45:00,NYP,7,0,0
2122644930,17:00:00,17:00:00,WAS,1,0,1
2122644930,17:28:00,17:30:00,BAL,2,0,0
2122644930,18:11:00,18:11:00,WIL,3,0,0
2122644930,18:28:00,18:30:00,PHL,4,0,0
2122644930,19:12:00,19:12:00,MET,5,1,0
2122644930,19:27:00,19:27:00,NWK,6,1,0
2122644930,19:45:00,19:45:00,NYP,7,0,0
2124644933,18:00:00,18:00:00,WAS,1,0,1
2124644933,18:28:00,18:30:00,BAL,2,0,0
2124644933,19:11:00,19:11:00,WIL,3,0,0
2124644933,19:28:00,19:30:00,PHL,4,0,0
2124644933,20:12:00,20:12:00,MET,5,1,0
2124644933,20:27:00,20:27:00,NWK,6,1,0
2124644933,20:45:00,20:45:00,NYP,7,0,0
2124644931,18:00:00,18:00:00,WAS,1,0,1
2124644931,18:28:00,18:30:00,BAL,2,0,0
2124644931,19:11:00,19:11:00,WIL,3,0,0
2124644931,19:28:00,19:30:00,PHL,4,0,0
2124644931,20:12:00,20:12:00,MET,5,1,0
2124644931,20:27:00,20:27:00,NWK,6,1,0
2124644931,20:45:00,20:45:00,NYP,7,0,0
2124644934,18:00:00,18:00:00,WAS,1,0,1
2124644934,18:28:00,18:30:00,BAL,2,0,0
2124644934,19:11:00,19:11:00,WIL,3,0,0
2124644934,19:28:00,19:30:00,PHL,4,0,0
2124644934,20:12:00,20:12:00,MET,5,1,0
2124644934,20:27:00,20:27:00,NWK,6,1,0
2124644934,20:45:00,20:45:00,NYP,7,0,0
2126644935,19:00:00,19:00:00,WAS,1,0,1
2126644935,19:28:00,19:30:00,BAL,2,0,0
2126644935,20:11:00,20:11:00,WIL,3,0,0
2126644935,20:28:00,20:30:00,PHL,4,0,0
2126644935,20:55:00,20:55:00,TRE,5,0,0
2126644935,21:15:00,21:15:00,MET,6,1,0
2126644935,21:30:00,21:30:00,NWK,7,1,0
2126644935,21:48:00,21:48:00,NYP,8,0,0
2126644936,19:00:00,19:00:00,WAS,1,0,1
2126644936,19:28:00,19:30:00,BAL,2,0,0
2126644936,20:11:00,20:11:00,WIL,3,0,0
2126644936,20:28:00,20:30:00,PHL,4,0,0
2126644936,20:55:00,20:55:00,TRE,5,0,0
2126644936,21:15:00,21:15:00,MET,6,1,0
2126644936,21:30:00,21:30:00,NWK,7,1,0
2126644936,21:48:00,21:48:00,NYP,8,0,0
2126644938,19:00:00,19:00:00,WAS,1,0,1
2126644938,19:28:00,19:30:00,BAL,2,0,0
2126644938,20:11:00,20:11:00,WIL,3,0,0
2126644938,20:28:00,20:30:00,PHL,4,0,0
2126644938,20:55:00,20:55:00,TRE,5,0,0
2126644938,21:15:00,21:15:00,MET,6,1,0
2126644938,21:30:00,21:30:00,NWK,7,1,0
2126644938,21:48:00,21:48:00,NYP,8,0,0
2128645008,20:00:00,20:00:00,WAS,1,0,1
2128645008,20:29:00,20:30:00,BAL,2,0,0
2128645008,21:12:00,21:12:00,WIL,3,0,0
2128645008,21:30:00,21:32:00,PHL,4,0,0
2128645008,22:14:00,22:14:00,MET,5,1,0
2128645008,22:29:00,22:29:00,NWK,6,1,0
2128645008,22:46:00,22:46:00,NYP,7,0,0
2128645009,20:00:00,20:00:00,WAS,1,0,1
2128645009,20:29:00,20:30:00,BAL,2,0,0
2128645009,21:12:00,21:12:00,WIL,3,0,0
2128645009,21:30:00,21:32:00,PHL,4,0,0
2128645009,22:14:00,22:14:00,MET,5,1,0
2128645009,22:29:00,22:29:00,NWK,6,1,0
2128645009,22:46:00,22:46:00,NYP,7,0,0
2128645011,20:00:00,20:00:00,WAS,1,0,1
2128645011,20:29:00,20:30:00,BAL,2,0,0
2128645011,21:12:00,21:12:00,WIL,3,0,0
2128645011,21:30:00,21:32:00,PHL,4,0,0
2128645011,22:14:00,22:14:00,MET,5,1,0
2128645011,22:29:00,22:29:00,NWK,6,1,0
2128645011,22:46:00,22:46:00,NYP,7,0,0
2150644174,5:00:00,5:00:00,WAS,1,0,1
2150644174,5:28:00,5:30:00,BAL,2,0,0
2150644174,6:11:00,6:11:00,WIL,3,0,0
2150644174,6:28:00,6:30:00,PHL,4,0,0
2150644174,7:28:00,7:28:00,NWK,5,0,0
2150644174,7:45:00,8:03:00,NYP,6,0,0
2150644174,8:47:00,8:47:00,STM,7,0,0
2150644174,9:34:00,9:36:00,NHV,8,0,0
2150644174,10:46:00,10:46:00,PVD,9,0,0
2150644174,11:25:00,11:25:00,RTE,10,1,0
2150644174,11:34:00,11:34:00,BBY,11,1,0
2150644174,11:40:00,11:40:00,BOS,12,0,0
2150644176,5:00:00,5:00:00,WAS,1,0,1
2150644176,5:28:00,5:30:00,BAL,2,0,0
2150644176,6:11:00,6:11:00,WIL,3,0,0
2150644176,6:28:00,6:30:00,PHL,4,0,0
2150644176,7:28:00,7:28:00,NWK,5,0,0
2150644176,7:45:00,8:03:00,NYP,6,0,0
2150644176,8:47:00,8:47:00,STM,7,0,0
2150644176,9:34:00,9:36:00,NHV,8,0,0
2150644176,10:46:00,10:46:00,PVD,9,0,0
2150644176,11:25:00,11:25:00,RTE,10,1,0
2150644176,11:34:00,11:34:00,BBY,11,1,0
2150644176,11:40:00,11:40:00,BOS,12,0,0
2150644178,5:00:00,5:00:00,WAS,1,0,1
2150644178,5:28:00,5:30:00,BAL,2,0,0
2150644178,6:11:00,6:11:00,WIL,3,0,0
2150644178,6:28:00,6:30:00,PHL,4,0,0
2150644178,7:28:00,7:28:00,NWK,5,0,0
2150644178,7:45:00,8:03:00,NYP,6,0,0
2150644178,8:47:00,8:47:00,STM,7,0,0
2150644178,9:34:00,9:36:00,NHV,8,0,0
2150644178,10:46:00,10:46:00,PVD,9,0,0
2150644178,11:25:00,11:25:00,RTE,10,1,0
2150644178,11:34:00,11:34:00,BBY,11,1,0
2150644178,11:40:00,11:40:00,BOS,12,0,0
2151649595,5:05:00,5:05:00,BOS,1,0,1
2151649595,5:10:00,5:10:00,BBY,2,0,1
2151649595,5:19:00,5:19:00,RTE,3,0,1
2151649595,5:40:00,5:40:00,PVD,4,0,0
2151649595,6:24:00,6:24:00,NLC,5,0,0
2151649595,7:04:00,7:06:00,NHV,6,0,0
2151649595,7:52:00,7:52:00,STM,7,0,0
2151649595,8:44:00,9:00:00,NYP,8,0,0
2151649595,9:15:00,9:15:00,NWK,9,0,0
2151649595,10:08:00,10:10:00,PHL,10,0,0
2151649595,10:29:00,10:29:00,WIL,11,0,0
2151649595,11:09:00,11:11:00,BAL,12,0,0
2151649595,11:24:00,11:24:00,BWI,13,0,0
2151649595,11:58:00,11:58:00,WAS,14,0,0
2151649596,5:05:00,5:05:00,BOS,1,0,1
2151649596,5:10:00,5:10:00,BBY,2,0,1
2151649596,5:19:00,5:19:00,RTE,3,0,1
2151649596,5:40:00,5:40:00,PVD,4,0,0
2151649596,6:24:00,6:24:00,NLC,5,0,0
2151649596,7:04:00,7:06:00,NHV,6,0,0
2151649596,7:52:00,7:52:00,STM,7,0,0
2151649596,8:44:00,9:00:00,NYP,8,0,0
2151649596,9:15:00,9:15:00,NWK,9,0,0
2151649596,10:08:00,10:10:00,PHL,10,0,0
2151649596,10:29:00,10:29:00,WIL,11,0,0
2151649596,11:13:00,11:15:00,BAL,12,0,0
2151649596,11:28:00,11:28:00,BWI,13,0,0
2151649596,11:53:00,11:53:00,WAS,14,0,0
2151649598,5:05:00,5:05:00,BOS,1,0,1
2151649598,5:10:00,5:10:00,BBY,2,0,1
2151649598,5:19:00,5:19:00,RTE,3,0,1
2151649598,5:40:00,5:40:00,PVD,4,0,0
2151649598,6:24:00,6:24:00,NLC,5,0,0
2151649598,7:04:00,7:06:00,NHV,6,0,0
2151649598,7:52:00,7:52:00,STM,7,0,0
2151649598,8:44:00,9:00:00,NYP,8,0,0
2151649598,9:15:00,9:15:00,NWK,9,0,0
2151649598,10:08:00,10:10:00,PHL,10,0,0
2151649598,10:29:00,10:29:00,WIL,11,0,0
2151649598,11:13:00,11:15:00,BAL,12,0,0
2151649598,11:28:00,11:28:00,BWI,13,0,0
2151649598,11:53:00,11:53:00,WAS,14,0,0
2151649599,5:05:00,5:05:00,BOS,1,0,1
2151649599,5:10:00,5:10:00,BBY,2,0,1
2151649599,5:19:00,5:19:00,RTE,3,0,1
2151649599,5:40:00,5:40:00,PVD,4,0,0
2151649599,6:24:00,6:24:00,NLC,5,0,0
2151649599,7:04:00,7:06:00,NHV,6,0,0
2151649599,7:52:00,7:52:00,STM,7,0,0
2151649599,8:44:00,9:00:00,NYP,8,0,0
2151649599,9:15:00,9:15:00,NWK,9,0,0
2151649599,10:08:00,10:10:00,PHL,10,0,0
2151649599,10:29:00,10:29:00,WIL,11,0,0
2151649599,11:13:00,11:15:00,BAL,12,0,0
2151649599,11:28:00,11:28:00,BWI,13,0,0
2151649599,11:53:00,11:53:00,WAS,14,0,0
2151649601,5:05:00,5:05:00,BOS,1,0,1
2151649601,5:10:00,5:10:00,BBY,2,0,1
2151649601,5:19:00,5:19:00,RTE,3,0,1
2151649601,5:40:00,5:40:00,PVD,4,0,0
2151649601,6:24:00,6:24:00,NLC,5,0,0
2151649601,7:04:00,7:06:00,NHV,6,0,0
2151649601,7:52:00,7:52:00,STM,7,0,0
2151649601,8:44:00,9:00:00,NYP,8,0,0
2151649601,9:15:00,9:15:00,NWK,9,0,0
2151649601,10:08:00,10:10:00,PHL,10,0,0
2151649601,10:29:00,10:29:00,WIL,11,0,0
2151649601,11:13:00,11:15:00,BAL,12,0,0
2151649601,11:28:00,11:28:00,BWI,13,0,0
2151649601,11:53:00,11:53:00,WAS,14,0,0
2153643547,6:05:00,6:05:00,BOS,1,0,1
2153643547,6:11:00,6:11:00,BBY,2,0,1
2153643547,6:21:00,6:21:00,RTE,3,0,1
2153643547,6:43:00,6:43:00,PVD,4,0,0
2153643547,8:12:00,8:14:00,NHV,5,0,0
2153643547,9:00:00,9:00:00,STM,6,0,0
2153643547,9:45:00,10:00:00,NYP,7,0,0
2153643547,10:15:00,10:15:00,NWK,8,0,0
2153643547,11:08:00,11:10:00,PHL,9,0,0
2153643547,11:29:00,11:29:00,WIL,10,0,0
2153643547,12:08:00,12:10:00,BAL,11,0,0
2153643547,12:22:00,12:22:00,BWI,12,0,0
2153643547,12:45:00,12:45:00,WAS,13,0,0
2153643549,6:05:00,6:05:00,BOS,1,0,1
2153643549,6:11:00,6:11:00,BBY,2,0,1
2153643549,6:21:00,6:21:00,RTE,3,0,1
2153643549,6:43:00,6:43:00,PVD,4,0,0
2153643549,8:12:00,8:14:00,NHV,5,0,0
2153643549,9:00:00,9:00:00,STM,6,0,0
2153643549,9:45:00,10:00:00,NYP,7,0,0
2153643549,10:15:00,10:15:00,NWK,8,0,0
2153643549,11:08:00,11:10:00,PHL,9,0,0
2153643549,11:29:00,11:29:00,WIL,10,0,0
2153643549,12:08:00,12:10:00,BAL,11,0,0
2153643549,12:22:00,12:22:00,BWI,12,0,0
2153643549,12:45:00,12:45:00,WAS,13,0,0
2153643551,6:05:00,6:05:00,BOS,1,0,1
2153643551,6:11:00,6:11:00,BBY,2,0,1
2153643551,6:21:00,6:21:00,RTE,3,0,1
2153643551,6:43:00,6:43:00,PVD,4,0,0
2153643551,8:12:00,8:14:00,NHV,5,0,0
2153643551,9:00:00,9:00:00,STM,6,0,0
2153643551,9:45:00,10:00:00,NYP,7,0,0
2153643551,10:15:00,10:15:00,NWK,8,0,0
2153643551,11:08:00,11:10:00,PHL,9,0,0
2153643551,11:29:00,11:29:00,WIL,10,0,0
2153643551,12:08:00,12:10:00,BAL,11,0,0
2153643551,12:22:00,12:22:00,BWI,12,0,0
2153643551,12:45:00,12:45:00,WAS,13,0,0
2154644179,7:00:00,7:00:00,WAS,1,0,1
2154644179,7:21:00,7:21:00,BWI,2,0,0
2154644179,7:32:00,7:34:00,BAL,3,0,0
2154644179,8:16:00,8:16:00,WIL,4,0,0
2154644179,8:33:00,8:35:00,PHL,5,0,0
2154644179,9:31:00,9:31:00,NWK,6,0,0
2154644179,9:48:00,10:03:00,NYP,7,0,0
2154644179,10:48:00,10:48:00,STM,8,0,0
2154644179,11:35:00,11:37:00,NHV,9,0,0
2154644179,12:48:00,12:48:00,PVD,10,0,0
2154644179,13:24:00,13:24:00,RTE,11,1,0
2154644179,13:34:00,13:34:00,BBY,12,1,0
2154644179,13:40:00,13:40:00,BOS,13,0,0
2154644181,7:00:00,7:00:00,WAS,1,0,1
2154644181,7:21:00,7:21:00,BWI,2,0,0
2154644181,7:32:00,7:34:00,BAL,3,0,0
2154644181,8:16:00,8:16:00,WIL,4,0,0
2154644181,8:33:00,8:35:00,PHL,5,0,0
2154644181,9:31:00,9:31:00,NWK,6,0,0
2154644181,9:48:00,10:03:00,NYP,7,0,0
2154644181,10:48:00,10:48:00,STM,8,0,0
2154644181,11:35:00,11:37:00,NHV,9,0,0
2154644181,12:48:00,12:48:00,PVD,10,0,0
2154644181,13:24:00,13:24:00,RTE,11,1,0
2154644181,13:34:00,13:34:00,BBY,12,1,0
2154644181,13:40:00,13:40:00,BOS,13,0,0
2154644183,7:00:00,7:00:00,WAS,1,0,1
2154644183,7:21:00,7:21:00,BWI,2,0,0
2154644183,7:32:00,7:34:00,BAL,3,0,0
2154644183,8:16:00,8:16:00,WIL,4,0,0
