stop_id,stop_name,stop_lat,stop_lon,stop_url,stop_timezone
EXT,Exton Amtrak,40.019291,-75.621713,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270326,America/New_York
FAR,Fargo Amtrak,46.880982,-96.785372,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269078,America/Chicago
FAY,Fayetteville Amtrak,35.054993,-78.884788,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268047,America/New_York
FBG,Fredericksburg Amtrak,38.298413,-77.457203,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269804,America/New_York
FED,Fort Edward-Glens Falls Amtrak,43.269603,-73.580550,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268199,America/New_York
FLG,Flagstaff Amtrak,35.197374,-111.648871,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269662,America/Phoenix
FLN,Flint Amtrak,43.015425,-83.651728,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269892,America/New_York
FLO,Florence Amtrak,34.199157,-79.757056,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270401,America/New_York
FMD,Fort Madison Amtrak,40.622591,-91.336983,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270659,America/Chicago
FMG,Fort Morgan Amtrak,40.247169,-103.802818,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270099,America/Denver
FMT,Fremont Amtrak,37.559093,-122.007496,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268037,America/Los_Angeles
FNO,Fresno Amtrak,36.738457,-119.782926,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268519,America/Los_Angeles
FRA,Framingham Amtrak,42.276688,-71.417465,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270804,America/New_York
FRE,Freeport,43.855035,-70.102358,http://www.amtrak.com/servlet/ContentServer?pagename=am/AM_Snippet_C/IBLegacy&code=FRE,America/New_York
FTC,Ticonderoga Amtrak,43.853788,-73.389681,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270250,America/New_York
FTL,Fort Lauderdale Amtrak,26.119256,-80.170000,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270055,America/New_York
FTN,Fulton Amtrak,36.525704,-88.888772,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268270,America/Chicago
FTW,Fort Worth Intermodal Transportation Center,32.752563,-97.326673,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268161,America/Chicago
FUL,Fullerton Transportation Center,33.868969,-117.922849,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267961,America/Los_Angeles
GAC,Santa Clara Great America Station,37.406778,-121.967003,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269828,America/Los_Angeles
GAS,Gastonia Amtrak,35.269186,-81.162366,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270079,America/New_York
GBB,Galesburg Amtrak,40.944678,-90.364106,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270234,America/Chicago
GCK,Garden City Amtrak,37.964365,-100.873256,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269908,America/Chicago
GDL,Glendale Amtrak,34.123706,-118.258868,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269727,America/Los_Angeles
GFK,Grand Forks Amtrak,47.917522,-97.110835,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269856,America/Chicago
GGW,Glasgow Amtrak,48.194854,-106.636188,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268322,America/Denver
GJT,Grand Junction Amtrak,39.064375,-108.569929,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269872,America/Denver
GLE,Gainesville Amtrak,33.625159,-97.140896,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269314,America/Chicago
GLM,Gilman Amtrak,40.752547,-87.998055,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269683,America/Chicago
GLN,Glenview Amtrak,42.075038,-87.805562,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268165,America/Chicago
GLP,Gallup Amtrak,35.529176,-108.740548,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268793,America/Denver
GMS,Grimsby Amtrak,43.195910,-79.558007,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268370,America/New_York
GNB,Greensburg Amtrak,40.304986,-79.546893,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269896,America/New_York
GNS,Gainesville Amtrak,34.288897,-83.819694,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270655,America/New_York
GPK,East Glacier Park Amtrak,48.442333,-113.219523,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269552,America/Denver
GRA,Granby Amtrak,40.084188,-105.935503,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270957,America/Denver
GRI,Green River Amtrak,38.992039,-110.165228,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270647,America/Denver
GRO,Greensboro Galyon Transportation Center,36.069797,-79.787080,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270035,America/New_York
GRR,Grand Rapids Amtrak,42.956349,-85.678868,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268432,America/New_York
GRV,Greenville Amtrak,34.858256,-82.413486,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269178,America/New_York
GSC,Glenwood Springs Amtrak,39.547903,-107.323218,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268672,America/Denver
GTA,Goleta Amtrak,34.437729,-119.843092,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268338,America/Los_Angeles
GUA,Guadalupe Amtrak,34.962927,-120.573410,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268605,America/Los_Angeles
GVB,Grover Beach Amtrak,35.121260,-120.629266,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269154,America/Los_Angeles
GWD,Greenwood Amtrak,33.517159,-90.176454,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270358,America/Chicago
HAM,Hamlet Amtrak,34.883663,-79.699218,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268410,America/New_York
HAR,Harrisburg Amtrak,40.262050,-76.878256,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270578,America/New_York
HAS,Hastings Amtrak,40.584276,-98.387534,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269792,America/Chicago
HAV,Havre Amtrak,48.554465,-109.678352,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270871,America/Denver
HAY,Hayward Amtrak,37.665997,-122.099277,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270366,America/Los_Angeles
HAZ,Hazlehurst Amtrak,31.861320,-90.394347,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268664,America/Chicago
HBG,Hattiesburg Amtrak,31.326921,-89.286463,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269425,America/Chicago
HEM,Hermann Amtrak,38.707222,-91.432571,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268901,America/Chicago
HER,Helper Amtrak,39.684036,-110.853894,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270728,America/Denver
HFD,Hartford Amtrak,41.768761,-72.681314,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270580,America/New_York
HFY,Harpers Ferry Amtrak,39.324452,-77.731078,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269318,America/New_York
HGD,Huntingdon Amtrak,40.483665,-78.011780,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270819,America/New_York
HHL,Haverhill Amtrak,42.773297,-71.086375,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269904,America/New_York
HIN,Hinton Amtrak,37.675037,-80.892232,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267790,America/New_York
HLD,Holdrege Amtrak,40.435926,-99.371241,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268186,America/Chicago
HMD,Hammond Amtrak,30.507180,-90.462169,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268077,America/Chicago
HMI,Hammond-Whiting Amtrak,41.691155,-87.506511,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269067,America/Chicago
HMW,Homewood Amtrak,41.562446,-87.668685,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267913,America/Chicago
HNF,Hanford Amtrak,36.326078,-119.651816,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269174,America/Los_Angeles
HOL,Hollywood Amtrak,26.011641,-80.167884,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268274,America/New_York
HOM,Holland Amtrak,42.791096,-86.096553,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270788,America/New_York
HOP,Hope,33.668913,-93.592247,http://www.amtrak.com/servlet/ContentServer?pagename=am/AM_Snippet_C/IBLegacy&code=HOP,America/Chicago
HOS,Houston Amtrak,29.767245,-95.367526,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269201,America/Chicago
HPT,High Point Amtrak,35.957128,-80.006097,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268785,America/New_York
HUD,Hudson Amtrak,42.253891,-73.797729,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270546,America/New_York
HUN,Huntington Amtrak,38.415820,-82.439735,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270167,America/New_York
HUT,Hutchinson Amtrak,38.055712,-97.931522,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268539,America/Chicago
IDP,Independence Amtrak,39.086917,-94.429711,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270417,America/Chicago
IND,Indianapolis Amtrak,39.761984,-86.160423,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270843,America/New_York
IRV,Irvine Transportation Center,33.656771,-117.733695,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268861,America/Los_Angeles
JAN,Jackson Amtrak,32.300808,-90.190936,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270139,America/Chicago
JAX,Jacksonville Amtrak,30.365601,-81.723893,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270462,America/New_York
JEF,Jefferson City Amtrak,38.578870,-92.169906,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267890,America/Chicago
JOL,Joliet Union Station,41.524521,-88.079753,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1237405734860,America/Chicago
JSP,Jesup Amtrak,31.605589,-81.882173,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270123,America/New_York
JST,Johnstown Amtrak,40.329689,-78.921996,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269993,America/New_York
JXN,Jackson Amtrak,42.248113,-84.399670,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270087,America/New_York
KAL,Kalamazoo Amtrak,42.295255,-85.584018,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267833,America/New_York
KAN,Kannapolis Amtrak,35.496172,-80.624928,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269322,America/New_York
KCY,Kansas City Amtrak,39.084576,-94.585129,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268773,America/Chicago
KEE,Kewanee Amtrak,41.245765,-89.927544,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268936,America/Chicago
KEL,Kelso-Longview Amtrak,46.142264,-122.913016,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270973,America/Los_Angeles
KFS,Klamath Falls Amtrak,42.225509,-121.771952,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269755,America/Los_Angeles
KIN,Kingston Amtrak,41.483959,-71.560597,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268182,America/New_York
KIS,Kissimmee Amtrak,28.293835,-81.404234,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268996,America/New_York
KKI,Kankakee Amtrak,41.119259,-87.865430,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268190,America/Chicago
KNG,Kingman Amtrak,35.188279,-114.052816,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269237,America/Phoenix
KTR,Kingstree Amtrak,33.663882,-79.829026,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270202,America/New_York
KWD,Kirkwood Amtrak,38.581067,-90.406761,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269731,America/Chicago
LAB,Latrobe Amtrak,40.317405,-79.385083,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268637,America/New_York
LAF,Lafayette Amtrak,40.419347,-86.895901,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269106,America/New_York
LAG,LaGrange Road Amtrak,41.815634,-87.871545,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268278,America/Chicago
LAJ,La Junta Amtrak,37.988249,-103.543576,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268956,America/Denver
LAK,Lakeland Amtrak,28.045603,-81.951874,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268149,America/New_York
LAP,La Plata Amtrak,40.029220,-92.493384,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268091,America/Chicago
LAU,Laurel Amtrak,31.692168,-89.127933,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269844,America/Chicago
LAX,Los Angeles Union Station,34.056177,-118.236778,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269378,America/Los_Angeles
LCH,Lake Charles Amtrak,30.238126,-93.217037,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268523,America/Chicago
LCN,Lincoln Amtrak,40.147855,-89.363699,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270179,America/Chicago
LDB,Lordsburg Amtrak,32.350070,-108.707025,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268342,America/Denver
LEE,Lees Summit Amtrak,38.912623,-94.377972,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267993,America/Chicago
LEW,Lewistown Amtrak,40.588309,-77.580047,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270756,America/New_York
LFT,Lafayette Amtrak,30.226548,-92.014519,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270671,America/Chicago
LIB,Libby Amtrak,48.394842,-115.548890,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269935,America/Denver
LKL,Lakeland Amtrak,28.045603,-81.951874,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269118,America/New_York
LMR,Lamar Amtrak,38.089623,-102.618574,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270564,America/Denver
LMY,Lamy Amtrak,35.480973,-105.879968,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268920,America/Denver
LNC,Lancaster Amtrak,40.054181,-76.307714,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268117,America/New_York
LNK,Lincoln Amtrak,40.815871,-96.713170,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267882,America/Chicago
LNS,East Lansing Amtrak,42.719007,-84.494828,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270282,America/New_York
LOD,Lodi Transit Center,38.133201,-121.271887,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270159,America/Los_Angeles
LOR,Lorton Auto Train Station,38.708143,-77.220942,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268005,America/New_York
LPE,Lapeer Amtrak,43.049520,-83.306154,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268585,America/New_York
LPS,Lompoc-Surf Amtrak,34.682704,-120.605001,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268569,America/Los_Angeles
LRC,Lawrence Amtrak,38.971166,-95.230539,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268821,America/Chicago
LRK,Little Rock Union Station,34.750298,-92.286785,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269249,America/Chicago
LSE,La Crosse Amtrak,43.833155,-91.247298,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268418,America/Chicago
LSV,Las Vegas Intermodal Facility,35.593432,-105.212779,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270796,America/Denver
LVW,Longview Amtrak,32.494032,-94.728322,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268464,America/Chicago
LWA,Leavenworth Icicle Station,47.605235,-120.641038,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1241305469347,America/Los_Angeles
LYH,Lynchburg Amtrak,37.406439,-79.156934,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268980,America/New_York
MAC,Macomb Amtrak,40.461212,-90.670940,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268178,America/Chicago
MAL,Malta Amtrak,48.360477,-107.872242,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270619,America/Denver
MAT,Mattoon Amtrak,39.482730,-88.376045,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268121,America/Chicago
MAY,Maysville Amtrak,38.652148,-83.771074,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270591,America/New_York
MCB,McComb Amtrak,31.244467,-90.451334,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268123,America/Chicago
MCD,Merced Amtrak,37.307183,-120.476805,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269596,America/Los_Angeles
MCG,McGregor Amtrak,31.443352,-97.404756,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269126,America/Chicago
MCI,Michigan City Amtrak,41.721103,-86.905385,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270891,America/Chicago
MCK,McCook Amtrak,40.197634,-100.625792,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269278,America/Chicago
MDN,Meriden Amtrak,41.539385,-72.800678,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269090,America/New_York
MDR,Madera Amtrak,37.022471,-120.074980,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269134,America/Los_Angeles
MDT,Mendota Amtrak,41.549584,-89.117920,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270905,America/Chicago
MEI,Meridian Union Station,32.364166,-88.696568,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268769,America/Chicago
MEM,Memphis Central Station,35.132458,-90.059109,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268571,America/Chicago
