link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,mvmt_txt_id,main_node_id,cycle_length,start_green_time,end_green_time,nema_phase,geometry,
3665,Market,102019,100030,highway,1,1,-1,0.04432,2,29.0,2922.0,,,,,,,"LINESTRING (-84.105294 40.739911, -84.106140 40.739913)"
3666,Market,102019,102023,highway,1,1,-1,0.00985,2,28.0,2922.0,,,,,,,"LINESTRING (-84.105294 40.739910, -84.105119 40.739857)"
3667,Market,102020,102017,highway,1,1,-1,0.00966,2,26.0,2456.0,,,,,,,"LINESTRING (-84.104984 40.739856, -84.104810 40.739908)"
3668,Main,102020,102021,arterial,1,1,-1,0.00549,1,16.0,1461.0,,,,,,,"LINESTRING (-84.104984 40.739856, -84.104986 40.739938)"
3669,Main,102021,102016,arterial,1,1,-1,0.00322,1,26.0,1330.0,,,,,,,"LINESTRING (-84.104986 40.739938, -84.105048 40.739951)"
3670,Market,102021,102022,highway,1,1,-1,0.00701,2,26.0,2994.0,,,,,,,"LINESTRING (-84.104986 40.739938, -84.105121 40.739938)"
3671,Market,102022,102019,highway,1,1,-1,0.00928,2,28.0,2922.0,,,,,,,"LINESTRING (-84.105121 40.739938, -84.105294 40.739910)"
3672,Main,102022,102023,arterial,1,1,-1,0.00549,1,16.0,2112.0,,,,,,,"LINESTRING (-84.105121 40.739938, -84.105119 40.739857)"
3673,Main,102023,102018,arterial,1,1,-1,0.00360,1,26.0,1461.0,,,,,,,"LINESTRING (-84.105119 40.739857, -84.105050 40.739848)"
3674,Market,102023,102020,highway,1,1,-1,0.00701,2,28.0,2994.0,,,,,,,"LINESTRING (-84.105119 40.739857, -84.104984 40.739856)"
3675,I-75,102500,102506,freeway,1,1,-1,2.84280,2,70.0,4224.0,,,,,,,"LINESTRING (-83.997544 40.819019, -84.038542 40.792073)"
3676,I-75,102501,104254,freeway,1,1,-1,0.58258,2,70.0,4224.0,,,,,,,"LINESTRING (-83.997528 40.818735, -83.989195 40.824318)"
3677,Ramp,102506,100138,on-ramp,1,1,-1,0.41761,1,49.0,1734.0,,,,,,,"LINESTRING (-84.038542 40.792073, -84.045424 40.789029)"
3678,Ramp,102506,102508,freeway,1,1,-1,0.70928,2,70.0,4224.0,,,,,,,"LINESTRING (-84.038542 40.792073, -84.048729 40.785313)"
3679,I-75,102507,102501,freeway,1,1,-1,2.80341,2,70.0,3468.0,,,,,,,"LINESTRING (-84.037940 40.792146, -83.997528 40.818735)"
3680,I-75,102508,102512,freeway,1,1,-1,1.53106,2,70.0,4224.0,,,,,,,"LINESTRING (-84.048729 40.785313, -84.070782 40.770784)"
3681,Ramp,102509,100139,on-ramp,1,1,-1,0.37538,1,49.0,1734.0,,,,,,,"LINESTRING (-84.046973 40.786242, -84.040828 40.789029)"
3682,Ramp,102509,102507,freeway,1,1,-1,0.62481,2,70.0,4224.0,,,,,,,"LINESTRING (-84.046973 40.786242, -84.037940 40.792146)"
3683,I-75,102510,102522,freeway,1,1,-1,0.24943,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075554 40.729444, -84.075507 40.725828)"
3684,Ramp,102510,102542,on-ramp,1,1,-1,0.09527,1,49.0,1734.0,,,,,,,"LINESTRING (-84.075554 40.729444, -84.076852 40.730410)"
3685,I-75,102511,102521,freeway,1,1,-1,0.36686,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075434 40.730110, -84.075441 40.735427)"
3686,I-75,102512,102514,freeway,1,1,-1,0.71705,2,70.0,4224.0,,,,,,,"LINESTRING (-84.070782 40.770784, -84.075574 40.761053)"
3687,I-75,102513,102509,freeway,1,1,-1,1.64659,2,70.0,4224.0,,,,,,,"LINESTRING (-84.070671 40.770599, -84.046973 40.786242)"
3688,Ramp,102514,101959,on-ramp,1,1,-1,0.37576,1,49.0,1228.0,,,,,,,"LINESTRING (-84.075574 40.761053, -84.076498 40.755652)"
3689,I-75,102514,102516,freeway,1,1,-1,0.37405,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075574 40.761053, -84.075576 40.755633)"
3690,I-75,102515,102513,freeway,1,1,-1,0.57235,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075462 40.763149, -84.070671 40.770599)"
3691,I-75,102516,102518,freeway,1,1,-1,0.16383,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075576 40.755633, -84.075553 40.753259)"
3692,Ramp,102517,101958,on-ramp,1,1,-1,0.10966,1,64.0,1800.0,,,,,,,"LINESTRING (-84.075450 40.755630, -84.073431 40.756052)"
3693,I-75,102517,102515,freeway,1,1,-1,0.51894,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075450 40.755630, -84.075462 40.763149)"
3694,I-75,102518,102520,freeway,1,1,-1,1.35928,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075553 40.753259, -84.075596 40.733564)"
3695,Ramp,102519,101955,on-ramp,1,1,-1,0.23788,1,49.0,1657.0,,,,,,,"LINESTRING (-84.075442 40.752884, -84.073144 40.755855)"
3696,I-75,102519,102517,freeway,1,1,-1,0.18939,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075442 40.752884, -84.075450 40.755630)"
3697,Ramp,102520,100111,on-ramp,1,1,-1,0.21174,1,49.0,1582.0,,,,,,,"LINESTRING (-84.075596 40.733564, -84.076827 40.730641)"
3698,I-75,102520,102510,freeway,1,1,-1,0.28428,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075596 40.733564, -84.075554 40.729444)"
3699,I-75,102521,102519,freeway,1,1,-1,1.20473,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075441 40.735427, -84.075442 40.752884)"
3700,I-75,102522,102524,freeway,1,1,-1,0.36061,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075507 40.725828, -84.075382 40.720604)"
3701,Ramp,102523,100307,on-ramp,1,1,-1,0.36875,1,49.0,1734.0,,,,,,,"LINESTRING (-84.075291 40.725545, -84.073319 40.730673)"
3702,I-75,102523,102511,freeway,1,1,-1,0.31515,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075291 40.725545, -84.075434 40.730110)"
3703,I-75,102524,102526,freeway,1,1,-1,0.22064,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075382 40.720604, -84.075350 40.717405)"
3704,Ramp,102524,104443,on-ramp,1,1,-1,0.25436,1,49.0,1734.0,,,,,,,"LINESTRING (-84.075382 40.720604, -84.077105 40.717156)"
3705,I-75,102525,102523,freeway,1,1,-1,0.59015,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075082 40.716993, -84.075291 40.725545)"
3706,I-75,102526,102528,freeway,1,1,-1,1.02178,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075350 40.717405, -84.075710 40.702600)"
3707,I-75,102527,102525,freeway,1,1,-1,0.21496,2,70.0,4224.0,,,,,,,"LINESTRING (-84.075062 40.713877, -84.075082 40.716993)"
3708,Ramp,102527,104444,on-ramp,1,1,-1,0.22917,1,49.0,1734.0,,,,,,,"LINESTRING (-84.075062 40.713877, -84.073290 40.716912)"
3709,I-75,102528,102530,freeway,1,1,-1,0.55133,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075710 40.702600, -84.085144 40.699093)"
3710,I-75,102529,102527,freeway,1,1,-1,0.77689,2,70.0,3468.0,,,,,,,"LINESTRING (-84.075387 40.702621, -84.075062 40.713877)"
3711,Ramp,102530,100616,on-ramp,1,1,-1,0.24924,1,49.0,1734.0,,,,,,,"LINESTRING (-84.085144 40.699093, -84.089858 40.699519)"
3712,I-75,102530,102532,freeway,1,1,-1,0.48864,2,70.0,3468.0,,,,,,,"LINESTRING (-84.085144 40.699093, -84.094450 40.699071)"
3713,I-75,102531,102529,freeway,1,1,-1,0.59053,2,70.0,4224.0,,,,,,,"LINESTRING (-84.085519 40.698907, -84.075387 40.702621)"
3714,I-75,102532,102534,freeway,1,1,-1,0.73295,2,70.0,4224.0,,,,,,,"LINESTRING (-84.094450 40.699071, -84.108399 40.698774)"
3715,Ramp,102533,100617,on-ramp,1,1,-1,0.23674,1,39.0,1734.0,,,,,,,"LINESTRING (-84.094344 40.698859, -84.089869 40.698440)"
3716,I-75,102533,102531,freeway,1,1,-1,0.46345,2,70.0,4224.0,,,,,,,"LINESTRING (-84.094344 40.698859, -84.085519 40.698907)"
3717,I-75,102534,102536,freeway,1,1,-1,0.99205,2,70.0,3468.0,,,,,,,"LINESTRING (-84.108399 40.698774, -84.121568 40.688468)"
3718,I-75,102535,102533,freeway,1,1,-1,0.73409,2,70.0,4224.0,,,,,,,"LINESTRING (-84.108317 40.698595, -84.094344 40.698859)"
3719,0,102536,100548,on-ramp,1,1,-1,0.19905,1,49.0,1734.0,,,,,,,"LINESTRING (-84.121568 40.688468, -84.124516 40.686652)"
3720,I-75,102536,102538,freeway,1,1,-1,0.38712,2,70.0,4224.0,,,,,,,"LINESTRING (-84.121568 40.688468, -84.126132 40.684064)"
3721,I-75,102537,102535,freeway,1,1,-1,0.90890,2,70.0,4224.0,,,,,,,"LINESTRING (-84.120455 40.689206, -84.108317 40.698595)"
3722,I-75,102538,102540,freeway,1,1,-1,1.84659,2,70.0,3600.0,,,,,,,"LINESTRING (-84.126132 40.684064, -84.131454 40.657616)"
3723,Ramp,102539,100549,on-ramp,1,1,-1,0.20985,1,24.0,1734.0,,,,,,,"LINESTRING (-84.125241 40.684651, -84.122239 40.686659)"
3724,I-75,102539,102537,freeway,1,1,-1,0.40246,2,70.0,4224.0,,,,,,,"LINESTRING (-84.125241 40.684651, -84.120455 40.689206)"
3725,0,102540,444,highway,99,1,-1,0.27140,1,66.0,1800.0,,,,,,,"LINESTRING (-84.131456 40.657616, -84.132508 40.653764)"
3726,0,102541,444,highway,99,1,-1,0.27083,1,66.0,1800.0,,,,,,,"LINESTRING (-84.131169 40.657556, -84.132508 40.653764)"
3727,I-75,102541,102539,freeway,1,1,-1,1.89564,2,70.0,4224.0,,,,,,,"LINESTRING (-84.131167 40.657556, -84.125241 40.684651)"
3728,Ramp,102542,100111,on-ramp,1,1,-1,0.01591,1,50.0,1734.0,,,,,,,"LINESTRING (-84.076851 40.730410, -84.076826 40.730641)"
3729,Ramp,102542,102522,on-ramp,1,1,-1,0.32386,1,49.0,1734.0,,,,,,,"LINESTRING (-84.076852 40.730410, -84.075507 40.725828)"
3730,S Dixie,102544,100562,highway,1,1,-1,0.22973,1,35.0,1800.0,,,,,,,"LINESTRING (-84.116994 40.711817, -84.115561 40.714963)"
3731,S Dixie,102544,100606,highway,1,1,-1,0.24110,2,35.0,3352.0,,,,,,,"LINESTRING (-84.116997 40.711818, -84.118503 40.708517)"
3732,N Dixie,102545,100123,arterial,1,1,-1,0.10890,1,52.0,1734.0,,,,,,,"LINESTRING (-84.064349 40.758246, -84.065620 40.756998)"
3733,N Dixie,102545,100181,arterial,1,1,-1,1.03201,1,46.0,1734.0,,,,,,,"LINESTRING (-84.064348 40.758244, -84.051269 40.769412)"
3734,0,102546,483,highway,99,1,-1,0.25095,1,36.0,1800.0,,,,,,,"LINESTRING (-84.070526 40.652202, -84.070484 40.648566)"
3735,0,102546,100632,arterial,1,1,-1,0.24413,1,28.0,1618.0,,,,,,,"LINESTRING (-84.070523 40.652202, -84.070349 40.655737)"
3736,Cole,102553,101908,arterial,1,1,-1,0.49489,1,50.0,1734.0,,,,,,,"LINESTRING (-84.128797 40.816281, -84.128558 40.809113)"
3737,West,102553,101910,arterial,1,1,-1,0.07955,1,49.0,1734.0,,,,,,,"LINESTRING (-84.128794 40.816283, -84.129801 40.817148)"
3738,West,102553,101912,arterial,1,1,-1,1.04527,1,47.0,1800.0,,,,,,,"LINESTRING (-84.128796 40.816280, -84.113125 40.806919)"
3739,0,102554,66,hot,99,1,-1,0.07973,1,25.0,1800.0,,,,,,,"LINESTRING (-84.068486 40.729361, -84.067226 40.730008)"
3740,Mall Drive,102554,100650,arterial,1,1,-1,0.12614,1,27.0,1602.0,,,,,,,"LINESTRING (-84.068488 40.729362, -84.068742 40.727542)"
3741,0,102555,155,hot,99,1,-1,0.35966,1,25.0,1800.0,,,,,,,"LINESTRING (-84.165527 40.786284, -84.159389 40.783963)"
3742,Eastown,102555,101763,arterial,1,1,-1,0.42822,1,46.0,1618.0,,,,,,,"LINESTRING (-84.165528 40.786285, -84.165423 40.780079)"
3743,Eastown,102555,101773,arterial,1,1,-1,0.06932,1,46.0,1618.0,,,,,,,"LINESTRING (-84.165525 40.786285, -84.165550 40.787290)"
3744,0,102556,160,hot,99,1,-1,0.85511,1,25.0,1800.0,,,,,,,"LINESTRING (-84.192792 40.755646, -84.191664 40.768007)"
3745,Allentown,102556,100725,highway,1,1,-1,0.06439,1,35.0,1734.0,,,,,,,"LINESTRING (-84.192793 40.755647, -84.193924 40.755279)"
3746,Allentown,102556,100726,highway,1,1,-1,0.05682,1,35.0,1734.0,,,,,,,"LINESTRING (-84.192792 40.755644, -84.191793 40.755968)"
3747,State,103400,101780,arterial,1,1,-1,0.49735,1,46.0,1560.0,,,,,,,"LINESTRING (-84.147336 40.817035, -84.156821 40.816973)"
3748,State,103400,101910,arterial,1,1,-1,0.91932,1,46.0,1734.0,,,,,,,"LINESTRING (-84.147336 40.817032, -84.129802 40.817145)"
3749,State,103413,100136,arterial,1,1,-1,1.24015,1,39.0,1618.0,,,,,,,"LINESTRING (-84.027949 40.817740, -84.051600 40.817620)"
3750,State,103413,100141,arterial,1,1,-1,0.75492,1,39.0,1618.0,,,,,,,"LINESTRING (-84.027949 40.817737, -84.013552 40.817796)"
3751,MAYBERRY RD,103413,104073,arterial,1,1,-1,0.40208,1,37.0,1800.0,,,,,,,"LINESTRING (-84.027948 40.817739, -84.027952 40.823565)"
3752,0,103415,73,hot,99,1,-1,1.37822,1,25.0,1800.0,,,,,,,"LINESTRING (-83.989304 40.694831, -84.011825 40.684587)"
3753,0,103415,367,hot,99,1,-1,0.35152,1,25.0,1800.0,,,,,,,"LINESTRING (-83.989304 40.694829, -83.983497 40.692293)"
3754,MCPHERON RD,103415,104119,arterial,1,1,-1,0.42159,1,39.0,1676.0,,,,,,,"LINESTRING (-83.989303 40.694828, -83.981277 40.694945)"
3755,Schooler,103422,100186,arterial,1,1,-1,0.60492,1,46.0,1734.0,,,,,,,"LINESTRING (-84.032128 40.653886, -84.031952 40.645120)"
3756,Schooler,103422,100668,arterial,1,1,-1,0.16269,1,44.0,1618.0,,,,,,,"LINESTRING (-84.032125 40.653886, -84.032136 40.656245)"
3757,AMHERST RD,103422,103982,arterial,1,1,-1,0.50076,1,32.0,1560.0,,,,,,,"LINESTRING (-84.032126 40.653884, -84.022611 40.653503)"
3758,SUGAR CREEK R,103500,103501,arterial,1,1,-1,0.99489,1,37.0,1560.0,,,,,,,"LINESTRING (-83.899125 40.812355, -83.880152 40.812565)"
3759,BENTLEY RD,103500,103506,arterial,1,1,-1,0.50038,1,44.0,1800.0,,,,,,,"LINESTRING (-83.899123 40.812357, -83.899229 40.819608)"
3760,BENTLEY RD,103500,103520,arterial,1,1,-1,1.06761,1,42.0,1618.0,,,,,,,"LINESTRING (-83.899126 40.812357, -83.899020 40.796888)"
3761,SUGAR CREEK R,103500,104321,arterial,1,1,-1,0.50322,1,37.0,1560.0,,,,,,,"LINESTRING (-83.899125 40.812358, -83.908723 40.812250)"
3762,SUGAR CREEK R,103501,103500,arterial,1,1,-1,0.99489,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880152 40.812568, -83.899125 40.812358)"
3763,HARDIN RD,103501,103507,arterial,1,1,-1,0.49867,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880150 40.812567, -83.880168 40.819794)"
3764,HARDIN RD,103501,104395,arterial,1,1,-1,0.48068,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880153 40.812567, -83.880131 40.805600)"
3765,0,103502,365,hot,99,1,-1,0.55644,1,25.0,1800.0,,,,,,,"LINESTRING (-83.985575 40.716860, -83.986069 40.708806)"
3766,CLUM RD,103502,100658,arterial,1,1,-1,0.44848,1,39.0,1481.0,,,,,,,"LINESTRING (-83.985574 40.716861, -83.994110 40.716599)"
3767,CLUM RD,103502,104138,arterial,1,1,-1,0.51023,1,41.0,1560.0,,,,,,,"LINESTRING (-83.985574 40.716859, -83.975855 40.716830)"
3768,0,103503,365,hot,99,1,-1,0.41913,1,25.0,1800.0,,,,,,,"LINESTRING (-83.993988 40.709552, -83.986068 40.708804)"
3769,Cool,103503,100658,arterial,1,1,-1,0.48617,1,37.0,1560.0,,,,,,,"LINESTRING (-83.993987 40.709553, -83.994109 40.716598)"
3770,Cool,103503,100660,arterial,1,1,-1,0.55341,1,35.0,1734.0,,,,,,,"LINESTRING (-83.993989 40.709553, -83.994287 40.701537)"
3771,0,103504,341,hot,99,1,-1,0.88352,1,25.0,1800.0,,,,,,,"LINESTRING (-83.899353 40.848676, -83.916127 40.849949)"
3772,0,103504,342,hot,99,1,-1,0.51477,1,25.0,1800.0,,,,,,,"LINESTRING (-83.899353 40.848673, -83.889533 40.848427)"
3773,BENTLEY RD,103504,103514,arterial,1,1,-1,1.00360,1,44.0,1618.0,,,,,,,"LINESTRING (-83.899354 40.848674, -83.899393 40.834131)"
3774,BENTLEY RD,103504,103516,arterial,1,1,-1,1.00663,1,46.0,1618.0,,,,,,,"LINESTRING (-83.899351 40.848674, -83.899600 40.863258)"
3775,HANCOCK RD,103505,103515,arterial,1,1,-1,0.94356,1,39.0,1560.0,,,,,,,"LINESTRING (-83.880263 40.847964, -83.880222 40.834293)"
3776,HARDIN RD,103505,104396,arterial,1,1,-1,0.06080,1,37.0,1800.0,,,,,,,"LINESTRING (-83.880260 40.847964, -83.880251 40.848847)"
3777,0,103506,343,hot,99,1,-1,0.43561,1,25.0,1800.0,,,,,,,"LINESTRING (-83.899231 40.819609, -83.907375 40.818358)"
3778,BENTLEY RD,103506,103500,arterial,1,1,-1,0.50038,1,44.0,1560.0,,,,,,,"LINESTRING (-83.899232 40.819608, -83.899126 40.812357)"
3779,BENTLEY RD,103506,104335,arterial,1,1,-1,0.51951,1,44.0,1618.0,,,,,,,"LINESTRING (-83.899229 40.819608, -83.899193 40.827135)"
3780,HARDIN RD,103507,103501,arterial,1,1,-1,0.49867,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880171 40.819794, -83.880153 40.812567)"
3781,HANCOCK RD,103507,103540,arterial,1,1,-1,0.52898,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880168 40.819794, -83.880185 40.827460)"
3782,0,103508,349,hot,99,1,-1,0.44091,1,25.0,1800.0,,,,,,,"LINESTRING (-83.899036 40.786807, -83.907387 40.786062)"
3783,BENTLEY RD,103508,103520,arterial,1,1,-1,0.69583,1,42.0,1560.0,,,,,,,"LINESTRING (-83.899035 40.786806, -83.899017 40.796888)"
3784,BENTLEY RD,103508,103531,arterial,1,1,-1,0.75436,1,44.0,1560.0,,,,,,,"LINESTRING (-83.899037 40.786806, -83.898987 40.775875)"
3785,HARDIN RD,103509,103521,arterial,1,1,-1,0.74489,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880079 40.790629, -83.880114 40.801424)"
3786,HARDIN RD,103509,103532,arterial,1,1,-1,0.99773,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880082 40.790629, -83.880034 40.776172)"
3787,0,103510,361,hot,99,1,-1,0.29034,1,25.0,1800.0,,,,,,,"LINESTRING (-83.899301 40.702867, -83.894440 40.700861)"
3788,AGLER RD,103510,103511,arterial,1,1,-1,1.01761,1,44.0,1800.0,,,,,,,"LINESTRING (-83.899301 40.702867, -83.879932 40.703228)"
3789,AGLER RD,103510,104096,arterial,1,1,-1,0.99773,1,42.0,1481.0,,,,,,,"LINESTRING (-83.899301 40.702870, -83.918299 40.702735)"
3790,0,103511,491,highway,99,1,-1,0.27538,1,36.0,1800.0,,,,,,,"LINESTRING (-83.879932 40.703228, -83.874687 40.703261)"
3791,AGLER RD,103511,103510,arterial,1,1,-1,1.01761,1,44.0,1800.0,,,,,,,"LINESTRING (-83.879932 40.703231, -83.899301 40.702870)"
3792,0,103512,470,highway,99,1,-1,0.21098,1,41.0,1800.0,,,,,,,"LINESTRING (-83.899616 40.920283, -83.899603 40.923340)"
3793,BENTLEY RD,103512,104393,arterial,1,1,-1,0.71761,1,39.0,1800.0,,,,,,,"LINESTRING (-83.899619 40.920283, -83.899573 40.909884)"
3794,0,103513,471,highway,99,1,-1,0.25777,1,41.0,1800.0,,,,,,,"LINESTRING (-83.880499 40.920368, -83.880222 40.924099)"
3795,HANCOCK RD,103513,104402,arterial,1,1,-1,1.27405,1,37.0,1548.0,,,,,,,"LINESTRING (-83.880502 40.920368, -83.880429 40.901909)"
3796,BENTLEY RD,103514,103504,arterial,1,1,-1,1.00360,1,44.0,1800.0,,,,,,,"LINESTRING (-83.899390 40.834131, -83.899351 40.848674)"
3797,LINCOLN HWY,103514,103515,arterial,1,1,-1,1.00492,1,43.0,1481.0,,,,,,,"LINESTRING (-83.899392 40.834130, -83.880221 40.834292)"
3798,LINCOLN HWY,103514,104186,arterial,1,1,-1,0.50038,1,48.0,1734.0,,,,,,,"LINESTRING (-83.899392 40.834133, -83.908936 40.833968)"
3799,BENTLEY RD,103514,104187,arterial,1,1,-1,0.45720,1,42.0,1618.0,,,,,,,"LINESTRING (-83.899393 40.834131, -83.899194 40.827507)"
3800,HANCOCK RD,103515,103505,arterial,1,1,-1,0.94356,1,39.0,1560.0,,,,,,,"LINESTRING (-83.880219 40.834293, -83.880260 40.847964)"
3801,LINCOLN HWY,103515,103514,arterial,1,1,-1,1.00492,1,43.0,1734.0,,,,,,,"LINESTRING (-83.880221 40.834295, -83.899392 40.834133)"
3802,HANCOCK RD,103515,103538,arterial,1,1,-1,0.45000,1,22.0,1560.0,,,,,,,"LINESTRING (-83.880222 40.834293, -83.880221 40.827771)"
3803,LINCOLN HWY,103515,104415,arterial,1,1,-1,0.12898,1,48.0,1800.0,,,,,,,"LINESTRING (-83.880221 40.834292, -83.877760 40.834293)"
3804,BENTLEY RD,103516,103504,arterial,1,1,-1,1.00663,1,46.0,1618.0,,,,,,,"LINESTRING (-83.899603 40.863258, -83.899354 40.848674)"
3805,HILLVILLE RD,103516,103517,arterial,1,1,-1,1.01250,1,41.0,1560.0,,,,,,,"LINESTRING (-83.899602 40.863257, -83.880307 40.862453)"
3806,HILLVILLE RD,103516,104339,arterial,1,1,-1,1.00379,1,41.0,1618.0,,,,,,,"LINESTRING (-83.899602 40.863260, -83.918755 40.862899)"
3807,BENTLEY RD,103516,104367,arterial,1,1,-1,0.92064,1,46.0,1618.0,,,,,,,"LINESTRING (-83.899600 40.863258, -83.899850 40.876597)"
3808,HILLVILLE RD,103517,103516,arterial,1,1,-1,1.01250,1,41.0,1618.0,,,,,,,"LINESTRING (-83.880307 40.862456, -83.899602 40.863260)"
3809,HANCOCK RD,103517,104396,arterial,1,1,-1,0.93902,1,39.0,1560.0,,,,,,,"LINESTRING (-83.880308 40.862454, -83.880254 40.848847)"
3810,HANCOCK RD,103517,104413,arterial,1,1,-1,0.07008,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880305 40.862454, -83.880305 40.863472)"
3811,0,103518,351,hot,99,1,-1,0.48106,1,25.0,1800.0,,,,,,,"LINESTRING (-83.908544 40.746786, -83.908240 40.753754)"
3812,0,103518,358,hot,99,1,-1,0.61231,1,25.0,1800.0,,,,,,,"LINESTRING (-83.908546 40.746786, -83.907750 40.737932)"
3813,RESERVOIR RD,103518,103519,arterial,1,1,-1,1.49735,1,46.0,1560.0,,,,,,,"LINESTRING (-83.908545 40.746784, -83.880018 40.746958)"
3814,RESERVOIR RD,103518,104157,arterial,1,1,-1,0.85530,1,46.0,1560.0,,,,,,,"LINESTRING (-83.908545 40.746787, -83.924841 40.746615)"
3815,RESERVOIR RD,103519,103518,arterial,1,1,-1,1.49735,1,46.0,1618.0,,,,,,,"LINESTRING (-83.880018 40.746961, -83.908545 40.746787)"
3816,HARDIN RD,103519,103527,arterial,1,1,-1,1.01572,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880017 40.746960, -83.879984 40.761678)"
3817,C-60,103519,104422,arterial,1,1,-1,0.18750,1,46.0,1800.0,,,,,,,"LINESTRING (-83.880018 40.746958, -83.876445 40.747002)"
3818,BENTLEY RD,103520,103500,arterial,1,1,-1,1.06761,1,42.0,1560.0,,,,,,,"LINESTRING (-83.899017 40.796888, -83.899123 40.812357)"
3819,BENTLEY RD,103520,103508,arterial,1,1,-1,0.69583,1,42.0,1800.0,,,,,,,"LINESTRING (-83.899020 40.796888, -83.899037 40.786806)"
3820,SANDUSKY RD,103520,103521,arterial,1,1,-1,1.03958,1,41.0,1560.0,,,,,,,"LINESTRING (-83.899019 40.796886, -83.880115 40.801422)"
3821,SANDUSKY RD,103520,104320,arterial,1,1,-1,0.52784,1,48.0,1800.0,,,,,,,"LINESTRING (-83.899019 40.796889, -83.908643 40.794647)"
3822,HARDIN RD,103521,103509,arterial,1,1,-1,0.74489,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880117 40.801424, -83.880082 40.790629)"
3823,SANDUSKY RD,103521,103520,arterial,1,1,-1,1.03958,1,41.0,1618.0,,,,,,,"LINESTRING (-83.880116 40.801425, -83.899019 40.796889)"
3824,HARDIN RD,103521,104395,arterial,1,1,-1,0.28807,1,37.0,1560.0,,,,,,,"LINESTRING (-83.880114 40.801424, -83.880128 40.805600)"
3825,AMHERST RD,103524,103525,arterial,1,1,-1,0.69697,1,39.0,1618.0,,,,,,,"LINESTRING (-83.893175 40.653891, -83.880095 40.652219)"
3826,NAPOLEON RD,103524,103530,arterial,1,1,-1,0.70777,1,46.0,1560.0,,,,,,,"LINESTRING (-83.893176 40.653892, -83.886977 40.644788)"
3827,NAPOLEON RD,103524,104063,arterial,1,1,-1,0.10833,1,46.0,1618.0,,,,,,,"LINESTRING (-83.893173 40.653893, -83.893326 40.655460)"
3828,AMHERST RD,103524,104155,arterial,1,1,-1,0.34867,1,39.0,1560.0,,,,,,,"LINESTRING (-83.893175 40.653894, -83.899329 40.652006)"
3829,0,103525,492,highway,99,1,-1,0.31610,1,36.0,1800.0,,,,,,,"LINESTRING (-83.880096 40.652221, -83.880522 40.647650)"
3830,AMHERST RD,103525,103524,arterial,1,1,-1,0.69697,1,39.0,1560.0,,,,,,,"LINESTRING (-83.880095 40.652222, -83.893175 40.653894)"
3831,LAFAYETTE RD,103526,103527,arterial,1,1,-1,0.99186,1,39.0,1560.0,,,,,,,"LINESTRING (-83.898882 40.761368, -83.879985 40.761676)"
3832,BENTLEY RD,103526,103531,arterial,1,1,-1,1.00095,1,37.0,1676.0,,,,,,,"LINESTRING (-83.898881 40.761370, -83.898985 40.775875)"
3833,LAFAYETTE RD,103526,103992,arterial,1,1,-1,0.50777,1,39.0,1560.0,,,,,,,"LINESTRING (-83.898882 40.761371, -83.908559 40.761274)"
3834,HARDIN RD,103527,103519,arterial,1,1,-1,1.01572,1,37.0,1481.0,,,,,,,"LINESTRING (-83.879986 40.761678, -83.880019 40.746960)"
3835,LAFAYETTE RD,103527,103526,arterial,1,1,-1,0.99186,1,39.0,1560.0,,,,,,,"LINESTRING (-83.879985 40.761679, -83.898882 40.761371)"
3836,HARDIN RD,103527,103532,arterial,1,1,-1,1.00019,1,37.0,1676.0,,,,,,,"LINESTRING (-83.879984 40.761678, -83.880032 40.776172)"
3837,C-50,103527,104421,arterial,1,1,-1,0.26061,1,39.0,1800.0,,,,,,,"LINESTRING (-83.879985 40.761676, -83.875018 40.761693)"
3838,JEFFERSON,103528,100755,arterial,1,1,-1,0.10227,1,24.0,1421.0,,,,,,,"LINESTRING (-83.889473 40.895177, -83.890820 40.896252)"
