first_column,scenario_index,scenario_name,demand_period,mode_type,od_volume,number_of_routes,total_distance_km,total_distance_mile,total_travel_time_min,total_travel_delay_min,total_co2_kg,total_nox_kg,avg_distance_km,avg_distance_mile,avg_travel_time_in_min,avg_travel_delay_in_min,avg_speed_kmph,avg_speed_mph,avg_co2_kg,avg_nox_kg,
0,0,2025,pm,auto,24003,2,934507,580800,8.64e+06,8.0592e+06,1.10818e+06,105.482,38.9329,24.197,359.955,335.758,6.48963,4.03333,46.1682,0.00439454,
0,1,2040,pm,auto,9601.2,2,359068,223162,332085,108922,87355.1,20.1891,37.3983,23.2432,34.5878,11.3447,64.8753,40.3203,9.09835,0.00210277,
