link_id,nb_lane,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,period,period_factor,volume,capacity,speed,speed_limit,Date
7922AB,5,0.22968,11272,11293,1,1,1,1600_1615,1400_1800,3.901633041,244.9,6745,23.01,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1615_1630,1400_1800,3.901633041,232.2,6745,21.32,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1630_1645,1400_1800,3.901633041,227.6,6745,21.16,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1645_1700,1400_1800,3.901633041,247.3,6745,20.73,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1660_1715,1400_1800,3.901633041,241.8,6745,20.97,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1715_1730,1400_1800,3.901633041,242.4,6745,20.48,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1730_1745,1400_1800,3.901633041,244.1,6745,19.86,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1745_1760,1400_1800,3.901633041,251.9,6745,20.18,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1800_1815,1800_0600,4.789740585,246.4,8566,20.85,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1815_1830,1800_0600,4.789740585,267.5,8566,21.87,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1830_1845,1800_0600,4.789740585,272.5,8566,27.16,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1845_1900,1800_0600,4.789740585,279.7,8566,31.56,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1900_1915,1800_0600,4.789740585,296.4,8566,37.46,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1915_1930,1800_0600,4.789740585,324.3,8566,47.4,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1930_1945,1800_0600,4.789740585,324.9,8566,51.69,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1945_2000,1800_0600,4.789740585,323,8566,54.46,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,1960_2015,1800_0600,4.789740585,300.3,8566,60.04,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2015_2030,1800_0600,4.789740585,309.5,8566,60.7,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2030_2045,1800_0600,4.789740585,285.7,8566,60.8,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2045_2060,1800_0600,4.789740585,281.1,8566,61.15,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2100_2115,1800_0600,4.789740585,274,8566,61.51,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2115_2130,1800_0600,4.789740585,283.5,8566,60.96,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2130_2145,1800_0600,4.789740585,262.4,8566,61.29,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2145_2200,1800_0600,4.789740585,241.9,8566,62.38,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2200_2215,1800_0600,4.789740585,220.5,8566,63.2,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2215_2230,1800_0600,4.789740585,221.6,8566,49.9,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2230_2245,1800_0600,4.789740585,236.7,8566,51.44,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2245_2300,1800_0600,4.789740585,232.7,8566,49.72,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2260_2315,1800_0600,4.789740585,216.1,8566,58.11,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2315_2330,1800_0600,4.789740585,199.5,8566,57.66,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2330_2345,1800_0600,4.789740585,172,8566,63.03,70,1/1/2018
7922AB,5,0.22968,11272,11293,1,1,1,2345_2360,1800_0600,4.789740585,147.4,8566,62.81,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0000_0015,1800_0600,4.789740585,68.5,8566,67.83,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0015_0030,1800_0600,4.789740585,62.9,8566,68,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0030_0045,1800_0600,4.789740585,60.2,8566,67.8,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0045_0100,1800_0600,4.789740585,57.9,8566,67.81,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0100_0115,1800_0600,4.789740585,55.6,8566,67.78,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0115_0130,1800_0600,4.789740585,50.1,8566,66.94,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0130_0145,1800_0600,4.789740585,46.2,8566,67.89,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0145_0200,1800_0600,4.789740585,50,8566,67.93,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0160_0215,1800_0600,4.789740585,43.7,8566,67.93,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0215_0230,1800_0600,4.789740585,51.1,8566,67.9,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0230_0245,1800_0600,4.789740585,59.1,8566,68.46,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0245_0260,1800_0600,4.789740585,62.9,8566,69.11,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0300_0315,1800_0600,4.789740585,65.6,8566,68.2,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0315_0330,1800_0600,4.789740585,86.9,8566,68.6,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0330_0345,1800_0600,4.789740585,108.5,8566,69.35,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0345_0400,1800_0600,4.789740585,116,8566,69.37,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0400_0415,1800_0600,4.789740585,144.1,8566,69.83,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0415_0430,1800_0600,4.789740585,219.5,8566,68.89,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0430_0445,1800_0600,4.789740585,289.4,8566,66.87,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0445_0500,1800_0600,4.789740585,293.8,8566,66.92,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0460_0515,1800_0600,4.789740585,329,8566,64.01,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0515_0530,1800_0600,4.789740585,396.3,8566,55.57,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0530_0545,1800_0600,4.789740585,375.4,8566,44.45,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0545_0560,1800_0600,4.789740585,354.5,8566,36.04,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0600_0615,0600_0900,4.789740585,326.2,4984,36,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0615_0630,0600_0900,2.826108439,366,4984,40.79,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0630_0645,0600_0900,2.826108439,347.9,4984,37.67,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0645_0700,0600_0900,2.826108439,339.3,4984,40.69,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0700_0715,0600_0900,2.826108439,340.9,4984,40.37,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0715_0730,0600_0900,2.826108439,306.8,4984,34.51,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0730_0745,0600_0900,2.826108439,325.4,4984,35.82,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0745_0800,0600_0900,2.826108439,314,4984,30.02,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0760_0815,0600_0900,2.826108439,318.4,4984,30.1,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0815_0830,0600_0900,2.826108439,329.2,4984,33.06,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0830_0845,0600_0900,2.826108439,328.7,4984,34.44,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0845_0860,0600_0900,2.826108439,330.6,4984,35.57,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0900_0915,0900_1400,4.789740585,335.8,8374,41.9,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0915_0930,0900_1400,4.789740585,352,8374,41.67,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0930_0945,0900_1400,4.789740585,362.2,8374,44.2,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,0945_1000,0900_1400,4.789740585,371.6,8374,44.01,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1000_1015,0900_1400,4.789740585,357.9,8374,45.21,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1015_1030,0900_1400,4.789740585,356.1,8374,45.04,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1030_1045,0900_1400,4.789740585,289.1,8374,32.59,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1045_1100,0900_1400,4.789740585,294.9,8374,31.21,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1060_1115,0900_1400,4.789740585,333.9,8374,46.15,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1115_1130,0900_1400,4.789740585,334.2,8374,42.97,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1130_1145,0900_1400,4.789740585,335.4,8374,45.27,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1145_1160,0900_1400,4.789740585,344.3,8374,51.01,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1200_1215,0900_1400,4.789740585,342,8374,60.89,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1215_1230,0900_1400,4.789740585,354.6,8374,61.47,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1230_1245,0900_1400,4.789740585,353.3,8374,56.26,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1245_1300,0900_1400,4.789740585,345,8374,55.47,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1300_1315,0900_1400,4.789740585,342.6,8374,55.11,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1315_1330,0900_1400,4.789740585,350.2,8374,61.04,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1330_1345,0900_1400,4.789740585,335.5,8374,47.42,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1345_1400,0900_1400,4.789740585,344.6,8374,52.24,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1360_1415,0900_1400,4.789740585,331,8374,56.88,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1415_1430,1400_1800,3.901633041,323,6745,38.05,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1430_1445,1400_1800,3.901633041,315.1,6745,34.49,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1445_1460,1400_1800,3.901633041,303.3,6745,31.87,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1500_1515,1400_1800,3.901633041,301.9,6745,29,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1515_1530,1400_1800,3.901633041,286.9,6745,27.52,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1530_1545,1400_1800,3.901633041,301.1,6745,28.13,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1545_1600,1400_1800,3.901633041,311.9,6745,28.94,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1600_1615,1400_1800,3.901633041,299,6745,28.74,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1615_1630,1400_1800,3.901633041,287.5,6745,23.35,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1630_1645,1400_1800,3.901633041,279.7,6745,23.72,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1645_1700,1400_1800,3.901633041,295.1,6745,28.4,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1660_1715,1400_1800,3.901633041,296.3,6745,39.79,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1715_1730,1400_1800,3.901633041,310.6,6745,42.37,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1730_1745,1400_1800,3.901633041,286,6745,55.93,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1745_1760,1400_1800,3.901633041,292.5,6745,63.25,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1800_1815,1800_0600,4.789740585,284.8,8566,64.3,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1815_1830,1800_0600,4.789740585,301.7,8566,62.39,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1830_1845,1800_0600,4.789740585,315.1,8566,61.1,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1845_1900,1800_0600,4.789740585,305.9,8566,60.88,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1900_1915,1800_0600,4.789740585,278.3,8566,62.91,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1915_1930,1800_0600,4.789740585,269.7,8566,63.89,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1930_1945,1800_0600,4.789740585,257.8,8566,64.44,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1945_2000,1800_0600,4.789740585,244.8,8566,64.69,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,1960_2015,1800_0600,4.789740585,223.9,8566,65.31,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2015_2030,1800_0600,4.789740585,230.9,8566,64.95,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2030_2045,1800_0600,4.789740585,217.1,8566,65.7,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2045_2060,1800_0600,4.789740585,201.4,8566,65.45,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2100_2115,1800_0600,4.789740585,168.5,8566,66.38,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2115_2130,1800_0600,4.789740585,181.5,8566,66.39,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2130_2145,1800_0600,4.789740585,190.9,8566,66.28,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2145_2200,1800_0600,4.789740585,189.7,8566,66.82,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2200_2215,1800_0600,4.789740585,169.8,8566,66.78,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2215_2230,1800_0600,4.789740585,168.8,8566,66.33,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2230_2245,1800_0600,4.789740585,156.3,8566,66.34,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2245_2300,1800_0600,4.789740585,139.1,8566,67.18,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2260_2315,1800_0600,4.789740585,121.6,8566,67.22,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2315_2330,1800_0600,4.789740585,107.7,8566,67.02,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2330_2345,1800_0600,4.789740585,90,8566,67.33,70,1/1/2018
7925AB,5,0.22162,11295,11273,1,1,1,2345_2360,1800_0600,4.789740585,88.1,8566,67.62,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0000_0015,1800_0600,4.789740585,61,8296,76.7,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0015_0030,1800_0600,4.789740585,53.5,8296,78.35,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0030_0045,1800_0600,4.789740585,31.5,8296,75.55,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0045_0100,1800_0600,4.789740585,35.5,8296,76.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0100_0115,1800_0600,4.789740585,29,8296,77.35,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0115_0130,1800_0600,4.789740585,29.5,8296,75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0130_0145,1800_0600,4.789740585,18.5,8296,75.05,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0145_0200,1800_0600,4.789740585,10.5,8296,69.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0160_0215,1800_0600,4.789740585,16.5,8296,75.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0215_0230,1800_0600,4.789740585,11.5,8296,78.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0230_0245,1800_0600,4.789740585,19.5,8296,75.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0245_0260,1800_0600,4.789740585,14,8296,77.25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0300_0315,1800_0600,4.789740585,13.5,8296,71.35,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0315_0330,1800_0600,4.789740585,14.5,8296,75.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0330_0345,1800_0600,4.789740585,22.5,8296,76.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0345_0400,1800_0600,4.789740585,24.5,8296,77.7,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0400_0415,1800_0600,4.789740585,24.5,8296,75.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0415_0430,1800_0600,4.789740585,43.5,8296,78.55,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0430_0445,1800_0600,4.789740585,68,8296,80.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0445_0500,1800_0600,4.789740585,73,8296,78.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0460_0515,1800_0600,4.789740585,82.5,8296,79.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0515_0530,1800_0600,4.789740585,132,8296,78.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0530_0545,1800_0600,4.789740585,202,8296,76.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0545_0560,1800_0600,4.789740585,166,8296,76.55,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0600_0615,0600_0900,4.789740585,115.5,4774,74.1,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0615_0630,0600_0900,2.826108439,138,4774,72.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0630_0645,0600_0900,2.826108439,136,4774,72.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0645_0700,0600_0900,2.826108439,143.5,4774,70.45,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0700_0715,0600_0900,2.826108439,130.5,4774,71.05,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0715_0730,0600_0900,2.826108439,103,4774,71.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0730_0745,0600_0900,2.826108439,108,4774,71.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0745_0800,0600_0900,2.826108439,102.5,4774,72.15,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0760_0815,0600_0900,2.826108439,101,4774,70.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0815_0830,0600_0900,2.826108439,107,4774,71.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0830_0845,0600_0900,2.826108439,116.5,4774,70.4,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0845_0860,0600_0900,2.826108439,134.5,4774,70.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0900_0915,0900_1400,4.789740585,181.5,8147,71.1,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0915_0930,0900_1400,4.789740585,221,8147,70.1,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0930_0945,0900_1400,4.789740585,246.5,8147,71.2,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,0945_1000,0900_1400,4.789740585,223.5,8147,70.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1000_1015,0900_1400,4.789740585,249,8147,69.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1015_1030,0900_1400,4.789740585,258.5,8147,69.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1030_1045,0900_1400,4.789740585,231,8147,68.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1045_1100,0900_1400,4.789740585,204.5,8147,68.8,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1060_1115,0900_1400,4.789740585,288,8147,67.05,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1115_1130,0900_1400,4.789740585,283.5,8147,67.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1130_1145,0900_1400,4.789740585,276.5,8147,69.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1145_1160,0900_1400,4.789740585,331.5,8147,69.15,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1200_1215,0900_1400,4.789740585,373.5,8147,67.2,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1215_1230,0900_1400,4.789740585,401,8147,53.45,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1230_1245,0900_1400,4.789740585,402,8147,45.8,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1245_1300,0900_1400,4.789740585,369,8147,47.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1300_1315,0900_1400,4.789740585,393,8147,44.25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1315_1330,0900_1400,4.789740585,384,8147,41.25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1330_1345,0900_1400,4.789740585,370.5,8147,47.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1345_1400,0900_1400,4.789740585,355.5,8147,45.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1360_1415,0900_1400,4.789740585,387,8147,36.05,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1415_1430,1400_1800,3.901633041,320,6462,32.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1430_1445,1400_1800,3.901633041,309,6462,26.15,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1445_1460,1400_1800,3.901633041,305,6462,28.35,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1500_1515,1400_1800,3.901633041,273,6462,25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1515_1530,1400_1800,3.901633041,266.5,6462,21.65,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1530_1545,1400_1800,3.901633041,272.5,6462,20.45,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1545_1600,1400_1800,3.901633041,266,6462,18.8,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1600_1615,1400_1800,3.901633041,243,6462,17.55,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1615_1630,1400_1800,3.901633041,251,6462,15.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1630_1645,1400_1800,3.901633041,213.5,6462,16.15,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1645_1700,1400_1800,3.901633041,252,6462,16.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1660_1715,1400_1800,3.901633041,257,6462,15.75,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1715_1730,1400_1800,3.901633041,246.5,6462,14.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1730_1745,1400_1800,3.901633041,267.5,6462,14.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1745_1760,1400_1800,3.901633041,263,6462,14.65,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1800_1815,1800_0600,4.789740585,253,8296,14.5,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1815_1830,1800_0600,4.789740585,267,8296,15.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1830_1845,1800_0600,4.789740585,271.5,8296,20,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1845_1900,1800_0600,4.789740585,306.5,8296,26.55,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1900_1915,1800_0600,4.789740585,337,8296,36.25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1915_1930,1800_0600,4.789740585,358,8296,48.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1930_1945,1800_0600,4.789740585,359.5,8296,61.15,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1945_2000,1800_0600,4.789740585,366,8296,66,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,1960_2015,1800_0600,4.789740585,253,8296,73.2,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2015_2030,1800_0600,4.789740585,283.5,8296,72.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2030_2045,1800_0600,4.789740585,245.5,8296,73.4,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2045_2060,1800_0600,4.789740585,221.5,8296,72.3,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2100_2115,1800_0600,4.789740585,218.5,8296,72,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2115_2130,1800_0600,4.789740585,257.5,8296,72.65,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2130_2145,1800_0600,4.789740585,219,8296,73.95,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2145_2200,1800_0600,4.789740585,162,8296,74.5,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2200_2215,1800_0600,4.789740585,133.5,8296,74.85,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2215_2230,1800_0600,4.789740585,78.5,8296,50.25,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2230_2245,1800_0600,4.789740585,120,8296,74.6,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2245_2300,1800_0600,4.789740585,126,8296,75.5,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2260_2315,1800_0600,4.789740585,84,8296,76.7,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2315_2330,1800_0600,4.789740585,102,8296,75.7,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2330_2345,1800_0600,4.789740585,86,8296,76.9,70,1/1/2018
7926AB,1,0.24326,11278,11296,0,1,1,2345_2360,1800_0600,4.789740585,54,8296,75.6,70,1/1/2018
