link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,main_node_id,movement_str,NEMA_phase_number,geometry,
8002AB,,11271,11329,,1,1,0.15033,1,39.0,4558.0,,,,"LINESTRING (-112.077626 33.461881, -112.080204 33.461746)"
8003AB,,11330,11322,,1,1,0.09107,1,30.0,3437.0,,,,"LINESTRING (-112.078854 33.461240, -112.077298 33.461453)"
8004AB,,11331,11332,,1,1,0.09332,2,25.0,2780.0,,,,"LINESTRING (-112.077785 33.459895, -112.077810 33.461246)"
8005AB,,10813,11333,,1,1,0.14074,1,25.0,1390.0,,,,"LINESTRING (-112.077737 33.458664, -112.080173 33.458694)"
8005BA,,11333,10813,,1,1,0.14074,1,25.0,1390.0,,,,"LINESTRING (-112.080173 33.458692, -112.077737 33.458662)"
8006AB,,11274,11322,,1,1,0.32210,4,70.0,18560.0,,,,"LINESTRING (-112.082797 33.460784, -112.077298 33.461453)"
8007AB,,11334,11287,,1,1,0.06480,2,35.0,4938.0,,,,"LINESTRING (-112.082722 33.460996, -112.082697 33.460056)"
8008AB,,11335,11328,,1,1,0.07421,2,25.0,2780.0,,,,"LINESTRING (-112.079899 33.461124, -112.080169 33.460078)"
8009AB,,11336,11337,,1,1,0.16248,1,39.0,4558.0,,,,"LINESTRING (-112.080796 33.461178, -112.078034 33.461600)"
8010AB,,11338,11288,,1,1,0.05466,3,35.0,7407.0,,,,"LINESTRING (-112.082514 33.460202, -112.082529 33.460995)"
8011AB,,11338,11339,,1,1,0.08671,1,39.0,4558.0,,,,"LINESTRING (-112.082514 33.460202, -112.081196 33.460693)"
8012AB,,11340,11279,,1,1,0.11116,1,39.0,4558.0,,,,"LINESTRING (-112.078113 33.461652, -112.080008 33.461382)"
7024AB,,838,10810,,1,1,0.13979,1,15.0,99999.0,,,,"LINESTRING (-112.080451 33.456652, -112.080499 33.458680)"
7024BA,,10810,838,,1,1,0.13979,1,15.0,99999.0,,,,"LINESTRING (-112.080501 33.458680, -112.080453 33.456652)"
8013AB,,11275,10810,,1,1,0.11923,1,25.0,1390.0,,,,"LINESTRING (-112.082564 33.458673, -112.080500 33.458679)"
8013BA,,10810,11275,,1,1,0.11923,1,25.0,1390.0,,,,"LINESTRING (-112.080500 33.458681, -112.082564 33.458675)"
8014AB,,11275,10760,,1,1,0.13453,2,35.0,4938.0,,,,"LINESTRING (-112.082565 33.458674, -112.082554 33.456722)"
8014BA,,10760,11275,,1,1,0.13453,3,35.0,7407.0,,,,"LINESTRING (-112.082552 33.456722, -112.082563 33.458674)"
8016AB,,11341,11275,,1,1,0.08859,2,35.0,4938.0,,,,"LINESTRING (-112.082606 33.459959, -112.082565 33.458674)"
8016BA,,11275,11341,,1,1,0.08859,3,35.0,7407.0,,,,"LINESTRING (-112.082563 33.458674, -112.082604 33.459959)"
8017AB,,11287,11341,,1,1,0.00854,2,35.0,4938.0,,,,"LINESTRING (-112.082697 33.460056, -112.082605 33.459959)"
8018AB,,11341,11338,,1,1,0.01755,3,35.0,7407.0,,,,"LINESTRING (-112.082605 33.459959, -112.082514 33.460202)"
8019AB,,11328,11333,,1,1,0.09545,2,25.0,2780.0,,,,"LINESTRING (-112.080169 33.460078, -112.080173 33.458693)"
8020AB,,10810,11333,,1,1,0.01891,1,25.0,1390.0,,,,"LINESTRING (-112.080500 33.458679, -112.080173 33.458692)"
8020BA,,11333,10810,,1,1,0.01891,1,25.0,1390.0,,,,"LINESTRING (-112.080173 33.458694, -112.080500 33.458681)"
8021AB,,11339,11330,,1,1,0.14044,1,39.0,4558.0,,,,"LINESTRING (-112.081196 33.460693, -112.078854 33.461240)"
8022AB,,11290,11334,,1,1,0.09148,2,35.0,4938.0,,,,"LINESTRING (-112.082756 33.462323, -112.082722 33.460996)"
8023AB,,11319,11342,,1,1,0.13806,2,25.0,2780.0,,,,"LINESTRING (-112.080256 33.463839, -112.079913 33.461875)"
8024AB,,11343,11344,,1,1,0.01886,3,39.0,13674.0,,,,"LINESTRING (-112.080816 33.461668, -112.081136 33.461614)"
8025AB,,11283,11336,,1,1,0.00617,1,30.0,3437.0,,,,"LINESTRING (-112.080901 33.461162, -112.080796 33.461178)"
8026AB,,11345,11346,,1,1,0.06412,3,35.0,7407.0,,,,"LINESTRING (-112.082541 33.461780, -112.082646 33.462678)"
8027AB,,11344,11345,,1,1,0.08880,1,39.0,4558.0,,,,"LINESTRING (-112.081136 33.461614, -112.082541 33.461780)"
8028AB,,11344,11334,,1,1,0.10361,2,39.0,9116.0,,,,"LINESTRING (-112.081136 33.461614, -112.082722 33.460996)"
8029AB,,11334,11339,,1,1,0.09762,2,39.0,9116.0,,,,"LINESTRING (-112.082722 33.460996, -112.081196 33.460693)"
8030AB,,11288,11345,,1,1,0.05410,3,35.0,7407.0,,,,"LINESTRING (-112.082529 33.460995, -112.082541 33.461780)"
8031AB,,11346,11256,,1,1,0.07272,3,35.0,7407.0,,,,"LINESTRING (-112.082645 33.462678, -112.082664 33.463733)"
8031BA,,11256,11346,,1,1,0.07272,2,35.0,4938.0,,,,"LINESTRING (-112.082666 33.463733, -112.082647 33.462678)"
8032AB,,11346,11290,,1,1,0.02729,2,35.0,4938.0,,,,"LINESTRING (-112.082646 33.462678, -112.082756 33.462323)"
8033AB,,11342,11335,,1,1,0.05199,2,25.0,2780.0,,,,"LINESTRING (-112.079913 33.461875, -112.079899 33.461124)"
8034AB,,11336,11335,,1,1,0.06098,1,30.0,3437.0,,,,"LINESTRING (-112.080796 33.461178, -112.079899 33.461124)"
8035AB,,11342,11279,,1,1,0.03547,1,30.0,3437.0,,,,"LINESTRING (-112.079913 33.461875, -112.080008 33.461382)"
8036AB,,11329,11343,,1,1,0.03576,2,30.0,6874.0,,,,"LINESTRING (-112.080204 33.461746, -112.080816 33.461668)"
7026AB,,841,10811,,1,1,0.14208,1,15.0,99999.0,,,,"LINESTRING (-112.075864 33.456652, -112.076421 33.458660)"
7026BA,,10811,841,,1,1,0.14208,1,15.0,99999.0,,,,"LINESTRING (-112.076423 33.458660, -112.075866 33.456652)"
46769AB,,41448,10813,,1,1,0.15178,2,25.0,2780.0,,,,"LINESTRING (-112.077689 33.456461, -112.077737 33.458663)"
8038AB,,10811,10813,,1,1,0.07596,1,25.0,1390.0,,,,"LINESTRING (-112.076422 33.458661, -112.077737 33.458664)"
8038BA,,10813,10811,,1,1,0.07596,1,25.0,1390.0,,,,"LINESTRING (-112.077737 33.458662, -112.076422 33.458659)"
8040AB,,837,10811,,1,1,0.11041,1,15.0,99999.0,,,,"LINESTRING (-112.077485 33.459991, -112.076423 33.458659)"
8040BA,,10811,837,,1,1,0.11041,1,15.0,99999.0,,,,"LINESTRING (-112.076421 33.458661, -112.077483 33.459993)"
8039AB,,10813,11331,,1,1,0.08495,2,25.0,2780.0,,,,"LINESTRING (-112.077737 33.458663, -112.077785 33.459895)"
8037AB,,837,11331,,1,1,0.01863,1,15.0,99999.0,,,,"LINESTRING (-112.077484 33.459993, -112.077785 33.459896)"
8037BA,,11331,837,,1,1,0.01863,1,15.0,99999.0,,,,"LINESTRING (-112.077785 33.459894, -112.077484 33.459991)"
8042AB,,11347,11320,,1,1,0.13607,2,25.0,2780.0,,,,"LINESTRING (-112.077963 33.461732, -112.078225 33.463684)"
8043AB,,11332,11347,,1,1,0.03464,2,25.0,2780.0,,,,"LINESTRING (-112.077810 33.461246, -112.077963 33.461732)"
8044AB,,11332,11340,,1,1,0.03512,1,30.0,3437.0,,,,"LINESTRING (-112.077810 33.461246, -112.078113 33.461652)"
8045AB,,11337,11347,,1,1,0.01127,1,30.0,3437.0,,,,"LINESTRING (-112.078034 33.461600, -112.077963 33.461732)"
8041AB,,836,11320,,1,1,0.01846,1,15.0,99999.0,,,,"LINESTRING (-112.078007 33.463880, -112.078226 33.463685)"
8041BA,,11320,836,,1,1,0.01846,1,15.0,99999.0,,,,"LINESTRING (-112.078224 33.463683, -112.078005 33.463878)"
8059AB,,844,11317,,1,1,0.08795,1,15.0,99999.0,,,,"LINESTRING (-112.070912 33.463511, -112.069391 33.463571)"
8059BA,,11317,844,,1,1,0.08795,1,15.0,99999.0,,,,"LINESTRING (-112.069391 33.463573, -112.070912 33.463513)"
8060AB,,845,9843,,1,1,0.14845,1,15.0,99999.0,,,,"LINESTRING (-112.068987 33.460394, -112.067482 33.458648)"
8060BA,,9843,845,,1,1,0.14845,1,15.0,99999.0,,,,"LINESTRING (-112.067480 33.458650, -112.068985 33.460396)"
8061AB,,845,11350,,1,1,0.03995,1,15.0,99999.0,,,,"LINESTRING (-112.068987 33.460396, -112.069395 33.459928)"
8061BA,,11350,845,,1,1,0.03995,1,15.0,99999.0,,,,"LINESTRING (-112.069393 33.459926, -112.068985 33.460394)"
8062AB,,9842,11325,,1,1,0.23017,5,70.0,23200.0,,,,"LINESTRING (-112.069988 33.462600, -112.073861 33.461815)"
8063AB,,11351,11324,,1,1,0.13978,2,35.0,4938.0,,,,"LINESTRING (-112.073801 33.460449, -112.074675 33.458592)"
8064AB,,11350,11352,,1,1,0.13736,2,25.0,2780.0,,,,"LINESTRING (-112.069393 33.459927, -112.069366 33.461920)"
8064BA,,11352,11350,,1,1,0.13736,2,25.0,2780.0,,,,"LINESTRING (-112.069368 33.461920, -112.069395 33.459927)"
8065AB,,11353,11351,,1,1,0.12302,2,35.0,4938.0,,,,"LINESTRING (-112.073814 33.458664, -112.073801 33.460449)"
8066AB,,10814,11354,,1,1,0.15436,1,25.0,1390.0,,,,"LINESTRING (-112.071255 33.458668, -112.069396 33.459661)"
8066BA,,11354,10814,,1,1,0.15436,1,25.0,1390.0,,,,"LINESTRING (-112.069396 33.459663, -112.071255 33.458670)"
8067AB,,11327,9909,,1,1,0.24971,1,70.0,8134.0,,,,"LINESTRING (-112.073863 33.461576, -112.069610 33.462225)"
8068AB,,11323,9839,,1,1,0.20986,5,70.0,23200.0,,,,"LINESTRING (-112.073863 33.461439, -112.070300 33.462034)"
8069AB,,9916,11326,,1,1,0.22913,1,70.0,8134.0,,,,"LINESTRING (-112.070009 33.462505, -112.073860 33.461708)"
8070AB,,10814,10815,,1,1,0.08885,1,25.0,1390.0,,,,"LINESTRING (-112.071255 33.458668, -112.069717 33.458649)"
8070BA,,10815,10814,,1,1,0.08885,1,25.0,1390.0,,,,"LINESTRING (-112.069717 33.458651, -112.071255 33.458670)"
8075AB,,845,10814,,1,1,0.17700,1,15.0,99999.0,,,,"LINESTRING (-112.068987 33.460396, -112.071256 33.458670)"
8075BA,,10814,845,,1,1,0.17700,1,15.0,99999.0,,,,"LINESTRING (-112.071254 33.458668, -112.068985 33.460394)"
7029AB,,846,10814,,1,1,0.14975,1,15.0,99999.0,,,,"LINESTRING (-112.071911 33.456567, -112.071254 33.458669)"
7029BA,,10814,846,,1,1,0.14975,1,15.0,99999.0,,,,"LINESTRING (-112.071256 33.458669, -112.071913 33.456567)"
8071AB,,11353,10814,,1,1,0.14783,1,25.0,1390.0,,,,"LINESTRING (-112.073814 33.458663, -112.071255 33.458668)"
8071BA,,10814,11353,,1,1,0.14783,1,25.0,1390.0,,,,"LINESTRING (-112.071255 33.458670, -112.073814 33.458665)"
8072AB,,10765,11353,,1,1,0.07101,2,35.0,4938.0,,,,"LINESTRING (-112.073779 33.457634, -112.073814 33.458664)"
46771AB,,41449,10765,,1,1,0.08229,2,35.0,4938.0,,,,"LINESTRING (-112.073762 33.456440, -112.073779 33.457634)"
8073AB,,11324,11353,,1,1,0.04998,2,25.0,2780.0,,,,"LINESTRING (-112.074675 33.458591, -112.073814 33.458663)"
8073BA,,11353,11324,,1,1,0.04998,2,25.0,2780.0,,,,"LINESTRING (-112.073814 33.458665, -112.074675 33.458593)"
8074AB,,10793,11353,,1,1,0.01000,1,15.0,99999.0,,,,"LINESTRING (-112.073909 33.458808, -112.073815 33.458663)"
8074BA,,11353,10793,,1,1,0.01000,1,15.0,99999.0,,,,"LINESTRING (-112.073813 33.458665, -112.073907 33.458810)"
8076AB,,844,11312,,1,1,0.16736,1,15.0,99999.0,,,,"LINESTRING (-112.070912 33.463513, -112.073808 33.463589)"
8076BA,,11312,844,,1,1,0.16736,1,15.0,99999.0,,,,"LINESTRING (-112.073808 33.463587, -112.070912 33.463511)"
8077AB,,11312,11351,,1,1,0.21633,2,35.0,4938.0,,,,"LINESTRING (-112.073809 33.463588, -112.073802 33.460449)"
8077BA,,11351,11312,,1,1,0.21633,2,35.0,4938.0,,,,"LINESTRING (-112.073800 33.460449, -112.073807 33.463588)"
8078AB,,11325,11326,,1,1,0.00737,1,70.0,99999.0,,,,"LINESTRING (-112.073862 33.461815, -112.073861 33.461708)"
8078BA,,11326,11325,,1,1,0.00737,1,70.0,99999.0,,,,"LINESTRING (-112.073859 33.461708, -112.073860 33.461815)"
8079AB,,11327,11323,,1,1,0.00944,1,70.0,99999.0,,,,"LINESTRING (-112.073864 33.461576, -112.073864 33.461439)"
8079BA,,11323,11327,,1,1,0.00944,1,70.0,99999.0,,,,"LINESTRING (-112.073862 33.461439, -112.073862 33.461576)"
7030AB,,849,9843,,1,1,0.14390,1,15.0,99999.0,,,,"LINESTRING (-112.067462 33.456561, -112.067480 33.458649)"
7030BA,,9843,849,,1,1,0.14390,1,15.0,99999.0,,,,"LINESTRING (-112.067482 33.458649, -112.067464 33.456561)"
7031AB,,849,10769,,1,1,0.07216,1,15.0,99999.0,,,,"LINESTRING (-112.067463 33.456562, -112.068712 33.456545)"
7031BA,,10769,849,,1,1,0.07216,1,15.0,99999.0,,,,"LINESTRING (-112.068712 33.456543, -112.067463 33.456560)"
7032AB,,10815,41451,,1,1,0.14970,3,25.0,4170.0,,,,"LINESTRING (-112.069717 33.458650, -112.069935 33.456504)"
8080AB,,11354,9843,,1,1,0.15896,1,25.0,1390.0,,,,"LINESTRING (-112.069396 33.459661, -112.067481 33.458648)"
8080BA,,9843,11354,,1,1,0.15896,1,25.0,1390.0,,,,"LINESTRING (-112.067481 33.458650, -112.069396 33.459663)"
8081AB,,10769,11355,,1,1,0.14961,3,25.0,4170.0,,,,"LINESTRING (-112.068712 33.456544, -112.069108 33.458659)"
8082AB,,11355,9843,,1,1,0.09399,1,25.0,1390.0,,,,"LINESTRING (-112.069108 33.458658, -112.067481 33.458648)"
8082BA,,9843,11355,,1,1,0.09399,1,25.0,1390.0,,,,"LINESTRING (-112.067481 33.458650, -112.069108 33.458660)"
8083AB,,11354,10815,,1,1,0.07291,3,25.0,4170.0,,,,"LINESTRING (-112.069396 33.459662, -112.069717 33.458650)"
8084AB,,11355,11354,,1,1,0.07211,3,25.0,4170.0,,,,"LINESTRING (-112.069108 33.458659, -112.069396 33.459662)"
8085AB,,10815,11355,,1,1,0.03519,1,25.0,1390.0,,,,"LINESTRING (-112.069717 33.458649, -112.069108 33.458658)"
8085BA,,11355,10815,,1,1,0.03519,1,25.0,1390.0,,,,"LINESTRING (-112.069108 33.458660, -112.069717 33.458651)"
8086AB,,11350,11354,,1,1,0.01826,3,25.0,4170.0,,,,"LINESTRING (-112.069395 33.459927, -112.069397 33.459662)"
8086BA,,11354,11350,,1,1,0.01826,3,25.0,4170.0,,,,"LINESTRING (-112.069395 33.459662, -112.069393 33.459927)"
8087AB,,11356,9842,,1,1,0.08760,1,30.0,3437.0,,,,"LINESTRING (-112.068495 33.462823, -112.069988 33.462600)"
8088AB,,9839,11357,,1,1,0.11199,1,39.0,4558.0,,,,"LINESTRING (-112.070300 33.462034, -112.068370 33.461932)"
8089AB,,11352,11358,,1,1,0.02891,2,25.0,2780.0,,,,"LINESTRING (-112.069367 33.461920, -112.069298 33.462314)"
8090AB,,11359,11360,,1,1,0.04858,1,39.0,4558.0,,,,"LINESTRING (-112.068492 33.462458, -112.069297 33.462530)"
8091AB,,11361,11362,,1,1,0.03067,2,25.0,2780.0,,,,"LINESTRING (-112.069416 33.462641, -112.069417 33.462196)"
8092AB,,11359,11362,,1,1,0.06216,1,39.0,4558.0,,,,"LINESTRING (-112.068492 33.462458, -112.069417 33.462196)"
8093AB,,11362,11352,,1,1,0.02028,2,25.0,2780.0,,,,"LINESTRING (-112.069417 33.462196, -112.069367 33.461920)"
8094AB,,11317,11363,,1,1,0.04494,2,25.0,2780.0,,,,"LINESTRING (-112.069392 33.463572, -112.069378 33.462920)"
8094BA,,11363,11317,,1,1,0.04494,2,25.0,2780.0,,,,"LINESTRING (-112.069376 33.462920, -112.069390 33.463572)"
8095AB,,11363,11361,,1,1,0.01984,2,25.0,2780.0,,,,"LINESTRING (-112.069377 33.462920, -112.069416 33.462641)"
8096AB,,11360,11363,,1,1,0.02832,2,25.0,2780.0,,,,"LINESTRING (-112.069297 33.462530, -112.069377 33.462920)"
8097AB,,11358,11360,,1,1,0.01489,2,25.0,2780.0,,,,"LINESTRING (-112.069298 33.462314, -112.069297 33.462530)"
8098AB,,11361,9920,,1,1,0.02832,1,39.0,4558.0,,,,"LINESTRING (-112.069416 33.462641, -112.069128 33.462365)"
8099AB,,11358,9920,,1,1,0.01043,1,39.0,4558.0,,,,"LINESTRING (-112.069298 33.462314, -112.069128 33.462365)"
8100AB,,11357,9933,,1,1,0.01570,1,30.0,3437.0,,,,"LINESTRING (-112.068370 33.461932, -112.068104 33.461885)"
8101AB,,9936,11356,,1,1,0.10234,1,39.0,4558.0,,,,"LINESTRING (-112.066742 33.463038, -112.068495 33.462823)"
8102AB,,9917,11359,,1,1,0.00867,1,30.0,3437.0,,,,"LINESTRING (-112.068342 33.462454, -112.068492 33.462458)"
10015AB,,854,12613,,1,1,0.26939,1,15.0,99999.0,,,,"LINESTRING (-112.060575 33.454985, -112.058900 33.458633)"
10015BA,,12613,854,,1,1,0.26939,1,15.0,99999.0,,,,"LINESTRING (-112.058902 33.458633, -112.060577 33.454985)"
10016AB,,854,9798,,1,1,0.28712,1,15.0,99999.0,,,,"LINESTRING (-112.060576 33.454986, -112.065185 33.456545)"
10016BA,,9798,854,,1,1,0.28712,1,15.0,99999.0,,,,"LINESTRING (-112.065185 33.456543, -112.060576 33.454984)"
10017AB,,915,12387,,1,1,0.27138,1,15.0,99999.0,,,,"LINESTRING (-112.042531 33.454793, -112.043311 33.458676)"
10017BA,,12387,915,,1,1,0.27138,1,15.0,99999.0,,,,"LINESTRING (-112.043313 33.458676, -112.042533 33.454793)"
10027AB,,12395,27803,,1,1,0.26562,2,35.0,4938.0,,,,"LINESTRING (-112.047634 33.458704, -112.047677 33.454850)"
10027BA,,27803,12395,,1,1,0.26562,3,35.0,7407.0,,,,"LINESTRING (-112.047675 33.454850, -112.047632 33.458704)"
10029AB,,12386,12398,,1,1,0.50551,1,25.0,99999.0,,,,"LINESTRING (-112.056471 33.458670, -112.056440 33.451335)"
10029BA,,12398,12386,,1,1,0.50551,1,25.0,99999.0,,,,"LINESTRING (-112.056438 33.451335, -112.056469 33.458670)"
10033AB,,9798,41514,,1,1,0.25962,3,35.0,7407.0,,,,"LINESTRING (-112.065186 33.456544, -112.065211 33.452777)"
10033BA,,41514,9798,,1,1,0.25962,3,35.0,7407.0,,,,"LINESTRING (-112.065209 33.452777, -112.065184 33.456544)"
46449AB,,3288,12594,,1,1,0.25593,1,15.0,99999.0,,,,"LINESTRING (-112.051978 33.454976, -112.052052 33.458689)"
46449BA,,12594,3288,,1,1,0.25593,1,15.0,99999.0,,,,"LINESTRING (-112.052054 33.458689, -112.051980 33.454976)"
10298AB,,853,12577,,1,1,0.21429,1,15.0,99999.0,,,,"LINESTRING (-112.051321 33.460038, -112.047645 33.459620)"
10298BA,,12577,853,,1,1,0.21429,1,15.0,99999.0,,,,"LINESTRING (-112.047645 33.459622, -112.051321 33.460040)"
10306AB,,12589,12590,,1,1,0.17945,1,39.0,4558.0,,,,"LINESTRING (-112.048022 33.462631, -112.051119 33.462456)"
10307AB,,12591,12592,,1,1,0.22313,1,39.0,4558.0,,,,"LINESTRING (-112.052790 33.461798, -112.048938 33.461557)"
10308AB,,12591,12593,,1,1,0.38752,5,70.0,23200.0,,,,"LINESTRING (-112.052790 33.461798, -112.046083 33.461820)"
10309AB,,12395,12594,,1,1,0.25533,1,25.0,1390.0,,,,"LINESTRING (-112.047633 33.458705, -112.052053 33.458690)"
10309BA,,12594,12395,,1,1,0.25533,1,25.0,1390.0,,,,"LINESTRING (-112.052053 33.458688, -112.047633 33.458703)"
10310AB,,12595,12596,,1,1,0.40841,5,70.0,23200.0,,,,"LINESTRING (-112.045565 33.462229, -112.052634 33.462275)"
10311AB,,12597,12598,,1,1,0.48634,1,70.0,8134.0,,,,"LINESTRING (-112.045572 33.462164, -112.053985 33.462125)"
10314AB,,12603,12604,,1,1,0.35567,1,70.0,8134.0,,,,"LINESTRING (-112.052228 33.461894, -112.046071 33.461856)"
18919AB,,2091,12637,,1,1,0.25510,1,15.0,99999.0,,,,"LINESTRING (-112.052057 33.464132, -112.047664 33.463752)"
18919BA,,12637,2091,,1,1,0.25510,1,15.0,99999.0,,,,"LINESTRING (-112.047664 33.463754, -112.052057 33.464134)"
10317AB,,852,12607,,1,1,0.15405,1,15.0,99999.0,,,,"LINESTRING (-112.060025 33.463575, -112.060763 33.465723)"
10317BA,,12607,852,,1,1,0.15405,1,15.0,99999.0,,,,"LINESTRING (-112.060765 33.465723, -112.060027 33.463575)"
10318AB,,852,12608,,1,1,0.21087,1,15.0,99999.0,,,,"LINESTRING (-112.060026 33.463574, -112.056376 33.463624)"
10318BA,,12608,852,,1,1,0.21087,1,15.0,99999.0,,,,"LINESTRING (-112.056376 33.463626, -112.060026 33.463576)"
10319AB,,852,12609,,1,1,0.30071,1,15.0,99999.0,,,,"LINESTRING (-112.060026 33.463576, -112.065132 33.464427)"
10319BA,,12609,852,,1,1,0.30071,1,15.0,99999.0,,,,"LINESTRING (-112.065132 33.464425, -112.060026 33.463574)"
10321AB,,12610,12608,,1,1,0.14550,1,25.0,1390.0,,,,"LINESTRING (-112.056345 33.465736, -112.056377 33.463625)"
10321BA,,12608,12610,,1,1,0.14550,1,25.0,1390.0,,,,"LINESTRING (-112.056375 33.463625, -112.056343 33.465736)"
10322AB,,12609,12611,,1,1,0.05032,3,35.0,7407.0,,,,"LINESTRING (-112.065133 33.464426, -112.065151 33.463696)"
10322BA,,12611,12609,,1,1,0.05032,3,35.0,7407.0,,,,"LINESTRING (-112.065149 33.463696, -112.065131 33.464426)"
10323AB,,9840,12612,,1,1,0.21535,5,70.0,23200.0,,,,"LINESTRING (-112.060144 33.461671, -112.056416 33.461652)"
10324AB,,12613,12386,,1,1,0.14045,1,25.0,1390.0,,,,"LINESTRING (-112.058901 33.458632, -112.056470 33.458669)"
10324BA,,12386,12613,,1,1,0.14045,1,25.0,1390.0,,,,"LINESTRING (-112.056470 33.458671, -112.058901 33.458634)"
10325AB,,12614,9841,,1,1,0.17342,6,70.0,27840.0,,,,"LINESTRING (-112.056424 33.462134, -112.059426 33.462101)"
10326AB,,12615,9915,,1,1,0.18739,1,70.0,8134.0,,,,"LINESTRING (-112.056424 33.462063, -112.059668 33.462053)"
10327AB,,9910,12616,,1,1,0.17792,1,70.0,8134.0,,,,"LINESTRING (-112.059497 33.461731, -112.056417 33.461723)"
46888AB,,2091,12588,,1,1,0.11141,1,15.0,99999.0,,,,"LINESTRING (-112.052056 33.464133, -112.052004 33.465749)"
46888BA,,12588,2091,,1,1,0.11141,1,15.0,99999.0,,,,"LINESTRING (-112.052006 33.465749, -112.052058 33.464133)"
10329AB,,12618,9844,,1,1,0.14225,3,35.0,7407.0,,,,"LINESTRING (-112.065168 33.460746, -112.065173 33.458682)"
10329BA,,9844,12618,,1,1,0.14225,3,35.0,7407.0,,,,"LINESTRING (-112.065171 33.458682, -112.065166 33.460746)"
10330AB,,12613,9844,,1,1,0.36227,1,25.0,1390.0,,,,"LINESTRING (-112.058901 33.458634, -112.065172 33.458683)"
10330BA,,9844,12613,,1,1,0.36227,1,25.0,1390.0,,,,"LINESTRING (-112.065172 33.458681, -112.058901 33.458632)"
10331AB,,12619,12620,,1,1,0.12849,1,39.0,4558.0,,,,"LINESTRING (-112.063255 33.461535, -112.061033 33.461622)"
10334AB,,12622,12623,,1,1,0.18732,2,39.0,9116.0,,,,"LINESTRING (-112.062075 33.462396, -112.065032 33.463246)"
10335AB,,12622,12621,,1,1,0.19493,2,39.0,9116.0,,,,"LINESTRING (-112.062075 33.462396, -112.065251 33.462210)"
10332AB,,9844,9798,,1,1,0.14735,3,35.0,7407.0,,,,"LINESTRING (-112.065173 33.458682, -112.065186 33.456544)"
10332BA,,9798,9844,,1,1,0.14735,3,35.0,7407.0,,,,"LINESTRING (-112.065184 33.456544, -112.065171 33.458682)"
10333AB,,9937,12621,,1,1,0.09816,3,35.0,7407.0,,,,"LINESTRING (-112.065219 33.463634, -112.065251 33.462210)"
10336AB,,9935,12623,,1,1,0.07223,3,35.0,7407.0,,,,"LINESTRING (-112.065051 33.462198, -112.065032 33.463246)"
10337AB,,12624,12619,,1,1,0.13171,1,39.0,4558.0,,,,"LINESTRING (-112.065086 33.460860, -112.063255 33.461535)"
10338AB,,12621,12619,,1,1,0.13125,2,39.0,9116.0,,,,"LINESTRING (-112.065251 33.462210, -112.063255 33.461535)"
10339AB,,9934,12625,,1,1,0.08145,2,39.0,9116.0,,,,"LINESTRING (-112.066512 33.461608, -112.065271 33.461178)"
10340AB,,9934,9935,,1,1,0.09572,2,39.0,9116.0,,,,"LINESTRING (-112.066512 33.461608, -112.065051 33.462198)"
10341AB,,12621,12625,,1,1,0.07113,3,35.0,7407.0,,,,"LINESTRING (-112.065251 33.462210, -112.065271 33.461178)"
10342AB,,12624,9935,,1,1,0.09223,3,35.0,7407.0,,,,"LINESTRING (-112.065086 33.460860, -112.065051 33.462198)"
10343AB,,12625,12618,,1,1,0.03396,3,35.0,7407.0,,,,"LINESTRING (-112.065271 33.461178, -112.065167 33.460746)"
10344AB,,12618,12624,,1,1,0.00915,3,35.0,7407.0,,,,"LINESTRING (-112.065167 33.460746, -112.065086 33.460860)"
10345AB,,12623,12611,,1,1,0.03483,3,35.0,7407.0,,,,"LINESTRING (-112.065032 33.463246, -112.065150 33.463696)"
10346AB,,12611,9937,,1,1,0.00584,3,35.0,7407.0,,,,"LINESTRING (-112.065150 33.463696, -112.065219 33.463634)"
10328AB,,9841,12617,,1,1,0.11215,2,39.0,9116.0,,,,"LINESTRING (-112.059426 33.462101, -112.061355 33.462281)"
10349AB,,12620,9840,,1,1,0.05146,1,30.0,3437.0,,,,"LINESTRING (-112.061033 33.461622, -112.060144 33.461671)"
10350AB,,9921,12627,,1,1,0.09475,1,39.0,4558.0,,,,"LINESTRING (-112.061566 33.461872, -112.059930 33.461773)"
10347AB,,12617,12626,,1,1,0.03723,2,30.0,6874.0,,,,"LINESTRING (-112.061355 33.462281, -112.061987 33.462387)"
10348AB,,12626,12622,,1,1,0.00512,2,39.0,9116.0,,,,"LINESTRING (-112.061987 33.462387, -112.062075 33.462396)"
10351AB,,12627,9910,,1,1,0.02518,1,30.0,3437.0,,,,"LINESTRING (-112.059930 33.461773, -112.059497 33.461731)"
10356AB,,9838,12609,,1,1,0.08863,3,35.0,7407.0,,,,"LINESTRING (-112.065130 33.465712, -112.065133 33.464426)"
10356BA,,12609,9838,,1,1,0.08863,3,35.0,7407.0,,,,"LINESTRING (-112.065131 33.464426, -112.065128 33.465712)"
10358AB,,853,12628,,1,1,0.29489,1,15.0,99999.0,,,,"LINESTRING (-112.051321 33.460040, -112.056426 33.460048)"
10358BA,,12628,853,,1,1,0.29489,1,15.0,99999.0,,,,"LINESTRING (-112.056426 33.460046, -112.051321 33.460038)"
10360AB,,12596,12614,,1,1,0.21932,6,70.0,27840.0,,,,"LINESTRING (-112.052634 33.462275, -112.056424 33.462134)"
