agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,14,0,1,14,p,AM,10.00,0.0,10.7131,11.6059,1;2;3;4;5;6;7;8;9;10;11;12;13;14;,1;3;5;7;9;11;13;15;17;19;21;23;25;,0730:00;0730:48;0731:40;0732:24;0733:12;0734:08;0734:54;0735:43;0736:31;0737:13;0738:02;0738:50;0739:38;0740:42;,450.00;450.81;451.67;452.42;453.20;454.15;454.92;455.73;456.52;457.22;458.03;458.85;459.64;460.71;,0.81;0.86;0.75;0.79;0.94;0.77;0.81;0.79;0.70;0.81;0.81;0.79;1.08;
