node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,control_type,control_type_name,cycle_length_in_second,signal_offset_in_second,,
43311,,-111.218155,32.240658,,,0,"POINT (-111.218155 32.240658)",1,,0,0,,
43312,,-111.218185,32.248199,,,0,"POINT (-111.218185 32.248199)",5,,60,0,,
43313,,-111.372452,32.370991,,,0,"POINT (-111.372452 32.370991)",1,,0,0,,
43314,,-111.501274,32.383202,,,0,"POINT (-111.501274 32.383202)",1,,0,0,,
43315,,-111.371605,32.454681,,,0,"POINT (-111.371605 32.454681)",5,,60,0,,
43316,,-111.430656,32.444088,,,0,"POINT (-111.430656 32.444088)",1,,0,0,,
43317,,-111.236610,32.248089,,,0,"POINT (-111.236610 32.248089)",5,,60,0,,
43318,,-111.218163,32.233925,,,0,"POINT (-111.218163 32.233925)",5,,60,0,,
43320,,-111.374977,32.064793,,,0,"POINT (-111.374977 32.064793)",1,,0,0,,
43322,,-111.543938,32.434284,,,0,"POINT (-111.543938 32.434284)",1,,0,0,,
43324,,-111.218147,32.179424,,,0,"POINT (-111.218147 32.179424)",1,,0,0,,
43326,,-111.183289,32.130020,,,0,"POINT (-111.183289 32.130020)",1,,0,0,,
43328,,-111.265221,32.036400,,,0,"POINT (-111.265221 32.036400)",1,,0,0,,
43329,,-111.175316,32.196609,,,0,"POINT (-111.175316 32.196609)",1,,0,0,,
43330,,-111.282166,32.045815,,,0,"POINT (-111.282166 32.045815)",1,,0,0,,
43331,,-111.265099,32.045910,,,0,"POINT (-111.265099 32.045910)",5,,60,0,,
43332,,-111.217682,32.114941,,,0,"POINT (-111.217682 32.114941)",5,,60,0,,
43333,,-111.217064,32.074459,,,0,"POINT (-111.217064 32.074459)",1,,0,0,,
43334,,-111.228088,32.110767,,,0,"POINT (-111.228088 32.110767)",0,,0,0,,
43335,,-111.265839,32.095676,,,0,"POINT (-111.265839 32.095676)",0,,0,0,,
43336,,-111.289665,32.086124,,,0,"POINT (-111.289665 32.086124)",1,,0,0,,
43337,,-111.234711,32.132744,,,0,"POINT (-111.234711 32.132744)",1,,0,0,,
43339,,-111.265007,31.985601,,,0,"POINT (-111.265007 31.985601)",1,,0,0,,
43340,,-111.313538,32.076679,,,0,"POINT (-111.313538 32.076679)",1,,0,0,,
43342,,-111.217140,32.115158,,,0,"POINT (-111.217140 32.115158)",1,,0,0,,
43344,,-111.200035,32.122849,,,0,"POINT (-111.200035 32.122849)",1,,0,0,,
43346,,-111.328468,32.050182,,,0,"POINT (-111.328468 32.050182)",5,,60,0,,
43347,,-111.343994,32.076012,,,0,"POINT (-111.343994 32.076012)",0,,0,0,,
43348,,-111.304253,32.002209,,,0,"POINT (-111.304253 32.002209)",1,,0,0,,
43351,,-111.235535,32.043869,,,0,"POINT (-111.235535 32.043869)",1,,0,0,,
43352,,-111.265022,32.074280,,,0,"POINT (-111.265022 32.074280)",1,,0,0,,
43354,,-111.265266,32.020496,,,0,"POINT (-111.265266 32.020496)",0,,0,0,,
43355,,-111.265144,32.043850,,,0,"POINT (-111.265144 32.043850)",5,,60,0,,
43356,,-111.217949,32.161903,,,0,"POINT (-111.217949 32.161903)",0,,0,0,,
43357,,-111.216606,32.115379,,,0,"POINT (-111.216606 32.115379)",0,,0,0,,
43359,,-111.217751,32.147438,,,0,"POINT (-111.217751 32.147438)",1,,0,0,,
43360,,-111.217682,32.132969,,,0,"POINT (-111.217682 32.132969)",5,,60,0,,
43363,,-111.176552,32.132545,,,0,"POINT (-111.176552 32.132545)",1,,0,0,,
43367,,-111.159576,32.133305,,,0,"POINT (-111.159576 32.133305)",1,,0,0,,
43376,,-111.233864,32.380829,,,0,"POINT (-111.233864 32.380829)",1,,0,0,,
43378,,-111.269386,32.395046,,,0,"POINT (-111.269386 32.395046)",1,,0,0,,
43379,,-111.321236,32.354832,,,0,"POINT (-111.321236 32.354832)",1,,0,0,,
43381,,-111.270142,32.465763,,,0,"POINT (-111.270142 32.465763)",1,,0,0,,
43382,,-111.304260,32.444088,,,0,"POINT (-111.304260 32.444088)",0,,0,0,,
43383,,-111.269882,32.429016,,,0,"POINT (-111.269882 32.429016)",1,,0,0,,
43384,,-111.303963,32.391998,,,0,"POINT (-111.303963 32.391998)",0,,0,0,,
43385,,-111.321251,32.378716,,,0,"POINT (-111.321251 32.378716)",1,,0,0,,
43386,,-111.321312,32.291630,,,0,"POINT (-111.321312 32.291630)",1,,0,0,,
43387,,-111.278473,32.291759,,,0,"POINT (-111.278473 32.291759)",5,,60,0,,
43388,,-111.287003,32.480270,,,0,"POINT (-111.287003 32.480270)",1,,0,0,,
43389,,-111.278442,32.480389,,,0,"POINT (-111.278442 32.480389)",1,,0,0,,
43390,,-111.216721,32.380753,,,0,"POINT (-111.216721 32.380753)",5,,60,0,,
43391,,-111.216644,32.365898,,,0,"POINT (-111.216644 32.365898)",1,,0,0,,
43392,,-111.371880,32.429337,,,0,"POINT (-111.371880 32.429337)",5,,60,0,,
43393,,-111.304237,32.451069,,,0,"POINT (-111.304237 32.451069)",0,,0,0,,
43394,,-111.270111,32.460411,,,0,"POINT (-111.270111 32.460411)",1,,0,0,,
43396,,-111.321281,32.306805,,,0,"POINT (-111.321281 32.306805)",1,,0,0,,
43398,,-111.321266,32.335571,,,0,"POINT (-111.321266 32.335571)",1,,0,0,,
43400,,-111.304184,32.408501,,,0,"POINT (-111.304184 32.408501)",1,,0,0,,
43401,,-111.320793,32.429382,,,0,"POINT (-111.320793 32.429382)",1,,0,0,,
43403,,-111.304253,32.429367,,,0,"POINT (-111.304253 32.429367)",5,,60,0,,
43404,,-111.347084,32.429401,,,0,"POINT (-111.347084 32.429401)",5,,60,0,,
43405,,-111.344788,32.451149,,,0,"POINT (-111.344788 32.451149)",1,,0,0,,
43406,,-111.345131,32.464085,,,0,"POINT (-111.345131 32.464085)",1,,0,0,,
43407,,-111.304169,32.480396,,,0,"POINT (-111.304169 32.480396)",5,,60,0,,
43408,,-111.304253,32.444893,,,0,"POINT (-111.304253 32.444893)",5,,60,0,,
43409,,-111.304230,32.487545,,,0,"POINT (-111.304230 32.487545)",0,,0,0,,
43410,,-111.304222,32.494541,,,0,"POINT (-111.304222 32.494541)",1,,0,0,,
43413,,-111.218147,32.268112,,,0,"POINT (-111.218147 32.268112)",1,,0,0,,
43415,,-111.218155,32.320908,,,0,"POINT (-111.218155 32.320908)",1,,0,0,,
43417,,-111.216530,32.343014,,,0,"POINT (-111.216530 32.343014)",1,,0,0,,
43418,,-111.218117,32.306561,,,0,"POINT (-111.218117 32.306561)",1,,0,0,,
43419,,-111.218147,32.313576,,,0,"POINT (-111.218147 32.313576)",5,,60,0,,
43420,,-111.184044,32.322708,,,0,"POINT (-111.184044 32.322708)",1,,0,0,,
43421,,-111.218155,32.327843,,,0,"POINT (-111.218155 32.327843)",5,,60,0,,
43423,,-111.234291,32.291656,,,0,"POINT (-111.234291 32.291656)",1,,0,0,,
43424,,-111.218140,32.291653,,,0,"POINT (-111.218140 32.291653)",0,,0,0,,
43425,,-111.278175,32.248375,,,0,"POINT (-111.278175 32.248375)",1,,0,0,,
43427,,-111.224518,32.328156,,,0,"POINT (-111.224518 32.328156)",1,,0,0,,
43429,,-111.235252,32.313541,,,0,"POINT (-111.235252 32.313541)",1,,0,0,,
43430,,-111.220497,32.328060,,,0,"POINT (-111.220497 32.328060)",0,,0,0,,
43432,,-111.216850,32.391357,,,0,"POINT (-111.216850 32.391357)",1,,0,0,,
43434,,-111.216827,32.402554,,,0,"POINT (-111.216827 32.402554)",0,,0,0,,
43435,,-111.199745,32.402596,,,0,"POINT (-111.199745 32.402596)",1,,0,0,,
43436,,-111.199448,32.380325,,,0,"POINT (-111.199448 32.380325)",1,,0,0,,
43437,,-111.194603,32.446209,,,0,"POINT (-111.194603 32.446209)",5,,60,0,,
43438,,-111.184555,32.438972,,,0,"POINT (-111.184555 32.438972)",5,,60,0,,
43439,,-111.204597,32.453323,,,0,"POINT (-111.204597 32.453323)",5,,60,0,,
43440,,-111.216003,32.460560,,,0,"POINT (-111.216003 32.460560)",5,,60,0,,
43441,,-111.216972,32.446102,,,0,"POINT (-111.216972 32.446102)",5,,60,0,,
43442,,-111.212952,32.446125,,,0,"POINT (-111.212952 32.446125)",0,,0,0,,
43443,,-111.179680,32.436718,,,0,"POINT (-111.179680 32.436718)",1,,0,0,,
43444,,-111.191017,32.444565,,,0,"POINT (-111.191017 32.444565)",1,,0,0,,
43445,,-111.198837,32.450123,,,0,"POINT (-111.198837 32.450123)",1,,0,0,,
43446,,-111.215942,32.462494,,,0,"POINT (-111.215942 32.462494)",5,,60,0,,
43447,,-111.217003,32.453323,,,0,"POINT (-111.217003 32.453323)",5,,60,0,,
43448,,-111.212982,32.453365,,,0,"POINT (-111.212982 32.453365)",0,,0,0,,
43449,,-111.169075,32.428539,,,0,"POINT (-111.169075 32.428539)",0,,0,0,,
43450,,-111.210442,32.458164,,,0,"POINT (-111.210442 32.458164)",0,,0,0,,
43451,,-111.215157,32.461540,,,0,"POINT (-111.215157 32.461540)",0,,0,0,,
43452,,-111.216927,32.461510,,,0,"POINT (-111.216927 32.461510)",5,,60,0,,
43453,,-111.212334,32.458809,,,0,"POINT (-111.212334 32.458809)",0,,0,0,,
43454,,-111.222115,32.466015,,,0,"POINT (-111.222115 32.466015)",0,,0,0,,
43455,,-111.210388,32.457699,,,0,"POINT (-111.210388 32.457699)",0,,0,0,,
43456,,-111.216942,32.438877,,,0,"POINT (-111.216942 32.438877)",5,,60,0,,
43457,,-111.208511,32.438972,,,0,"POINT (-111.208511 32.438972)",0,,0,0,,
43458,,-111.168640,32.427822,,,0,"POINT (-111.168640 32.427822)",0,,0,0,,
43459,,-111.234055,32.442944,,,0,"POINT (-111.234055 32.442944)",1,,0,0,,
43460,,-111.234055,32.438843,,,0,"POINT (-111.234055 32.438843)",5,,60,0,,
43461,,-111.199898,32.442562,,,0,"POINT (-111.199898 32.442562)",0,,0,0,,
43462,,-111.199860,32.438953,,,0,"POINT (-111.199860 32.438953)",5,,60,0,,
43463,,-111.216965,32.443363,,,0,"POINT (-111.216965 32.443363)",0,,0,0,,
43464,,-111.218056,32.465855,,,0,"POINT (-111.218056 32.465855)",1,,0,0,,
43465,,-111.203773,32.466854,,,0,"POINT (-111.203773 32.466854)",0,,0,0,,
43467,,-111.221916,32.466309,,,0,"POINT (-111.221916 32.466309)",0,,0,0,,
43469,,-111.223267,32.438854,,,0,"POINT (-111.223267 32.438854)",1,,0,0,,
43471,,-111.206566,32.438995,,,0,"POINT (-111.206566 32.438995)",1,,0,0,,
43473,,-111.194901,32.438931,,,0,"POINT (-111.194901 32.438931)",1,,0,0,,
43474,,-111.212410,32.431267,,,0,"POINT (-111.212410 32.431267)",1,,0,0,,
43475,,-111.217361,32.433014,,,0,"POINT (-111.217361 32.433014)",1,,0,0,,
43477,,-111.216988,32.450157,,,0,"POINT (-111.216988 32.450157)",1,,0,0,,
43479,,-111.218658,32.402546,,,0,"POINT (-111.218658 32.402546)",1,,0,0,,
43481,,-111.233871,32.402493,,,0,"POINT (-111.233871 32.402493)",0,,0,0,,
43482,,-111.233955,32.411213,,,0,"POINT (-111.233955 32.411213)",0,,0,0,,
43483,,-111.225578,32.438850,,,0,"POINT (-111.225578 32.438850)",1,,0,0,,
43484,,-111.233887,32.425030,,,0,"POINT (-111.233887 32.425030)",1,,0,0,,
43488,,-111.220963,32.438858,,,0,"POINT (-111.220963 32.438858)",5,,60,0,,
43489,,-111.247169,32.460396,,,0,"POINT (-111.247169 32.460396)",1,,0,0,,
43490,,-111.251305,32.460430,,,0,"POINT (-111.251305 32.460430)",5,,60,0,,
43491,,-111.270180,32.474979,,,0,"POINT (-111.270180 32.474979)",5,,60,0,,
43492,,-111.238052,32.477722,,,0,"POINT (-111.238052 32.477722)",0,,0,0,,
43493,,-111.251404,32.482250,,,0,"POINT (-111.251404 32.482250)",5,,60,0,,
43494,,-111.242546,32.480270,,,0,"POINT (-111.242546 32.480270)",1,,0,0,,
43495,,-111.234192,32.474342,,,0,"POINT (-111.234192 32.474342)",5,,60,0,,
43496,,-111.234200,32.467796,,,0,"POINT (-111.234200 32.467796)",1,,0,0,,
43497,,-111.254524,32.488945,,,0,"POINT (-111.254524 32.488945)",0,,0,0,,
43499,,-111.246979,32.474964,,,0,"POINT (-111.246979 32.474964)",1,,0,0,,
43500,,-111.251320,32.467693,,,0,"POINT (-111.251320 32.467693)",1,,0,0,,
43501,,-111.251335,32.474968,,,0,"POINT (-111.251335 32.474968)",5,,60,0,,
43502,,-111.251282,32.453220,,,0,"POINT (-111.251282 32.453220)",5,,60,0,,
43503,,-111.242790,32.453224,,,0,"POINT (-111.242790 32.453224)",1,,0,0,,
43504,,-111.254189,32.489147,,,0,"POINT (-111.254189 32.489147)",0,,0,0,,
43505,,-111.225266,32.468029,,,0,"POINT (-111.225266 32.468029)",1,,0,0,,
43506,,-111.234245,32.475597,,,0,"POINT (-111.234245 32.475597)",1,,0,0,,
43507,,-111.220520,32.465755,,,0,"POINT (-111.220520 32.465755)",5,,60,0,,
43508,,-111.262016,32.453247,,,0,"POINT (-111.262016 32.453247)",1,,0,0,,
43509,,-111.260704,32.460419,,,0,"POINT (-111.260704 32.460419)",1,,0,0,,
43511,,-111.257645,32.491547,,,0,"POINT (-111.257645 32.491547)",1,,0,0,,
43512,,-111.270195,32.482185,,,0,"POINT (-111.270195 32.482185)",5,,60,0,,
43513,,-111.260757,32.474976,,,0,"POINT (-111.260757 32.474976)",1,,0,0,,
43514,,-111.257927,32.491318,,,0,"POINT (-111.257927 32.491318)",1,,0,0,,
43517,,-111.270340,32.487453,,,0,"POINT (-111.270340 32.487453)",1,,0,0,,
43518,,-111.270164,32.480206,,,0,"POINT (-111.270164 32.480206)",5,,60,0,,
43521,,-111.261139,32.493874,,,0,"POINT (-111.261139 32.493874)",0,,0,0,,
43522,,-111.260895,32.494141,,,0,"POINT (-111.260895 32.494141)",0,,0,0,,
43524,,-111.234177,32.455910,,,0,"POINT (-111.234177 32.455910)",1,,0,0,,
43525,,-111.234108,32.453232,,,0,"POINT (-111.234108 32.453232)",5,,60,0,,
43526,,-111.225571,32.453278,,,0,"POINT (-111.225571 32.453278)",1,,0,0,,
43527,,-111.234062,32.446041,,,0,"POINT (-111.234062 32.446041)",5,,60,0,,
43528,,-111.222420,32.446079,,,0,"POINT (-111.222420 32.446079)",0,,0,0,,
43529,,-111.234138,32.460503,,,0,"POINT (-111.234138 32.460503)",5,,60,0,,
43530,,-111.217033,32.459812,,,0,"POINT (-111.217033 32.459812)",1,,0,0,,
43531,,-111.222885,32.460556,,,0,"POINT (-111.222885 32.460556)",0,,0,0,,
43533,,-111.222832,32.453300,,,0,"POINT (-111.222832 32.453300)",0,,0,0,,
43535,,-111.224197,32.453289,,,0,"POINT (-111.224197 32.453289)",1,,0,0,,
43536,,-111.217018,32.461113,,,0,"POINT (-111.217018 32.461113)",5,,60,0,,
43537,,-111.217018,32.460564,,,0,"POINT (-111.217018 32.460564)",5,,60,0,,
43538,,-111.217613,32.461994,,,0,"POINT (-111.217613 32.461994)",0,,0,0,,
43539,,-111.216179,32.462261,,,0,"POINT (-111.216179 32.462261)",5,,60,0,,
43540,,-111.219917,32.464939,,,0,"POINT (-111.219917 32.464939)",0,,0,0,,
43542,,-111.217262,32.461746,,,0,"POINT (-111.217262 32.461746)",0,,0,0,,
43543,,-111.215553,32.461819,,,0,"POINT (-111.215553 32.461819)",0,,0,0,,
43544,,-111.219414,32.466068,,,0,"POINT (-111.219414 32.466068)",0,,0,0,,
43546,,-111.220039,32.466103,,,0,"POINT (-111.220039 32.466103)",1,,0,0,,
43549,,-111.243469,32.482182,,,0,"POINT (-111.243469 32.482182)",1,,0,0,,
43550,,-111.235130,32.475018,,,0,"POINT (-111.235130 32.475018)",5,,60,0,,
43552,,-111.237686,32.478035,,,0,"POINT (-111.237686 32.478035)",1,,0,0,,
43557,,-111.182602,32.424728,,,0,"POINT (-111.182602 32.424728)",1,,0,0,,
43558,,-111.174248,32.424728,,,0,"POINT (-111.174248 32.424728)",0,,0,0,,
43559,,-111.169670,32.428257,,,0,"POINT (-111.169670 32.428257)",5,,60,0,,
43562,,-111.191315,32.424751,,,0,"POINT (-111.191315 32.424751)",1,,0,0,,
43563,,-111.200027,32.424770,,,0,"POINT (-111.200027 32.424770)",0,,0,0,,
43564,,-111.208420,32.428242,,,0,"POINT (-111.208420 32.428242)",0,,0,0,,
43566,,-111.204613,32.439022,,,0,"POINT (-111.204613 32.439022)",1,,0,0,,
43570,,-111.189941,32.438911,,,0,"POINT (-111.189941 32.438911)",0,,0,0,,
43574,,-111.165215,32.395630,,,0,"POINT (-111.165215 32.395630)",1,,0,0,,
43576,,-111.163261,32.424770,,,0,"POINT (-111.163261 32.424770)",5,,60,0,,
43577,,-111.165497,32.426342,,,0,"POINT (-111.165497 32.426342)",0,,0,0,,
43578,,-111.164726,32.424629,,,0,"POINT (-111.164726 32.424629)",0,,0,0,,
43579,,-111.163933,32.424068,,,0,"POINT (-111.163933 32.424068)",5,,60,0,,
43580,,-111.164223,32.423767,,,0,"POINT (-111.164223 32.423767)",5,,60,0,,
43581,,-111.165230,32.424541,,,0,"POINT (-111.165230 32.424541)",0,,0,0,,
43582,,-111.160591,32.421890,,,0,"POINT (-111.160591 32.421890)",0,,0,0,,
43583,,-111.171822,32.424408,,,0,"POINT (-111.171822 32.424408)",5,,60,0,,
43584,,-111.166092,32.422565,,,0,"POINT (-111.166092 32.422565)",5,,60,0,,
43586,,-111.168068,32.427906,,,0,"POINT (-111.168068 32.427906)",0,,0,0,,
43587,,-111.160004,32.422253,,,0,"POINT (-111.160004 32.422253)",0,,0,0,,
43588,,-111.160255,32.422470,,,0,"POINT (-111.160255 32.422470)",0,,0,0,,
43589,,-111.164299,32.424324,,,0,"POINT (-111.164299 32.424324)",0,,0,0,,
43591,,-111.195549,32.468719,,,0,"POINT (-111.195549 32.468719)",1,,0,0,,
43592,,-111.199852,32.446201,,,0,"POINT (-111.199852 32.446201)",5,,60,0,,
43594,,-111.211357,32.458256,,,0,"POINT (-111.211357 32.458256)",1,,0,0,,
43595,,-111.208473,32.453331,,,0,"POINT (-111.208473 32.453331)",0,,0,0,,
43596,,-111.208450,32.446159,,,0,"POINT (-111.208450 32.446159)",0,,0,0,,
43597,,-111.212090,32.446133,,,0,"POINT (-111.212090 32.446133)",1,,0,0,,
43598,,-111.212090,32.453350,,,0,"POINT (-111.212090 32.453350)",1,,0,0,,
43602,,-110.892281,32.495884,,,0,"POINT (-110.892281 32.495884)",1,,0,0,,
43603,,-110.925949,32.496178,,,0,"POINT (-110.925949 32.496178)",5,,60,0,,
43605,,-110.980843,32.511623,,,0,"POINT (-110.980843 32.511623)",1,,0,0,,
43606,,-110.901596,32.504234,,,0,"POINT (-110.901596 32.504234)",1,,0,0,,
43609,,-110.738007,32.183163,,,0,"POINT (-110.738007 32.183163)",1,,0,0,,
43611,,-110.772423,31.978125,,,0,"POINT (-110.772423 31.978125)",1,,0,0,,
43613,,-110.721634,31.980925,,,0,"POINT (-110.721634 31.980925)",1,,0,0,,
43615,,-110.628311,32.291584,,,0,"POINT (-110.628311 32.291584)",1,,0,0,,
43616,,-110.695984,32.329582,,,0,"POINT (-110.695984 32.329582)",0,,0,0,,
43618,,-110.709000,31.990250,,,0,"POINT (-110.709000 31.990250)",1,,0,0,,
43620,,-110.675171,31.877474,,,0,"POINT (-110.675171 31.877474)",1,,0,0,,
43621,,-111.072327,32.021927,,,0,"POINT (-111.072327 32.021927)",1,,0,0,,
43622,,-111.094467,31.977020,,,0,"POINT (-111.094467 31.977020)",1,,0,0,,
43623,,-110.858986,31.984110,,,0,"POINT (-110.858986 31.984110)",1,,0,0,,
43624,,-110.858932,31.973583,,,0,"POINT (-110.858932 31.973583)",1,,0,0,,
43625,,-110.953651,31.979498,,,0,"POINT (-110.953651 31.979498)",1,,0,0,,
43626,,-110.952560,31.990402,,,0,"POINT (-110.952560 31.990402)",1,,0,0,,
43627,,-110.672035,31.963102,,,0,"POINT (-110.672035 31.963102)",5,,60,0,,
43628,,-110.683151,31.990507,,,0,"POINT (-110.683151 31.990507)",5,,60,0,,
43629,,-110.988373,31.964373,,,0,"POINT (-110.988373 31.964373)",0,,0,0,,
43630,,-110.992004,32.002354,,,0,"POINT (-110.992004 32.002354)",0,,0,0,,
43631,,-110.687256,32.004772,,,0,"POINT (-110.687256 32.004772)",0,,0,0,,
43632,,-110.561569,31.985086,,,0,"POINT (-110.561569 31.985086)",0,,0,0,,
43633,,-110.721588,31.990265,,,0,"POINT (-110.721588 31.990265)",5,,60,0,,
43634,,-110.772408,31.984322,,,0,"POINT (-110.772408 31.984322)",1,,0,0,,
43635,,-110.641617,32.023144,,,0,"POINT (-110.641617 32.023144)",1,,0,0,,
43636,,-110.566597,31.990686,,,0,"POINT (-110.566597 31.990686)",1,,0,0,,
43637,,-110.591194,32.303696,,,0,"POINT (-110.591194 32.303696)",0,,0,0,,
43638,,-110.561554,31.985184,,,0,"POINT (-110.561554 31.985184)",0,,0,0,,
43639,,-110.691772,32.008209,,,0,"POINT (-110.691772 32.008209)",0,,0,0,,
43640,,-110.511314,31.976671,,,0,"POINT (-110.511314 31.976671)",0,,0,0,,
43641,,-110.556435,31.984644,,,0,"POINT (-110.556435 31.984644)",0,,0,0,,
43642,,-110.558372,31.984747,,,0,"POINT (-110.558372 31.984747)",0,,0,0,,
43643,,-110.511887,31.976530,,,0,"POINT (-110.511887 31.976530)",0,,0,0,,
43644,,-110.972878,31.968897,,,0,"POINT (-110.972878 31.968897)",1,,0,0,,
43645,,-110.967056,31.982748,,,0,"POINT (-110.967056 31.982748)",1,,0,0,,
43648,,-110.829689,31.963093,,,0,"POINT (-110.829689 31.963093)",1,,0,0,,
43649,,-110.991219,31.982571,,,0,"POINT (-110.991219 31.982571)",0,,0,0,,
43650,,-110.988571,31.963161,,,0,"POINT (-110.988571 31.963161)",0,,0,0,,
43653,,-110.967644,31.846169,,,0,"POINT (-110.967644 31.846169)",1,,0,0,,
43654,,-110.881744,31.792807,,,0,"POINT (-110.881744 31.792807)",5,,60,0,,
43655,,-110.923355,31.921040,,,0,"POINT (-110.923355 31.921040)",0,,0,0,,
43656,,-110.868141,31.885933,,,0,"POINT (-110.868141 31.885933)",1,,0,0,,
43657,,-110.893105,31.957590,,,0,"POINT (-110.893105 31.957590)",0,,0,0,,
43658,,-110.875130,31.957567,,,0,"POINT (-110.875130 31.957567)",1,,0,0,,
43661,,-111.003563,31.935902,,,0,"POINT (-111.003563 31.935902)",1,,0,0,,
43664,,-111.011551,31.870399,,,0,"POINT (-111.011551 31.870399)",1,,0,0,,
43666,,-110.969376,31.848228,,,0,"POINT (-110.969376 31.848228)",1,,0,0,,
43669,,-111.002724,31.854286,,,0,"POINT (-111.002724 31.854286)",1,,0,0,,
43671,,-111.015114,31.821598,,,0,"POINT (-111.015114 31.821598)",1,,0,0,,
43673,,-111.020973,31.788954,,,0,"POINT (-111.020973 31.788954)",1,,0,0,,
43674,,-111.009018,31.850193,,,0,"POINT (-111.009018 31.850193)",1,,0,0,,
43675,,-111.006454,31.855413,,,0,"POINT (-111.006454 31.855413)",5,,60,0,,
43676,,-111.043251,31.870522,,,0,"POINT (-111.043251 31.870522)",5,,60,0,,
43677,,-111.011925,31.890362,,,0,"POINT (-111.011925 31.890362)",0,,0,0,,
43678,,-110.995232,31.957893,,,0,"POINT (-110.995232 31.957893)",5,,60,0,,
43679,,-111.020821,31.957687,,,0,"POINT (-111.020821 31.957687)",1,,0,0,,
43680,,-110.997879,31.841351,,,0,"POINT (-110.997879 31.841351)",5,,60,0,,
43681,,-110.995033,31.851551,,,0,"POINT (-110.995033 31.851551)",5,,60,0,,
43682,,-110.999771,31.848459,,,0,"POINT (-110.999771 31.848459)",1,,0,0,,
43683,,-110.999290,31.852390,,,0,"POINT (-110.999290 31.852390)",5,,60,0,,
43684,,-110.992325,31.851606,,,0,"POINT (-110.992325 31.851606)",5,,60,0,,
43685,,-111.001373,31.828093,,,0,"POINT (-111.001373 31.828093)",5,,60,0,,
43686,,-110.994637,31.847023,,,0,"POINT (-110.994637 31.847023)",0,,0,0,,
43687,,-110.992348,31.857693,,,0,"POINT (-110.992348 31.857693)",0,,0,0,,
43688,,-110.993164,31.850536,,,0,"POINT (-110.993164 31.850536)",0,,0,0,,
43689,,-110.994331,31.851572,,,0,"POINT (-110.994331 31.851572)",5,,60,0,,
43690,,-110.994621,31.848612,,,0,"POINT (-110.994621 31.848612)",0,,0,0,,
43691,,-110.992912,31.856546,,,0,"POINT (-110.992912 31.856546)",0,,0,0,,
43692,,-110.995445,31.846018,,,0,"POINT (-110.995445 31.846018)",0,,0,0,,
43693,,-110.991203,31.844585,,,0,"POINT (-110.991203 31.844585)",1,,0,0,,
43694,,-110.987778,31.852102,,,0,"POINT (-110.987778 31.852102)",5,,60,0,,
43695,,-111.044266,31.748709,,,0,"POINT (-111.044266 31.748709)",5,,60,0,,
43696,,-111.008904,31.755919,,,0,"POINT (-111.008904 31.755919)",1,,0,0,,
43697,,-111.018608,31.795139,,,0,"POINT (-111.018608 31.795139)",0,,0,0,,
43698,,-111.002670,31.825529,,,0,"POINT (-111.002670 31.825529)",0,,0,0,,
43699,,-111.020676,31.789524,,,0,"POINT (-111.020676 31.789524)",5,,60,0,,
43700,,-111.001930,31.826624,,,0,"POINT (-111.001930 31.826624)",0,,0,0,,
43701,,-111.010109,31.855501,,,0,"POINT (-111.010109 31.855501)",0,,0,0,,
43702,,-111.024643,31.867023,,,0,"POINT (-111.024643 31.867023)",1,,0,0,,
43703,,-111.022202,31.807541,,,0,"POINT (-111.022202 31.807541)",1,,0,0,,
43704,,-110.973282,31.850702,,,0,"POINT (-110.973282 31.850702)",0,,0,0,,
43705,,-111.003433,31.825678,,,0,"POINT (-111.003433 31.825678)",0,,0,0,,
43706,,-111.019623,31.794010,,,0,"POINT (-111.019623 31.794010)",0,,0,0,,
43707,,-111.060211,31.926697,,,0,"POINT (-111.060211 31.926697)",5,,60,0,,
43708,,-111.003136,31.827068,,,0,"POINT (-111.003136 31.827068)",5,,60,0,,
43709,,-111.018311,31.797085,,,0,"POINT (-111.018311 31.797085)",5,,60,0,,
43712,,-111.055321,31.731503,,,0,"POINT (-111.055321 31.731503)",0,,0,0,,
43713,,-111.023697,31.785742,,,0,"POINT (-111.023697 31.785742)",0,,0,0,,
43714,,-111.024757,31.784826,,,0,"POINT (-111.024757 31.784826)",0,,0,0,,
43715,,-111.022522,31.790186,,,0,"POINT (-111.022522 31.790186)",5,,60,0,,
43716,,-111.039581,31.759531,,,0,"POINT (-111.039581 31.759531)",1,,0,0,,
43718,,-111.056465,31.730091,,,0,"POINT (-111.056465 31.730091)",0,,0,0,,
43719,,-111.060013,31.729654,,,0,"POINT (-111.060013 31.729654)",1,,0,0,,
43721,,-111.058533,31.727150,,,0,"POINT (-111.058533 31.727150)",0,,0,0,,
43722,,-111.061104,31.727650,,,0,"POINT (-111.061104 31.727650)",5,,60,0,,
43723,,-111.058838,31.726770,,,0,"POINT (-111.058838 31.726770)",0,,0,0,,
43724,,-111.056702,31.728430,,,0,"POINT (-111.056702 31.728430)",0,,0,0,,
43727,,-111.020164,31.797894,,,0,"POINT (-111.020164 31.797894)",1,,0,0,,
43729,,-111.031258,31.802851,,,0,"POINT (-111.031258 31.802851)",1,,0,0,,
43730,,-111.023422,31.798597,,,0,"POINT (-111.023422 31.798597)",1,,0,0,,
43732,,-111.021652,31.790810,,,0,"POINT (-111.021652 31.790810)",0,,0,0,,
43733,,-111.020096,31.792055,,,0,"POINT (-111.020096 31.792055)",0,,0,0,,
