link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,geometry,ref_volume,link_type_name,dir,VDF_alpha,VDF_beta,VDF_peak_load_factor
30882,,43970,359,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.905422 32.243454, -110.905453 32.247028)",,Zonal connector,1,0.15,4,1
30883,,346,43972,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.896946 32.247047, -110.896939 32.243404)",,Zonal connector,1,0.15,4,1
30883,,43972,346,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.896931 32.243404, -110.896938 32.247047)",,Zonal connector,1,0.15,4,1
30884,,957,43974,,5,1,-1,0.78,9,15,1111,"LINESTRING (-111.044264 32.243449, -111.054510 32.250728)",,Zonal connector,1,0.15,4,1
30884,,43974,957,,5,1,-1,0.78,9,15,1111,"LINESTRING (-111.054514 32.250722, -111.044268 32.243443)",,Zonal connector,1,0.15,4,1
30885,,327,43976,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.888351 32.239830, -110.884079 32.239849)",,Zonal connector,1,0.15,4,1
30885,,43976,327,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.884079 32.239857, -110.888351 32.239838)",,Zonal connector,1,0.15,4,1
30886,,320,43978,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.888023 32.203335, -110.883705 32.203228)",,Zonal connector,1,0.15,4,1
30886,,43978,320,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.883705 32.203236, -110.888023 32.203343)",,Zonal connector,1,0.15,4,1
30887,,329,43980,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.888390 32.247047, -110.884117 32.247097)",,Zonal connector,1,0.15,4,1
30887,,43980,329,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.884117 32.247105, -110.888390 32.247055)",,Zonal connector,1,0.15,4,1
30888,,329,43981,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.888394 32.247051, -110.888355 32.243412)",,Zonal connector,1,0.15,4,1
30888,,43981,329,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.888347 32.243412, -110.888386 32.247051)",,Zonal connector,1,0.15,4,1
30889,,319,43983,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.883713 32.210682, -110.892288 32.210755)",,Zonal connector,1,0.15,4,1
30889,,43983,319,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.892288 32.210747, -110.883713 32.210674)",,Zonal connector,1,0.15,4,1
30890,,324,43985,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.883842 32.196076, -110.892532 32.196129)",,Zonal connector,1,0.15,4,1
30890,,43985,324,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.892532 32.196121, -110.883842 32.196068)",,Zonal connector,1,0.15,4,1
30891,,308,43987,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.881993 32.247059, -110.882054 32.243435)",,Zonal connector,1,0.15,4,1
30891,,43987,308,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.882046 32.243435, -110.881985 32.247059)",,Zonal connector,1,0.15,4,1
30892,,302,43989,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.877651 32.247082, -110.877751 32.243450)",,Zonal connector,1,0.15,4,1
30892,,43989,302,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.877743 32.243450, -110.877643 32.247082)",,Zonal connector,1,0.15,4,1
30893,,293,43991,,5,1,-1,0.24,9,15,1111,"LINESTRING (-110.871205 32.246941, -110.871098 32.243423)",,Zonal connector,1,0.15,4,1
30893,,43991,293,,5,1,-1,0.24,9,15,1111,"LINESTRING (-110.871090 32.243423, -110.871197 32.246941)",,Zonal connector,1,0.15,4,1
30894,,326,43993,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.884064 32.273857, -110.892532 32.274243)",,Zonal connector,1,0.15,4,1
30894,,43993,326,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.892532 32.274235, -110.884064 32.273849)",,Zonal connector,1,0.15,4,1
30895,,277,43995,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.862301 32.247021, -110.862271 32.243378)",,Zonal connector,1,0.15,4,1
30895,,43995,277,,5,1,-1,0.25,9,15,1111,"LINESTRING (-110.862263 32.243378, -110.862293 32.247021)",,Zonal connector,1,0.15,4,1
30896,,971,43997,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.883957 32.288479, -110.892555 32.288281)",,Zonal connector,1,0.15,4,1
30896,,43997,971,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.892555 32.288273, -110.883957 32.288471)",,Zonal connector,1,0.15,4,1
30897,,351,43999,,5,1,-1,2.24,9,15,1111,"LINESTRING (-110.873196 32.167269, -110.892545 32.195322)",,Zonal connector,1,0.15,4,1
30897,,43999,351,,5,1,-1,2.24,9,15,1111,"LINESTRING (-110.892551 32.195318, -110.873202 32.167265)",,Zonal connector,1,0.15,4,1
30898,,881,44001,,5,1,-1,1.46,9,15,1111,"LINESTRING (-111.078434 32.250602, -111.071278 32.230365)",,Zonal connector,1,0.15,4,1
30898,,44001,881,,5,1,-1,1.46,9,15,1111,"LINESTRING (-111.071270 32.230367, -111.078426 32.250604)",,Zonal connector,1,0.15,4,1
30899,,348,44003,,5,1,-1,1.77,9,15,1111,"LINESTRING (-110.897341 32.158921, -110.875002 32.141568)",,Zonal connector,1,0.15,4,1
30899,,44003,348,,5,1,-1,1.77,9,15,1111,"LINESTRING (-110.874998 32.141574, -110.897337 32.158927)",,Zonal connector,1,0.15,4,1
30900,,972,44005,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.883911 32.301426, -110.892624 32.301510)",,Zonal connector,1,0.15,4,1
30900,,44005,972,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.892624 32.301502, -110.883911 32.301418)",,Zonal connector,1,0.15,4,1
30901,,964,44007,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.885759 32.320277, -110.892794 32.315883)",,Zonal connector,1,0.15,4,1
30901,,44007,964,,5,1,-1,0.51,9,15,1111,"LINESTRING (-110.892790 32.315877, -110.885755 32.320271)",,Zonal connector,1,0.15,4,1
30902,,219,44009,,5,1,-1,0.27,9,15,1111,"LINESTRING (-110.828160 32.246819, -110.828137 32.242870)",,Zonal connector,1,0.15,4,1
30902,,44009,219,,5,1,-1,0.27,9,15,1111,"LINESTRING (-110.828129 32.242870, -110.828152 32.246819)",,Zonal connector,1,0.15,4,1
30903,,963,44011,,5,1,-1,0.48,9,15,1111,"LINESTRING (-110.884811 32.330303, -110.893021 32.330284)",,Zonal connector,1,0.15,4,1
30903,,44011,963,,5,1,-1,0.48,9,15,1111,"LINESTRING (-110.893021 32.330276, -110.884811 32.330295)",,Zonal connector,1,0.15,4,1
30904,,330,44013,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.884499 32.067719, -110.893097 32.067642)",,Zonal connector,1,0.15,4,1
30904,,44013,330,,5,1,-1,0.5,9,15,1111,"LINESTRING (-110.893097 32.067634, -110.884499 32.067711)",,Zonal connector,1,0.15,4,1
30905,,988,44015,,5,1,-1,0.33,9,15,1111,"LINESTRING (-110.723824 32.245682, -110.729462 32.246170)",,Zonal connector,1,0.15,4,1
30905,,44015,988,,5,1,-1,0.33,9,15,1111,"LINESTRING (-110.729462 32.246162, -110.723824 32.245674)",,Zonal connector,1,0.15,4,1
30906,,989,44017,,5,1,-1,0.88,9,15,1111,"LINESTRING (-110.707356 32.248249, -110.707073 32.235462)",,Zonal connector,1,0.15,4,1
30906,,44017,989,,5,1,-1,0.88,9,15,1111,"LINESTRING (-110.707065 32.235462, -110.707348 32.248249)",,Zonal connector,1,0.15,4,1
30907,,368,44019,,5,1,-1,2.57,9,15,1111,"LINESTRING (-110.902718 31.989464, -110.859024 31.988556)",,Zonal connector,1,0.15,4,1
30907,,44019,368,,5,1,-1,2.57,9,15,1111,"LINESTRING (-110.859024 31.988564, -110.902718 31.989472)",,Zonal connector,1,0.15,4,1
30908,FENNIMORE AV,44015,44020,,6,1,-1,0.34,1,37,1800,"LINESTRING (-110.729458 32.246166, -110.729427 32.251060)",,Major arterial,1,0.15,4,1
30908,FENNIMORE AV,44020,44015,,6,1,-1,0.34,1,37,1800,"LINESTRING (-110.729435 32.251060, -110.729466 32.246166)",,Major arterial,1,0.15,4,1
30909,HOUGHTON RD,44021,44022,,6,1,-1,0.54,1,48,1750,"LINESTRING (-110.772228 32.250965, -110.772450 32.243210)",,Major arterial,1,0.15,4,1
30909,HOUGHTON RD,44022,44021,,6,1,-1,0.54,1,48,1750,"LINESTRING (-110.772442 32.243210, -110.772220 32.250965)",,Major arterial,1,0.15,4,1
30910,CAMINO DE OESTE,44023,44024,,6,1,-1,0.65,1,48,1750,"LINESTRING (-111.062740 32.235622, -111.062755 32.245060)",,Major arterial,1,0.15,4,1
30910,CAMINO DE OESTE,44024,44023,,6,1,-1,0.65,1,48,1750,"LINESTRING (-111.062763 32.245060, -111.062748 32.235622)",,Major arterial,1,0.15,4,1
30911,OLD VAIL CONNECTION RD,44025,44026,,6,1,-1,0.5,1,20,1750,"LINESTRING (-110.883598 32.075737, -110.892197 32.075714)",,Major arterial,1,0.15,4,1
30911,OLD VAIL CONNECTION RD,44026,44025,,6,1,-1,0.5,1,20,1750,"LINESTRING (-110.892197 32.075706, -110.883598 32.075729)",,Major arterial,1,0.15,4,1
30912,TANQUE VERDE LOOP RD,44027,44028,,6,1,-1,0.56,1,40,1750,"LINESTRING (-110.755612 32.246326, -110.755642 32.238262)",,Major arterial,1,0.15,4,1
30912,TANQUE VERDE LOOP RD,44028,44027,,6,1,-1,0.56,1,40,1750,"LINESTRING (-110.755634 32.238262, -110.755604 32.246326)",,Major arterial,1,0.15,4,1
30913,LOS REALES RD,44029,44030,,6,1,-1,0.55,1,59,1750,"LINESTRING (-110.882851 32.119377, -110.892189 32.119415)",,Major arterial,1,0.15,4,1
30913,LOS REALES RD,44030,44029,,6,1,-1,0.55,1,59,1750,"LINESTRING (-110.892189 32.119407, -110.882851 32.119369)",,Major arterial,1,0.15,4,1
30914,,897,44032,,5,1,-1,0.44,9,15,1111,"LINESTRING (-110.885894 32.473931, -110.893043 32.475804)",,Zonal connector,1,0.15,4,1
30914,,44032,897,,5,1,-1,0.44,9,15,1111,"LINESTRING (-110.893045 32.475796, -110.885896 32.473923)",,Zonal connector,1,0.15,4,1
30915,SUNRISE DR,44033,44034,,6,1,-1,0.36,2,47,1800,"LINESTRING (-110.892494 32.308346, -110.886330 32.308471)",,Major arterial,1,0.15,4,1
30915,SUNRISE DR,44034,44033,,6,1,-1,0.36,2,47,1800,"LINESTRING (-110.886330 32.308479, -110.892494 32.308354)",,Major arterial,1,0.15,4,1
30916,WRIGHTSTOWN RD,44035,44036,,6,1,-1,0.34,1,39,1700,"LINESTRING (-110.810550 32.247483, -110.806781 32.243653)",,Major arterial,1,0.15,4,1
30916,WRIGHTSTOWN RD,44036,44035,,6,1,-1,0.34,1,39,1700,"LINESTRING (-110.806775 32.243659, -110.810544 32.247489)",,Major arterial,1,0.15,4,1
30917,GREASEWOOD RD,44037,44038,,6,1,-1,0.54,1,39,1700,"LINESTRING (-111.020443 32.250687, -111.020466 32.242889)",,Major arterial,1,0.15,4,1
30917,GREASEWOOD RD,44038,44037,,6,1,-1,0.54,1,39,1700,"LINESTRING (-111.020458 32.242889, -111.020435 32.250687)",,Major arterial,1,0.15,4,1
30918,DRAGOON ST,44039,44040,,6,1,-1,0.52,1,35,1700,"LINESTRING (-111.000569 32.250538, -111.000637 32.243042)",,Major arterial,1,0.15,4,1
30918,DRAGOON ST,44040,44039,,6,1,-1,0.52,1,35,1700,"LINESTRING (-111.000629 32.243042, -111.000561 32.250538)",,Major arterial,1,0.15,4,1
30919,SILVERBELL RD,43960,44041,,6,1,-1,0.76,2,43,1750,"LINESTRING (-111.010013 32.245439, -111.004146 32.235609)",,Major arterial,1,0.15,4,1
30919,SILVERBELL RD,44041,43960,,6,1,-1,0.76,2,43,1750,"LINESTRING (-111.004140 32.235613, -111.010007 32.245443)",,Major arterial,1,0.15,4,1
30920,TANQUE VERDE RD,44042,44043,,6,1,-1,0.28,3,43,1750,"LINESTRING (-110.857344 32.243134, -110.853620 32.245709)",,Major arterial,1,0.15,4,1
30920,TANQUE VERDE RD,44043,44042,,6,1,-1,0.28,3,43,1750,"LINESTRING (-110.853624 32.245715, -110.857348 32.243140)",,Major arterial,1,0.15,4,1
30921,CRAYCROFT RD,44044,44045,,6,1,-1,0.25,2,43,1750,"LINESTRING (-110.875530 32.243446, -110.875431 32.247047)",,Major arterial,1,0.15,4,1
30921,CRAYCROFT RD,44045,44044,,6,1,-1,0.25,2,43,1750,"LINESTRING (-110.875439 32.247047, -110.875538 32.243446)",,Major arterial,1,0.15,4,1
30922,ROSEMONT BL,43980,44046,,6,1,-1,0.25,1,35,1650,"LINESTRING (-110.884121 32.247101, -110.884091 32.243427)",,Major arterial,1,0.15,4,1
30922,ROSEMONT BL,44046,43980,,6,1,-1,0.25,1,35,1650,"LINESTRING (-110.884083 32.243427, -110.884113 32.247101)",,Major arterial,1,0.15,4,1
30923,GRANT RD,44047,44048,,6,1,-1,0.26,3,43,1750,"LINESTRING (-110.884026 32.250664, -110.888397 32.250652)",,Major arterial,1,0.15,4,1
30923,GRANT RD,44048,44047,,6,1,-1,0.26,3,43,1750,"LINESTRING (-110.888397 32.250644, -110.884026 32.250656)",,Major arterial,1,0.15,4,1
30924,PIMA ST,44046,43981,,6,1,-1,0.25,2,39,1750,"LINESTRING (-110.884087 32.243431, -110.888351 32.243416)",,Major arterial,1,0.15,4,1
30924,PIMA ST,43981,44046,,6,1,-1,0.25,2,39,1750,"LINESTRING (-110.888351 32.243408, -110.884087 32.243423)",,Major arterial,1,0.15,4,1
30925,SWAN RD,44049,44050,,6,1,-1,0.25,2,43,1750,"LINESTRING (-110.892628 32.243416, -110.892643 32.247017)",,Major arterial,1,0.15,4,1
30925,SWAN RD,44050,44049,,6,1,-1,0.25,2,43,1750,"LINESTRING (-110.892651 32.247017, -110.892636 32.243416)",,Major arterial,1,0.15,4,1
30926,COLUMBUS BL,44051,44052,,6,1,-1,0.25,1,39,1650,"LINESTRING (-110.901180 32.243443, -110.901211 32.247013)",,Major arterial,1,0.15,4,1
30926,COLUMBUS BL,44052,44051,,6,1,-1,0.25,1,39,1650,"LINESTRING (-110.901219 32.247013, -110.901188 32.243443)",,Major arterial,1,0.15,4,1
30927,ALVERNON WY,44053,44054,,6,1,-1,0.25,2,39,1750,"LINESTRING (-110.909656 32.243454, -110.909710 32.247044)",,Major arterial,1,0.15,4,1
30927,ALVERNON WY,44054,44053,,6,1,-1,0.25,2,39,1750,"LINESTRING (-110.909718 32.247044, -110.909664 32.243454)",,Major arterial,1,0.15,4,1
30928,COUNTRY CLUB RD,44055,44056,,6,1,-1,0.25,2,39,1650,"LINESTRING (-110.926777 32.243248, -110.926807 32.246948)",,Major arterial,1,0.15,4,1
30928,COUNTRY CLUB RD,44056,44055,,6,1,-1,0.25,2,39,1650,"LINESTRING (-110.926815 32.246948, -110.926785 32.243248)",,Major arterial,1,0.15,4,1
30929,KOLB RD,44057,44058,,6,1,-1,0.35,3,43,1750,"LINESTRING (-110.843129 32.241763, -110.846875 32.245700)",,Major arterial,1,0.15,4,1
30929,KOLB RD,44058,44057,,6,1,-1,0.35,3,43,1750,"LINESTRING (-110.846881 32.245694, -110.843135 32.241757)",,Major arterial,1,0.15,4,1
30930,5TH ST,44059,44060,,6,1,-1,0.25,2,35,1650,"LINESTRING (-110.883995 32.228947, -110.888268 32.228886)",,Major arterial,1,0.15,4,1
30930,5TH ST,44060,44059,,6,1,-1,0.25,2,35,1650,"LINESTRING (-110.888268 32.228878, -110.883995 32.228939)",,Major arterial,1,0.15,4,1
30931,BROADWAY BL,44061,44062,,6,1,-1,0.25,3,43,1750,"LINESTRING (-110.887871 32.221611, -110.883675 32.221668)",,Major arterial,1,0.15,4,1
30931,BROADWAY BL,44062,44061,,6,1,-1,0.25,3,43,1750,"LINESTRING (-110.883675 32.221676, -110.887871 32.221619)",,Major arterial,1,0.15,4,1
30932,RIVER RD,44063,44064,,6,1,-1,0.6,1,39,1700,"LINESTRING (-110.883141 32.279972, -110.892593 32.279316)",,Major arterial,1,0.15,4,1
30932,RIVER RD,44064,44063,,6,1,-1,0.6,1,39,1700,"LINESTRING (-110.892593 32.279308, -110.883141 32.279964)",,Major arterial,1,0.15,4,1
30933,FORT LOWELL RD,44065,44066,,6,1,-1,0.21,1,35,1650,"LINESTRING (-110.885201 32.261521, -110.888817 32.261513)",,Major arterial,1,0.15,4,1
30933,FORT LOWELL RD,44066,44065,,6,1,-1,0.21,1,35,1650,"LINESTRING (-110.888817 32.261505, -110.885201 32.261513)",,Major arterial,1,0.15,4,1
30934,GLENN ST,44067,44068,,6,1,-1,0.35,1,35,1650,"LINESTRING (-110.883293 32.257916, -110.889351 32.257885)",,Major arterial,1,0.15,4,1
30934,GLENN ST,44068,44067,,6,1,-1,0.35,1,35,1650,"LINESTRING (-110.889351 32.257877, -110.883293 32.257908)",,Major arterial,1,0.15,4,1
30935,PANTANO RD,44069,44070,,6,1,-1,0.27,2,43,1750,"LINESTRING (-110.823833 32.242859, -110.823833 32.246807)",,Major arterial,1,0.15,4,1
30935,PANTANO RD,44070,44069,,6,1,-1,0.27,2,43,1750,"LINESTRING (-110.823841 32.246807, -110.823841 32.242859)",,Major arterial,1,0.15,4,1
30936,22ND ST,44071,44072,,6,1,-1,0.25,3,43,1750,"LINESTRING (-110.888016 32.206932, -110.883675 32.206905)",,Major arterial,1,0.15,4,1
30936,22ND ST,44072,44071,,6,1,-1,0.25,3,43,1750,"LINESTRING (-110.883675 32.206913, -110.888016 32.206940)",,Major arterial,1,0.15,4,1
30937,29TH ST,44073,44074,,6,1,-1,0.25,2,39,1650,"LINESTRING (-110.888046 32.199711, -110.883736 32.199688)",,Major arterial,1,0.15,4,1
30937,29TH ST,44074,44073,,6,1,-1,0.25,2,39,1650,"LINESTRING (-110.883736 32.199696, -110.888046 32.199719)",,Major arterial,1,0.15,4,1
30938,TUCSON BL,44075,44076,,6,1,-1,0.26,1,35,1650,"LINESTRING (-110.935352 32.242741, -110.935360 32.246517)",,Major arterial,1,0.15,4,1
30938,TUCSON BL,44076,44075,,6,1,-1,0.26,1,35,1650,"LINESTRING (-110.935368 32.246517, -110.935360 32.242741)",,Major arterial,1,0.15,4,1
30939,GOLF LINKS RD,43999,44077,,6,1,-1,1.07,3,47,1750,"LINESTRING (-110.892549 32.195316, -110.875108 32.192287)",,Major arterial,1,0.15,4,1
30939,GOLF LINKS RD,44077,43999,,6,1,-1,1.07,3,47,1750,"LINESTRING (-110.875106 32.192295, -110.892547 32.195324)",,Major arterial,1,0.15,4,1
30940,SPEEDWAY BL,44078,44079,,6,1,-1,0.25,3,39,1750,"LINESTRING (-110.888313 32.236198, -110.884033 32.236194)",,Major arterial,1,0.15,4,1
30940,SPEEDWAY BL,44079,44078,,6,1,-1,0.25,3,39,1750,"LINESTRING (-110.884033 32.236202, -110.888313 32.236206)",,Major arterial,1,0.15,4,1
30941,I-10 WB,44080,44081,,1,1,-1,0.78,2,71,2100,"LINESTRING (-110.882980 32.130360, -110.890114 32.139584)",,Freeway,1,0.15,4,1
30942,I-10 WB ON RAMP VALENCIA RD,44082,44083,,7,1,-1,0.26,1,39,1200,"LINESTRING (-110.886436 32.134312, -110.888794 32.137348)",,Ramp,1,0.15,4,1
30943,VALENCIA RD,44082,44084,,6,1,-1,0.14,2,58,1800,"LINESTRING (-110.886436 32.134316, -110.888832 32.134358)",,Major arterial,1,0.15,4,1
30943,VALENCIA RD,44084,44082,,6,1,-1,0.14,2,58,1800,"LINESTRING (-110.888832 32.134350, -110.886436 32.134308)",,Major arterial,1,0.15,4,1
30944,I-10 EB FRONTAGE RD,44085,44086,,3,1,-1,0.08,2,47,1700,"LINESTRING (-110.887970 32.133247, -110.886879 32.132530)",,Collector,1,0.15,4,1
30945,I-10 EB,44087,44088,,1,1,-1,0.65,2,71,2100,"LINESTRING (-110.890259 32.139053, -110.884697 32.131077)",,Freeway,1,0.15,4,1
30946,MOUNTAIN AV,44089,44090,,6,1,-1,0.47,1,35,1650,"LINESTRING (-110.952503 32.246441, -110.952450 32.239620)",,Major arterial,1,0.15,4,1
30946,MOUNTAIN AV,44090,44089,,6,1,-1,0.47,1,35,1650,"LINESTRING (-110.952442 32.239620, -110.952495 32.246441)",,Major arterial,1,0.15,4,1
30947,EUCLID AV,44091,44092,,6,1,-1,0.35,2,39,1750,"LINESTRING (-110.959507 32.239578, -110.959560 32.244709)",,Major arterial,1,0.15,4,1
30947,EUCLID AV,44092,44091,,6,1,-1,0.35,2,39,1750,"LINESTRING (-110.959568 32.244709, -110.959515 32.239578)",,Major arterial,1,0.15,4,1
30948,STONE AV,44093,44094,,6,1,-1,0.37,2,39,1700,"LINESTRING (-110.971813 32.239494, -110.971859 32.244911)",,Major arterial,1,0.15,4,1
30948,STONE AV,44094,44093,,6,1,-1,0.37,2,39,1700,"LINESTRING (-110.971867 32.244911, -110.971821 32.239494)",,Major arterial,1,0.15,4,1
30949,CAMPBELL AV,44095,44096,,6,1,-1,0.26,3,39,1750,"LINESTRING (-110.944073 32.246414, -110.943997 32.242702)",,Major arterial,1,0.15,4,1
30949,CAMPBELL AV,44096,44095,,6,1,-1,0.26,3,39,1750,"LINESTRING (-110.943989 32.242702, -110.944065 32.246414)",,Major arterial,1,0.15,4,1
30950,PARK AV,44097,44098,,6,1,-1,0.47,1,35,1650,"LINESTRING (-110.956775 32.239548, -110.956814 32.246384)",,Major arterial,1,0.15,4,1
30950,PARK AV,44098,44097,,6,1,-1,0.47,1,35,1650,"LINESTRING (-110.956822 32.246384, -110.956783 32.239548)",,Major arterial,1,0.15,4,1
30951,ORACLE RD,44099,44100,,6,1,-1,0.29,3,39,1700,"LINESTRING (-110.977970 32.240639, -110.977985 32.244839)",,Major arterial,1,0.15,4,1
30951,ORACLE RD,44100,44099,,6,1,-1,0.29,3,39,1700,"LINESTRING (-110.977993 32.244839, -110.977978 32.240639)",,Major arterial,1,0.15,4,1
30952,I-10 WB,44101,44102,,1,1,-1,0.18,3,71,2050,"LINESTRING (-110.986389 32.242218, -110.987999 32.244453)",,Freeway,1,0.15,4,1
30953,I-10 EB FRONTAGE RD,44103,44104,,3,1,-1,1.08,2,47,1650,"LINESTRING (-110.993439 32.250134, -110.984680 32.236450)",,Collector,1,0.15,4,1
30954,I-10 EB,44105,44106,,1,1,-1,0.27,3,71,2050,"LINESTRING (-110.988518 32.244801, -110.986176 32.241501)",,Freeway,1,0.15,4,1
30955,CALLE BARRIL,44107,44108,,3,1,-1,0.63,1,35,1600,"LINESTRING (-110.884040 32.294632, -110.892867 32.295796)",,Collector,1,0.15,4,1
30955,CALLE BARRIL,44108,44107,,3,1,-1,0.63,1,35,1600,"LINESTRING (-110.892869 32.295788, -110.884042 32.294624)",,Collector,1,0.15,4,1
30956,DODGE BL,44109,44110,,3,1,-1,0.25,1,35,1550,"LINESTRING (-110.913967 32.243404, -110.913997 32.247047)",,Collector,1,0.15,4,1
30956,DODGE BL,44110,44109,,3,1,-1,0.25,1,35,1550,"LINESTRING (-110.914005 32.247047, -110.913975 32.243404)",,Collector,1,0.15,4,1
30957,CAMINO PIO DECIMO,44009,44111,,3,1,-1,0.27,1,35,1550,"LINESTRING (-110.828130 32.242873, -110.830205 32.245258)",,Collector,1,0.15,4,1
30957,CAMINO PIO DECIMO,44111,44009,,3,1,-1,0.27,1,35,1550,"LINESTRING (-110.830211 32.245252, -110.828136 32.242867)",,Collector,1,0.15,4,1
30958,,315,44113,,5,1,-1,0.6,9,15,1111,"LINESTRING (-110.882833 32.125206, -110.891989 32.129193)",,Zonal connector,1,0.15,4,1
30958,,44113,315,,5,1,-1,0.6,9,15,1111,"LINESTRING (-110.891993 32.129185, -110.882837 32.125198)",,Zonal connector,1,0.15,4,1
30959,,957,44114,,5,1,-1,0.53,9,15,1111,"LINESTRING (-111.044262 32.243445, -111.041569 32.250712)",,Zonal connector,1,0.15,4,1
30959,,44114,957,,5,1,-1,0.53,9,15,1111,"LINESTRING (-111.041577 32.250714, -111.044270 32.243447)",,Zonal connector,1,0.15,4,1
30960,BEVERLY AV,44115,44116,,6,1,-1,0.5,1,35,1650,"LINESTRING (-110.879841 32.250656, -110.879841 32.243439)",,Major arterial,1,0.15,4,1
30960,BEVERLY AV,44116,44115,,6,1,-1,0.5,1,35,1650,"LINESTRING (-110.879833 32.243439, -110.879833 32.250656)",,Major arterial,1,0.15,4,1
30961,WINSETT ST,44117,44118,,6,1,-1,0.54,1,35,1650,"LINESTRING (-110.883621 32.214409, -110.892265 32.213551)",,Major arterial,1,0.15,4,1
30961,WINSETT ST,44118,44117,,6,1,-1,0.54,1,35,1650,"LINESTRING (-110.892265 32.213543, -110.883621 32.214401)",,Major arterial,1,0.15,4,1
30962,,318,44120,,5,1,-1,0.24,9,15,1111,"LINESTRING (-110.887718 32.218029, -110.883652 32.218063)",,Zonal connector,1,0.15,4,1
30962,,44120,318,,5,1,-1,0.24,9,15,1111,"LINESTRING (-110.883652 32.218071, -110.887718 32.218037)",,Zonal connector,1,0.15,4,1
30963,,53,44122,,5,1,-1,0.38,9,15,1111,"LINESTRING (-110.974957 32.244904, -110.974896 32.239452)",,Zonal connector,1,0.15,4,1
30963,,44122,53,,5,1,-1,0.38,9,15,1111,"LINESTRING (-110.974888 32.239452, -110.974949 32.244904)",,Zonal connector,1,0.15,4,1
30964,I-10 WB FRONTAGE RD,44123,44124,,3,1,-1,0.98,2,47,1650,"LINESTRING (-110.983643 32.236546, -110.991249 32.249096)",,Collector,1,0.15,4,1
30965,6TH AV,44125,44126,,3,1,-1,0.21,1,35,1500,"LINESTRING (-110.968777 32.242626, -110.968807 32.245739)",,Collector,1,0.15,4,1
30965,6TH AV,44126,44125,,3,1,-1,0.21,1,35,1500,"LINESTRING (-110.968815 32.245739, -110.968785 32.242626)",,Collector,1,0.15,4,1
30966,,54,44125,,5,1,-1,0.19,9,15,1111,"LINESTRING (-110.970264 32.245096, -110.968784 32.242624)",,Zonal connector,1,0.15,4,1
30966,,44125,54,,5,1,-1,0.19,9,15,1111,"LINESTRING (-110.968778 32.242628, -110.970258 32.245100)",,Zonal connector,1,0.15,4,1
30967,,367,44129,,5,1,-1,2.51,9,15,1111,"LINESTRING (-110.901833 32.005382, -110.859108 32.003631)",,Zonal connector,1,0.15,4,1
30967,,44129,367,,5,1,-1,2.51,9,15,1111,"LINESTRING (-110.859108 32.003639, -110.901833 32.005390)",,Zonal connector,1,0.15,4,1
30968,,333,44131,,5,1,-1,0.78,9,15,1111,"LINESTRING (-110.884671 32.051643, -110.893277 32.060195)",,Zonal connector,1,0.15,4,1
30968,,44131,333,,5,1,-1,0.78,9,15,1111,"LINESTRING (-110.893283 32.060189, -110.884677 32.051637)",,Zonal connector,1,0.15,4,1
30969,,364,44133,,5,1,-1,2.52,9,15,1111,"LINESTRING (-110.901802 32.026928, -110.858940 32.025238)",,Zonal connector,1,0.15,4,1
30969,,44133,364,,5,1,-1,2.52,9,15,1111,"LINESTRING (-110.858940 32.025246, -110.901802 32.026936)",,Zonal connector,1,0.15,4,1
30970,WILMOT RD,44134,44135,,6,1,-1,0.12,2,39,1650,"LINESTRING (-110.857929 32.245148, -110.858036 32.243340)",,Major arterial,1,0.15,4,1
30970,WILMOT RD,44135,44134,,6,1,-1,0.12,2,39,1650,"LINESTRING (-110.858028 32.243340, -110.857921 32.245148)",,Major arterial,1,0.15,4,1
