link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,restricted_turn_nodes,auto_turn_volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_info,MEU_vol_auto,MEU_vol_info,mode_cap_auto,mode_cap_info,mode_VOC_auto,mode_VOC_info,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
36,36,bpr,36,31,3.000000,0.974320,0.605544,1.948640,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.949,60.000,37.290,2.000,0.000,0.000,1000.000,3000.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1688870 33.6606500, -112.1615350 33.6543710)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
37,37,bpr,31,36,3.000000,0.974250,0.605500,0.899308,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.899,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615210 33.6543880, -112.1688730 33.6606660)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
38,38,bpr,31,37,3.000000,0.964400,0.599378,0.890215,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.890,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615350 33.6543880, -112.1687240 33.6481020)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
39,39,bpr,37,31,3.000000,0.964400,0.599378,0.890215,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.890,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1687100 33.6480850, -112.1615210 33.6543710)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
40,40,bpr,38,33,3.000000,0.892780,0.554866,0.824105,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.824,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1175340 33.6624650, -112.1150510 33.6546850)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
41,41,bpr,33,38,3.000000,0.892880,0.554929,0.824197,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.824,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150300 33.6546910, -112.1175130 33.6624720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
42,42,bpr,33,39,3.000000,0.871390,0.541572,0.804360,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.804,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150520 33.6546880, -112.1153660 33.6468330)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
43,43,bpr,39,33,3.000000,0.871390,0.541572,0.804360,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.804,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1153430 33.6468330, -112.1150290 33.6546880)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
44,44,bpr,40,35,3.000000,0.812430,0.504929,0.749935,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.750,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0943640 33.6604190, -112.0886370 33.6548730)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
45,45,bpr,35,40,3.000000,0.812290,0.504842,0.749806,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.750,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886230 33.6548900, -112.0943490 33.6604350)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
46,46,bpr,35,41,3.000000,1.280510,0.795842,1.182009,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.182,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886360 33.6548910, -112.0996530 33.6479270)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
47,47,bpr,41,35,3.000000,1.280430,0.795792,1.181935,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.182,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
48,48,bpr,4,36,2.000000,1.497090,0.930447,2.994180,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.994,60.000,37.290,2.000,0.000,0.000,700.000,1400.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
49,49,bpr,2,34,3.000000,3.108150,1.931728,2.869062,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.869,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
50,50,bpr,34,35,3.000000,2.340500,1.454630,2.160462,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.160,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
51,51,bpr,35,33,3.000000,2.448910,1.522007,2.260532,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.261,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886300 33.6548930, -112.1150410 33.6546990)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
52,52,bpr,33,32,3.000000,1.988620,1.235935,1.835649,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.836,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150410 33.6546990, -112.1364880 33.6545630)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
53,53,bpr,32,31,3.000000,2.321790,1.443002,2.143191,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.143,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1364880 33.6545630, -112.1615280 33.6543910)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
54,54,bpr,31,30,3.000000,2.509090,1.559410,2.316083,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.316,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615280 33.6543910, -112.1885880 33.6542040)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
55,55,bpr,30,1,3.000000,2.580120,1.603555,2.381649,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.382,60.000,37.290,0.923,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1885880 33.6542040, -112.2164130 33.6539380)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
56,56,bpr,7,38,1.000000,0.672220,0.417787,0.620511,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.621,60.000,37.290,0.923,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
57,57,bpr,38,7,1.000000,0.672160,0.417750,0.620455,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.620,60.000,37.290,0.923,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1175130 33.6624740, -112.1202960 33.6680720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
58,58,bpr,39,23,1.000000,0.793640,0.493250,0.732591,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.733,60.000,37.290,0.923,0.000,0.000,1900.000,1900.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
