link_seq_id,link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,penalty_s0,Vam_25nb_auto,VAB_am_25nb_auto,VBA_am_25nb_auto,block,MEUVABam25nbauto,capABam25nbauto,PENABam25nbauto,DOCABam25nbauto,TTABam_25nb_auto,MEUVBAam25nbauto,capBAam25nbauto,PENBAam25nbauto,DOCBAam25nbauto,TTBAam_25nb_auto,
16,16,,1320,11148,"LINESTRING (-111.934152 40.599993,-111.938793 40.599039)",0.406594,0.252700,0.721552,-1,,network_wide,-1,0,-1,1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.722,,,,,
17,17,,1322,5589,"LINESTRING (-111.934349 40.591006,-111.934063 40.587781)",0.358646,0.222900,0.636462,-1,,network_wide,-1,0,-1,1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.636,,,,,
18,18,,1322,11161,"LINESTRING (-111.934349 40.591006,-111.929272 40.591047)",0.429603,0.267000,0.762383,-1,,network_wide,-1,0,-1,1,7.0,,272.2,272.2,,,272.2,70000.0,0.0,0.004,0.762,,,,,
19,19,,1323,5592,"LINESTRING (-111.921418 40.591609,-111.922175 40.587742)",0.433947,0.269700,0.770093,-1,,network_wide,-1,0,-1,1,7.0,,706.7,706.7,,,706.7,70000.0,0.0,0.010,0.770,,,,,
20,20,,1325,10853,"LINESTRING (-111.907451 40.592344,-111.904442 40.592385)",0.254705,0.158300,0.474605,-1,,network_wide,-1,0,-1,1,7.0,,341.5,341.5,,,341.5,70000.0,0.0,0.005,0.475,,,,,
21,21,,1346,11172,"LINESTRING (-111.943605 40.584092,-111.938819 40.584171)",0.405146,0.251800,0.718982,-1,,network_wide,-1,0,-1,-1,7.0,,809.4,809.4,,,809.4,70000.0,0.0,0.012,0.719,,,,,
22,22,,1348,5210,"LINESTRING (-111.943542 40.576985,-111.938741 40.576961)",0.406272,0.252500,0.720980,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.721,,,,,
23,23,,1349,5210,"LINESTRING (-111.934352 40.576870,-111.938741 40.576961)",0.371518,0.230900,0.659305,-1,,network_wide,-1,0,-1,-1,7.0,,219.4,219.4,,,219.4,70000.0,0.0,0.003,0.659,,,,,
24,24,,1349,5219,"LINESTRING (-111.934352 40.576870,-111.929172 40.576740)",0.438613,0.272600,0.778373,-1,,network_wide,-1,0,-1,-1,7.0,,252.0,252.0,,,252.0,70000.0,0.0,0.004,0.778,,,,,
25,25,,1349,11181,"LINESTRING (-111.934352 40.576870,-111.931031 40.573173)",0.497342,0.309100,0.882594,-1,,network_wide,-1,0,-1,-1,7.0,,333.1,333.1,,,333.1,70000.0,0.0,0.005,0.883,,,,,
26,26,,1351,5209,"LINESTRING (-111.943535 40.568001,-111.938738 40.568083)",0.406112,0.252400,0.720695,-1,,network_wide,-1,0,-1,-1,7.0,,271.6,271.6,,,271.6,70000.0,0.0,0.004,0.721,,,,,
27,27,,1352,5209,"LINESTRING (-111.933963 40.567876,-111.938738 40.568083)",0.404824,0.251600,0.718411,-1,,network_wide,-1,0,-1,-1,7.0,,97.8,97.8,,,97.8,70000.0,0.0,0.001,0.718,,,,,
28,28,,1352,6256,"LINESTRING (-111.933963 40.567876,-111.929139 40.568044)",0.408686,0.254000,0.725264,-1,,network_wide,-1,0,-1,-1,7.0,,161.5,161.5,,,161.5,70000.0,0.0,0.002,0.725,,,,,
29,29,,1352,11181,"LINESTRING (-111.933963 40.567876,-111.931031 40.573173)",0.638129,0.396600,1.132439,-1,,network_wide,-1,0,-1,-1,7.0,,119.4,119.4,,,119.4,70000.0,0.0,0.002,1.132,,,,,
30,30,,1352,11261,"LINESTRING (-111.933963 40.567876,-111.934612 40.562298)",0.621557,0.386300,1.103029,-1,,network_wide,-1,0,-1,-1,7.0,,39.0,39.0,,,39.0,70000.0,0.0,0.001,1.103,,,,,
31,31,,1353,5589,"LINESTRING (-111.934266 40.584068,-111.934063 40.587781)",0.412548,0.256400,0.732116,-1,,network_wide,-1,0,-1,1,7.0,,23.8,23.8,,,23.8,70000.0,0.0,0.000,0.732,,,,,
32,32,,1353,11172,"LINESTRING (-111.934266 40.584068,-111.938819 40.584171)",0.385356,0.239500,0.683861,-1,,network_wide,-1,0,-1,1,7.0,,45.7,45.7,,,45.7,70000.0,0.0,0.001,0.684,,,,,
33,33,,1353,11173,"LINESTRING (-111.934266 40.584068,-111.929246 40.584369)",0.426063,0.264800,0.756102,-1,,network_wide,-1,0,-1,1,7.0,,27.7,27.7,,,27.7,70000.0,0.0,0.000,0.756,,,,,
34,34,,1354,5592,"LINESTRING (-111.923428 40.584054,-111.922175 40.587742)",0.422684,0.262700,0.787610,-1,,network_wide,-1,0,-1,1,7.0,,527.2,527.2,,,527.2,70000.0,0.0,0.008,0.788,,,,,
35,35,,1354,11173,"LINESTRING (-111.923428 40.584054,-111.929246 40.584369)",0.493480,0.306700,0.919529,-1,,network_wide,-1,0,-1,1,7.0,,208.8,208.8,,,208.8,70000.0,0.0,0.003,0.920,,,,,
36,36,,1355,5219,"LINESTRING (-111.924746 40.576632,-111.929172 40.576740)",0.374736,0.232900,0.665015,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.665,,,,,
37,37,,1355,11183,"LINESTRING (-111.924746 40.576632,-111.923406 40.572477)",0.474977,0.295200,0.842905,-1,,network_wide,-1,0,-1,-1,7.0,,448.1,448.1,,,448.1,70000.0,0.0,0.006,0.843,,,,,
38,38,,1356,6255,"LINESTRING (-111.924114 40.567177,-111.919626 40.565871)",0.406594,0.252700,0.721552,-1,,network_wide,-1,0,-1,-1,7.0,,116.0,116.0,,,116.0,70000.0,0.0,0.002,0.722,,,,,
39,39,,1356,6256,"LINESTRING (-111.924114 40.567177,-111.929139 40.568044)",0.436039,0.271000,0.773805,-1,,network_wide,-1,0,-1,-1,7.0,,255.4,255.4,,,255.4,70000.0,0.0,0.004,0.774,,,,,
40,40,,1356,11183,"LINESTRING (-111.924114 40.567177,-111.923406 40.572477)",0.591147,0.367400,1.049062,-1,,network_wide,-1,0,-1,-1,7.0,,73.2,73.2,,,73.2,70000.0,0.0,0.001,1.049,,,,,
41,41,,1356,11259,"LINESTRING (-111.924114 40.567177,-111.926737 40.562009)",0.615121,0.382300,1.091607,-1,,network_wide,-1,0,-1,-1,7.0,,93.1,93.1,,,93.1,70000.0,0.0,0.001,1.092,,,,,
42,42,,1357,5174,"LINESTRING (-111.914302 40.565109,-111.913869 40.559071)",0.671114,0.417100,1.190974,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,1.191,,,,,
43,43,,1357,5588,"LINESTRING (-111.914302 40.565109,-111.917018 40.571988)",0.797260,0.495500,1.414835,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,1.415,,,,,
44,44,,1357,6255,"LINESTRING (-111.914302 40.565109,-111.919626 40.565871)",0.458404,0.284900,0.813494,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.813,,,,,
45,45,,1359,6185,"LINESTRING (-111.911824 40.577722,-111.905514 40.575754)",0.576987,0.358600,1.023935,-1,,network_wide,-1,0,-1,-1,7.0,,457.4,457.4,,,457.4,70000.0,0.0,0.007,1.024,,,,,
46,46,,1360,10850,"LINESTRING (-111.901834 40.584029,-111.904175 40.585624)",0.265646,0.165100,0.494992,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.495,,,,,
47,47,,1360,11489,"LINESTRING (-111.901834 40.584029,-111.902652 40.580647)",0.381816,0.237300,0.711458,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.711,,,,,
48,48,,1361,5728,"LINESTRING (-111.902492 40.575680,-111.900794 40.573575)",0.274334,0.170500,0.511182,-1,,network_wide,-1,0,-1,-1,7.0,,0.0,0.0,,,0.0,70000.0,0.0,0.000,0.511,,,,,
49,49,,1397,11261,"LINESTRING (-111.936589 40.553565,-111.934612 40.562298)",0.983421,0.611200,1.745201,-1,,network_wide,-1,0,-1,-1,7.0,,47.1,47.1,,,47.1,70000.0,0.0,0.001,1.745,,,,,
50,50,,1404,11257,"LINESTRING (-111.908153 40.571760,-111.908371 40.569754)",0.223490,0.138900,0.416441,-1,,network_wide,-1,0,-1,-1,7.0,,49.9,49.9,,,49.9,70000.0,0.0,0.001,0.416,,,,,
51,51,motorway,3689,11507,"LINESTRING (-111.900748 40.562521,-111.902527 40.562393)",0.151246,0.094000,0.225460,-1,,network_wide,-1,0,-1,-1,2.0,motorway,0.0,0.0,,,0.0,1202.0,0.0,0.000,0.225,,,,,
52,52,motorway,4156,10849,"LINESTRING (-111.900942 40.585620,-111.900672 40.584264)",0.152211,0.094600,0.236353,-1,,network_wide,-1,0,-1,-1,1.0,motorway,0.0,0.0,,,0.0,633.0,0.0,0.000,0.236,,,,,
53,53,motorway,4156,10850,"LINESTRING (-111.900942 40.585620,-111.904175 40.585624)",0.273530,0.170000,0.424736,-1,,network_wide,-1,0,-1,-1,1.0,motorway,4.6,4.6,,,4.6,633.0,0.0,0.007,0.425,,,,,
54,54,motorway,4804,5106,"LINESTRING (-111.910307 40.602331,-111.910268 40.598557)",0.418984,0.260400,0.538424,-1,,network_wide,-1,0,-1,1,1.0,motorway,1574.5,1574.5,,,1574.5,666.0,0.0,2.364,3.061,,,,,
55,55,motorway,4804,5109,"LINESTRING (-111.910307 40.602331,-111.910315 40.605939)",0.400480,0.248900,0.514646,-1,,network_wide,-1,0,-1,1,1.0,motorway,1137.8,1137.8,,,1137.8,666.0,0.0,1.708,1.172,,,,,
56,56,motorway,4899,5030,"LINESTRING (-111.910059 40.625783,-111.909957 40.621262)",0.418823,0.260300,0.520277,-1,,network_wide,-1,0,-1,-1,2.0,motorway,246.2,246.2,,,246.2,1266.0,0.0,0.194,0.520,,,,,
57,57,,4952,1289,"LINESTRING (-111.929251 40.616674,-111.933868 40.616707)",0.390504,0.242700,0.692998,-1,,network_wide,-1,0,-1,-1,7.0,,105.5,105.5,,,105.5,70000.0,0.0,0.002,0.693,,,,,
58,58,,4952,1290,"LINESTRING (-111.929251 40.616674,-111.924502 40.617134)",0.404824,0.251600,0.718411,-1,,network_wide,-1,0,-1,-1,7.0,,173.1,173.1,,,173.1,70000.0,0.0,0.002,0.718,,,,,
59,59,motorway,4952,5022,"LINESTRING (-111.929251 40.616674,-111.929163 40.609415)",0.805626,0.500700,0.938229,-1,,network_wide,-1,0,-1,-1,1.0,motorway,460.9,460.9,,,460.9,666.0,0.0,0.692,0.971,,,,,
60,60,motorway,4952,5440,"LINESTRING (-111.929251 40.616674,-111.929192 40.623484)",0.630712,0.391990,0.734525,-1,,network_wide,-1,0,-1,-1,1.0,motorway,631.7,631.7,,,631.7,666.0,0.0,0.948,0.824,,,,,
61,61,,4958,1299,"LINESTRING (-111.910232 40.618529,-111.908054 40.616174)",0.319869,0.198800,0.567647,-1,,network_wide,-1,0,-1,-1,7.0,,103.5,103.5,,,103.5,70000.0,0.0,0.001,0.568,,,,,
62,62,motorway,4958,5010,"LINESTRING (-111.910232 40.618529,-111.910059 40.616076)",0.227706,0.141520,0.235720,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1321.6,1321.6,,,1321.6,1628.0,0.0,0.812,0.251,,,,,
63,63,motorway,4958,5030,"LINESTRING (-111.910232 40.618529,-111.909957 40.621262)",0.254367,0.158090,0.263320,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1764.8,1764.8,,,1764.8,1628.0,0.0,1.084,0.318,,,,,
64,64,motorway,5009,5027,"LINESTRING (-111.913172 40.610470,-111.910314 40.610655)",0.242637,0.150800,0.251177,-1,,network_wide,-1,0,-1,1,2.0,motorway,803.6,803.6,,,803.6,1628.0,0.0,0.494,0.253,,,,,
65,65,motorway,5009,5240,"LINESTRING (-111.913172 40.610470,-111.911929 40.614669)",0.477712,0.296900,0.494526,-1,,network_wide,-1,0,-1,1,2.0,motorway,560.7,560.7,,,560.7,1628.0,0.0,0.344,0.496,,,,,
66,66,motorway,5009,5863,"LINESTRING (-111.913172 40.610470,-111.916784 40.610265)",0.306354,0.190400,0.317136,-1,,network_wide,-1,0,-1,1,2.0,motorway,588.5,588.5,,,588.5,1628.0,0.0,0.361,0.318,,,,,
67,67,motorway,5010,4958,"LINESTRING (-111.910059 40.616076,-111.910232 40.618529)",0.227706,0.141520,0.235720,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1685.0,1685.0,,,1685.0,1628.0,0.0,1.035,0.276,,,,,
68,68,motorway,5010,5027,"LINESTRING (-111.910059 40.616076,-111.910314 40.610655)",0.502603,0.312370,0.535159,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1132.0,1132.0,,,1132.0,857.0,0.0,1.321,0.780,,,,,
69,69,motorway,5010,5240,"LINESTRING (-111.910059 40.616076,-111.911929 40.614669)",0.216748,0.134710,0.224377,-1,,network_wide,-1,0,-1,-1,2.0,motorway,189.5,189.5,,,189.5,1628.0,0.0,0.116,0.224,,,,,
70,70,motorway,5017,5018,"LINESTRING (-111.938751 40.609517,-111.938855 40.616737)",0.801282,0.498000,0.694452,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1906.6,1906.6,,,1906.6,2562.0,0.0,0.744,0.726,,,,,
71,71,motorway,5017,11123,"LINESTRING (-111.938751 40.609517,-111.943739 40.609520)",0.421880,0.262200,0.436729,-1,,network_wide,-1,0,-1,-1,2.0,motorway,334.3,334.3,,,334.3,1628.0,0.0,0.205,0.437,,,,,
72,72,motorway,5017,11124,"LINESTRING (-111.938751 40.609517,-111.931819 40.609526)",0.586320,0.364400,0.606956,-1,,network_wide,-1,0,-1,-1,2.0,motorway,534.4,534.4,,,534.4,1628.0,0.0,0.328,0.608,,,,,
73,73,motorway,5017,11146,"LINESTRING (-111.938751 40.609517,-111.938858 40.605898)",0.401767,0.249700,0.348202,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1865.2,1865.2,,,1865.2,2562.0,0.0,0.728,0.363,,,,,
74,74,,5018,1285,"LINESTRING (-111.938855 40.616737,-111.943375 40.616454)",0.383586,0.238400,0.680720,-1,,network_wide,-1,0,-1,-1,7.0,,629.4,629.4,,,629.4,70000.0,0.0,0.009,0.681,,,,,
75,75,,5018,1289,"LINESTRING (-111.938855 40.616737,-111.933868 40.616707)",0.421719,0.262100,0.748392,-1,,network_wide,-1,0,-1,-1,7.0,,314.1,314.1,,,314.1,70000.0,0.0,0.004,0.748,,,,,
76,76,motorway,5018,5017,"LINESTRING (-111.938855 40.616737,-111.938751 40.609517)",0.801282,0.498000,0.694452,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1903.1,1903.1,,,1903.1,2562.0,0.0,0.743,0.726,,,,,
77,77,motorway,5018,5436,"LINESTRING (-111.938855 40.616737,-111.938742 40.624085)",0.815602,0.506900,0.706863,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1636.4,1636.4,,,1636.4,2562.0,0.0,0.639,0.725,,,,,
78,78,motorway,5022,4952,"LINESTRING (-111.929163 40.609415,-111.929251 40.616674)",0.805626,0.500700,0.938229,-1,,network_wide,-1,0,-1,1,1.0,motorway,459.4,459.4,,,459.4,666.0,0.0,0.690,0.970,,,,,
79,79,motorway,5022,5524,"LINESTRING (-111.929163 40.609415,-111.925488 40.608731)",0.319869,0.198800,0.331128,-1,,network_wide,-1,0,-1,1,2.0,motorway,1342.6,1342.6,,,1342.6,1628.0,0.0,0.825,0.354,,,,,
80,80,motorway,5022,11124,"LINESTRING (-111.929163 40.609415,-111.931819 40.609526)",0.224938,0.139800,0.232855,-1,,network_wide,-1,0,-1,1,2.0,motorway,259.9,259.9,,,259.9,1628.0,0.0,0.160,0.233,,,,,
81,81,motorway,5022,11147,"LINESTRING (-111.929163 40.609415,-111.929235 40.607691)",0.191471,0.119000,0.222986,-1,,network_wide,-1,0,-1,1,1.0,motorway,855.1,855.1,,,855.1,666.0,0.0,1.284,0.314,,,,,
82,82,motorway,5027,5009,"LINESTRING (-111.910314 40.610655,-111.913172 40.610470)",0.242637,0.150800,0.251177,-1,,network_wide,-1,0,-1,1,2.0,motorway,439.0,439.0,,,439.0,1628.0,0.0,0.270,0.251,,,,,
83,83,motorway,5027,5010,"LINESTRING (-111.910314 40.610655,-111.910059 40.616076)",0.502603,0.312370,0.535159,-1,,network_wide,-1,0,-1,1,1.0,motorway,1167.0,1167.0,,,1167.0,857.0,0.0,1.362,0.811,,,,,
84,84,motorway,5027,11129,"LINESTRING (-111.910314 40.610655,-111.907639 40.610911)",0.227995,0.141700,0.236020,-1,,network_wide,-1,0,-1,1,2.0,motorway,1152.1,1152.1,,,1152.1,1628.0,0.0,0.708,0.245,,,,,
85,85,motorway,5027,11150,"LINESTRING (-111.910314 40.610655,-111.910332 40.607207)",0.382620,0.237800,0.491694,-1,,network_wide,-1,0,-1,1,1.0,motorway,1356.8,1356.8,,,1356.8,666.0,0.0,2.037,1.762,,,,,
86,86,motorway,5030,4899,"LINESTRING (-111.909957 40.621262,-111.910059 40.625783)",0.418823,0.260300,0.520277,-1,,network_wide,-1,0,-1,-1,2.0,motorway,471.2,471.2,,,471.2,1266.0,0.0,0.372,0.522,,,,,
87,87,motorway,5030,4958,"LINESTRING (-111.909957 40.621262,-111.910232 40.618529)",0.254367,0.158090,0.263320,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1411.8,1411.8,,,1411.8,1628.0,0.0,0.867,0.286,,,,,
88,88,motorway,5030,10872,"LINESTRING (-111.909957 40.621262,-111.913107 40.621094)",0.292178,0.181590,0.302462,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1115.9,1115.9,,,1115.9,1628.0,0.0,0.685,0.312,,,,,
89,89,motorway,5030,11128,"LINESTRING (-111.909957 40.621262,-111.907655 40.620856)",0.216427,0.134510,0.278124,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1295.2,1295.2,,,1295.2,1628.0,0.0,0.796,0.295,,,,,
90,90,motorway,5034,11129,"LINESTRING (-111.902804 40.610814,-111.907639 40.610911)",0.447849,0.278340,0.463612,-1,,network_wide,-1,0,-1,-1,2.0,motorway,517.6,517.6,,,517.6,1628.0,0.0,0.318,0.464,,,,,
91,91,motorway,5037,11128,"LINESTRING (-111.901884 40.620828,-111.907655 40.620856)",0.534413,0.332140,0.686759,-1,,network_wide,-1,0,-1,-1,2.0,motorway,651.1,651.1,,,651.1,1628.0,0.0,0.400,0.689,,,,,
92,92,motorway,5103,5820,"LINESTRING (-111.929223 40.594991,-111.929267 40.603321)",0.924531,0.574600,1.076706,-1,,network_wide,-1,0,-1,1,1.0,motorway,1156.5,1156.5,,,1156.5,666.0,0.0,1.737,2.545,,,,,
93,93,motorway,5103,11161,"LINESTRING (-111.929223 40.594991,-111.929272 40.591047)",0.437809,0.272100,0.509871,-1,,network_wide,-1,0,-1,1,1.0,motorway,1033.9,1033.9,,,1033.9,666.0,0.0,1.552,0.954,,,,,
94,94,motorway,5106,4804,"LINESTRING (-111.910268 40.598557,-111.910307 40.602331)",0.418984,0.260400,0.538424,-1,,network_wide,-1,0,-1,1,1.0,motorway,1137.8,1137.8,,,1137.8,666.0,0.0,1.708,1.226,,,,,
95,95,motorway,5106,5117,"LINESTRING (-111.910268 40.598557,-111.910225 40.587717)",1.203049,0.747700,1.868089,-1,,network_wide,-1,0,-1,1,1.0,motorway,584.9,584.9,,,584.9,633.0,0.0,0.924,2.072,,,,,
96,96,motorway,5106,10852,"LINESTRING (-111.910268 40.598557,-111.909246 40.598382)",0.088656,0.055100,0.137664,-1,,network_wide,-1,0,-1,1,1.0,motorway,989.6,989.6,,,989.6,633.0,0.0,1.563,0.261,,,,,
97,97,motorway,5109,4804,"LINESTRING (-111.910315 40.605939,-111.910307 40.602331)",0.400480,0.248900,0.514646,-1,,network_wide,-1,0,-1,1,1.0,motorway,1574.5,1574.5,,,1574.5,666.0,0.0,2.364,2.926,,,,,
98,98,motorway,5109,11150,"LINESTRING (-111.910315 40.605939,-111.910332 40.607207)",0.140787,0.087500,0.180922,-1,,network_wide,-1,0,-1,1,1.0,motorway,1571.5,1571.5,,,1571.5,666.0,0.0,2.360,1.022,,,,,
99,99,motorway,5109,11151,"LINESTRING (-111.910315 40.605939,-111.906610 40.605960)",0.313433,0.194800,0.449259,-1,,network_wide,-1,0,-1,1,1.0,motorway,67.2,67.2,,,67.2,514.0,0.0,0.131,0.449,,,,,
100,100,motorway,5112,5589,"LINESTRING (-111.938730 40.587762,-111.934063 40.587781)",0.394849,0.245400,0.377304,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2209.0,2209.0,,,2209.0,1784.0,0.0,1.238,0.510,,,,,
101,101,motorway,5112,11159,"LINESTRING (-111.938730 40.587762,-111.943604 40.587762)",0.412387,0.256300,0.394063,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1650.5,1650.5,,,1650.5,1784.0,0.0,0.925,0.437,,,,,
102,102,motorway,5112,11160,"LINESTRING (-111.938730 40.587762,-111.938878 40.590844)",0.342395,0.212800,0.296746,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1329.9,1329.9,,,1329.9,2562.0,0.0,0.519,0.300,,,,,
103,103,motorway,5112,11172,"LINESTRING (-111.938730 40.587762,-111.938819 40.584171)",0.398549,0.247700,0.380840,-1,,network_wide,-1,0,-1,-1,2.0,motorway,1364.1,1364.1,,,1364.1,1784.0,0.0,0.765,0.400,,,,,
104,104,motorway,5113,8002,"LINESTRING (-111.938770 40.594013,-111.943373 40.593977)",0.389378,0.242000,0.558115,-1,,network_wide,-1,0,-1,-1,1.0,motorway,0.0,0.0,,,0.0,514.0,0.0,0.000,0.558,,,,,
105,105,motorway,5113,11148,"LINESTRING (-111.938770 40.594013,-111.938793 40.599039)",0.557679,0.346600,0.483328,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1332.1,1332.1,,,1332.1,2562.0,0.0,0.520,0.489,,,,,
106,106,motorway,5113,11160,"LINESTRING (-111.938770 40.594013,-111.938878 40.590844)",0.351888,0.218700,0.304973,-1,,network_wide,-1,0,-1,-1,3.0,motorway,1333.7,1333.7,,,1333.7,2562.0,0.0,0.521,0.308,,,,,
107,107,motorway,5114,5589,"LINESTRING (-111.929195 40.587794,-111.934063 40.587781)",0.411904,0.256000,0.393602,-1,,network_wide,-1,0,-1,1,2.0,motorway,2254.6,2254.6,,,2254.6,1784.0,0.0,1.264,0.544,,,,,
108,108,motorway,5114,5592,"LINESTRING (-111.929195 40.587794,-111.922175 40.587742)",0.594043,0.369200,0.691820,-1,,network_wide,-1,0,-1,1,2.0,motorway,2090.2,2090.2,,,2090.2,1694.0,0.0,1.234,0.932,,,,,
109,109,motorway,5114,11161,"LINESTRING (-111.929195 40.587794,-111.929272 40.591047)",0.361060,0.224400,0.420489,-1,,network_wide,-1,0,-1,1,1.0,motorway,619.2,619.2,,,619.2,666.0,0.0,0.930,0.468,,,,,
110,110,motorway,5114,11173,"LINESTRING (-111.929195 40.587794,-111.929246 40.584369)",0.380046,0.236200,0.488386,-1,,network_wide,-1,0,-1,1,1.0,motorway,953.4,953.4,,,953.4,666.0,0.0,1.432,0.796,,,,,
