link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,link_type_code,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_plf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
218,217,0,6255,1357,-1,-1,99,,,7.000000,0.458404,33.810000,28.738501,0.813494,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919626 40.565871,-111.914302 40.565109)"
219,218,0,6255,5215,-1,-1,1,,,1.000000,0.730647,41.860000,35.581001,1.047272,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919626 40.565871,-111.919678 40.572454)"
220,219,0,6255,10857,-1,-1,1,,,1.000000,0.385034,41.860000,35.581001,0.551888,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919626 40.565871,-111.919656 40.562402)"
221,220,0,6256,1352,-1,-1,99,,,7.000000,0.408686,33.810000,28.738501,0.725264,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929139 40.568044,-111.933963 40.567876)"
222,221,0,6256,1356,-1,-1,99,,,7.000000,0.436039,33.810000,28.738501,0.773805,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929139 40.568044,-111.924114 40.567177)"
223,222,0,6256,5214,-1,-1,1,,,1.000000,0.648588,46.690000,39.686501,0.833482,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929139 40.568044,-111.929207 40.562200)"
224,223,0,6256,5232,-1,-1,1,,,1.000000,0.493802,46.690000,39.686501,0.634571,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929139 40.568044,-111.929201 40.572493)"
225,224,0,6270,6273,-1,-1,1,,,1.000000,0.302492,38.640000,32.844002,0.469708,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904847 40.593812,-111.905677 40.596462)"
226,225,0,6270,10853,-1,-1,1,,,1.000000,0.162026,38.640000,32.844002,0.251594,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904847 40.593812,-111.904442 40.592385)"
227,226,0,6273,6270,-1,-1,1,,,1.000000,0.302492,38.640000,32.844002,0.469708,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905677 40.596462,-111.904847 40.593812)"
228,227,0,6273,10851,-1,-1,1,,,1.000000,0.074175,38.640000,32.844002,0.115178,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905677 40.596462,-111.906130 40.597034)"
229,228,0,7210,10850,-1,-1,1,,,1.000000,0.060820,38.640000,32.844002,0.094441,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904821 40.585866,-111.904175 40.585624)"
230,229,0,7210,10854,-1,-1,1,,,1.000000,0.105872,38.640000,32.844002,0.164398,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904821 40.585866,-111.904193 40.586691)"
231,230,0,7210,11763,-1,-1,1,,,1.000000,0.120192,38.640000,32.844002,0.186634,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904821 40.585866,-111.905488 40.584909)"
232,231,0,7984,5728,-1,-1,1,,,1.000000,0.785031,38.640000,32.844002,1.218992,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900701 40.580648,-111.900794 40.573575)"
233,232,0,7984,10849,-1,-1,1,,,1.000000,0.401445,38.640000,32.844002,0.623363,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900701 40.580648,-111.900672 40.584264)"
234,233,0,7984,11489,-1,-1,1,,,1.000000,0.165083,48.300000,41.055000,0.205073,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900701 40.580648,-111.902652 40.580647)"
235,234,0,8002,5113,-1,-1,1,,,1.000000,0.389378,41.860000,35.581001,0.558115,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943373 40.593977,-111.938770 40.594013)"
236,235,0,8116,5736,-1,-1,1,,,1.000000,0.521799,41.860000,35.581001,0.747920,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.944862 40.602292,-111.938695 40.602343)"
237,236,0,8172,5730,-1,-1,1,,,1.000000,0.286724,38.640000,32.844002,0.445223,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905503 40.580699,-111.905499 40.583282)"
238,237,0,8172,6185,-1,-1,1,,,1.000000,0.548830,46.690000,39.686501,0.705286,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905503 40.580699,-111.905514 40.575754)"
239,238,0,8172,11489,-1,-1,1,,,1.000000,0.241189,56.350000,47.897499,0.256812,857.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.905503 40.580699,-111.902652 40.580647)"
240,239,0,10847,5216,-1,-1,1,,,2.000000,0.204987,48.300000,41.055000,0.254642,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.902749 40.557151,-111.902774 40.558997)"
241,240,0,10849,4156,-1,-1,1,,,1.000000,0.152211,38.640000,32.844002,0.236353,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900672 40.584264,-111.900942 40.585620)"
242,241,0,10849,7984,-1,-1,1,,,1.000000,0.401445,38.640000,32.844002,0.623363,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.900672 40.584264,-111.900701 40.580648)"
243,242,0,10850,1360,-1,-1,99,,,7.000000,0.265646,32.200000,27.370001,0.494992,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904175 40.585624,-111.901834 40.584029)"
244,243,0,10850,4156,-1,-1,1,,,1.000000,0.273530,38.640000,32.844002,0.424736,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904175 40.585624,-111.900942 40.585620)"
245,244,0,10850,7210,-1,-1,1,,,1.000000,0.060820,38.640000,32.844002,0.094441,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904175 40.585624,-111.904821 40.585866)"
246,245,0,10851,6273,-1,-1,1,,,1.000000,0.074175,38.640000,32.844002,0.115178,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.906130 40.597034,-111.905677 40.596462)"
247,246,0,10851,10852,-1,-1,1,,,1.000000,0.303136,38.640000,32.844002,0.470707,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.906130 40.597034,-111.909246 40.598382)"
248,247,0,10852,5106,-1,-1,1,,,1.000000,0.088656,38.640000,32.844002,0.137664,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.909246 40.598382,-111.910268 40.598557)"
249,248,0,10852,10851,-1,-1,1,,,1.000000,0.303136,38.640000,32.844002,0.470707,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.909246 40.598382,-111.906130 40.597034)"
250,249,0,10853,1325,-1,-1,99,,,7.000000,0.254705,32.200000,27.370001,0.474605,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904442 40.592385,-111.907451 40.592344)"
251,250,0,10853,6270,-1,-1,1,,,1.000000,0.162026,38.640000,32.844002,0.251594,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904442 40.592385,-111.904847 40.593812)"
252,251,0,10853,11910,-1,-1,1,,,1.000000,0.267094,38.640000,32.844002,0.414742,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904442 40.592385,-111.904258 40.589983)"
253,252,0,10854,5118,-1,-1,1,,,1.000000,0.146902,38.640000,32.844002,0.228108,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904193 40.586691,-111.904260 40.588014)"
254,253,0,10854,7210,-1,-1,1,,,1.000000,0.105872,38.640000,32.844002,0.164398,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.904193 40.586691,-111.904821 40.585866)"
255,254,0,10857,5587,-1,-1,1,,,1.000000,0.234753,41.860000,35.581001,0.336483,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919656 40.562402,-111.919260 40.560309)"
256,255,0,10857,6255,-1,-1,1,,,1.000000,0.385034,41.860000,35.581001,0.551888,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.919656 40.562402,-111.919626 40.565871)"
257,256,0,10872,5030,-1,-1,1,,,2.000000,0.292178,57.960000,49.265999,0.302462,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913107 40.621094,-111.909957 40.621262)"
258,257,0,10872,5861,-1,-1,1,,,2.000000,0.193885,57.960000,49.265999,0.200709,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913107 40.621094,-111.915194 40.621817)"
259,258,0,11123,5017,-1,-1,1,,,2.000000,0.421880,57.960000,49.265999,0.436729,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943739 40.609520,-111.938751 40.609517)"
260,259,0,11124,1289,-1,-1,99,,,7.000000,0.815602,33.810000,28.738501,1.447386,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931819 40.609526,-111.933868 40.616707)"
261,260,0,11124,1319,-1,-1,99,,,7.000000,0.330489,33.810000,28.738501,0.586493,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931819 40.609526,-111.934408 40.607297)"
262,261,0,11124,5017,-1,-1,1,,,2.000000,0.586320,57.960000,49.265999,0.606956,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931819 40.609526,-111.938751 40.609517)"
263,262,0,11124,5022,-1,-1,1,,,2.000000,0.224938,57.960000,49.265999,0.232855,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931819 40.609526,-111.929163 40.609415)"
264,263,0,11125,1286,-1,-1,99,,,7.000000,0.749794,33.810000,28.738501,1.330602,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933970 40.624024,-111.934202 40.630776)"
265,264,0,11125,1289,-1,-1,99,,,7.000000,0.812062,33.810000,28.738501,1.441104,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933970 40.624024,-111.933868 40.616707)"
266,265,0,11125,5436,-1,-1,1,,,2.000000,0.403698,57.960000,49.265999,0.417907,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933970 40.624024,-111.938742 40.624085)"
267,266,0,11125,5440,-1,-1,1,,,2.000000,0.445323,57.960000,49.265999,0.460997,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.933970 40.624024,-111.929192 40.623484)"
268,267,0,11126,5441,-1,-1,1,,,2.000000,0.191986,57.960000,49.265999,0.198743,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.918637 40.623724,-111.916854 40.622667)"
269,268,0,11126,11127,-1,-1,1,,,2.000000,0.511501,57.960000,49.265999,0.529504,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.918637 40.623724,-111.924686 40.623746)"
270,269,0,11127,5440,-1,-1,1,,,2.000000,0.417970,57.960000,49.265999,0.432681,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.924686 40.623746,-111.929192 40.623484)"
271,270,0,11127,11126,-1,-1,1,,,2.000000,0.511501,57.960000,49.265999,0.529504,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.924686 40.623746,-111.918637 40.623724)"
272,271,0,11128,5030,-1,-1,1,,,2.000000,0.216427,46.690000,39.686501,0.278124,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907655 40.620856,-111.909957 40.621262)"
273,272,0,11128,5037,-1,-1,1,,,2.000000,0.534413,46.690000,39.686501,0.686759,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907655 40.620856,-111.901884 40.620828)"
274,273,0,11129,1299,-1,-1,99,,,7.000000,0.585193,33.810000,28.738501,1.038497,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907639 40.610911,-111.908054 40.616174)"
275,274,0,11129,5027,-1,-1,1,,,2.000000,0.227995,57.960000,49.265999,0.236020,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907639 40.610911,-111.910314 40.610655)"
276,275,0,11129,5034,-1,-1,1,,,2.000000,0.447849,57.960000,49.265999,0.463612,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907639 40.610911,-111.902804 40.610814)"
277,276,0,11146,1314,-1,-1,99,,,7.000000,0.443762,33.810000,28.738501,0.787511,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938858 40.605898,-111.944074 40.606326)"
278,277,0,11146,5017,-1,-1,1,,,3.000000,0.401767,69.230000,58.845501,0.348202,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938858 40.605898,-111.938751 40.609517)"
279,278,0,11146,5736,-1,-1,1,,,3.000000,0.394849,69.230000,58.845501,0.342206,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938858 40.605898,-111.938695 40.602343)"
280,279,0,11147,5022,-1,-1,1,,,1.000000,0.191471,51.520000,43.792000,0.222986,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929235 40.607691,-111.929163 40.609415)"
281,280,0,11147,5820,-1,-1,1,,,1.000000,0.485113,51.520000,43.792000,0.564961,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929235 40.607691,-111.929267 40.603321)"
282,281,0,11148,1316,-1,-1,99,,,7.000000,0.419627,33.810000,28.738501,0.744680,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938793 40.599039,-111.943565 40.598006)"
283,282,0,11148,1320,-1,-1,99,,,7.000000,0.406594,33.810000,28.738501,0.721552,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938793 40.599039,-111.934152 40.599993)"
284,283,0,11148,5113,-1,-1,1,,,3.000000,0.557679,69.230000,58.845501,0.483328,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938793 40.599039,-111.938770 40.594013)"
285,284,0,11148,5736,-1,-1,1,,,3.000000,0.366852,69.230000,58.845501,0.317942,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938793 40.599039,-111.938695 40.602343)"
286,285,0,11150,5027,-1,-1,1,,,1.000000,0.382620,46.690000,39.686501,0.491694,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910332 40.607207,-111.910314 40.610655)"
287,286,0,11150,5109,-1,-1,1,,,1.000000,0.140787,46.690000,39.686501,0.180922,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.910332 40.607207,-111.910315 40.605939)"
288,287,0,11151,5109,-1,-1,1,,,1.000000,0.313433,41.860000,35.581001,0.449259,514.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.906610 40.605960,-111.910315 40.605939)"
289,288,0,11159,5112,-1,-1,1,,,2.000000,0.412387,62.790000,53.371498,0.394063,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.943604 40.587762,-111.938730 40.587762)"
290,289,0,11160,1318,-1,-1,99,,,7.000000,0.383586,33.810000,28.738501,0.680720,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938878 40.590844,-111.943411 40.590891)"
291,290,0,11160,5112,-1,-1,1,,,3.000000,0.342395,69.230000,58.845501,0.296746,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938878 40.590844,-111.938730 40.587762)"
292,291,0,11160,5113,-1,-1,1,,,3.000000,0.351888,69.230000,58.845501,0.304973,854.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938878 40.590844,-111.938770 40.594013)"
293,292,0,11161,1322,-1,-1,99,,,7.000000,0.429603,33.810000,28.738501,0.762383,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929272 40.591047,-111.934349 40.591006)"
294,293,0,11161,5103,-1,-1,1,,,1.000000,0.437809,51.520000,43.792000,0.509871,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929272 40.591047,-111.929223 40.594991)"
295,294,0,11161,5114,-1,-1,1,,,1.000000,0.361060,51.520000,43.792000,0.420489,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929272 40.591047,-111.929195 40.587794)"
296,295,0,11172,1346,-1,-1,99,,,7.000000,0.405146,33.810000,28.738501,0.718982,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938819 40.584171,-111.943605 40.584092)"
297,296,0,11172,1353,-1,-1,99,,,7.000000,0.385356,33.810000,28.738501,0.683861,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938819 40.584171,-111.934266 40.584068)"
298,297,0,11172,5112,-1,-1,1,,,2.000000,0.398549,62.790000,53.371498,0.380840,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938819 40.584171,-111.938730 40.587762)"
299,298,0,11172,5210,-1,-1,1,,,2.000000,0.800317,62.790000,53.371498,0.764755,892.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.938819 40.584171,-111.938741 40.576961)"
300,299,0,11173,1353,-1,-1,99,,,7.000000,0.426063,33.810000,28.738501,0.756102,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929246 40.584369,-111.934266 40.584068)"
301,300,0,11173,1354,-1,-1,99,,,7.000000,0.493480,32.200000,27.370001,0.919529,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929246 40.584369,-111.923428 40.584054)"
302,301,0,11173,5114,-1,-1,1,,,1.000000,0.380046,46.690000,39.686501,0.488386,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929246 40.584369,-111.929195 40.587794)"
303,302,0,11173,5219,-1,-1,1,,,1.000000,0.846656,46.690000,39.686501,1.088013,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.929246 40.584369,-111.929172 40.576740)"
304,303,0,11180,5211,-1,-1,1,,,1.000000,0.487366,46.690000,39.686501,0.626300,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.944442 40.573253,-111.938687 40.573111)"
305,304,0,11181,1349,-1,-1,99,,,7.000000,0.497342,33.810000,28.738501,0.882594,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931031 40.573173,-111.934352 40.576870)"
306,305,0,11181,1352,-1,-1,99,,,7.000000,0.638129,33.810000,28.738501,1.132439,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931031 40.573173,-111.933963 40.567876)"
307,306,0,11181,5211,-1,-1,1,,,1.000000,0.647944,46.690000,39.686501,0.832655,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931031 40.573173,-111.938687 40.573111)"
308,307,0,11181,11182,-1,-1,1,,,1.000000,0.099114,46.690000,39.686501,0.127369,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.931031 40.573173,-111.930154 40.572580)"
309,308,0,11182,5232,-1,-1,1,,,1.000000,0.081254,46.690000,39.686501,0.104418,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.930154 40.572580,-111.929201 40.572493)"
310,309,0,11182,11181,-1,-1,1,,,1.000000,0.099114,46.690000,39.686501,0.127369,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.930154 40.572580,-111.931031 40.573173)"
311,310,0,11183,1355,-1,-1,99,,,7.000000,0.474977,33.810000,28.738501,0.842905,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.923406 40.572477,-111.924746 40.576632)"
312,311,0,11183,1356,-1,-1,99,,,7.000000,0.591147,33.810000,28.738501,1.049062,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.923406 40.572477,-111.924114 40.567177)"
313,312,0,11183,5215,-1,-1,1,,,1.000000,0.315525,46.690000,39.686501,0.405472,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.923406 40.572477,-111.919678 40.572454)"
314,313,0,11183,5232,-1,-1,1,,,1.000000,0.490423,46.690000,39.686501,0.630229,666.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.923406 40.572477,-111.929201 40.572493)"
315,314,0,11184,5588,-1,-1,1,,,1.000000,0.277553,38.640000,32.844002,0.430982,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913770 40.572331,-111.917018 40.571988)"
316,315,0,11184,11257,-1,-1,1,,,1.000000,0.539015,38.640000,32.844002,0.836980,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.913770 40.572331,-111.908371 40.569754)"
317,316,0,11255,5117,-1,-1,1,,,2.000000,0.198068,51.520000,43.792000,0.230669,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907886 40.587813,-111.910225 40.587717)"
318,317,0,11255,5118,-1,-1,1,,,2.000000,0.307641,51.520000,43.792000,0.358277,847.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.907886 40.587813,-111.904260 40.588014)"
319,318,0,11257,1404,-1,-1,99,,,7.000000,0.223490,32.200000,27.370001,0.416441,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.908371 40.569754,-111.908153 40.571760)"
320,319,0,11257,5175,-1,-1,1,,,1.000000,0.340625,38.640000,32.844002,0.528921,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.908371 40.569754,-111.904348 40.569696)"
321,320,0,11257,11184,-1,-1,1,,,1.000000,0.539015,38.640000,32.844002,0.836980,633.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.908371 40.569754,-111.913770 40.572331)"
322,321,0,11259,1356,-1,-1,99,,,7.000000,0.615121,33.810000,28.738501,1.091607,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.926737 40.562009,-111.924114 40.567177)"
323,322,0,11259,5214,-1,-1,1,,,2.000000,0.210135,57.960000,49.265999,0.217531,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.926737 40.562009,-111.929207 40.562200)"
324,323,0,11259,5587,-1,-1,1,,,2.000000,0.660494,57.960000,49.265999,0.683742,814.000000,auto,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.926737 40.562009,-111.919260 40.560309)"
325,324,0,11261,1352,-1,-1,99,,,7.000000,0.621557,33.810000,28.738501,1.103029,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934612 40.562298,-111.933963 40.567876)"
326,325,0,11261,1397,-1,-1,99,,,7.000000,0.983421,33.810000,28.738501,1.745201,10000.000000,,1.000000,0.150000,4.000000,1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-111.934612 40.562298,-111.936589 40.553565)"
