link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
148,148,motorway,5216,10847,"LINESTRING (-111.902774 40.558997,-111.902749 40.557151)",0.204987,0.127400,0.254642,48.300000,-71.700000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,36.8,36.8,1266.0,0.0,0.0,0.3,194.9,0.1,36.8,36.8,1266.000,0.000,0.029,0.255,194.867,0.052,
149,149,motorway,5216,11507,"LINESTRING (-111.902774 40.558997,-111.902527 40.562393)",0.377471,0.234600,0.562690,40.250000,-79.750000,601.000000,-1399.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2752.0,2752.0,1202.0,0.0,2.3,2.9,67589.0,8.2,2752.0,2752.0,1202.000,0.000,2.290,2.882,67588.966,8.184,
150,150,,5219,1349,"LINESTRING (-111.929172 40.576740,-111.934352 40.576870)",0.438613,0.272600,0.778373,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,42.0,42.0,70000.0,0.0,0.0,0.8,0.0,0.0,42.0,42.0,70000.000,0.000,0.001,0.778,0.000,0.000,
151,151,,5219,1355,"LINESTRING (-111.929172 40.576740,-111.924746 40.576632)",0.374736,0.232900,0.665015,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,448.1,448.1,70000.0,0.0,0.0,0.7,0.0,0.0,448.1,448.1,70000.000,0.000,0.006,0.665,0.000,0.000,
152,152,motorway,5219,5232,"LINESTRING (-111.929172 40.576740,-111.929201 40.572493)",0.471437,0.293000,0.605830,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,570.2,570.2,666.0,0.0,0.9,0.7,7033.5,1.8,570.2,570.2,666.000,0.000,0.856,0.655,7033.470,1.795,
153,153,motorway,5219,11173,"LINESTRING (-111.929172 40.576740,-111.929246 40.584369)",0.846656,0.526200,1.088013,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,937.2,937.2,666.0,0.0,1.4,1.7,21674.2,4.5,937.2,937.2,666.000,0.000,1.407,1.728,21674.169,4.510,
154,154,motorway,5232,5219,"LINESTRING (-111.929201 40.572493,-111.929172 40.576740)",0.471437,0.293000,0.605830,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,690.6,690.6,666.0,0.0,1.0,0.7,8450.7,2.1,690.6,690.6,666.000,0.000,1.037,0.711,8450.746,2.062,
155,155,motorway,5232,6256,"LINESTRING (-111.929201 40.572493,-111.929139 40.568044)",0.493802,0.306900,0.634571,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,627.3,627.3,666.0,0.0,0.9,0.7,8065.8,2.0,627.3,627.3,666.000,0.000,0.942,0.710,8065.832,2.020,
156,156,motorway,5232,11182,"LINESTRING (-111.929201 40.572493,-111.930154 40.572580)",0.081254,0.050500,0.104418,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,218.3,218.3,666.0,0.0,0.3,0.1,473.6,0.1,218.3,218.3,666.000,0.000,0.328,0.105,473.580,0.126,
157,157,motorway,5232,11183,"LINESTRING (-111.929201 40.572493,-111.923406 40.572477)",0.490423,0.304800,0.630229,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,411.6,411.6,666.0,0.0,0.6,0.6,5352.5,1.4,411.6,411.6,666.000,0.000,0.618,0.644,5352.494,1.408,
158,158,motorway,5238,5208,"LINESTRING (-111.938753 40.552997,-111.938693 40.562285)",1.030886,0.640700,1.011003,61.180000,-58.820000,929.000000,-1071.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,1038.5,1038.5,929.0,0.0,1.1,1.2,21733.9,5.2,1038.5,1038.5,929.000,0.000,1.118,1.248,21733.940,5.221,
159,159,,5240,1296,"LINESTRING (-111.911929 40.614669,-111.915638 40.613722)",0.330810,0.205600,0.587064,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,71.4,71.4,70000.0,0.0,0.0,0.6,0.0,0.0,71.4,71.4,70000.000,0.000,0.001,0.587,0.000,0.000,
160,160,motorway,5240,5009,"LINESTRING (-111.911929 40.614669,-111.913172 40.610470)",0.477712,0.296900,0.494526,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,171.2,171.2,1628.0,0.0,0.1,0.5,1760.3,0.5,171.2,171.2,1628.000,0.000,0.105,0.495,1760.297,0.469,
161,161,motorway,5240,5010,"LINESTRING (-111.911929 40.614669,-111.910059 40.616076)",0.216748,0.134710,0.224377,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,518.0,518.0,1628.0,0.0,0.3,0.2,2415.0,0.6,518.0,518.0,1628.000,0.000,0.318,0.225,2414.993,0.643,
162,162,motorway,5356,5216,"LINESTRING (-111.899113 40.558973,-111.902774 40.558997)",0.309893,0.192600,0.427734,43.470000,-76.530000,773.000000,-1227.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2300.8,2300.8,1546.0,0.0,1.5,0.7,21452.9,4.2,2300.8,2300.8,1546.000,0.000,1.488,0.742,21452.927,4.246,
163,163,motorway,5436,5018,"LINESTRING (-111.938742 40.624085,-111.938855 40.616737)",0.815602,0.506900,0.706863,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1881.4,1881.4,2562.0,0.0,0.7,0.7,27597.6,7.2,1881.4,1881.4,2562.000,0.000,0.734,0.738,27597.637,7.208,
164,164,motorway,5436,5577,"LINESTRING (-111.938742 40.624085,-111.942300 40.624038)",0.300883,0.187000,0.311473,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,751.2,751.2,1628.0,0.0,0.5,0.3,4856.2,1.3,751.2,751.2,1628.000,0.000,0.461,0.314,4856.161,1.289,
165,165,motorway,5436,5578,"LINESTRING (-111.938742 40.624085,-111.938760 40.630427)",0.703937,0.437500,0.672659,62.790000,-57.210000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1986.6,1986.6,2562.0,0.0,0.8,0.7,27607.6,7.2,1986.6,1986.6,2562.000,0.000,0.775,0.709,27607.587,7.166,
166,166,motorway,5436,11125,"LINESTRING (-111.938742 40.624085,-111.933970 40.624024)",0.403698,0.250900,0.417907,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1549.5,1549.5,1628.0,0.0,1.0,0.5,13278.4,3.3,1549.5,1549.5,1628.000,0.000,0.952,0.469,13278.381,3.335,
167,167,motorway,5440,4952,"LINESTRING (-111.929192 40.623484,-111.929251 40.616674)",0.630712,0.391990,0.734525,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,205.8,205.8,666.0,0.0,0.3,0.7,3140.6,0.8,205.8,205.8,666.000,0.000,0.309,0.736,3140.592,0.836,
168,168,motorway,5440,11125,"LINESTRING (-111.929192 40.623484,-111.933970 40.624024)",0.445323,0.276770,0.460997,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1195.9,1195.9,1628.0,0.0,0.7,0.5,11370.1,3.0,1195.9,1195.9,1628.000,0.000,0.735,0.481,11370.122,2.963,
169,169,motorway,5440,11127,"LINESTRING (-111.929192 40.623484,-111.924686 40.623746)",0.417970,0.259770,0.432681,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.5,14477.3,3.6,1631.9,1631.9,1628.000,0.000,1.002,0.498,14477.295,3.591,
170,170,motorway,5440,11827,"LINESTRING (-111.929192 40.623484,-111.929192 40.626782)",0.305404,0.189810,0.355673,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,655.4,655.4,666.0,0.0,1.0,0.4,4741.2,1.2,655.4,655.4,666.000,0.000,0.984,0.406,4741.185,1.178,
171,171,motorway,5441,5861,"LINESTRING (-111.916854 40.622667,-111.915194 40.621817)",0.172678,0.107320,0.178756,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.2,5981.1,1.5,1631.9,1631.9,1628.000,0.000,1.002,0.206,5981.073,1.484,
172,172,motorway,5441,11126,"LINESTRING (-111.916854 40.622667,-111.918637 40.623724)",0.191986,0.119320,0.198743,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.2,4581.0,1.2,1115.9,1115.9,1628.000,0.000,0.685,0.205,4581.049,1.200,
173,173,motorway,5524,5022,"LINESTRING (-111.925488 40.608731,-111.929163 40.609415)",0.319869,0.198800,0.331128,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,588.5,588.5,1628.0,0.0,0.4,0.3,4048.3,1.1,588.5,588.5,1628.000,0.000,0.361,0.332,4048.332,1.077,
174,174,motorway,5524,5863,"LINESTRING (-111.925488 40.608731,-111.916784 40.610265)",0.755747,0.469700,0.782347,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1342.6,1342.6,1628.0,0.0,0.8,0.8,21600.2,5.6,1342.6,1342.6,1628.000,0.000,0.825,0.837,21600.197,5.560,
175,175,motorway,5577,5436,"LINESTRING (-111.942300 40.624038,-111.938742 40.624085)",0.300883,0.187000,0.311473,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,999.7,999.7,1628.0,0.0,0.6,0.3,6444.6,1.7,999.7,999.7,1628.000,0.000,0.614,0.318,6444.598,1.698,
176,176,motorway,5578,5436,"LINESTRING (-111.938760 40.630427,-111.938742 40.624085)",0.703937,0.437500,0.672659,62.790000,-57.210000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1983.0,1983.0,2562.0,0.0,0.8,0.7,27558.5,7.2,1983.0,1983.0,2562.000,0.000,0.774,0.709,27558.493,7.155,
177,177,motorway,5587,5174,"LINESTRING (-111.919260 40.560309,-111.913869 40.559071)",0.476425,0.296100,0.493193,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2347.4,2347.4,1628.0,0.0,1.4,0.8,25519.9,5.3,2347.4,2347.4,1628.000,0.000,1.442,0.813,25519.902,5.292,
178,178,motorway,5587,10857,"LINESTRING (-111.919260 40.560309,-111.919656 40.562402)",0.234753,0.145900,0.336483,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,62.7,62.7,514.0,0.0,0.1,0.3,438.6,0.1,62.7,62.7,514.000,0.000,0.122,0.336,438.559,0.117,
179,179,motorway,5587,11259,"LINESTRING (-111.919260 40.560309,-111.926737 40.562009)",0.660494,0.410500,0.683742,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1070.5,1070.5,1628.0,0.0,0.7,0.7,15131.5,4.0,1070.5,1070.5,1628.000,0.000,0.658,0.703,15131.526,3.973,
180,180,,5588,1357,"LINESTRING (-111.917018 40.571988,-111.914302 40.565109)",0.797260,0.495500,1.414835,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,1.415,0.000,0.000,
181,181,motorway,5588,5215,"LINESTRING (-111.917018 40.571988,-111.919678 40.572454)",0.230891,0.143500,0.296712,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,180.0,180.0,666.0,0.0,0.3,0.3,1109.7,0.3,180.0,180.0,666.000,0.000,0.270,0.297,1109.735,0.295,
182,182,motorway,5588,11184,"LINESTRING (-111.917018 40.571988,-111.913770 40.572331)",0.277553,0.172500,0.430982,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,893.4,893.4,633.0,0.0,1.4,0.7,8068.8,1.7,893.4,893.4,633.000,0.000,1.411,0.687,8068.819,1.659,
183,183,,5589,1322,"LINESTRING (-111.934063 40.587781,-111.934349 40.591006)",0.358646,0.222900,0.636462,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,20.2,20.2,70000.0,0.0,0.0,0.6,0.0,0.0,20.2,20.2,70000.000,0.000,0.000,0.636,0.000,0.000,
184,184,,5589,1353,"LINESTRING (-111.934063 40.587781,-111.934266 40.584068)",0.412548,0.256400,0.732116,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,2.5,2.5,70000.0,0.0,0.0,0.7,0.0,0.0,2.5,2.5,70000.000,0.000,0.000,0.732,0.000,0.000,
185,185,motorway,5589,5112,"LINESTRING (-111.934063 40.587781,-111.938730 40.587762)",0.394849,0.245400,0.377304,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2234.4,2234.4,1784.0,0.0,1.3,0.5,17812.9,4.1,2234.4,2234.4,1784.000,0.000,1.252,0.517,17812.866,4.074,
186,186,motorway,5589,5114,"LINESTRING (-111.934063 40.587781,-111.929195 40.587794)",0.411904,0.256000,0.393602,62.790000,-57.210000,892.000000,-1108.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,2230.3,2230.3,1784.0,0.0,1.3,0.5,18540.7,4.2,2230.3,2230.3,1784.000,0.000,1.250,0.538,18540.716,4.245,
187,187,,5592,1323,"LINESTRING (-111.922175 40.587742,-111.921418 40.591609)",0.433947,0.269700,0.770093,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,551.1,551.1,70000.0,0.0,0.0,0.8,0.0,0.0,551.1,551.1,70000.000,0.000,0.008,0.770,0.000,0.000,
188,188,,5592,1354,"LINESTRING (-111.922175 40.587742,-111.923428 40.584054)",0.422684,0.262700,0.787610,32.200000,-27.800000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,52.2,52.2,70000.0,0.0,0.0,0.8,0.0,0.0,52.2,52.2,70000.000,0.000,0.001,0.788,0.000,0.000,
189,189,motorway,5592,5114,"LINESTRING (-111.922175 40.587742,-111.929195 40.587794)",0.594043,0.369200,0.691820,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1890.3,1890.3,1694.0,0.0,1.1,0.9,26633.2,6.4,1890.3,1890.3,1694.000,0.000,1.116,0.853,26633.210,6.353,
190,190,motorway,5727,5118,"LINESTRING (-111.902133 40.588000,-111.904260 40.588014)",0.180047,0.111900,0.209682,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1474.8,1474.8,1694.0,0.0,0.9,0.2,6315.1,1.6,1474.8,1474.8,1694.000,0.000,0.871,0.228,6315.128,1.609,
191,191,motorway,5727,5119,"LINESTRING (-111.902133 40.588000,-111.901030 40.587971)",0.093322,0.058000,0.108682,51.520000,-68.480000,847.000000,-1153.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,2428.8,2428.8,1694.0,0.0,1.4,0.2,5720.4,1.2,2428.8,2428.8,1694.000,0.000,1.434,0.178,5720.450,1.181,
192,192,,5728,1361,"LINESTRING (-111.900794 40.573575,-111.902492 40.575680)",0.274334,0.170500,0.511182,32.200000,-27.800000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.511,0.000,0.000,
193,193,motorway,5728,5729,"LINESTRING (-111.900794 40.573575,-111.900825 40.569709)",0.428959,0.266600,0.666086,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.4,0.4,633.0,0.0,0.0,0.7,5.2,0.0,0.4,0.4,633.000,0.000,0.001,0.666,5.197,0.001,
194,194,motorway,5728,7984,"LINESTRING (-111.900794 40.573575,-111.900701 40.580648)",0.785031,0.487900,1.218992,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,11.6,11.6,633.0,0.0,0.0,1.2,293.5,0.1,11.6,11.6,633.000,0.000,0.018,1.219,293.450,0.078,
195,195,motorway,5729,5175,"LINESTRING (-111.900825 40.569709,-111.904348 40.569696)",0.298148,0.185300,0.462962,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,52.3,52.3,633.0,0.0,0.1,0.5,503.0,0.1,52.3,52.3,633.000,0.000,0.083,0.463,503.039,0.134,
196,196,motorway,5729,5728,"LINESTRING (-111.900825 40.569709,-111.900794 40.573575)",0.428959,0.266600,0.666086,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,11.6,11.6,633.0,0.0,0.0,0.7,160.3,0.0,11.6,11.6,633.000,0.000,0.018,0.666,160.348,0.043,
197,197,motorway,5729,5929,"LINESTRING (-111.900825 40.569709,-111.897106 40.569721)",0.314720,0.195600,0.469148,40.250000,-79.750000,601.000000,-1399.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,112.7,112.7,1202.0,0.0,0.1,0.5,1098.9,0.3,112.7,112.7,1202.000,0.000,0.094,0.469,1098.919,0.293,
198,198,motorway,5730,8172,"LINESTRING (-111.905499 40.583282,-111.905503 40.580699)",0.286724,0.178200,0.445223,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,611.7,611.7,633.0,0.0,1.0,0.5,5466.4,1.4,611.7,611.7,633.000,0.000,0.966,0.503,5466.368,1.356,
199,199,motorway,5730,11763,"LINESTRING (-111.905499 40.583282,-111.905488 40.584909)",0.180691,0.112300,0.280576,38.640000,-81.360000,633.000000,-1367.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1049.1,1049.1,633.0,0.0,1.7,0.6,6987.6,1.2,1049.1,1049.1,633.000,0.000,1.657,0.598,6987.611,1.237,
200,200,motorway,5736,8116,"LINESTRING (-111.938695 40.602343,-111.944862 40.602292)",0.521799,0.324300,0.747920,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.0,0.0,514.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,514.000,0.000,0.000,0.748,0.000,0.000,
201,201,motorway,5736,11146,"LINESTRING (-111.938695 40.602343,-111.938858 40.605898)",0.394849,0.245400,0.342206,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1332.1,1332.1,2562.0,0.0,0.5,0.3,9469.1,2.5,1332.1,1332.1,2562.000,0.000,0.520,0.346,9469.118,2.509,
202,202,motorway,5736,11148,"LINESTRING (-111.938695 40.602343,-111.938793 40.599039)",0.366852,0.228000,0.317942,69.230000,-50.770000,854.000000,-1146.000000,-1,,network_wide,-1,0,-1,-1,3.0,motorway,3.0,1333.7,1333.7,2562.0,0.0,0.5,0.3,8808.3,2.3,1333.7,1333.7,2562.000,0.000,0.521,0.321,8808.338,2.334,
203,203,,5820,1320,"LINESTRING (-111.929267 40.603321,-111.934152 40.599993)",0.554301,0.344500,0.983674,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.984,0.000,0.000,
204,204,motorway,5820,5103,"LINESTRING (-111.929267 40.603321,-111.929223 40.594991)",0.924531,0.574600,1.076706,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1033.9,1033.9,666.0,0.0,1.6,2.0,25442.3,4.9,1033.9,1033.9,666.000,0.000,1.552,2.015,25442.327,4.903,
205,205,motorway,5820,11147,"LINESTRING (-111.929267 40.603321,-111.929235 40.607691)",0.485113,0.301500,0.564961,51.520000,-68.480000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1156.5,1156.5,666.0,0.0,1.7,1.3,16794.4,2.9,1156.5,1156.5,666.000,0.000,1.737,1.336,16794.446,2.884,
206,206,motorway,5861,5441,"LINESTRING (-111.915194 40.621817,-111.916854 40.622667)",0.172678,0.107320,0.178756,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1115.9,1115.9,1628.0,0.0,0.7,0.2,4120.3,1.1,1115.9,1115.9,1628.000,0.000,0.685,0.185,4120.333,1.079,
207,207,motorway,5861,10872,"LINESTRING (-111.915194 40.621817,-111.913107 40.621094)",0.193885,0.120500,0.200709,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1631.9,1631.9,1628.0,0.0,1.0,0.2,6715.6,1.7,1631.9,1631.9,1628.000,0.000,1.002,0.231,6715.610,1.666,
208,208,motorway,5863,5009,"LINESTRING (-111.916784 40.610265,-111.913172 40.610470)",0.306354,0.190400,0.317136,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,1342.6,1342.6,1628.0,0.0,0.8,0.3,8756.0,2.3,1342.6,1342.6,1628.000,0.000,0.825,0.339,8755.967,2.254,
209,209,motorway,5863,5524,"LINESTRING (-111.916784 40.610265,-111.925488 40.608731)",0.755747,0.469700,0.782347,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,1,2.0,motorway,2.0,588.5,588.5,1628.0,0.0,0.4,0.8,9564.9,2.5,588.5,588.5,1628.000,0.000,0.361,0.784,9564.896,2.544,
210,210,motorway,5868,5174,"LINESTRING (-111.910187 40.558860,-111.913869 40.559071)",0.312629,0.194300,0.323632,57.960000,-62.040000,814.000000,-1186.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1133.2,1133.2,1628.0,0.0,0.7,0.3,7573.1,2.0,1133.2,1133.2,1628.000,0.000,0.696,0.335,7573.051,1.982,
211,211,motorway,5868,5216,"LINESTRING (-111.910187 40.558860,-111.902774 40.558997)",0.627671,0.390100,0.866350,43.470000,-76.530000,773.000000,-1227.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,1699.0,1699.0,1546.0,0.0,1.1,1.1,29599.2,7.1,1699.0,1699.0,1546.000,0.000,1.099,1.056,29599.249,7.064,
212,212,motorway,5868,6253,"LINESTRING (-111.910187 40.558860,-111.913648 40.554715)",0.545451,0.339000,0.781822,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,1200.9,1200.9,514.0,0.0,2.3,4.3,43299.6,5.1,1200.9,1200.9,514.000,0.000,2.336,4.276,43299.567,5.134,
213,213,motorway,5929,5729,"LINESTRING (-111.897106 40.569721,-111.900825 40.569709)",0.314720,0.195600,0.469148,40.250000,-79.750000,601.000000,-1399.000000,-1,,network_wide,-1,0,-1,-1,2.0,motorway,2.0,63.9,63.9,1202.0,0.0,0.1,0.5,622.7,0.2,63.9,63.9,1202.000,0.000,0.053,0.469,622.701,0.166,
214,214,,6185,1359,"LINESTRING (-111.905514 40.575754,-111.911824 40.577722)",0.576987,0.358600,1.023935,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,964.9,964.9,70000.0,0.0,0.0,1.0,0.0,0.0,964.9,964.9,70000.000,0.000,0.014,1.024,0.000,0.000,
215,215,motorway,6185,8172,"LINESTRING (-111.905514 40.575754,-111.905503 40.580699)",0.548830,0.341100,0.705286,46.690000,-73.310000,666.000000,-1334.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,1916.4,1916.4,666.0,0.0,2.9,8.0,117784.3,11.4,1916.4,1916.4,666.000,0.000,2.877,7.958,117784.282,11.427,
216,216,motorway,6253,5868,"LINESTRING (-111.913648 40.554715,-111.910187 40.558860)",0.545451,0.339000,0.781822,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,514.8,514.8,514.0,0.0,1.0,0.9,8090.4,2.0,514.8,514.8,514.000,0.000,1.002,0.900,8090.439,1.991,
217,217,,6255,1356,"LINESTRING (-111.919626 40.565871,-111.924114 40.567177)",0.406594,0.252700,0.721552,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,62.3,62.3,70000.0,0.0,0.0,0.7,0.0,0.0,62.3,62.3,70000.000,0.000,0.001,0.722,0.000,0.000,
218,218,,6255,1357,"LINESTRING (-111.919626 40.565871,-111.914302 40.565109)",0.458404,0.284900,0.813494,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,0.0,0.0,70000.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,70000.000,0.000,0.000,0.813,0.000,0.000,
219,219,motorway,6255,5215,"LINESTRING (-111.919626 40.565871,-111.919678 40.572454)",0.730647,0.454100,1.047272,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,0.5,0.5,514.0,0.0,0.0,1.0,11.5,0.0,0.5,0.5,514.000,0.000,0.001,1.047,11.521,0.003,
220,220,motorway,6255,10857,"LINESTRING (-111.919626 40.565871,-111.919656 40.562402)",0.385034,0.239300,0.551888,41.860000,-78.140000,514.000000,-1486.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,1.0,126.8,126.8,514.0,0.0,0.2,0.6,1454.0,0.4,126.8,126.8,514.000,0.000,0.247,0.552,1454.016,0.387,
221,221,,6256,1352,"LINESTRING (-111.929139 40.568044,-111.933963 40.567876)",0.408686,0.254000,0.725264,33.810000,-26.190000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,7.0,,7.0,59.6,59.6,70000.0,0.0,0.0,0.7,0.0,0.0,59.6,59.6,70000.000,0.000,0.001,0.725,0.000,0.000,
