first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,agent_type_no,agent_type,PCE_unit,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence
,3147,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.7856,11.8477,23.1696,14.4000,117.3376,72.9258,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,920.883362;921.683350;922.491638;923.299988;924.099976;924.983337;925.866638;926.750000;929.950012;930.833313;931.633362;932.633362;
,3148,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.8264,11.8444,23.1696,14.4000,117.3698,72.9458,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,920.924988;921.724976;922.529175;923.329163;924.129150;925.008362;925.887512;926.766663;929.970825;930.870850;931.670837;932.670837;
,3149,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.8672,11.8162,23.1696,14.4000,117.6503,73.1201,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,920.966675;921.766663;922.566650;923.366638;924.166687;925.045837;925.924988;926.804138;930.004150;930.883362;931.683350;932.683350;
,3150,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.8579,11.8213,23.1696,14.4000,117.5997,73.0887,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,920.954163;921.762512;922.562500;923.362488;924.162476;925.041687;925.920837;926.799988;930.000000;930.879150;931.679138;932.679138;
,3151,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.8987,11.8513,23.1696,14.4000,117.3012,72.9032,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.000000;921.808350;922.608337;923.408325;924.208313;925.099976;925.983337;926.866638;930.070862;930.950012;931.750000;932.750000;
,3152,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.9394,11.8439,23.1696,14.4000,117.3747,72.9488,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.037476;921.837524;922.641663;923.441650;924.241638;925.120850;926.008362;926.891663;930.099976;930.983337;931.783325;932.783325;
,3153,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.9302,11.8532,23.1696,14.4000,117.2830,72.8919,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.029175;921.833313;922.641663;923.441650;924.241638;925.120850;926.008362;926.891663;930.099976;930.983337;931.783325;932.783325;
,3154,1,2,0,0,0,0,0,1,auto,1,PM,1,0,920.9709,11.8291,23.1696,14.4000,117.5218,73.0403,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.070862;921.870850;922.670837;923.470825;924.270813;925.150024;926.029175;926.908325;930.108337;931.000000;931.799988;932.799988;
,3155,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.0117,11.8550,23.1696,14.4000,117.2648,72.8806,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.133362;921.933350;922.733337;923.533325;924.333313;925.216675;926.095825;926.983337;930.183350;931.066650;931.866638;932.866638;
,3156,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.0024,11.8643,23.1696,14.4000,117.1734,72.8238,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.133362;921.933350;922.733337;923.533325;924.333313;925.216675;926.095825;926.983337;930.183350;931.066650;931.866638;932.866638;
,3157,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.0432,11.8402,23.1696,14.4000,117.4118,72.9719,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.141663;921.941650;922.741638;923.549988;924.349976;925.229187;926.108337;927.000000;930.200012;931.083313;931.883362;932.883362;
,3158,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.0839,11.8661,23.1696,14.4000,117.1554,72.8125,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.204163;922.004150;922.804138;923.604187;924.404175;925.283325;926.187500;927.066650;930.266663;931.150024;931.950012;932.950012;
,3159,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.0746,11.8253,23.1696,14.4000,117.5590,73.0634,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.170837;921.970825;922.770813;923.570862;924.370850;925.250000;926.129150;927.008362;930.208313;931.099976;931.900024;932.900024;
,3160,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.1154,11.8346,23.1696,14.4000,117.4671,73.0063,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.212524;922.012512;922.812500;923.612488;924.412476;925.291687;926.187500;927.066650;930.266663;931.150024;931.950012;932.950012;
,3161,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.1561,11.8605,23.1696,14.4000,117.2104,72.8467,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.266663;922.066650;922.866638;923.666687;924.466675;925.345825;926.224976;927.116638;930.316650;931.216675;932.016663;933.016663;
,3162,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.1469,11.8531,23.1696,14.4000,117.2837,72.8923,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.266663;922.066650;922.866638;923.666687;924.466675;925.345825;926.224976;927.112488;930.312500;931.200012;932.000000;933.000000;
,3163,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.1876,11.8624,23.1696,14.4000,117.1922,72.8354,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.308350;922.108337;922.908325;923.708313;924.508362;925.387512;926.266663;927.162476;930.362488;931.250000;932.049988;933.049988;
,3164,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.2284,11.8549,23.1696,14.4000,117.2655,72.8810,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.337524;922.137512;922.937500;923.745850;924.549988;925.433350;926.316650;927.200012;930.400024;931.283325;932.083313;933.083313;
,3165,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.2191,11.8600,23.1696,14.4000,117.2153,72.8498,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.316650;922.116638;922.916687;923.716675;924.516663;925.395813;926.275024;927.162476;930.362488;931.279175;932.079163;933.079163;
,3166,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.2599,11.8568,23.1696,14.4000,117.2474,72.8697,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.379150;922.179138;922.979187;923.779175;924.587524;925.466675;926.349976;927.233337;930.433350;931.316650;932.116638;933.116638;
,3167,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.3007,11.8327,23.1696,14.4000,117.4861,73.0181,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.400024;922.200012;923.000000;923.799988;924.599976;925.483337;926.366638;927.250000;930.450012;931.333313;932.133362;933.133362;
,3168,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.2914,11.8253,23.1696,14.4000,117.5597,73.0638,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.387512;922.187500;922.987488;923.787476;924.587524;925.466675;926.349976;927.233337;930.433350;931.316650;932.116638;933.116638;
,3169,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.3322,11.8470,23.1696,14.4000,117.3438,72.9297,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.450012;922.250000;923.049988;923.849976;924.658325;925.537476;926.416687;927.295837;930.500000;931.379150;932.179138;933.179138;
,3170,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.3729,11.8438,23.1696,14.4000,117.3760,72.9497,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.491638;922.291687;923.091675;923.891663;924.691650;925.570862;926.450012;927.329163;930.529175;931.416687;932.216675;933.216675;
,3171,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.3636,11.8364,23.1696,14.4000,117.4496,72.9954,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.462524;922.262512;923.062500;923.862488;924.662476;925.541687;926.420837;927.299988;930.500000;931.400024;932.200012;933.200012;
,3172,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.4044,11.8289,23.1696,14.4000,117.5232,73.0411,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.504150;922.304138;923.104187;923.904175;924.704163;925.583313;926.462524;927.349976;930.549988;931.433350;932.233337;933.233337;
,3173,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.4451,11.8507,23.1696,14.4000,117.3075,72.9071,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.566650;922.366638;923.166687;923.966675;924.770813;925.650024;926.533325;927.416687;930.616638;931.495850;932.295837;933.295837;
,3174,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.4359,11.8183,23.1696,14.4000,117.6293,73.1071,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.533325;922.333313;923.133362;923.933350;924.733337;925.616638;926.495850;927.375000;930.575012;931.454163;932.254150;933.254150;
,3175,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.4766,11.8192,23.1696,14.4000,117.6202,73.1014,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.575012;922.375000;923.174988;923.974976;924.775024;925.654175;926.533325;927.416687;930.616638;931.495850;932.295837;933.295837;
,3176,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.5174,11.8701,23.1696,14.4000,117.1156,72.7878,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.637512;922.437500;923.237488;924.037476;924.845825;925.724976;926.604187;927.483337;930.683350;931.587524;932.387512;933.387512;
,3177,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.5081,11.8585,23.1696,14.4000,117.2299,72.8589,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.604187;922.404175;923.204163;924.004150;924.816650;925.695862;926.575012;927.458313;930.683350;931.566650;932.366638;933.366638;
,3178,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.5489,11.8511,23.1696,14.4000,117.3033,72.9045,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.645813;922.445862;923.245850;924.045837;924.845825;925.724976;926.616638;927.495850;930.695862;931.599976;932.400024;933.400024;
,3179,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.5896,11.8604,23.1696,14.4000,117.2118,72.8476,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.708313;922.508362;923.316650;924.116638;924.916687;925.795837;926.679138;927.558350;930.766663;931.650024;932.450012;933.450012;
,3180,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.5804,11.8196,23.1696,14.4000,117.6159,73.0988,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.679138;922.479187;923.279175;924.083313;924.883362;925.762512;926.641663;927.520813;930.720825;931.599976;932.400024;933.400024;
,3181,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.6211,11.8455,23.1696,14.4000,117.3586,72.9388,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.720825;922.520813;923.320862;924.120850;924.920837;925.799988;926.679138;927.575012;930.787476;931.666687;932.466675;933.466675;
,3182,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.6619,11.8381,23.1696,14.4000,117.4321,72.9845,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.758362;922.558350;923.358337;924.158325;924.966675;925.845825;926.724976;927.612488;930.820862;931.700012;932.500000;933.500000;
,3183,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.6526,11.8140,23.1696,14.4000,117.6714,73.1333,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.750000;922.549988;923.349976;924.150024;924.950012;925.829163;926.708313;927.587524;930.787476;931.666687;932.466675;933.466675;
,3184,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.6934,11.8358,23.1696,14.4000,117.4552,72.9989,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.791687;922.591675;923.391663;924.191650;925.000000;925.883362;926.766663;927.650024;930.849976;931.729187;932.529175;933.529175;
,3185,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.7341,11.8159,23.1696,14.4000,117.6531,73.1219,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.833313;922.633362;923.433350;924.233337;925.033325;925.912476;926.791687;927.670837;930.870850;931.750000;932.549988;933.549988;
,3186,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.7249,11.8210,23.1696,14.4000,117.6025,73.0905,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.825012;922.625000;923.424988;924.224976;925.025024;925.904175;926.783325;927.662476;930.866638;931.745850;932.545837;933.545837;
,3187,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.7656,11.8136,23.1696,14.4000,117.6763,73.1363,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.862488;922.662476;923.462524;924.262512;925.062500;925.941650;926.820862;927.700012;930.900024;931.779175;932.579163;933.579163;
,3188,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.8063,11.8395,23.1696,14.4000,117.4187,72.9762,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.904175;922.704163;923.504150;924.304138;925.116638;926.000000;926.883362;927.762512;930.966675;931.845825;932.645813;933.645813;
,3189,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.7971,11.8196,23.1696,14.4000,117.6166,73.0992,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.895813;922.695862;923.495850;924.295837;925.095825;925.974976;926.854187;927.733337;930.933350;931.816650;932.616638;933.616638;
,3190,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.8379,11.8621,23.1696,14.4000,117.1944,72.8368,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.958313;922.758362;923.566650;924.366638;925.166687;926.045837;926.924988;927.804138;931.016663;931.900024;932.700012;933.700012;
,3191,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.8786,11.8381,23.1696,14.4000,117.4328,72.9849,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.987488;922.787476;923.587524;924.387512;925.187500;926.066650;926.945862;927.825012;931.025024;931.916687;932.716675;933.716675;
,3192,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.8694,11.8473,23.1696,14.4000,117.3410,72.9279,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,921.966675;922.766663;923.566650;924.366638;925.166687;926.045837;926.924988;927.804138;931.016663;931.916687;932.716675;933.716675;
,3193,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.9101,11.8857,23.1696,14.4000,116.9618,72.6922,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.029175;922.829163;923.629150;924.429138;925.245850;926.125000;927.025024;927.904175;931.116638;931.995850;932.795837;933.795837;
,3194,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.9509,11.8658,23.1696,14.4000,117.1581,72.8142,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.049988;922.849976;923.650024;924.450012;925.250000;926.129150;927.033325;927.916687;931.116638;932.016663;932.816650;933.816650;
,3195,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.9416,11.8584,23.1696,14.4000,117.2313,72.8597,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.037476;922.837524;923.637512;924.437500;925.245850;926.125000;927.025024;927.904175;931.116638;932.000000;932.799988;933.799988;
,3196,1,2,0,0,0,0,0,1,auto,1,PM,1,0,921.9824,11.8343,23.1696,14.4000,117.4699,73.0080,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.083313;922.883362;923.683350;924.483337;925.283325;926.162476;927.041687;927.920837;931.133362;932.016663;932.816650;933.816650;
,3197,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.0231,11.8769,23.1696,14.4000,117.0487,72.7462,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.133362;922.933350;923.733337;924.533325;925.333313;926.212524;927.091675;927.983337;931.183350;932.099976;932.900024;933.900024;
,3198,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.0139,11.8528,23.1696,14.4000,117.2865,72.8940,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.133362;922.933350;923.733337;924.533325;925.333313;926.212524;927.091675;927.983337;931.183350;932.066650;932.866638;933.866638;
,3199,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.0546,11.8621,23.1696,14.4000,117.1951,72.8372,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.154175;922.954163;923.762512;924.566650;925.366638;926.245850;927.133362;928.025024;931.233337;932.116638;932.916687;933.916687;
,3200,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.0953,11.8713,23.1696,14.4000,117.1037,72.7804,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.216675;923.016663;923.816650;924.616638;925.416687;926.295837;927.179138;928.070862;931.270813;932.166687;932.966675;933.966675;
,3201,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.0861,11.8639,23.1696,14.4000,117.1769,72.8259,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.216675;923.016663;923.816650;924.616638;925.416687;926.295837;927.179138;928.070862;931.270813;932.150024;932.950012;933.950012;
,3202,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.1268,11.8523,23.1696,14.4000,117.2914,72.8971,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.224976;923.025024;923.825012;924.633362;925.433350;926.312500;927.191650;928.095825;931.299988;932.179138;932.979187;933.979187;
,3203,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.1676,11.8491,23.1696,14.4000,117.3235,72.9170,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.279175;923.079163;923.879150;924.679138;925.483337;926.366638;927.250000;928.133362;931.333313;932.216675;933.016663;934.016663;
,3204,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.1583,11.8583,23.1696,14.4000,117.2320,72.8602,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.279175;923.079163;923.879150;924.679138;925.483337;926.366638;927.250000;928.133362;931.333313;932.216675;933.016663;934.016663;
,3205,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.1991,11.8509,23.1696,14.4000,117.3054,72.9058,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.320862;923.120850;923.920837;924.720825;925.520813;926.400024;927.279175;928.158325;931.358337;932.250000;933.049988;934.049988;
,3206,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.2399,11.8352,23.1696,14.4000,117.4615,73.0028,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.349976;923.150024;923.950012;924.750000;925.558350;926.437500;927.316650;928.195862;931.395813;932.275024;933.075012;934.075012;
,3207,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.2306,11.8236,23.1696,14.4000,117.5765,73.0743,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.329163;923.129150;923.929138;924.729187;925.529175;926.408325;927.287476;928.174988;931.375000;932.254150;933.054138;934.054138;
,3208,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.2714,11.8578,23.1696,14.4000,117.2369,72.8632,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.391663;923.191650;923.991638;924.791687;925.599976;926.479187;927.366638;928.250000;931.450012;932.329163;933.129150;934.129150;
,3209,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.3121,11.8421,23.1696,14.4000,117.3928,72.9601,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.420837;923.220825;924.020813;924.833313;925.633362;926.512512;927.391663;928.275024;931.474976;932.354187;933.154175;934.154175;
,3210,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.3029,11.8513,23.1696,14.4000,117.3012,72.9031,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.400024;923.200012;924.000000;924.799988;925.599976;926.479187;927.391663;928.275024;931.474976;932.354187;933.154175;934.154175;
,3211,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.3436,11.8731,23.1696,14.4000,117.0863,72.7696,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.462524;923.262512;924.062500;924.862488;925.670837;926.549988;927.433350;928.312500;931.512512;932.416687;933.216675;934.216675;
,3212,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.3843,11.8490,23.1696,14.4000,117.3243,72.9175,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.495850;923.295837;924.099976;924.900024;925.712524;926.591675;927.474976;928.354187;931.554138;932.433350;933.233337;934.233337;
,3213,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.3751,11.8416,23.1696,14.4000,117.3977,72.9632,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.474976;923.275024;924.075012;924.875000;925.674988;926.554138;927.433350;928.312500;931.512512;932.416687;933.216675;934.216675;
,3214,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.4158,11.8800,23.1696,14.4000,117.0181,72.7272,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.537476;923.337524;924.137512;924.937500;925.741638;926.633362;927.512512;928.400024;931.616638;932.495850;933.295837;934.295837;
,3215,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.4565,11.8601,23.1696,14.4000,117.2146,72.8493,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.575012;923.375000;924.174988;924.983337;925.783325;926.662476;927.541687;928.433350;931.633362;932.516663;933.316650;934.316650;
,3216,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.4473,11.8485,23.1696,14.4000,117.3292,72.9206,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.545837;923.345825;924.145813;924.945862;925.745850;926.633362;927.512512;928.416687;931.616638;932.495850;933.295837;934.295837;
,3217,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.4880,11.8286,23.1696,14.4000,117.5267,73.0433,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.587524;923.387512;924.187500;924.987488;925.787476;926.666687;927.545837;928.433350;931.633362;932.516663;933.316650;934.316650;
,3218,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.5288,11.8420,23.1696,14.4000,117.3935,72.9605,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.625000;923.424988;924.224976;925.025024;925.825012;926.704163;927.604187;928.491638;931.691650;932.570862;933.370850;934.370850;
,3219,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.5195,11.8263,23.1696,14.4000,117.5498,73.0577,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.616638;923.416687;924.216675;925.016663;925.816650;926.695862;927.575012;928.454163;931.666687;932.545837;933.345825;934.345825;
,3220,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.5603,11.8355,23.1696,14.4000,117.4579,73.0006,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.658325;923.458313;924.258362;925.058350;925.862488;926.741638;927.629150;928.508362;931.716675;932.595825;933.395813;934.395813;
,3221,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.6011,11.8614,23.1696,14.4000,117.2013,72.8411,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.720825;923.520813;924.320862;925.133362;925.933350;926.812500;927.691650;928.570862;931.770813;932.662476;933.462524;934.462524;
,3222,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.5918,11.8540,23.1696,14.4000,117.2747,72.8867,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.691650;923.491638;924.291687;925.091675;925.900024;926.783325;927.687500;928.566650;931.766663;932.645813;933.445862;934.445862;
,3223,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.6326,11.8424,23.1696,14.4000,117.3893,72.9580,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.729187;923.529175;924.329163;925.133362;925.933350;926.812500;927.700012;928.583313;931.795837;932.674988;933.474976;934.474976;
,3224,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.6733,11.8600,23.1696,14.4000,117.2153,72.8498,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.783325;923.583313;924.383362;925.183350;925.991638;926.870850;927.750000;928.629150;931.833313;932.733337;933.533325;934.533325;
,3225,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.6641,11.8526,23.1696,14.4000,117.2885,72.8953,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.783325;923.583313;924.383362;925.183350;925.991638;926.870850;927.750000;928.629150;931.833313;932.716675;933.516663;934.516663;
,3226,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.7048,11.8452,23.1696,14.4000,117.3620,72.9409,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.804138;923.604187;924.404175;925.204163;926.016663;926.900024;927.779175;928.658325;931.862488;932.750000;933.549988;934.549988;
,3227,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.7455,11.8503,23.1696,14.4000,117.3117,72.9097,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.866638;923.666687;924.466675;925.266663;926.066650;926.945862;927.825012;928.716675;931.916687;932.795837;933.595825;934.595825;
,3228,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.7363,11.8595,23.1696,14.4000,117.2202,72.8528,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.866638;923.666687;924.466675;925.266663;926.066650;926.945862;927.825012;928.716675;931.916687;932.795837;933.595825;934.595825;
,3229,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.7770,11.8563,23.1696,14.4000,117.2523,72.8728,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.875000;923.674988;924.474976;925.275024;926.083313;926.962524;927.841675;928.745850;931.945862;932.833313;933.633362;934.633362;
,3230,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.8178,11.8489,23.1696,14.4000,117.3257,72.9184,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.916687;923.716675;924.516663;925.316650;926.116638;926.995850;927.875000;928.754150;931.954163;932.866638;933.666687;934.666687;
,3231,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.8085,11.8415,23.1696,14.4000,117.3991,72.9640,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.908325;923.708313;924.508362;925.308350;926.108337;926.987488;927.866638;928.750000;931.950012;932.849976;933.650024;934.650024;
,3232,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.8493,11.8465,23.1696,14.4000,117.3487,72.9327,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.950012;923.750000;924.549988;925.349976;926.150024;927.058350;927.937500;928.816650;932.016663;932.895813;933.695862;934.695862;
,3233,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.8900,11.8433,23.1696,14.4000,117.3810,72.9527,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.987488;923.787476;924.587524;925.387512;926.187500;927.066650;927.950012;928.833313;932.033325;932.933350;933.733337;934.733337;
,3234,1,2,0,0,0,0,0,1,auto,1,PM,1,0,922.8808,11.8359,23.1696,14.4000,117.4544,72.9984,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,922.979187;923.779175;924.583313;925.383362;926.183350;927.062500;927.941650;928.820862;932.033325;932.916687;933.716675;934.716675;
