od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
439,12,13,11,12,0,0,p,AM,29.68,1,-111.906610,40.605960,-111.902804,40.610814,1.8226,1.5127,0.9401,
440,12,14,11,13,0,0,p,AM,36.41,1,-111.906610,40.605960,-111.901884,40.620828,3.1229,2.5724,1.5987,
441,12,15,11,14,0,0,p,AM,13.65,1,-111.906610,40.605960,-111.910059,40.625783,2.6780,2.2403,1.3924,
442,12,16,11,15,0,0,p,AM,17.03,1,-111.906610,40.605960,-111.929192,40.626782,4.3573,3.9071,2.4283,
443,12,17,11,16,0,0,p,AM,13.28,1,-111.906610,40.605960,-111.933868,40.616707,4.4376,3.6576,2.2732,
444,12,18,11,17,0,0,p,AM,12.93,1,-111.906610,40.605960,-111.934202,40.630776,5.7941,4.7968,2.9813,
445,12,19,11,18,0,0,p,AM,16.84,1,-111.906610,40.605960,-111.933963,40.567876,8.2743,7.6454,4.7517,
446,12,20,11,19,0,0,p,AM,12.54,1,-111.906610,40.605960,-111.924114,40.567177,8.6668,6.1540,3.8247,
447,12,21,11,20,0,0,p,AM,33.59,1,-111.906610,40.605960,-111.913648,40.554715,7.5364,5.6048,3.4834,
448,12,22,11,21,0,0,p,AM,17.05,1,-111.906610,40.605960,-111.900748,40.562521,5.5497,4.2054,2.6137,
449,12,23,11,22,0,0,p,AM,7.82,1,-111.906610,40.605960,-111.902492,40.575680,6.3965,4.5812,2.8472,
450,12,24,11,23,0,0,p,AM,44.02,1,-111.906610,40.605960,-111.907451,40.592344,3.4239,2.3181,1.4407,
451,12,25,11,24,0,0,p,AM,3.00,1,-111.906610,40.605960,-111.923428,40.584054,5.5233,3.9280,2.4413,
452,12,26,11,25,0,0,p,AM,5.91,1,-111.906610,40.605960,-111.921418,40.591609,5.5058,3.9393,2.4483,
453,12,27,11,26,0,0,p,AM,9.11,1,-111.906610,40.605960,-111.943605,40.584092,6.5675,5.8601,3.6421,
454,12,28,11,27,0,0,p,AM,13.49,1,-111.906610,40.605960,-111.911824,40.577722,4.3416,3.1155,1.9363,
455,12,30,11,29,0,0,p,AM,5.78,1,-111.906610,40.605960,-111.901834,40.584029,4.6861,3.1282,1.9442,
456,12,31,11,30,0,0,p,AM,18.03,1,-111.906610,40.605960,-111.944074,40.606326,4.5087,3.4865,2.1669,
457,12,32,11,31,0,0,p,AM,12.03,1,-111.906610,40.605960,-111.943375,40.616454,5.0218,4.4576,2.7704,
458,12,33,11,32,0,0,p,AM,5.22,1,-111.906610,40.605960,-111.943535,40.568001,8.2766,7.6467,4.7525,
459,12,34,11,33,0,0,p,AM,29.63,1,-111.906610,40.605960,-111.934408,40.607297,3.3746,2.8478,1.7699,
460,12,35,11,34,0,0,p,AM,4.31,1,-111.906610,40.605960,-111.924502,40.617134,4.4631,3.6719,2.2821,
461,12,36,11,35,0,0,p,AM,6.86,1,-111.906610,40.605960,-111.908054,40.616174,2.3979,1.6500,1.0255,
462,12,37,11,36,0,0,p,AM,13.74,1,-111.906610,40.605960,-111.934352,40.576870,7.2730,6.6268,4.1186,
463,12,38,11,37,0,0,p,AM,11.99,1,-111.906610,40.605960,-111.936589,40.553565,10.2748,9.2129,5.7259,
464,12,39,11,38,0,0,p,AM,4.76,1,-111.906610,40.605960,-111.908153,40.571760,6.0624,4.4234,2.7491,
465,12,40,11,39,0,0,p,AM,2.12,1,-111.906610,40.605960,-111.915638,40.613722,2.4562,1.8880,1.1734,
466,12,41,11,40,0,0,p,AM,57.94,1,-111.906610,40.605960,-111.938760,40.630427,5.5539,5.1547,3.2037,
467,13,1,12,0,0,0,p,AM,10.11,1,-111.902804,40.610814,-111.942300,40.624038,4.7700,4.5906,2.8531,
468,13,2,12,1,0,0,p,AM,7.58,1,-111.902804,40.610814,-111.943739,40.609520,3.6602,3.5336,2.1961,
469,13,3,12,2,0,0,p,AM,15.29,1,-111.902804,40.610814,-111.943604,40.587762,5.4388,5.3078,3.2988,
470,13,4,12,3,0,0,p,AM,0.73,1,-111.902804,40.610814,-111.944442,40.573253,7.2261,7.0090,4.3561,
471,13,5,12,4,0,0,p,AM,5.25,1,-111.902804,40.610814,-111.943762,40.562247,8.2052,8.1520,5.0665,
472,13,6,12,5,0,0,p,AM,7.00,1,-111.902804,40.610814,-111.938753,40.552997,8.7598,8.7539,5.4406,
473,13,7,12,6,0,0,p,AM,4.92,1,-111.902804,40.610814,-111.929153,40.555761,9.4988,9.2406,5.7431,
474,13,8,12,7,0,0,p,AM,0.78,1,-111.902804,40.610814,-111.902749,40.557151,7.0655,5.5224,3.4322,
475,13,9,12,8,0,0,p,AM,33.59,1,-111.902804,40.610814,-111.899113,40.558973,7.2387,5.6273,3.4974,
476,13,10,12,9,0,0,p,AM,2.20,1,-111.902804,40.610814,-111.897106,40.569721,6.9727,5.3580,3.3300,
477,13,11,12,10,0,0,p,AM,44.83,1,-111.902804,40.610814,-111.901030,40.587971,4.9456,3.7082,2.3046,
478,13,12,12,11,0,0,p,AM,1.20,1,-111.902804,40.610814,-111.906610,40.605960,1.8226,1.5127,0.9401,
479,13,14,12,13,0,0,p,AM,27.90,1,-111.902804,40.610814,-111.901884,40.620828,2.7004,2.4114,1.4987,
480,13,15,12,14,0,0,p,AM,10.46,1,-111.902804,40.610814,-111.910059,40.625783,2.2555,2.0793,1.2923,
481,13,16,12,15,0,0,p,AM,13.05,1,-111.902804,40.610814,-111.929192,40.626782,3.9348,3.7461,2.3282,
482,13,17,12,16,0,0,p,AM,10.18,1,-111.902804,40.610814,-111.933868,40.616707,4.0151,3.4966,2.1731,
483,13,18,12,17,0,0,p,AM,9.91,1,-111.902804,40.610814,-111.934202,40.630776,5.3716,4.6358,2.8812,
484,13,19,12,18,0,0,p,AM,12.90,1,-111.902804,40.610814,-111.933963,40.567876,7.8518,7.4844,4.6516,
485,13,20,12,19,0,0,p,AM,9.61,1,-111.902804,40.610814,-111.924114,40.567177,8.7725,7.3284,4.5546,
486,13,21,12,20,0,0,p,AM,25.74,1,-111.902804,40.610814,-111.913648,40.554715,8.4599,6.4906,4.0339,
487,13,22,12,21,0,0,p,AM,13.07,1,-111.902804,40.610814,-111.900748,40.562521,6.4733,5.0912,3.1642,
488,13,23,12,22,0,0,p,AM,5.99,1,-111.902804,40.610814,-111.902492,40.575680,7.3201,5.4670,3.3978,
489,13,24,12,23,0,0,p,AM,33.73,1,-111.902804,40.610814,-111.907451,40.592344,4.3475,3.2039,1.9912,
490,13,25,12,24,0,0,p,AM,2.29,1,-111.902804,40.610814,-111.923428,40.584054,6.4469,4.8138,2.9918,
491,13,26,12,25,0,0,p,AM,4.53,1,-111.902804,40.610814,-111.921418,40.591609,5.1050,4.5343,2.8181,
492,13,27,12,26,0,0,p,AM,6.98,1,-111.902804,40.610814,-111.943605,40.584092,6.1450,5.6991,3.5420,
493,13,28,12,27,0,0,p,AM,10.34,1,-111.902804,40.610814,-111.911824,40.577722,5.2651,4.0014,2.4869,
494,13,30,12,29,0,0,p,AM,4.43,1,-111.902804,40.610814,-111.901834,40.584029,5.6096,4.0140,2.4947,
495,13,31,12,30,0,0,p,AM,13.82,1,-111.902804,40.610814,-111.944074,40.606326,4.0862,3.3255,2.0668,
496,13,32,12,31,0,0,p,AM,9.21,1,-111.902804,40.610814,-111.943375,40.616454,4.5993,4.2966,2.6703,
497,13,33,12,32,0,0,p,AM,4.00,1,-111.902804,40.610814,-111.943535,40.568001,7.8541,7.4857,4.6524,
498,13,34,12,33,0,0,p,AM,22.70,1,-111.902804,40.610814,-111.934408,40.607297,2.9521,2.6868,1.6699,
499,13,35,12,34,0,0,p,AM,3.30,1,-111.902804,40.610814,-111.924502,40.617134,4.0406,3.5109,2.1820,
500,13,36,12,35,0,0,p,AM,5.25,1,-111.902804,40.610814,-111.908054,40.616174,1.5030,1.0330,0.6420,
501,13,37,12,36,0,0,p,AM,10.53,1,-111.902804,40.610814,-111.934352,40.576870,6.8505,6.4658,4.0185,
502,13,38,12,37,0,0,p,AM,9.19,1,-111.902804,40.610814,-111.936589,40.553565,9.8523,9.0519,5.6258,
503,13,39,12,38,0,0,p,AM,3.64,1,-111.902804,40.610814,-111.908153,40.571760,6.9860,5.3092,3.2997,
504,13,40,12,39,0,0,p,AM,1.62,1,-111.902804,40.610814,-111.915638,40.613722,2.0337,1.7270,1.0733,
505,13,41,12,40,0,0,p,AM,44.39,1,-111.902804,40.610814,-111.938760,40.630427,5.1314,4.9937,3.1036,
506,14,1,13,0,0,0,p,AM,12.41,1,-111.901884,40.620828,-111.942300,40.624038,4.0006,3.6809,2.2877,
507,14,2,13,1,0,0,p,AM,9.30,1,-111.901884,40.620828,-111.943739,40.609520,4.8930,4.5425,2.8232,
508,14,3,13,2,0,0,p,AM,18.75,1,-111.901884,40.620828,-111.943604,40.587762,6.6716,6.3167,3.9258,
509,14,4,13,3,0,0,p,AM,0.90,1,-111.901884,40.620828,-111.944442,40.573253,8.4589,8.0179,4.9831,
510,14,5,13,4,0,0,p,AM,6.44,1,-111.901884,40.620828,-111.943762,40.562247,9.4380,9.1609,5.6935,
511,14,6,13,5,0,0,p,AM,8.59,1,-111.901884,40.620828,-111.938753,40.552997,9.9926,9.7628,6.0676,
512,14,7,13,6,0,0,p,AM,6.04,1,-111.901884,40.620828,-111.929153,40.555761,10.7316,10.2495,6.3701,
513,14,8,13,7,0,0,p,AM,0.96,1,-111.901884,40.620828,-111.902749,40.557151,8.3658,6.5821,4.0908,
514,14,9,13,8,0,0,p,AM,41.21,1,-111.901884,40.620828,-111.899113,40.558973,8.5390,6.6870,4.1560,
515,14,10,13,9,0,0,p,AM,2.70,1,-111.901884,40.620828,-111.897106,40.569721,8.2730,6.4176,3.9886,
516,14,11,13,10,0,0,p,AM,54.99,1,-111.901884,40.620828,-111.901030,40.587971,6.2459,4.7678,2.9632,
517,14,12,13,11,0,0,p,AM,1.47,1,-111.901884,40.620828,-111.906610,40.605960,3.1229,2.5724,1.5987,
518,14,13,13,12,0,0,p,AM,27.90,1,-111.901884,40.620828,-111.902804,40.610814,2.7004,2.4114,1.4987,
519,14,15,13,14,0,0,p,AM,12.83,1,-111.901884,40.620828,-111.910059,40.625783,1.4861,1.1697,0.7270,
520,14,16,13,15,0,0,p,AM,16.01,1,-111.901884,40.620828,-111.929192,40.626782,3.1654,2.8364,1.7629,
521,14,17,13,16,0,0,p,AM,12.49,1,-111.901884,40.620828,-111.933868,40.616707,4.2379,3.5523,2.2077,
522,14,18,13,17,0,0,p,AM,12.16,1,-111.901884,40.620828,-111.934202,40.630776,4.6022,3.7262,2.3158,
523,14,19,13,18,0,0,p,AM,15.83,1,-111.901884,40.620828,-111.933963,40.567876,9.0846,8.4933,5.2786,
524,14,20,13,19,0,0,p,AM,11.79,1,-111.901884,40.620828,-111.924114,40.567177,10.0053,8.3373,5.1817,
525,14,21,13,20,0,0,p,AM,31.58,1,-111.901884,40.620828,-111.913648,40.554715,9.7602,7.5502,4.6925,
526,14,22,13,21,0,0,p,AM,16.03,1,-111.901884,40.620828,-111.900748,40.562521,7.7736,6.1509,3.8228,
527,14,23,13,22,0,0,p,AM,7.35,1,-111.901884,40.620828,-111.902492,40.575680,8.6204,6.5267,4.0563,
528,14,24,13,23,0,0,p,AM,41.38,1,-111.901884,40.620828,-111.907451,40.592344,5.6477,4.2636,2.6498,
529,14,25,13,24,0,0,p,AM,2.82,1,-111.901884,40.620828,-111.923428,40.584054,7.7471,5.8735,3.6504,
530,14,26,13,25,0,0,p,AM,5.55,1,-111.901884,40.620828,-111.921418,40.591609,6.3378,5.5432,3.4451,
531,14,27,13,26,0,0,p,AM,8.57,1,-111.901884,40.620828,-111.943605,40.584092,7.3778,6.7080,4.1690,
532,14,28,13,27,0,0,p,AM,12.68,1,-111.901884,40.620828,-111.911824,40.577722,6.5654,5.0610,3.1454,
533,14,30,13,29,0,0,p,AM,5.43,1,-111.901884,40.620828,-111.901834,40.584029,6.9099,5.0737,3.1533,
534,14,31,13,30,0,0,p,AM,16.95,1,-111.901884,40.620828,-111.944074,40.606326,5.3190,4.3344,2.6938,
535,14,32,13,31,0,0,p,AM,11.30,1,-111.901884,40.620828,-111.943375,40.616454,5.0774,4.5792,2.8460,
536,14,33,13,32,0,0,p,AM,4.91,1,-111.901884,40.620828,-111.943535,40.568001,9.0869,8.4946,5.2794,
537,14,34,13,33,0,0,p,AM,27.85,1,-111.901884,40.620828,-111.934408,40.607297,4.1849,3.6957,2.2969,
538,14,35,13,34,0,0,p,AM,4.05,1,-111.901884,40.620828,-111.924502,40.617134,4.2633,3.5666,2.2166,
539,14,36,13,35,0,0,p,AM,6.44,1,-111.901884,40.620828,-111.908054,40.616174,1.7970,1.3251,0.8235,
540,14,37,13,36,0,0,p,AM,12.91,1,-111.901884,40.620828,-111.934352,40.576870,8.0833,7.4747,4.6455,
541,14,38,13,37,0,0,p,AM,11.27,1,-111.901884,40.620828,-111.936589,40.553565,11.0851,10.0608,6.2528,
542,14,39,13,38,0,0,p,AM,4.47,1,-111.901884,40.620828,-111.908153,40.571760,8.2863,6.3689,3.9583,
543,14,40,13,39,0,0,p,AM,1.99,1,-111.901884,40.620828,-111.915638,40.613722,2.2768,1.7805,1.1066,
544,14,41,13,40,0,0,p,AM,54.46,1,-111.901884,40.620828,-111.938760,40.630427,4.3620,4.0840,2.5382,
545,15,1,14,0,0,0,p,AM,4.65,1,-111.910059,40.625783,-111.942300,40.624038,3.5557,3.3489,2.0814,
546,15,2,14,1,0,0,p,AM,3.49,1,-111.910059,40.625783,-111.943739,40.609520,4.4481,4.2105,2.6168,
547,15,3,14,2,0,0,p,AM,7.03,1,-111.910059,40.625783,-111.943604,40.587762,6.2267,5.9846,3.7195,
548,15,4,14,3,0,0,p,AM,0.34,1,-111.910059,40.625783,-111.944442,40.573253,8.0140,7.6858,4.7768,
549,15,5,14,4,0,0,p,AM,2.41,1,-111.910059,40.625783,-111.943762,40.562247,8.9931,8.8289,5.4872,
550,15,6,14,5,0,0,p,AM,3.22,1,-111.910059,40.625783,-111.938753,40.552997,9.5477,9.4308,5.8613,
551,15,7,14,6,0,0,p,AM,2.26,1,-111.910059,40.625783,-111.929153,40.555761,10.2867,9.9175,6.1638,
552,15,8,14,7,0,0,p,AM,0.36,1,-111.910059,40.625783,-111.902749,40.557151,7.9209,6.2501,3.8845,
553,15,9,14,8,0,0,p,AM,15.44,1,-111.910059,40.625783,-111.899113,40.558973,8.0941,6.3550,3.9497,
554,15,10,14,9,0,0,p,AM,1.01,1,-111.910059,40.625783,-111.897106,40.569721,7.8281,6.0856,3.7822,
555,15,11,14,10,0,0,p,AM,20.61,1,-111.910059,40.625783,-111.901030,40.587971,5.8010,4.4358,2.7569,
556,15,12,14,11,0,0,p,AM,0.55,1,-111.910059,40.625783,-111.906610,40.605960,2.6780,2.2403,1.3924,
557,15,13,14,12,0,0,p,AM,10.46,1,-111.910059,40.625783,-111.902804,40.610814,2.2555,2.0793,1.2923,
558,15,14,14,13,0,0,p,AM,12.83,1,-111.910059,40.625783,-111.901884,40.620828,1.4861,1.1697,0.7270,
559,15,16,14,15,0,0,p,AM,6.00,1,-111.910059,40.625783,-111.929192,40.626782,2.7205,2.5044,1.5565,
560,15,17,14,16,0,0,p,AM,4.68,1,-111.910059,40.625783,-111.933868,40.616707,3.7930,3.2202,2.0014,
561,15,18,14,17,0,0,p,AM,4.56,1,-111.910059,40.625783,-111.934202,40.630776,4.1573,3.3941,2.1095,
562,15,19,14,18,0,0,p,AM,5.93,1,-111.910059,40.625783,-111.933963,40.567876,8.6397,8.1613,5.0723,
563,15,20,14,19,0,0,p,AM,4.42,1,-111.910059,40.625783,-111.924114,40.567177,9.5604,8.0053,4.9753,
564,15,21,14,20,0,0,p,AM,11.84,1,-111.910059,40.625783,-111.913648,40.554715,9.3153,7.2182,4.4862,
565,15,22,14,21,0,0,p,AM,6.01,1,-111.910059,40.625783,-111.900748,40.562521,7.3287,5.8189,3.6165,
566,15,23,14,22,0,0,p,AM,2.75,1,-111.910059,40.625783,-111.902492,40.575680,8.1755,6.1947,3.8500,
567,15,24,14,23,0,0,p,AM,15.51,1,-111.910059,40.625783,-111.907451,40.592344,5.2028,3.9316,2.4435,
568,15,25,14,24,0,0,p,AM,1.06,1,-111.910059,40.625783,-111.923428,40.584054,7.3023,5.5415,3.4441,
569,15,26,14,25,0,0,p,AM,2.08,1,-111.910059,40.625783,-111.921418,40.591609,5.8929,5.2111,3.2387,
570,15,27,14,26,0,0,p,AM,3.21,1,-111.910059,40.625783,-111.943605,40.584092,6.9329,6.3760,3.9627,
571,15,28,14,27,0,0,p,AM,4.75,1,-111.910059,40.625783,-111.911824,40.577722,6.1205,4.7290,2.9391,
572,15,30,14,29,0,0,p,AM,2.04,1,-111.910059,40.625783,-111.901834,40.584029,6.4650,4.7417,2.9470,
573,15,31,14,30,0,0,p,AM,6.35,1,-111.910059,40.625783,-111.944074,40.606326,4.8741,4.0024,2.4875,
574,15,32,14,31,0,0,p,AM,4.24,1,-111.910059,40.625783,-111.943375,40.616454,4.6325,4.2472,2.6397,
575,15,33,14,32,0,0,p,AM,1.84,1,-111.910059,40.625783,-111.943535,40.568001,8.6420,8.1626,5.0731,
576,15,34,14,33,0,0,p,AM,10.44,1,-111.910059,40.625783,-111.934408,40.607297,3.7400,3.3637,2.0906,
577,15,35,14,34,0,0,p,AM,1.52,1,-111.910059,40.625783,-111.924502,40.617134,3.8184,3.2346,2.0103,
578,15,36,14,35,0,0,p,AM,2.42,1,-111.910059,40.625783,-111.908054,40.616174,1.3521,0.9931,0.6172,
579,15,37,14,36,0,0,p,AM,4.84,1,-111.910059,40.625783,-111.934352,40.576870,7.6384,7.1426,4.4392,
580,15,38,14,37,0,0,p,AM,4.22,1,-111.910059,40.625783,-111.936589,40.553565,10.6402,9.7288,6.0465,
581,15,39,14,38,0,0,p,AM,1.68,1,-111.910059,40.625783,-111.908153,40.571760,7.8414,6.0369,3.7519,
582,15,40,14,39,0,0,p,AM,0.75,1,-111.910059,40.625783,-111.915638,40.613722,1.8319,1.4485,0.9002,
583,15,41,14,40,0,0,p,AM,20.41,1,-111.910059,40.625783,-111.938760,40.630427,3.9171,3.7520,2.3319,
584,16,1,15,0,0,0,p,AM,5.80,1,-111.929192,40.626782,-111.942300,40.624038,1.5470,1.4553,0.9045,
585,16,2,15,1,0,0,p,AM,4.35,1,-111.929192,40.626782,-111.943739,40.609520,3.0745,3.1932,1.9846,
586,16,3,15,2,0,0,p,AM,8.76,1,-111.929192,40.626782,-111.943604,40.587762,5.0856,4.7491,2.9516,
587,16,4,15,3,0,0,p,AM,0.42,1,-111.929192,40.626782,-111.944442,40.573253,6.8729,6.4503,4.0089,
588,16,5,15,4,0,0,p,AM,3.01,1,-111.929192,40.626782,-111.943762,40.562247,7.8520,7.5933,4.7193,
589,16,6,15,5,0,0,p,AM,4.01,1,-111.929192,40.626782,-111.938753,40.552997,8.4066,8.1952,5.0934,
590,16,7,15,6,0,0,p,AM,2.82,1,-111.929192,40.626782,-111.929153,40.555761,9.1456,8.6819,5.3959,
591,16,8,15,7,0,0,p,AM,0.45,1,-111.929192,40.626782,-111.902749,40.557151,9.6002,7.9169,4.9204,
592,16,9,15,8,0,0,p,AM,19.25,1,-111.929192,40.626782,-111.899113,40.558973,9.7734,8.0218,4.9856,
593,16,10,15,9,0,0,p,AM,1.26,1,-111.929192,40.626782,-111.897106,40.569721,9.5074,7.7524,4.8181,
594,16,11,15,10,0,0,p,AM,25.69,1,-111.929192,40.626782,-111.901030,40.587971,7.4803,6.1026,3.7928,
595,16,12,15,11,0,0,p,AM,0.69,1,-111.929192,40.626782,-111.906610,40.605960,4.3573,3.9071,2.4283,
596,16,13,15,12,0,0,p,AM,13.04,1,-111.929192,40.626782,-111.902804,40.610814,3.9348,3.7461,2.3282,
597,16,14,15,13,0,0,p,AM,15.99,1,-111.929192,40.626782,-111.901884,40.620828,3.1654,2.8364,1.7629,
598,16,15,15,14,0,0,p,AM,5.99,1,-111.929192,40.626782,-111.910059,40.625783,2.7205,2.5044,1.5565,
599,16,17,15,16,0,0,p,AM,5.83,1,-111.929192,40.626782,-111.933868,40.616707,1.7843,1.3266,0.8245,
600,16,18,15,17,0,0,p,AM,5.68,1,-111.929192,40.626782,-111.934202,40.630776,2.1486,1.5005,0.9326,
601,16,19,15,18,0,0,p,AM,7.40,1,-111.929192,40.626782,-111.933963,40.567876,7.4986,6.9257,4.3044,
602,16,20,15,19,0,0,p,AM,5.51,1,-111.929192,40.626782,-111.924114,40.567177,8.4193,6.7697,4.2074,
603,16,21,15,20,0,0,p,AM,14.75,1,-111.929192,40.626782,-111.913648,40.554715,10.7283,10.1725,6.3223,
604,16,22,15,21,0,0,p,AM,7.49,1,-111.929192,40.626782,-111.900748,40.562521,9.0080,7.4857,4.6524,
605,16,23,15,22,0,0,p,AM,3.43,1,-111.929192,40.626782,-111.902492,40.575680,9.8548,7.8614,4.8859,
606,16,24,15,23,0,0,p,AM,19.33,1,-111.929192,40.626782,-111.907451,40.592344,6.8821,5.5983,3.4794,
607,16,25,15,24,0,0,p,AM,1.32,1,-111.929192,40.626782,-111.923428,40.584054,6.2352,5.0153,3.1170,
608,16,26,15,25,0,0,p,AM,2.59,1,-111.929192,40.626782,-111.921418,40.591609,4.7518,3.9756,2.4708,
609,16,27,15,26,0,0,p,AM,4.00,1,-111.929192,40.626782,-111.943605,40.584092,5.7918,5.1404,3.1948,
610,16,28,15,27,0,0,p,AM,5.93,1,-111.929192,40.626782,-111.911824,40.577722,7.7998,6.3958,3.9750,
611,16,30,15,29,0,0,p,AM,2.54,1,-111.929192,40.626782,-111.901834,40.584029,8.1443,6.4085,3.9829,
612,16,31,15,30,0,0,p,AM,7.92,1,-111.929192,40.626782,-111.944074,40.606326,3.7330,2.7668,1.7196,
613,16,32,15,31,0,0,p,AM,5.28,1,-111.929192,40.626782,-111.943375,40.616454,2.6238,2.3536,1.4628,
614,16,33,15,32,0,0,p,AM,2.29,1,-111.929192,40.626782,-111.943535,40.568001,7.5009,6.9270,4.3052,
615,16,34,15,33,0,0,p,AM,13.01,1,-111.929192,40.626782,-111.934408,40.607297,2.5989,2.1281,1.3226,
616,16,35,15,34,0,0,p,AM,1.89,1,-111.929192,40.626782,-111.924502,40.617134,1.8097,1.3409,0.8334,
617,16,36,15,35,0,0,p,AM,3.01,1,-111.929192,40.626782,-111.908054,40.616174,3.0314,2.6598,1.6531,
618,16,37,15,36,0,0,p,AM,6.03,1,-111.929192,40.626782,-111.934352,40.576870,6.4973,5.9071,3.6713,
619,16,38,15,37,0,0,p,AM,5.27,1,-111.929192,40.626782,-111.936589,40.553565,9.4991,8.4932,5.2786,
620,16,39,15,38,0,0,p,AM,2.09,1,-111.929192,40.626782,-111.908153,40.571760,9.5207,7.7036,4.7878,
621,16,40,15,39,0,0,p,AM,0.93,1,-111.929192,40.626782,-111.915638,40.613722,3.5112,3.1152,1.9361,
622,16,41,15,40,0,0,p,AM,25.44,1,-111.929192,40.626782,-111.938760,40.630427,1.9084,1.8584,1.1550,
623,17,1,16,0,0,0,p,AM,30.75,1,-111.933868,40.616707,-111.942300,40.624038,1.7678,1.5382,0.9560,
624,17,2,16,1,0,0,p,AM,23.05,1,-111.933868,40.616707,-111.943739,40.609520,1.8807,1.6449,1.0223,
625,17,3,16,2,0,0,p,AM,46.49,1,-111.933868,40.616707,-111.943604,40.587762,3.9327,4.0508,2.5176,
626,17,4,16,3,0,0,p,AM,2.23,1,-111.933868,40.616707,-111.944442,40.573253,5.7201,5.7520,3.5749,
627,17,5,16,4,0,0,p,AM,15.97,1,-111.933868,40.616707,-111.943762,40.562247,6.6992,6.8950,4.2853,
628,17,6,16,5,0,0,p,AM,21.30,1,-111.933868,40.616707,-111.938753,40.552997,7.2538,7.4970,4.6594,
629,17,7,16,6,0,0,p,AM,14.97,1,-111.933868,40.616707,-111.929153,40.555761,7.9928,7.9837,4.9619,
630,17,8,16,7,0,0,p,AM,2.38,1,-111.933868,40.616707,-111.902749,40.557151,9.1343,8.5093,5.2886,
631,17,9,16,8,0,0,p,AM,102.15,1,-111.933868,40.616707,-111.899113,40.558973,9.3075,8.6142,5.3538,
632,17,10,16,9,0,0,p,AM,6.70,1,-111.933868,40.616707,-111.897106,40.569721,9.0415,8.3448,5.1863,
633,17,11,16,10,0,0,p,AM,136.33,1,-111.933868,40.616707,-111.901030,40.587971,7.2727,6.9877,4.3429,
634,17,12,16,11,0,0,p,AM,3.65,1,-111.933868,40.616707,-111.906610,40.605960,4.4376,3.6576,2.2732,
635,17,13,16,12,0,0,p,AM,69.16,1,-111.933868,40.616707,-111.902804,40.610814,4.0151,3.4966,2.1731,
636,17,14,16,13,0,0,p,AM,84.85,1,-111.933868,40.616707,-111.901884,40.620828,4.2379,3.5523,2.2077,
637,17,15,16,14,0,0,p,AM,31.80,1,-111.933868,40.616707,-111.910059,40.625783,3.7930,3.2202,2.0014,
638,17,16,16,15,0,0,p,AM,39.69,1,-111.933868,40.616707,-111.929192,40.626782,1.7843,1.3266,0.8245,
639,17,18,16,17,0,0,p,AM,30.14,1,-111.933868,40.616707,-111.934202,40.630776,2.7734,1.5619,0.9707,
640,17,19,16,18,0,0,p,AM,39.24,1,-111.933868,40.616707,-111.933963,40.567876,6.3458,6.2275,3.8704,
641,17,20,16,19,0,0,p,AM,29.23,1,-111.933868,40.616707,-111.924114,40.567177,7.5677,7.0228,4.3647,
642,17,21,16,20,0,0,p,AM,78.28,1,-111.933868,40.616707,-111.913648,40.554715,9.5754,9.4743,5.8883,
643,17,22,16,21,0,0,p,AM,39.74,1,-111.933868,40.616707,-111.900748,40.562521,8.5420,8.0781,5.0206,
644,17,23,16,22,0,0,p,AM,18.22,1,-111.933868,40.616707,-111.902492,40.575680,9.3888,8.4538,5.2541,
645,17,24,16,23,0,0,p,AM,102.57,1,-111.933868,40.616707,-111.907451,40.592344,6.9625,5.3488,3.3243,
646,17,25,16,24,0,0,p,AM,6.98,1,-111.933868,40.616707,-111.923428,40.584054,5.7186,5.3187,3.3056,
647,17,26,16,25,0,0,p,AM,13.76,1,-111.933868,40.616707,-111.921418,40.591609,4.3543,3.4300,2.1317,
648,17,27,16,26,0,0,p,AM,21.24,1,-111.933868,40.616707,-111.943605,40.584092,4.6389,4.4421,2.7608,
649,17,28,16,27,0,0,p,AM,31.44,1,-111.933868,40.616707,-111.911824,40.577722,7.3338,6.9882,4.3432,
650,17,30,16,29,0,0,p,AM,13.47,1,-111.933868,40.616707,-111.901834,40.584029,7.9366,7.2936,4.5330,
651,17,31,16,30,0,0,p,AM,42.02,1,-111.933868,40.616707,-111.944074,40.606326,2.5802,2.0685,1.2856,
652,17,32,16,31,0,0,p,AM,28.02,1,-111.933868,40.616707,-111.943375,40.616454,1.4300,0.8053,0.5005,
653,17,33,16,32,0,0,p,AM,12.17,1,-111.933868,40.616707,-111.943535,40.568001,6.3480,6.2288,3.8712,
654,17,34,16,33,0,0,p,AM,69.05,1,-111.933868,40.616707,-111.934408,40.607297,2.0351,1.1461,0.7123,
655,17,35,16,34,0,0,p,AM,10.04,1,-111.933868,40.616707,-111.924502,40.617134,1.4123,0.7953,0.4943,
656,17,36,16,35,0,0,p,AM,15.97,1,-111.933868,40.616707,-111.908054,40.616174,4.1039,3.3757,2.0980,
657,17,37,16,36,0,0,p,AM,32.01,1,-111.933868,40.616707,-111.934352,40.576870,5.3445,5.2088,3.2373,
658,17,38,16,37,0,0,p,AM,27.94,1,-111.933868,40.616707,-111.936589,40.553565,8.3462,7.7950,4.8446,
