link_id,link_no,from_node_id,to_node_id,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
243,242,10850,1360,2,,7,0.165100,20.000000,14.000000,0.495300,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904175 40.585624,-111.901834 40.584029)"
244,243,10850,4156,1,,1,0.170000,24.000000,16.799999,0.425000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904175 40.585624,-111.900942 40.585620)"
245,244,10850,7210,1,,1,0.037800,24.000000,16.799999,0.094500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904175 40.585624,-111.904821 40.585866)"
246,245,10851,6273,1,,1,0.046100,24.000000,16.799999,0.115250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.906130 40.597034,-111.905677 40.596462)"
247,246,10851,10852,1,,1,0.188400,24.000000,16.799999,0.471000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.906130 40.597034,-111.909246 40.598382)"
248,247,10852,5106,1,,1,0.055100,24.000000,16.799999,0.137750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.909246 40.598382,-111.910268 40.598557)"
249,248,10852,10851,1,,1,0.188400,24.000000,16.799999,0.471000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.909246 40.598382,-111.906130 40.597034)"
250,249,10853,1325,2,,7,0.158300,20.000000,14.000000,0.474900,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904442 40.592385,-111.907451 40.592344)"
251,250,10853,6270,1,,1,0.100700,24.000000,16.799999,0.251750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904442 40.592385,-111.904847 40.593812)"
252,251,10853,11910,1,,1,0.166000,24.000000,16.799999,0.415000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904442 40.592385,-111.904258 40.589983)"
253,252,10854,5118,1,,1,0.091300,24.000000,16.799999,0.228250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904193 40.586691,-111.904260 40.588014)"
254,253,10854,7210,1,,1,0.065800,24.000000,16.799999,0.164500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904193 40.586691,-111.904821 40.585866)"
255,254,10857,5587,1,,1,0.145900,26.000000,18.200001,0.336692,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919656 40.562402,-111.919260 40.560309)"
256,255,10857,6255,1,,1,0.239300,26.000000,18.200001,0.552231,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.919656 40.562402,-111.919626 40.565871)"
257,256,10872,5030,1,,2,0.181590,36.000000,25.200001,0.302650,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.913107 40.621094,-111.909957 40.621262)"
258,257,10872,5861,1,,2,0.120500,36.000000,25.200001,0.200833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.913107 40.621094,-111.915194 40.621817)"
259,258,11123,5017,1,,2,0.262200,36.000000,25.200001,0.437000,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.943739 40.609520,-111.938751 40.609517)"
260,259,11124,1289,2,,7,0.506900,21.000000,14.700000,1.448286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931819 40.609526,-111.933868 40.616707)"
261,260,11124,1319,2,,7,0.205400,21.000000,14.700000,0.586857,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931819 40.609526,-111.934408 40.607297)"
262,261,11124,5017,1,,2,0.364400,36.000000,25.200001,0.607333,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931819 40.609526,-111.938751 40.609517)"
263,262,11124,5022,1,,2,0.139800,36.000000,25.200001,0.233000,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931819 40.609526,-111.929163 40.609415)"
264,263,11125,1286,2,,7,0.466000,21.000000,14.700000,1.331429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.933970 40.624024,-111.934202 40.630776)"
265,264,11125,1289,2,,7,0.504700,21.000000,14.700000,1.442000,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.933970 40.624024,-111.933868 40.616707)"
266,265,11125,5436,1,,2,0.250900,36.000000,25.200001,0.418167,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.933970 40.624024,-111.938742 40.624085)"
267,266,11125,5440,1,,2,0.276770,36.000000,25.200001,0.461283,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.933970 40.624024,-111.929192 40.623484)"
268,267,11126,5441,1,,2,0.119320,36.000000,25.200001,0.198867,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.918637 40.623724,-111.916854 40.622667)"
269,268,11126,11127,1,,2,0.317900,36.000000,25.200001,0.529833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.918637 40.623724,-111.924686 40.623746)"
270,269,11127,5440,1,,2,0.259770,36.000000,25.200001,0.432950,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.924686 40.623746,-111.929192 40.623484)"
271,270,11127,11126,1,,2,0.317900,36.000000,25.200001,0.529833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.924686 40.623746,-111.918637 40.623724)"
272,271,11128,5030,1,,2,0.134510,29.000000,20.299999,0.278297,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907655 40.620856,-111.909957 40.621262)"
273,272,11128,5037,1,,2,0.332140,29.000000,20.299999,0.687186,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907655 40.620856,-111.901884 40.620828)"
274,273,11129,1299,2,,7,0.363700,21.000000,14.700000,1.039143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907639 40.610911,-111.908054 40.616174)"
275,274,11129,5027,1,,2,0.141700,36.000000,25.200001,0.236167,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907639 40.610911,-111.910314 40.610655)"
276,275,11129,5034,1,,2,0.278340,36.000000,25.200001,0.463900,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907639 40.610911,-111.902804 40.610814)"
277,276,11146,1314,2,,7,0.275800,21.000000,14.700000,0.788000,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938858 40.605898,-111.944074 40.606326)"
278,277,11146,5017,1,,3,0.249700,43.000000,30.100000,0.348419,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938858 40.605898,-111.938751 40.609517)"
279,278,11146,5736,1,,3,0.245400,43.000000,30.100000,0.342419,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938858 40.605898,-111.938695 40.602343)"
280,279,11147,5022,1,,1,0.119000,32.000000,22.400000,0.223125,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929235 40.607691,-111.929163 40.609415)"
281,280,11147,5820,1,,1,0.301500,32.000000,22.400000,0.565312,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929235 40.607691,-111.929267 40.603321)"
282,281,11148,1316,2,,7,0.260800,21.000000,14.700000,0.745143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938793 40.599039,-111.943565 40.598006)"
283,282,11148,1320,2,,7,0.252700,21.000000,14.700000,0.722000,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938793 40.599039,-111.934152 40.599993)"
284,283,11148,5113,1,,3,0.346600,43.000000,30.100000,0.483628,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938793 40.599039,-111.938770 40.594013)"
285,284,11148,5736,1,,3,0.228000,43.000000,30.100000,0.318140,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938793 40.599039,-111.938695 40.602343)"
286,285,11150,5027,1,,1,0.237800,29.000000,20.299999,0.492000,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910332 40.607207,-111.910314 40.610655)"
287,286,11150,5109,1,,1,0.087500,29.000000,20.299999,0.181034,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910332 40.607207,-111.910315 40.605939)"
288,287,11151,5109,1,,1,0.194800,26.000000,18.200001,0.449538,514.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.906610 40.605960,-111.910315 40.605939)"
289,288,11159,5112,1,,2,0.256300,39.000000,27.299999,0.394308,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.943604 40.587762,-111.938730 40.587762)"
290,289,11160,1318,2,,7,0.238400,21.000000,14.700000,0.681143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938878 40.590844,-111.943411 40.590891)"
291,290,11160,5112,1,,3,0.212800,43.000000,30.100000,0.296930,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938878 40.590844,-111.938730 40.587762)"
292,291,11160,5113,1,,3,0.218700,43.000000,30.100000,0.305163,854.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938878 40.590844,-111.938770 40.594013)"
293,292,11161,1322,2,,7,0.267000,21.000000,14.700000,0.762857,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929272 40.591047,-111.934349 40.591006)"
294,293,11161,5103,1,,1,0.272100,32.000000,22.400000,0.510188,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929272 40.591047,-111.929223 40.594991)"
295,294,11161,5114,1,,1,0.224400,32.000000,22.400000,0.420750,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929272 40.591047,-111.929195 40.587794)"
296,295,11172,1346,2,,7,0.251800,21.000000,14.700000,0.719429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938819 40.584171,-111.943605 40.584092)"
297,296,11172,1353,2,,7,0.239500,21.000000,14.700000,0.684286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938819 40.584171,-111.934266 40.584068)"
298,297,11172,5112,1,,2,0.247700,39.000000,27.299999,0.381077,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938819 40.584171,-111.938730 40.587762)"
299,298,11172,5210,1,,2,0.497400,39.000000,27.299999,0.765231,892.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938819 40.584171,-111.938741 40.576961)"
300,299,11173,1353,2,,7,0.264800,21.000000,14.700000,0.756571,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929246 40.584369,-111.934266 40.584068)"
301,300,11173,1354,2,,7,0.306700,20.000000,14.000000,0.920100,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929246 40.584369,-111.923428 40.584054)"
302,301,11173,5114,1,,1,0.236200,29.000000,20.299999,0.488690,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929246 40.584369,-111.929195 40.587794)"
303,302,11173,5219,1,,1,0.526200,29.000000,20.299999,1.088690,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929246 40.584369,-111.929172 40.576740)"
304,303,11180,5211,1,,1,0.302900,29.000000,20.299999,0.626690,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.944442 40.573253,-111.938687 40.573111)"
305,304,11181,1349,2,,7,0.309100,21.000000,14.700000,0.883143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931031 40.573173,-111.934352 40.576870)"
306,305,11181,1352,2,,7,0.396600,21.000000,14.700000,1.133143,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931031 40.573173,-111.933963 40.567876)"
307,306,11181,5211,1,,1,0.402700,29.000000,20.299999,0.833172,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931031 40.573173,-111.938687 40.573111)"
308,307,11181,11182,1,,1,0.061600,29.000000,20.299999,0.127448,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.931031 40.573173,-111.930154 40.572580)"
309,308,11182,5232,1,,1,0.050500,29.000000,20.299999,0.104483,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.930154 40.572580,-111.929201 40.572493)"
310,309,11182,11181,1,,1,0.061600,29.000000,20.299999,0.127448,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.930154 40.572580,-111.931031 40.573173)"
311,310,11183,1355,2,,7,0.295200,21.000000,14.700000,0.843429,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.923406 40.572477,-111.924746 40.576632)"
312,311,11183,1356,2,,7,0.367400,21.000000,14.700000,1.049714,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.923406 40.572477,-111.924114 40.567177)"
313,312,11183,5215,1,,1,0.196100,29.000000,20.299999,0.405724,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.923406 40.572477,-111.919678 40.572454)"
314,313,11183,5232,1,,1,0.304800,29.000000,20.299999,0.630621,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.923406 40.572477,-111.929201 40.572493)"
315,314,11184,5588,1,,1,0.172500,24.000000,16.799999,0.431250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.913770 40.572331,-111.917018 40.571988)"
316,315,11184,11257,1,,1,0.335000,24.000000,16.799999,0.837500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.913770 40.572331,-111.908371 40.569754)"
317,316,11255,5117,1,,2,0.123100,32.000000,22.400000,0.230813,847.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907886 40.587813,-111.910225 40.587717)"
318,317,11255,5118,1,,2,0.191200,32.000000,22.400000,0.358500,847.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.907886 40.587813,-111.904260 40.588014)"
319,318,11257,1404,2,,7,0.138900,20.000000,14.000000,0.416700,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.908371 40.569754,-111.908153 40.571760)"
320,319,11257,5175,1,,1,0.211700,24.000000,16.799999,0.529250,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.908371 40.569754,-111.904348 40.569696)"
321,320,11257,11184,1,,1,0.335000,24.000000,16.799999,0.837500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.908371 40.569754,-111.913770 40.572331)"
322,321,11259,1356,2,,7,0.382300,21.000000,14.700000,1.092286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.926737 40.562009,-111.924114 40.567177)"
323,322,11259,5214,1,,2,0.130600,36.000000,25.200001,0.217667,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.926737 40.562009,-111.929207 40.562200)"
324,323,11259,5587,1,,2,0.410500,36.000000,25.200001,0.684167,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.926737 40.562009,-111.919260 40.560309)"
325,324,11261,1352,2,,7,0.386300,21.000000,14.700000,1.103714,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934612 40.562298,-111.933963 40.567876)"
326,325,11261,1397,2,,7,0.611200,21.000000,14.700000,1.746286,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934612 40.562298,-111.936589 40.553565)"
327,326,11261,5208,1,,2,0.214700,36.000000,25.200001,0.357833,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934612 40.562298,-111.938693 40.562285)"
328,327,11261,5214,1,,2,0.284400,36.000000,25.200001,0.474000,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934612 40.562298,-111.929207 40.562200)"
329,328,11281,5214,1,,1,0.444100,29.000000,20.299999,0.918828,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929153 40.555761,-111.929207 40.562200)"
330,329,11282,5208,1,,1,0.266600,35.000000,24.500000,0.457029,857.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.943762 40.562247,-111.938693 40.562285)"
331,330,11489,1360,2,,7,0.237300,20.000000,14.000000,0.711900,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902652 40.580647,-111.901834 40.584029)"
332,331,11489,7984,1,,1,0.102600,30.000000,21.000000,0.205200,814.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902652 40.580647,-111.900701 40.580648)"
333,332,11489,8172,1,,1,0.149900,35.000000,24.500000,0.256971,857.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902652 40.580647,-111.905503 40.580699)"
334,333,11507,3689,1,,2,0.094000,25.000000,17.500000,0.225600,601.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902527 40.562393,-111.900748 40.562521)"
335,334,11507,5216,1,,2,0.234600,25.000000,17.500000,0.563040,601.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902527 40.562393,-111.902774 40.558997)"
336,335,11763,5730,1,,1,0.112300,24.000000,16.799999,0.280750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905488 40.584909,-111.905499 40.583282)"
337,336,11763,7210,1,,1,0.074700,24.000000,16.799999,0.186750,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905488 40.584909,-111.904821 40.585866)"
338,337,11827,5440,1,,1,0.189810,32.000000,22.400000,0.355894,666.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929192 40.626782,-111.929192 40.623484)"
339,338,11910,5118,1,,1,0.135800,24.000000,16.799999,0.339500,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904258 40.589983,-111.904260 40.588014)"
340,339,11910,10853,1,,1,0.166000,24.000000,16.799999,0.415000,633.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904258 40.589983,-111.904442 40.592385)"
341,340,1358,3000,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911502 40.583522,-111.916207 40.581200)"
342,341,1358,5117,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911502 40.583522,-111.910225 40.587717)"
343,342,5117,1358,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.910225 40.587717,-111.911502 40.583522)"
344,343,3000,1358,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916207 40.581200,-111.911502 40.583522)"
345,344,6185,5175,1,,2,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905514 40.575754,-111.904348 40.569696)"
346,345,5175,6185,1,,2,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904348 40.569696,-111.905514 40.575754)"
347,346,3000,3001,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.916207 40.581200,-111.909573 40.580790)"
348,347,3001,3000,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.909573 40.580790,-111.916207 40.581200)"
349,348,3001,8172,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.909573 40.580790,-111.905503 40.580699)"
350,349,8172,3000,1,,1,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.905503 40.580699,-111.916207 40.581200)"
351,350,3001,1359,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.909573 40.580790,-111.911824 40.577722)"
352,351,1359,3001,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911824 40.577722,-111.909573 40.580790)"
353,352,5175,11507,1,,2,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.904348 40.569696,-111.902527 40.562393)"
354,353,11507,5175,1,,2,0.121130,35.000000,24.500000,0.207651,600.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.902527 40.562393,-111.904348 40.569696)"
355,354,1358,3002,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911502 40.583522,-111.911260 40.581966)"
356,355,3002,1358,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.911260 40.581966,-111.911502 40.583522)"
357,356,1323,11161,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.921418 40.591609,-111.929272 40.591047)"
358,357,11161,1323,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929272 40.591047,-111.921418 40.591609)"
359,358,1319,11146,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934408 40.607297,-111.938858 40.605898)"
360,359,11146,1319,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938858 40.605898,-111.934408 40.607297)"
361,360,1319,11147,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934408 40.607297,-111.929235 40.607691)"
362,361,11147,1319,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.929235 40.607691,-111.934408 40.607297)"
363,362,1322,11160,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.934349 40.591006,-111.938878 40.590844)"
364,363,11160,1322,2,,7,0.121130,21.000000,14.700000,0.346086,10000.000000,,1.000000,0.150000,4.000000,0.000000,0.368000,1.380000,0.954946,1.124000,"LINESTRING (-111.938878 40.590844,-111.934349 40.591006)"
