agent_id,agent_type,trip_id,route_id,route_id_short_name,o_zone_id,d_zone_id,travel_time,distance,node_sequence,time_sequence
20,transit,2109649581,66,Acela Express,324,488,173.000,211.202,324;323;281;349;499;27;488;,0800:00;0815:00;0828:00;0910:00;0931:00;1015:00;1053:00;,
21,transit,2110644923,66,Acela Express,488,324,170.000,211.195,488;56;27;499;349;323;324;,1100:00;1121:00;1132:00;1216:00;1233:00;1330:00;1350:00;,
22,transit,2110644924,66,Acela Express,488,324,170.000,211.195,488;56;27;499;349;323;324;,1100:00;1121:00;1132:00;1216:00;1233:00;1330:00;1350:00;,
23,transit,2110644926,66,Acela Express,488,324,170.000,211.195,488;56;27;499;349;323;324;,1100:00;1121:00;1132:00;1216:00;1233:00;1330:00;1350:00;,
24,transit,2117643540,66,Acela Express,324,488,173.000,211.202,324;323;281;349;499;27;488;,1200:00;1215:00;1228:00;1310:00;1331:00;1415:00;1453:00;,
25,transit,2117649585,66,Acela Express,324,488,175.000,211.202,324;323;281;349;499;27;488;,1200:00;1215:00;1228:00;1310:00;1331:00;1413:00;1455:00;,
26,transit,2117649586,66,Acela Express,324,488,173.000,211.202,324;323;281;349;499;27;488;,1200:00;1215:00;1228:00;1310:00;1331:00;1415:00;1453:00;,
27,transit,2117649587,66,Acela Express,324,488,173.000,211.202,324;323;281;349;499;27;488;,1200:00;1215:00;1228:00;1310:00;1331:00;1415:00;1453:00;,
28,transit,2119644170,66,Acela Express,324,488,165.000,211.195,324;323;349;499;27;56;488;,1800:00;1815:00;1906:00;1927:00;2006:00;2020:00;2045:00;,
29,transit,2119644171,66,Acela Express,324,488,165.000,211.195,324;323;349;499;27;56;488;,1800:00;1815:00;1906:00;1927:00;2006:00;2020:00;2045:00;,
30,transit,2119644173,66,Acela Express,324,488,165.000,211.195,324;323;349;499;27;56;488;,1800:00;1815:00;1906:00;1927:00;2006:00;2020:00;2045:00;,
31,transit,2121649588,66,Acela Express,324,488,175.000,211.195,324;323;349;499;27;56;488;,1400:00;1415:00;1506:00;1527:00;1606:00;1620:00;1655:00;,
32,transit,2121649589,66,Acela Express,324,488,173.000,211.195,324;323;349;499;27;56;488;,1400:00;1415:00;1506:00;1527:00;1611:00;1626:00;1653:00;,
33,transit,2121649591,66,Acela Express,324,488,173.000,211.195,324;323;349;499;27;56;488;,1400:00;1415:00;1506:00;1527:00;1611:00;1626:00;1653:00;,
34,transit,2121649592,66,Acela Express,324,488,173.000,211.195,324;323;349;499;27;56;488;,1400:00;1415:00;1506:00;1527:00;1611:00;1626:00;1653:00;,
35,transit,2121649594,66,Acela Express,324,488,173.000,211.195,324;323;349;499;27;56;488;,1400:00;1415:00;1506:00;1527:00;1611:00;1626:00;1653:00;,
36,transit,2122626447,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1700:00;1728:00;1811:00;1828:00;1912:00;1927:00;1945:00;,
37,transit,2122644927,66,Acela Express,488,324,167.000,211.202,488;27;499;349;281;323;324;,1700:00;1728:00;1811:00;1828:00;1912:00;1927:00;1947:00;,
38,transit,2122644928,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1700:00;1728:00;1811:00;1828:00;1912:00;1927:00;1945:00;,
39,transit,2122644930,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1700:00;1728:00;1811:00;1828:00;1912:00;1927:00;1945:00;,
40,transit,2124644931,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1800:00;1828:00;1911:00;1928:00;2012:00;2027:00;2045:00;,
41,transit,2124644933,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1800:00;1828:00;1911:00;1928:00;2012:00;2027:00;2045:00;,
42,transit,2124644934,66,Acela Express,488,324,165.000,211.202,488;27;499;349;281;323;324;,1800:00;1828:00;1911:00;1928:00;2012:00;2027:00;2045:00;,
43,transit,2126644935,66,Acela Express,488,324,168.000,211.231,488;27;499;349;469;281;323;324;,1900:00;1928:00;2011:00;2028:00;2055:00;2115:00;2130:00;2148:00;,
44,transit,2126644936,66,Acela Express,488,324,168.000,211.231,488;27;499;349;469;281;323;324;,1900:00;1928:00;2011:00;2028:00;2055:00;2115:00;2130:00;2148:00;,
45,transit,2126644938,66,Acela Express,488,324,168.000,211.231,488;27;499;349;469;281;323;324;,1900:00;1928:00;2011:00;2028:00;2055:00;2115:00;2130:00;2148:00;,
46,transit,2128645008,66,Acela Express,488,324,166.000,211.202,488;27;499;349;281;323;324;,2000:00;2029:00;2112:00;2130:00;2214:00;2229:00;2246:00;,
47,transit,2128645009,66,Acela Express,488,324,166.000,211.202,488;27;499;349;281;323;324;,2000:00;2029:00;2112:00;2130:00;2214:00;2229:00;2246:00;,
48,transit,2128645011,66,Acela Express,488,324,166.000,211.202,488;27;499;349;281;323;324;,2000:00;2029:00;2112:00;2130:00;2214:00;2229:00;2246:00;,
