od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
1,1,2,0,1,0,0,p,AM,5000.00,1,-112.216413,33.653927,-112.029867,33.655286,18.6107,18.6107,11.5666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2,1,2,0,1,0,0,rt,AM,4000.00,1,-112.216413,33.653927,-112.029867,33.655286,18.6107,18.6107,11.5666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,1,2,0,1,0,0,dms,AM,1000.00,1,-112.216413,33.653927,-112.029867,33.655286,18.6107,18.6107,11.5666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
4,4,2,2,1,0,0,p,AM,500.00,1,-112.182704,33.667637,-112.029867,33.655286,14.7683,14.7683,9.1786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,4,2,2,1,0,0,rt,AM,400.00,1,-112.182704,33.667637,-112.029867,33.655286,14.7683,14.7683,9.1786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6,4,2,2,1,0,0,dms,AM,100.00,1,-112.182704,33.667637,-112.029867,33.655286,14.7683,14.7683,9.1786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
