service_id,date,exception_type
GUS1-Weekday-1-1904-GL-1111100,20201019,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201019,1
Local-Weekday-2-2007-PHNS-1111100,20201019,1
RAPID-Weekday-2-2007-PHNS-1111100,20201019,1
School-Weekday-1-2007-PHNS-1101100,20201019,1
School-Weekday-1-2007-PHNS-1111100,20201019,1
Local-Weekday-12-2004-PHW-1111100,20201019,1
School-Weekday-10-2004-PHW-1111100,20201019,1
SC-Weekday-3-2004-SC-1111100,20201019,1
SKYT-7-days-1-SKYT-1111111,20201019,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201019,1
VMRU-Weekday-2-1910-VMRU-1111100,20201019,1
Express-Weekday-4-2007-VMTM-1111100,20201019,1
FLSH-Weekday-4-2007-VMTM-1111100,20201019,1
Local-Weekday-4-2007-VMTM-1111100,20201019,1
School-Weekday-4-2007-VMTM-1101100,20201019,1
School-Weekday-4-2007-VMTM-1111000,20201019,1
Express-Weekday-1-2007-VMW-1111100,20201019,1
Local-Weekday-1-2007-VMW-1111100,20201019,1
GUS1-Weekday-1-1904-GL-1111100,20201020,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201020,1
Local-Weekday-2-2007-PHNS-1111100,20201020,1
RAPID-Weekday-2-2007-PHNS-1111100,20201020,1
School-Weekday-1-2007-PHNS-1101100,20201020,1
School-Weekday-1-2007-PHNS-1111100,20201020,1
Local-Weekday-12-2004-PHW-1111100,20201020,1
School-Weekday-10-2004-PHW-1111100,20201020,1
SC-Weekday-3-2004-SC-1111100,20201020,1
SKYT-7-days-1-SKYT-1111111,20201020,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201020,1
VMRU-Weekday-2-1910-VMRU-1111100,20201020,1
Express-Weekday-4-2007-VMTM-1111100,20201020,1
FLSH-Weekday-4-2007-VMTM-1111100,20201020,1
Local-Weekday-4-2007-VMTM-1111100,20201020,1
School-Weekday-4-2007-VMTM-1101100,20201020,1
School-Weekday-4-2007-VMTM-1111000,20201020,1
Express-Weekday-1-2007-VMW-1111100,20201020,1
Local-Weekday-1-2007-VMW-1111100,20201020,1
GUS1-Weekday-1-1904-GL-1111100,20201021,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201021,1
Local-Weekday-2-2007-PHNS-1111100,20201021,1
RAPID-Weekday-2-2007-PHNS-1111100,20201021,1
School-Weekday-1-2007-PHNS-0010000,20201021,1
School-Weekday-1-2007-PHNS-1111100,20201021,1
Local-Weekday-12-2004-PHW-1111100,20201021,1
School-Weekday-10-2004-PHW-1111100,20201021,1
SC-Weekday-3-2004-SC-1111100,20201021,1
SKYT-7-days-1-SKYT-1111111,20201021,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201021,1
VMRU-Weekday-2-1910-VMRU-1111100,20201021,1
Express-Weekday-4-2007-VMTM-1111100,20201021,1
FLSH-Weekday-4-2007-VMTM-1111100,20201021,1
Local-Weekday-4-2007-VMTM-1111100,20201021,1
School-Weekday-4-2007-VMTM-0010000,20201021,1
School-Weekday-4-2007-VMTM-1111000,20201021,1
Express-Weekday-1-2007-VMW-1111100,20201021,1
Local-Weekday-1-2007-VMW-1111100,20201021,1
GUS1-Weekday-1-1904-GL-1111100,20201022,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201022,1
Local-Weekday-2-2007-PHNS-1111100,20201022,1
RAPID-Weekday-2-2007-PHNS-1111100,20201022,1
School-Weekday-1-2007-PHNS-1101100,20201022,1
School-Weekday-1-2007-PHNS-1111100,20201022,1
Local-Weekday-12-2004-PHW-1111100,20201022,1
School-Weekday-10-2004-PHW-1111100,20201022,1
SC-Weekday-3-2004-SC-1111100,20201022,1
SKYT-7-days-1-SKYT-1111111,20201022,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201022,1
VMRU-Weekday-2-1910-VMRU-1111100,20201022,1
Express-Weekday-4-2007-VMTM-1111100,20201022,1
FLSH-Weekday-4-2007-VMTM-1111100,20201022,1
Local-Weekday-4-2007-VMTM-1111100,20201022,1
School-Weekday-4-2007-VMTM-1101100,20201022,1
School-Weekday-4-2007-VMTM-1111000,20201022,1
Express-Weekday-1-2007-VMW-1111100,20201022,1
Local-Weekday-1-2007-VMW-1111100,20201022,1
GUS1-Weekday-1-1904-GL-1111100,20201023,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201023,1
Local-Weekday-2-2007-PHNS-1111100,20201023,1
RAPID-Weekday-2-2007-PHNS-1111100,20201023,1
School-Weekday-1-2007-PHNS-1101100,20201023,1
School-Weekday-1-2007-PHNS-1111100,20201023,1
Local-Weekday-12-2004-PHW-1111100,20201023,1
School-Weekday-10-2004-PHW-1111100,20201023,1
SC-Weekday-3-2004-SC-1111100,20201023,1
SKYT-7-days-1-SKYT-1111111,20201023,1
VMLR-Friday-19-2001-VMLR-0000100,20201023,1
VMRU-Weekday-2-1910-VMRU-1111100,20201023,1
Express-Weekday-4-2007-VMTM-1111100,20201023,1
FLSH-Weekday-4-2007-VMTM-1111100,20201023,1
Local-Weekday-4-2007-VMTM-1111100,20201023,1
School-Weekday-4-2007-VMTM-0000100,20201023,1
School-Weekday-4-2007-VMTM-1101100,20201023,1
Express-Weekday-1-2007-VMW-1111100,20201023,1
Local-Weekday-1-2007-VMW-1111100,20201023,1
GUS1-Saturday-1-1904-GL-0000010,20201024,1
PHNS-Saturday-2-2007-PHNS-0000010,20201024,1
PHW-Saturday-12-2004-PHW-0000010,20201024,1
SKYT-7-days-1-SKYT-1111111,20201024,1
VMLR-Saturday-19-2001-VMLR-0000010,20201024,1
VMRU-Saturday-2-1910-VMRU-0000010,20201024,1
VMTM-Saturday-1-2007-VMTM-0000010,20201024,1
VMW-Weekend-1-2007-VMW-0000011,20201024,1
GUS1-Sunday-1-1904-GL-0000001,20201025,1
PHNS-Sunday-2-2007-PHNS-0000001,20201025,1
PHW-Sunday-12-2004-PHW-0000001,20201025,1
SKYT-7-days-1-SKYT-1111111,20201025,1
VMLR-Sunday-19-2001-VMLR-0000001,20201025,1
VMTM-Sunday-4-2007-VMTM-0000001,20201025,1
VMW-Weekend-1-2007-VMW-0000011,20201025,1
