service_id,date,exception_type
RAPID-Weekday-2-2007-PHNS-1111100,20201009,1
Local-Weekday-12-2004-PHW-1111100,20201009,1
SC-Weekday-3-2004-SC-1111100,20201009,1
SKYT-7-days-1-SKYT-1111111,20201009,1
VMLR-Friday-19-2001-VMLR-0000100,20201009,1
VMRU-Weekday-2-1910-VMRU-1111100,20201009,1
Express-Weekday-4-2007-VMTM-1111100,20201009,1
FLSH-Weekday-4-2007-VMTM-1111100,20201009,1
Local-Weekday-4-2007-VMTM-1111100,20201009,1
School-Weekday-4-2007-VMTM-0000100,20201009,1
School-Weekday-4-2007-VMTM-1101100,20201009,1
Express-Weekday-1-2007-VMW-1111100,20201009,1
Local-Weekday-1-2007-VMW-1111100,20201009,1
GUS1-Saturday-1-1904-GL-0000010,20201010,1
PHNS-Saturday-2-2007-PHNS-0000010,20201010,1
PHW-Saturday-12-2004-PHW-0000010,20201010,1
SKYT-7-days-1-SKYT-1111111,20201010,1
VMLR-Saturday-19-2001-VMLR-0000010,20201010,1
VMRU-Saturday-2-1910-VMRU-0000010,20201010,1
VMTM-Saturday-1-2007-VMTM-0000010,20201010,1
VMW-Weekend-1-2007-VMW-0000011,20201010,1
GUS1-Sunday-1-1904-GL-0000001,20201011,1
PHNS-Sunday-2-2007-PHNS-0000001,20201011,1
PHW-Sunday-12-2004-PHW-0000001,20201011,1
SKYT-7-days-1-SKYT-1111111,20201011,1
VMLR-Sunday-19-2001-VMLR-0000001,20201011,1
VMTM-Sunday-4-2007-VMTM-0000001,20201011,1
VMW-Weekend-1-2007-VMW-0000011,20201011,1
GUS1-Weekday-1-1904-GL-1111100,20201012,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201012,1
Local-Weekday-2-2007-PHNS-1111100,20201012,1
RAPID-Weekday-2-2007-PHNS-1111100,20201012,1
School-Weekday-1-2007-PHNS-1101100,20201012,1
School-Weekday-1-2007-PHNS-1111100,20201012,1
Local-Weekday-12-2004-PHW-1111100,20201012,1
School-Weekday-10-2004-PHW-1111100,20201012,1
SC-Weekday-3-2004-SC-1111100,20201012,1
SKYT-7-days-1-SKYT-1111111,20201012,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201012,1
VMRU-Weekday-2-1910-VMRU-1111100,20201012,1
Express-Weekday-4-2007-VMTM-1111100,20201012,1
FLSH-Weekday-4-2007-VMTM-1111100,20201012,1
Local-Weekday-4-2007-VMTM-1111100,20201012,1
School-Weekday-4-2007-VMTM-1101100,20201012,1
School-Weekday-4-2007-VMTM-1111000,20201012,1
Express-Weekday-1-2007-VMW-1111100,20201012,1
Local-Weekday-1-2007-VMW-1111100,20201012,1
GUS1-Weekday-1-1904-GL-1111100,20201013,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201013,1
Local-Weekday-2-2007-PHNS-1111100,20201013,1
RAPID-Weekday-2-2007-PHNS-1111100,20201013,1
School-Weekday-1-2007-PHNS-1101100,20201013,1
School-Weekday-1-2007-PHNS-1111100,20201013,1
Local-Weekday-12-2004-PHW-1111100,20201013,1
School-Weekday-10-2004-PHW-1111100,20201013,1
SC-Weekday-3-2004-SC-1111100,20201013,1
SKYT-7-days-1-SKYT-1111111,20201013,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201013,1
VMRU-Weekday-2-1910-VMRU-1111100,20201013,1
Express-Weekday-4-2007-VMTM-1111100,20201013,1
FLSH-Weekday-4-2007-VMTM-1111100,20201013,1
Local-Weekday-4-2007-VMTM-1111100,20201013,1
School-Weekday-4-2007-VMTM-1101100,20201013,1
School-Weekday-4-2007-VMTM-1111000,20201013,1
Express-Weekday-1-2007-VMW-1111100,20201013,1
Local-Weekday-1-2007-VMW-1111100,20201013,1
GUS1-Weekday-1-1904-GL-1111100,20201014,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201014,1
Local-Weekday-2-2007-PHNS-1111100,20201014,1
RAPID-Weekday-2-2007-PHNS-1111100,20201014,1
School-Weekday-1-2007-PHNS-0010000,20201014,1
School-Weekday-1-2007-PHNS-1111100,20201014,1
Local-Weekday-12-2004-PHW-1111100,20201014,1
School-Weekday-10-2004-PHW-1111100,20201014,1
SC-Weekday-3-2004-SC-1111100,20201014,1
SKYT-7-days-1-SKYT-1111111,20201014,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201014,1
VMRU-Weekday-2-1910-VMRU-1111100,20201014,1
Express-Weekday-4-2007-VMTM-1111100,20201014,1
FLSH-Weekday-4-2007-VMTM-1111100,20201014,1
Local-Weekday-4-2007-VMTM-1111100,20201014,1
School-Weekday-4-2007-VMTM-0010000,20201014,1
School-Weekday-4-2007-VMTM-1111000,20201014,1
Express-Weekday-1-2007-VMW-1111100,20201014,1
Local-Weekday-1-2007-VMW-1111100,20201014,1
GUS1-Weekday-1-1904-GL-1111100,20201015,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201015,1
Local-Weekday-2-2007-PHNS-1111100,20201015,1
RAPID-Weekday-2-2007-PHNS-1111100,20201015,1
School-Weekday-1-2007-PHNS-1101100,20201015,1
School-Weekday-1-2007-PHNS-1111100,20201015,1
Local-Weekday-12-2004-PHW-1111100,20201015,1
School-Weekday-10-2004-PHW-1111100,20201015,1
SC-Weekday-3-2004-SC-1111100,20201015,1
SKYT-7-days-1-SKYT-1111111,20201015,1
VMLR-M-Tu-W-Th-19-2001-VMLR-1111000,20201015,1
VMRU-Weekday-2-1910-VMRU-1111100,20201015,1
Express-Weekday-4-2007-VMTM-1111100,20201015,1
FLSH-Weekday-4-2007-VMTM-1111100,20201015,1
Local-Weekday-4-2007-VMTM-1111100,20201015,1
School-Weekday-4-2007-VMTM-1101100,20201015,1
School-Weekday-4-2007-VMTM-1111000,20201015,1
Express-Weekday-1-2007-VMW-1111100,20201015,1
Local-Weekday-1-2007-VMW-1111100,20201015,1
GUS1-Weekday-1-1904-GL-1111100,20201016,1
GUS2GUS3-Weekday-1-1904-GL-1111100,20201016,1
Local-Weekday-2-2007-PHNS-1111100,20201016,1
RAPID-Weekday-2-2007-PHNS-1111100,20201016,1
School-Weekday-1-2007-PHNS-1101100,20201016,1
School-Weekday-1-2007-PHNS-1111100,20201016,1
Local-Weekday-12-2004-PHW-1111100,20201016,1
School-Weekday-10-2004-PHW-1111100,20201016,1
SC-Weekday-3-2004-SC-1111100,20201016,1
SKYT-7-days-1-SKYT-1111111,20201016,1
VMLR-Friday-19-2001-VMLR-0000100,20201016,1
VMRU-Weekday-2-1910-VMRU-1111100,20201016,1
Express-Weekday-4-2007-VMTM-1111100,20201016,1
FLSH-Weekday-4-2007-VMTM-1111100,20201016,1
Local-Weekday-4-2007-VMTM-1111100,20201016,1
School-Weekday-4-2007-VMTM-0000100,20201016,1
School-Weekday-4-2007-VMTM-1101100,20201016,1
Express-Weekday-1-2007-VMW-1111100,20201016,1
Local-Weekday-1-2007-VMW-1111100,20201016,1
GUS1-Saturday-1-1904-GL-0000010,20201017,1
PHNS-Saturday-2-2007-PHNS-0000010,20201017,1
PHW-Saturday-12-2004-PHW-0000010,20201017,1
SKYT-7-days-1-SKYT-1111111,20201017,1
VMLR-Saturday-19-2001-VMLR-0000010,20201017,1
VMRU-Saturday-2-1910-VMRU-0000010,20201017,1
VMTM-Saturday-1-2007-VMTM-0000010,20201017,1
VMW-Weekend-1-2007-VMW-0000011,20201017,1
GUS1-Sunday-1-1904-GL-0000001,20201018,1
PHNS-Sunday-2-2007-PHNS-0000001,20201018,1
PHW-Sunday-12-2004-PHW-0000001,20201018,1
SKYT-7-days-1-SKYT-1111111,20201018,1
VMLR-Sunday-19-2001-VMLR-0000001,20201018,1
VMTM-Sunday-4-2007-VMTM-0000001,20201018,1
VMW-Weekend-1-2007-VMW-0000011,20201018,1
