link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_d,person_vol_b,person_vol_w,MEU_vol_d,MEU_vol_b,MEU_vol_w,mode_cap_d,mode_cap_b,mode_cap_w,mode_VOC_d,mode_VOC_b,mode_VOC_w,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
3,bpr,1,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,100.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,100.000,187.503,4.800,2.983,0.080,0.100,0.100,3000.000,0.000,0.000,0.000,1.000,1.000,100.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.997,51.000,932.256,312.505,932.256,312.505,287.505,283.093,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",0.000,100.000,0.000,100.000,100.000,100.000,0.033,0.167,0.100,0.033,0.167,0.100,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,100.000,100.000,0.000,4.800,4.800,0.000,0.100,0.100,0.000,0.000,0.000,period-based
3,bpr,4,1,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,187.500,4.800,2.983,0.080,0.000,0.000,3000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,0.000,4.800,4.800,0.000,0.000,0.000,0.000,0.000,0.000,period-based
4,bpr,4,2,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,100.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,100.000,187.503,4.800,2.983,0.080,0.100,0.100,3000.000,0.000,0.000,0.000,1.000,1.000,100.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.997,51.000,932.256,312.505,932.256,312.505,287.505,283.093,"LINESTRING (19.688841 -9.692418 ,40.253933 0.053648 )",0.000,0.000,100.000,100.000,100.000,100.000,0.033,0.167,0.100,0.033,0.167,0.100,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,100.000,100.000,0.000,4.800,4.800,0.000,0.100,0.100,0.000,0.000,0.000,period-based
4,bpr,2,4,1.000000,15.000000,9.322561,15.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,187.500,4.800,2.983,0.080,0.000,0.000,3000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,"LINESTRING (19.688841 -9.692418 ,40.253933 0.053648 )",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,0.000,4.800,4.800,0.000,0.000,0.000,0.000,0.000,0.000,period-based
1,bpr,1,3,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,200.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,200.000,125.030,4.799,2.983,0.080,0.200,0.200,4000.000,0.000,0.000,0.000,1.000,1.000,200.000,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.952,51.000,1243.008,416.767,1243.008,416.767,383.433,377.551,"LINESTRING (0.017882 -0.125179 ,19.778254 14.806867 )",200.000,0.000,0.000,200.000,200.000,200.000,0.050,0.333,0.200,0.050,0.333,0.200,60.000,60.000,60.000,60.000,59.995,59.996,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,200.000,200.000,0.000,4.799,4.799,0.000,0.200,0.200,0.000,0.002,0.002,period-based
1,bpr,3,1,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,125.000,4.800,2.983,0.080,0.000,0.000,4000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,"LINESTRING (0.017882 -0.125179 ,19.778254 14.806867 )",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,0.000,4.800,4.800,0.000,0.000,0.000,0.000,0.000,0.000,period-based
2,bpr,3,2,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,200.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,200.000,125.030,4.799,2.983,0.080,0.200,0.200,4000.000,0.000,0.000,0.000,1.000,1.000,200.000,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.952,51.000,1243.008,416.767,1243.008,416.767,383.433,377.551,"LINESTRING (19.778254 14.806867 ,40.253933 0.053648 )",100.000,100.000,0.000,200.000,200.000,200.000,0.050,0.333,0.200,0.050,0.333,0.200,60.000,60.000,60.000,60.000,59.995,59.996,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,200.000,200.000,0.000,4.799,4.799,0.000,0.200,0.200,0.000,0.002,0.002,period-based
2,bpr,2,3,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,222,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,125.000,4.800,2.983,0.080,0.000,0.000,4000.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,"LINESTRING (19.778254 14.806867 ,40.253933 0.053648 )",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,0.000,0.000,0.000,4.800,4.800,0.000,0.000,0.000,0.000,0.000,0.000,period-based
