link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,type_s0,penaltys0,Vam25nbd,Vam25nbb,Vam25nbw,Vmd25nbd,Vmd25nbb,Vmd25nbw,Vpm25nbd,Vpm25nbb,Vpm25nbw,VABam25nbd,VABam25nbb,VABam25nbw,VABmd25nbd,VABmd25nbb,VABmd25nbw,VABpm25nbd,VABpm25nbb,VABpm25nbw,VBAam25nbd,VBAam25nbb,VBAam25nbw,VBAmd25nbd,VBAmd25nbb,VBAmd25nbw,VBApm25nbd,VBApm25nbb,VBApm25nbw,block,am25nbdMEUVAB,am25nbdcapAB,am25nbdDOCAB,am25nbdTTAB,am25nbbMEUVAB,am25nbbcapAB,am25nbbDOCAB,am25nbbTTAB,am25nbwMEUVAB,am25nbwcapAB,am25nbwDOCAB,am25nbwTTAB,md25nbdMEUVAB,md25nbdcapAB,md25nbdDOCAB,md25nbdTTAB,md25nbbMEUVAB,md25nbbcapAB,md25nbbDOCAB,md25nbbTTAB,md25nbwMEUVAB,md25nbwcapAB,md25nbwDOCAB,md25nbwTTAB,pm25nbdMEUVAB,pm25nbdcapAB,pm25nbdDOCAB,pm25nbdTTAB,pm25nbbMEUVAB,pm25nbbcapAB,pm25nbbDOCAB,pm25nbbTTAB,pm25nbwMEUVAB,pm25nbwcapAB,pm25nbwDOCAB,pm25nbwTTAB,am25nbdMEUVBA,am25nbdcapBA,am25nbdDOCBA,am25nbdTTBA,am25nbbMEUVBA,am25nbbcapBA,am25nbbDOCBA,am25nbbTTBA,am25nbwMEUVBA,am25nbwcapBA,am25nbwDOCBA,am25nbwTTBA,md25nbdMEUVBA,md25nbdcapBA,md25nbdDOCBA,md25nbdTTBA,md25nbbMEUVBA,md25nbbcapBA,md25nbbDOCBA,md25nbbTTBA,md25nbwMEUVBA,md25nbwcapBA,md25nbwDOCBA,md25nbwTTBA,pm25nbdMEUVBA,pm25nbdcapBA,pm25nbdDOCBA,pm25nbdTTBA,pm25nbbMEUVBA,pm25nbbcapBA,pm25nbbDOCBA,pm25nbbTTBA,pm25nbwMEUVBA,pm25nbwcapBA,pm25nbwDOCBA,pm25nbwTTBA,
3,y_bf_bs,1,4,"LINESTRING (0.017882 -0.125179 ,19.688841 -9.692418 )",15.000000,9.322561,15.000000,-1,,network_wide,-1,0,-1,-1,1.0,y_bf_bs,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2000.0,0.033,15.000,100.0,600.0,0.167,68.190,100.0,1000.0,0.100,187.503,0.0,2000.0,0.000,15.000,0.0,600.0,0.000,68.182,0.0,1000.0,0.000,187.500,0.0,2000.0,0.000,15.000,0.0,600.0,0.000,68.182,0.0,1000.0,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,
4,y_bf_bs,4,2,"LINESTRING (19.688841 -9.692418 ,40.253933 0.053648 )",15.000000,9.322561,15.000000,-1,,network_wide,-1,0,-1,-1,1.0,y_bf_bs,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2000.0,0.033,15.000,100.0,600.0,0.167,68.190,100.0,1000.0,0.100,187.503,0.0,2000.0,0.000,15.000,0.0,600.0,0.000,68.182,0.0,1000.0,0.000,187.500,0.0,2000.0,0.000,15.000,0.0,600.0,0.000,68.182,0.0,1000.0,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,0.0,2000.000,0.000,15.000,0.0,600.000,0.000,68.182,0.0,1000.000,0.000,187.500,
1,y_bf_bs,1,3,"LINESTRING (0.017882 -0.125179 ,19.778254 14.806867 )",10.000000,6.215040,10.000000,-1,,network_wide,-1,0,-1,-1,1.0,y_bf_bs,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,2000.0,0.050,10.000,200.0,600.0,0.333,45.539,200.0,1000.0,0.200,125.030,0.0,2000.0,0.000,10.000,0.0,600.0,0.000,45.455,0.0,1000.0,0.000,125.000,0.0,2000.0,0.000,10.000,0.0,600.0,0.000,45.455,0.0,1000.0,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,
2,y_bf_bs,3,2,"LINESTRING (19.778254 14.806867 ,40.253933 0.053648 )",10.000000,6.215040,10.000000,-1,,network_wide,-1,0,-1,-1,1.0,y_bf_bs,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,2000.0,0.050,10.000,200.0,600.0,0.333,45.539,200.0,1000.0,0.200,125.030,0.0,2000.0,0.000,10.000,0.0,600.0,0.000,45.455,0.0,1000.0,0.000,125.000,0.0,2000.0,0.000,10.000,0.0,600.0,0.000,45.455,0.0,1000.0,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,0.0,2000.000,0.000,10.000,0.0,600.000,0.000,45.455,0.0,1000.000,0.000,125.000,
