link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,geometry,pair,direction,ID,length_mile,length_km,NetSource,HDCPID,StreetName,Type,ChangeInScen,Included2022,Included2025Scen1,Included2025Scen2,Included2025Scen3,Included2050Scen1,Included2050Scen2,Included2050Scen3,AB_FacilityType2022,BA_FacilityType2022,AB_FacilityType2025S1,BA_FacilityType2025S1,AB_FacilityType2025S2,BA_FacilityType2025S2,AB_FacilityType2025S3,BA_FacilityType2025S3,AB_FacilityType2050S1,BA_FacilityType2050S1,AB_FacilityType2050S2,BA_FacilityType2050S2,AB_FacilityType2050S3,BA_FacilityType2050S3,AB_RoadFuncClass2022,BA_RoadFuncClass2022,AB_RoadFuncClass2025S1,BA_RoadFuncClass2025S1,AB_RoadFuncClass2025S2,BA_RoadFuncClass2025S2,AB_RoadFuncClass2025S3,BA_RoadFuncClass2025S3,AB_RoadFuncClass2050S1,BA_RoadFuncClass2050S1,AB_RoadFuncClass2050S2,BA_RoadFuncClass2050S2,AB_RoadFuncClass2050S3,BA_RoadFuncClass2050S3,AB_Lanes2022NB,BA_Lanes2022NB,CenterLane2022NB,AB_Lanes2025NB,BA_Lanes2025NB,CenterLane2025NB,AB_Lanes2050NB,BA_Lanes2050NB,CenterLane2050NB,AB_Lanes2025S1,BA_Lanes2025S1,CenterLane2025S1,AB_Lanes2025S2,BA_Lanes2025S2,AB_Lanes2025S2_v2,CenterLane2025S2,AB_Lanes2025S3,BA_Lanes2025S3,CenterLane2025S3,AB_Lanes2050S1,BA_Lanes2050S1,CenterLane2050S1,AB_Lanes2050S2,BA_Lanes2050S2,50_S2_V2,CenterLane2050S2,AB_Lanes2050S3,BA_Lanes2050S3,CenterLane2050S3,free_speed_mph,free_speed_kmh,max_speed_across different scenarios,multi_use_bike_speed,AB_Speed2022NB,BA_Speed2022NB,AB_Speed2025NB,BA_Speed2025NB,AB_Speed2050NB,BA_Speed2050NB,AB_Speed2025S1,BA_Speed2025S1,AB_Speed2025S2,BA_Speed2025S2,AB_Speed2025S3,BA_Speed2025S3,AB_Speed2050S1,BA_Speed2050S1,AB_Speed2050S2,BA_Speed2050S2,AB_Speed2050S3,BA_Speed2050S3,VDF_allowed_uses1,VDF_allowed_uses2,VDF_allowed_uses3,AB_Bike2022NB,BA_Bike2022NB,AB_Ped2022NB,BA_Ped2022NB,AB_Bike2025S1,BA_Bike2025S1,AB_Ped2025S1,BA_Ped2025S1,AB_Bike2025S2,BA_Bike2025S2,AB_Ped2025S2,BA_Ped2025S2,AB_Bike2025S3,BA_Bike2025S3,AB_Ped2025S3,BA_Ped2025S3,AB_Bike2050S1,BA_Bike2050S1,AB_Ped2050S1,BA_Ped2050S1,AB_Bike2050S2,BA_Bike2050S2,AB_Ped2050S2,BA_Ped2050S2,AB_Bike2050S3,BA_Bike2050S3,AB_Ped2050S3,BA_Ped2050S3,oldS1_22_Inc,oldS1_22_Ln,oldS1_22_Bike,oldS1_50_Inc,oldS1_50_Ln,oldS1_50_Bike,oldS2_22_Inc,oldS2_22_Ln,oldS2_22_Bike,oldS2_50_Inc,oldS2_50_Ln,oldS2_50_Bike,oldS3_22_Inc,oldS3_22_Ln,oldS3_22_Bike,oldS3_50_Inc,oldS3_50_Ln,oldS3_50_Bike,OldInclude,OldFromST,OldToSt,,
,,164,165,,2,1,0,173.98277,1,40.0,2000.0,"LINESTRING (-111.796523 33.355222, -111.796528 33.356791)",165->164,AB,75,0.108131,0.17409091,HDnet,75,NEW LUMBERYARD ST 3,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Access Rd,New Lumberyard St 1,,
,,61,198,,2,1,0,82.17485,1,40.0,2000.0,"LINESTRING (-111.792558 33.354841, -111.791675 33.354849)",61->198,AB,48,0.051072,0.08222592,HDnet,48,W PAGE AVE,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Wide Sidewalk,Wide Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2,N,Y,2,N,Y,Woonerf,Woonerf,Y,2,N,Y,2,N,Y,Oak St,Gilbert Rd,,
,,198,61,,2,1,0,82.17485,1,40.0,2000.0,"LINESTRING (-111.791675 33.354849, -111.792558 33.354841)",61->198,AB,48,0.051072,0.08222592,HDnet,48,W PAGE AVE,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Wide Sidewalk,Wide Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2,N,Y,2,N,Y,Woonerf,Woonerf,Y,2,N,Y,2,N,Y,Oak St,Gilbert Rd,,
,,72,347,,2,1,0,77.42347,1,40.0,2000.0,"LINESTRING (-111.794420 33.356043, -111.793588 33.356045)",72->347,AB,50,0.048119,0.07747159,HDnet,50,W VAUGHN AVE,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2+Flex,N,Y,2,N,Y,2+Flex,Woonerf,Y,2,N,Y,0,N,Y,Existing Terminus,Gilbert Rd,,
,,347,72,,2,1,0,77.42347,1,40.0,2000.0,"LINESTRING (-111.793588 33.356045, -111.794420 33.356043)",72->347,AB,50,0.048119,0.07747159,HDnet,50,W VAUGHN AVE,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2+Flex,N,Y,2,N,Y,2+Flex,Woonerf,Y,2,N,Y,0,N,Y,Existing Terminus,Gilbert Rd,,
,,181,183,,2,1,0,54.35363,1,10.0,2000.0,"LINESTRING (-111.791124 33.357154, -111.791708 33.357145)",181->183,AB,179,0.033781,0.05438741,HDnet,179,WESTERN POWERLINE TRAIL,Multi-Use Path,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,b,b,Multiuse Path,Multiuse Path,Multiuse Path,Multiuse Path,,,,,,,,,,,,,,,,,,,,,,,,,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,0,MUP,Y,Rail Line,Consolidated Canal,,
,,183,181,,2,1,0,54.35363,1,10.0,2000.0,"LINESTRING (-111.791708 33.357145, -111.791124 33.357154)",181->183,AB,179,0.033781,0.05438741,HDnet,179,WESTERN POWERLINE TRAIL,Multi-Use Path,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,b,b,Multiuse Path,Multiuse Path,Multiuse Path,Multiuse Path,,,,,,,,,,,,,,,,,,,,,,,,,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,0,MUP,Y,Rail Line,Consolidated Canal,,
,,183,168,,2,1,0,393.65311,1,10.0,2000.0,"LINESTRING (-111.791708 33.357145, -111.795925 33.356942)",183->168,AB,180,0.244657,0.39389777,HDnet,180,WESTERN POWERLINE TRAIL,Multi-Use Path,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,b,b,Multiuse Path,Multiuse Path,Multiuse Path,Multiuse Path,,,,,,,,,,,,,,,,,,,,,,,,,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,0,MUP,Y,Rail Line,Consolidated Canal,,
,,168,183,,2,1,0,393.65311,1,10.0,2000.0,"LINESTRING (-111.795925 33.356942, -111.791708 33.357145)",183->168,AB,180,0.244657,0.39389777,HDnet,180,WESTERN POWERLINE TRAIL,Multi-Use Path,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,MultiUsePath,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,b,b,Multiuse Path,Multiuse Path,Multiuse Path,Multiuse Path,,,,,,,,,,,,,,,,,,,,,,,,,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,NA,MUP,Y,0,MUP,Y,Rail Line,Consolidated Canal,,
,,61,179,,2,1,0,130.63310,1,40.0,2000.0,"LINESTRING (-111.792558 33.354841, -111.792574 33.356019)",61->179,AB,38,0.081189,0.13071429,HDnet,38,N OAK ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Wide Sidewalk,Wide Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,W Vaughn Ave,W Page Ave,,
,,179,61,,2,1,0,130.63310,1,40.0,2000.0,"LINESTRING (-111.792574 33.356019, -111.792558 33.354841)",61->179,AB,38,0.081189,0.13071429,HDnet,38,N OAK ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;b;w,d;b;w,d;b;w,Shared,Shared,Wide Sidewalk,Wide Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,2,N,Y,W Vaughn Ave,W Page Ave,,
,,32,558,,2,1,0,67.31573,1,40.0,2000.0,"LINESTRING (-111.791696 33.356028, -111.791685 33.355421)",32->558,AB,56,0.041837,0.06735757,HDnet,56,ASH ST REALIGNMENT,Street,Y,No,No,Yes,Yes,No,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,Local,Local,Local,Local,,,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,25,25,25,25,0,0,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,N,NA,NA,Y,2,Buffered,Y,W Vaughn Ave,Cullumber Ave Extension,,
,,558,32,,2,1,0,67.31573,1,40.0,2000.0,"LINESTRING (-111.791685 33.355421, -111.791696 33.356028)",32->558,AB,56,0.041837,0.06735757,HDnet,56,ASH ST REALIGNMENT,Street,Y,No,No,Yes,Yes,No,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,Local,Local,Local,Local,,,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,25,25,25,25,0,0,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,N,NA,NA,Y,2,Buffered,Y,W Vaughn Ave,Cullumber Ave Extension,,
,,13,100002,,2,1,0,806.12830,1,40.0,2000.0,"LINESTRING (-111.798481 33.364407, -111.798607 33.371676)",13->100002,AB,8,0.501012,0.80662932,HDnet,8,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,Guadalupe Rd,Houston Ave,,
,,100002,13,,2,1,0,806.12830,1,40.0,2000.0,"LINESTRING (-111.798607 33.371676, -111.798481 33.364407)",13->100002,AB,8,0.501012,0.80662932,HDnet,8,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,3,Lanes,Y,Guadalupe Rd,Houston Ave,,
,,13,261,,2,1,0,281.56534,1,72.0,2000.0,"LINESTRING (-111.798481 33.364407, -111.795455 33.364422)",13->261,AB,45,0.174994,0.28174034,HDnet,45,W GUADALUPE RD,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,3,0,3,3,0,45,72,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,6,Lanes,Y,6,Protected,Y,6,Lanes,Y,6,Protected,Y,6,Lanes,Y,6,Protected,Y,Neely St,Gilbert Rd,,
,,261,13,,2,1,0,281.56534,1,72.0,2000.0,"LINESTRING (-111.795455 33.364422, -111.798481 33.364407)",13->261,AB,45,0.174994,0.28174034,HDnet,45,W GUADALUPE RD,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,Arterial,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,3,0,3,3,0,45,72,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,6,Lanes,Y,6,Protected,Y,6,Lanes,Y,6,Protected,Y,6,Lanes,Y,6,Protected,Y,Neely St,Gilbert Rd,,
,,60,262,,2,1,0,301.35925,1,40.0,2000.0,"LINESTRING (-111.798431 33.360679, -111.795388 33.360071)",60->262,AB,47,0.187296,0.30154656,HDnet,47,W JUNIPER AVE,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Protected,Y,Neely St,Gilbert Rd,,
,,262,60,,2,1,0,301.35925,1,40.0,2000.0,"LINESTRING (-111.795388 33.360071, -111.798431 33.360679)",60->262,AB,47,0.187296,0.30154656,HDnet,47,W JUNIPER AVE,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Protected,Y,Neely St,Gilbert Rd,,
,,60,239,,2,1,0,152.48654,1,40.0,2000.0,"LINESTRING (-111.798431 33.360679, -111.798456 33.362054)",60->239,AB,37,0.094771,0.15258131,HDnet,37,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,Guadalupe Rd,Juniper Ave,,
,,239,60,,2,1,0,152.48654,1,40.0,2000.0,"LINESTRING (-111.798456 33.362054, -111.798431 33.360679)",60->239,AB,37,0.094771,0.15258131,HDnet,37,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,Guadalupe Rd,Juniper Ave,,
,,78,149,,2,1,0,11.20025,1,40.0,2000.0,"LINESTRING (-111.798399 33.358315, -111.798400 33.358416)",78->149,AB,68,0.006961,0.01120721,HDnet,68,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,Juniper Ave,UPRR,,
,,149,78,,2,1,0,11.20025,1,40.0,2000.0,"LINESTRING (-111.798400 33.358416, -111.798399 33.358315)",78->149,AB,68,0.006961,0.01120721,HDnet,68,N NEELY ST,Street,N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,3,Lanes,Y,3,Protected,Y,Juniper Ave,UPRR,,
,,78,59,,2,1,0,32.27010,1,40.0,2000.0,"LINESTRING (-111.798399 33.358315, -111.798396 33.358024)",78->59,AB,61,0.020056,0.03229016,HDnet,61,N NEELY ST CROSSING,Street,Y,No,No,No,Yes,No,No,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,Collector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,25,40,25,,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,3,Protected,Y,Neely St,Neely St,,
