link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_rt,person_vol_hist,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
101,bpr,5112,11159,2.000000,0.412387,0.256300,0.394063,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,728.223,-1.000,0.000,728.223,728.223,0.000,,,,0.000,728.223,0.421,58.867,36.586,0.938,0.816,0.408,892.000,0.000,0.000,0.000,1.000,2.000,364.111,0.955,1.142,0.027,0.000,62.790,53.371,0.400,4.000,61.935,53.371,186.643,5.105,186.643,5.105,0.319,0.000,"",728.223,0.000,62.790,62.790,62.790,62.790,62.644,62.204,59.211,62.497,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,728.223,728.223,0.000,58.867,58.867,0.000,0.408,0.408,0.000,0.027,0.027,period-based
102,bpr,5112,11160,3.000000,0.342395,0.212800,0.296746,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1626.561,-1.000,0.000,1626.561,1626.561,0.000,,,,0.000,1626.561,0.883,23.279,14.468,0.336,1.905,0.635,854.000,0.000,0.000,0.000,1.000,3.000,542.187,0.955,1.142,0.155,0.000,69.230,58.846,0.400,4.000,64.053,58.832,346.132,23.939,346.132,23.939,15.890,14.469,"",1626.561,0.000,69.230,69.230,69.230,69.230,68.209,65.145,62.700,67.187,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,0.000,1626.561,1626.561,0.000,23.279,23.279,0.000,0.635,0.635,0.000,0.155,0.155,period-based
103,bpr,5112,11172,2.000000,0.398549,0.247700,0.380840,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1327.737,-1.000,0.000,1327.737,1327.737,0.000,,,,0.000,1327.737,0.662,36.162,22.475,0.576,1.488,0.744,892.000,0.000,0.000,0.000,1.000,2.000,663.868,0.955,1.142,0.293,0.000,62.790,53.371,0.400,4.000,54.475,53.215,328.880,14.642,328.880,14.642,6.209,4.721,"",1327.737,0.000,62.790,62.790,62.790,62.790,60.830,56.624,55.393,58.870,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,1327.737,1327.737,0.000,36.162,36.162,0.000,0.744,0.744,0.000,0.293,0.293,period-based
104,bpr,5113,8002,1.000000,0.389378,0.242000,0.558115,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.558,41.860,26.016,1.000,0.000,0.000,514.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,41.860,35.581,0.400,4.000,41.860,35.581,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,,0.000,0.000,0.000,0.000,41.860,41.860,0.000,0.000,0.000,0.000,0.000,0.000,period-based
105,bpr,5113,11148,3.000000,0.557679,0.346600,0.483328,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1626.561,-1.000,0.000,1626.561,1626.561,0.000,,,,0.000,1626.561,1.438,23.279,14.468,0.336,1.905,0.635,854.000,0.000,0.000,0.000,1.000,3.000,542.187,0.955,1.142,0.155,0.000,69.230,58.846,0.400,4.000,64.053,58.832,563.766,38.991,563.766,38.991,25.880,23.567,"",1626.561,0.000,69.230,69.230,69.230,69.230,68.209,65.145,62.700,67.187,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,0.000,1626.561,1626.561,0.000,23.279,23.279,0.000,0.635,0.635,0.000,0.155,0.155,period-based
106,bpr,5113,11160,3.000000,0.351888,0.218700,0.304973,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1576.635,-1.000,0.000,1576.635,1576.635,0.000,,,,0.000,1576.635,0.837,25.243,15.689,0.365,1.846,0.615,854.000,0.000,0.000,0.000,1.000,3.000,525.545,0.955,1.142,0.137,0.000,69.230,58.846,0.400,4.000,64.619,58.837,344.810,21.992,344.810,21.992,13.973,12.558,"",1576.635,0.000,69.230,69.230,69.230,69.230,68.340,65.668,63.095,67.449,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,0.000,1576.635,1576.635,0.000,25.243,25.243,0.000,0.615,0.615,0.000,0.137,0.137,period-based
107,bpr,5114,5589,2.000000,0.411904,0.256000,0.393602,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,289.390,-1.000,0.000,289.390,289.390,0.000,,,,0.000,289.390,0.395,62.686,38.959,0.998,0.324,0.162,892.000,0.000,0.000,0.000,1.000,2.000,144.695,0.955,1.142,0.001,0.000,62.790,53.371,0.400,4.000,62.768,53.371,74.084,1.903,74.084,1.903,0.003,0.000,"",289.390,0.000,62.790,62.790,62.790,62.790,62.786,62.776,59.640,62.783,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,289.390,289.390,0.000,62.686,62.686,0.000,0.162,0.162,0.000,0.001,0.001,period-based
108,bpr,5114,5592,2.000000,0.594043,0.369200,0.691820,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1446.560,-1.000,0.000,1446.560,1446.560,0.000,,,,0.000,1446.560,1.576,22.635,14.068,0.439,1.708,0.854,847.000,0.000,0.000,0.000,1.000,2.000,723.280,0.955,1.142,0.508,0.000,51.520,43.792,0.400,4.000,40.742,42.657,534.070,37.988,534.070,37.988,21.299,18.353,"",1446.560,0.000,51.520,51.520,51.520,51.520,48.903,47.997,45.046,48.900,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,1446.560,1446.560,0.000,22.635,22.635,0.000,0.854,0.854,0.000,0.508,0.508,period-based
109,bpr,5114,11161,1.000000,0.361060,0.224400,0.420489,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1075.166,-1.000,0.000,1075.166,1075.166,0.000,,,,0.000,1075.166,0.849,25.520,15.861,0.495,1.614,1.614,666.000,0.000,0.000,0.000,1.000,1.000,1075.166,0.955,1.142,1.650,1.083,51.520,43.792,0.400,4.000,15.347,11.048,241.267,15.221,241.267,15.221,7.681,6.351,"",1075.166,0.000,51.520,51.520,51.520,51.520,16.944,11.894,11.339,14.505,41.024,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,1075.166,1075.166,0.000,25.520,25.520,0.000,1.614,1.614,0.000,1.650,1.650,period-based
110,bpr,5114,11173,1.000000,0.380046,0.236200,0.488386,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,838.338,-1.000,0.000,838.338,838.338,0.000,,,,0.000,838.338,0.673,33.917,21.080,0.726,1.259,1.259,666.000,0.000,0.000,0.000,1.000,1.000,838.338,0.955,1.142,1.242,0.417,46.690,39.687,0.400,4.000,23.552,20.335,198.015,9.400,198.015,9.400,2.571,1.366,"",838.338,0.000,46.690,46.690,46.690,46.690,31.036,22.100,20.948,27.130,42.963,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,838.338,838.338,0.000,33.917,33.917,0.000,1.259,1.259,0.000,1.242,1.242,period-based
111,bpr,5117,5106,1.000000,1.203049,0.747700,1.868089,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,733.330,-1.000,0.000,733.330,733.330,0.000,,,,0.000,733.330,2.374,30.421,18.907,0.787,1.158,1.158,633.000,0.000,0.000,0.000,1.000,1.000,733.330,0.955,1.142,1.130,0.000,38.640,32.844,0.400,4.000,22.020,19.889,548.311,29.019,548.311,29.019,6.173,2.141,"",733.330,0.000,38.640,38.640,38.640,38.640,28.843,21.544,20.470,25.923,36.384,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,733.330,733.330,0.000,30.421,30.421,0.000,1.158,1.158,0.000,1.130,1.130,period-based
112,bpr,5117,11255,2.000000,0.198068,0.123100,0.230669,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1229.775,-1.000,0.000,1229.775,1229.775,0.000,,,,0.000,1229.775,0.385,30.913,19.213,0.600,1.452,0.726,847.000,0.000,0.000,0.000,1.000,2.000,614.887,0.955,1.142,0.265,0.000,51.520,43.792,0.400,4.000,45.265,43.705,151.385,7.884,151.385,7.884,3.154,2.319,"",1229.775,0.000,51.520,51.520,51.520,51.520,50.101,47.154,45.968,48.682,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,1229.775,1229.775,0.000,30.913,30.913,0.000,0.726,0.726,0.000,0.265,0.265,period-based
113,bpr,5118,5727,2.000000,0.180047,0.111900,0.209682,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2318.437,-1.000,0.000,2318.437,2318.437,0.000,,,,0.000,2318.437,1.977,5.469,3.399,0.106,2.737,1.369,847.000,0.000,0.000,0.000,1.000,2.000,1159.218,0.955,1.142,1.366,0.750,51.520,43.792,0.400,4.000,22.373,18.290,259.433,76.375,259.433,76.375,68.268,66.837,"",2318.437,0.000,51.520,51.520,51.520,51.520,28.708,19.874,18.836,24.620,45.570,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,2318.437,2318.437,0.000,5.469,5.469,0.000,1.369,1.369,0.000,1.366,1.366,period-based
114,bpr,5118,10854,1.000000,0.146902,0.091300,0.228108,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,189.725,-1.000,0.000,189.725,189.725,0.000,,,,0.000,189.725,0.229,38.593,23.986,0.999,0.300,0.300,633.000,0.000,0.000,0.000,1.000,1.000,189.725,0.955,1.142,0.008,0.000,38.640,32.844,0.400,4.000,38.485,32.844,17.322,0.723,17.322,0.723,0.001,0.000,"",189.725,0.000,38.640,38.640,38.640,38.640,38.614,38.536,36.630,38.588,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,189.725,189.725,0.000,38.593,38.593,0.000,0.300,0.300,0.000,0.008,0.008,period-based
115,bpr,5118,11255,2.000000,0.307641,0.191200,0.358277,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,83.196,-1.000,0.000,83.196,83.196,0.000,,,,0.000,83.196,0.359,51.519,32.019,1.000,0.098,0.049,847.000,0.000,0.000,0.000,1.000,2.000,41.598,0.955,1.142,0.000,0.000,51.520,43.792,0.400,4.000,51.520,43.792,15.907,0.497,15.907,0.497,0.000,0.000,"",83.196,0.000,51.520,51.520,51.520,51.520,51.520,51.520,48.944,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,83.196,83.196,0.000,51.519,51.519,0.000,0.049,0.049,0.000,0.000,0.000,period-based
116,bpr,5118,11910,1.000000,0.218502,0.135800,0.339289,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,273.505,-1.000,0.000,273.505,273.505,0.000,,,,0.000,273.505,0.341,38.439,23.890,0.995,0.432,0.432,633.000,0.000,0.000,0.000,1.000,1.000,273.505,0.955,1.142,0.033,0.000,38.640,32.844,0.400,4.000,37.981,32.844,37.142,1.556,37.142,1.556,0.008,0.000,"",273.505,0.000,38.640,38.640,38.640,38.640,38.526,38.186,36.367,38.413,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,273.505,273.505,0.000,38.439,38.439,0.000,0.432,0.432,0.000,0.033,0.033,period-based
117,bpr,5119,5727,2.000000,0.093322,0.058000,0.108682,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,484.414,-1.000,0.000,484.414,484.414,0.000,,,,0.000,484.414,0.110,50.706,31.514,0.984,0.572,0.286,847.000,0.000,0.000,0.000,1.000,2.000,242.207,0.955,1.142,0.006,0.000,51.520,43.792,0.400,4.000,51.349,43.792,28.096,0.892,28.096,0.892,0.014,0.000,"",484.414,0.000,51.520,51.520,51.520,51.520,51.491,51.405,48.858,51.463,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,484.414,484.414,0.000,50.706,50.706,0.000,0.286,0.286,0.000,0.006,0.006,period-based
118,bpr,5174,1357,7.000000,0.671114,0.417100,1.190974,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.192,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
119,bpr,5174,5587,2.000000,0.476425,0.296100,0.493193,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,96.549,-1.000,0.000,96.549,96.549,0.000,,,,0.000,96.549,0.494,57.958,36.021,1.000,0.119,0.059,814.000,0.000,0.000,0.000,1.000,2.000,48.275,0.955,1.142,0.000,0.000,57.960,49.266,0.400,4.000,57.960,49.266,28.588,0.794,28.588,0.794,0.000,0.000,"",96.549,0.000,57.960,57.960,57.960,57.960,57.960,57.960,55.062,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,96.549,96.549,0.000,57.958,57.958,0.000,0.059,0.059,0.000,0.000,0.000,period-based
120,bpr,5174,5868,2.000000,0.312629,0.194300,0.323632,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1982.697,-1.000,0.000,1982.697,1982.697,0.000,,,,0.000,1982.697,2.034,9.230,5.736,0.159,2.436,1.218,814.000,0.000,0.000,0.000,1.000,2.000,991.348,0.955,1.142,1.196,0.250,57.960,49.266,0.400,4.000,30.785,27.093,385.238,67.201,385.238,67.201,56.500,54.611,"",1982.697,0.000,57.960,57.960,57.960,57.960,40.613,29.417,27.903,35.868,53.930,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,1982.697,1982.697,0.000,9.230,9.230,0.000,1.218,1.218,0.000,1.196,1.196,period-based
121,bpr,5175,5729,1.000000,0.298148,0.185300,0.462962,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,63.309,-1.000,0.000,63.309,63.309,0.000,,,,0.000,63.309,0.463,38.639,24.015,1.000,0.100,0.100,633.000,0.000,0.000,0.000,1.000,1.000,63.309,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.638,32.844,11.731,0.489,11.731,0.489,0.000,0.000,"",63.309,0.000,38.640,38.640,38.640,38.640,38.640,38.639,36.707,38.639,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,63.309,63.309,0.000,38.639,38.639,0.000,0.100,0.100,0.000,0.000,0.000,period-based
122,bpr,5175,11257,1.000000,0.340625,0.211700,0.528921,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,26.089,-1.000,0.000,26.089,26.089,0.000,,,,0.000,26.089,0.529,38.640,24.015,1.000,0.041,0.041,633.000,0.000,0.000,0.000,1.000,1.000,26.089,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.640,32.844,5.523,0.230,5.523,0.230,0.000,0.000,"",26.089,0.000,38.640,38.640,38.640,38.640,38.640,38.640,36.708,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,26.089,26.089,0.000,38.640,38.640,0.000,0.041,0.041,0.000,0.000,0.000,period-based
123,bpr,5208,5209,2.000000,0.643439,0.399900,0.614849,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1087.023,-1.000,0.000,1087.023,1087.023,0.000,,,,0.000,1087.023,0.819,47.182,29.324,0.751,1.219,0.609,892.000,0.000,0.000,0.000,1.000,2.000,543.511,0.955,1.142,0.132,0.000,62.790,53.371,0.400,4.000,58.760,53.365,434.700,14.833,434.700,14.833,3.687,1.720,"",1087.023,0.000,62.790,62.790,62.790,62.790,62.017,59.696,57.328,61.243,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,1087.023,1087.023,0.000,47.182,47.182,0.000,0.609,0.609,0.000,0.132,0.132,period-based
124,bpr,5208,5238,1.000000,1.030886,0.640700,1.011003,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,356.524,-1.000,0.000,356.524,356.524,0.000,,,,0.000,356.524,1.015,60.982,37.900,0.997,0.384,0.384,929.000,0.000,0.000,0.000,1.000,1.000,356.524,0.955,1.142,0.021,0.000,61.180,52.003,0.400,4.000,60.527,52.003,228.425,6.031,228.425,6.031,0.020,0.000,"",356.524,0.000,61.180,61.180,61.180,61.180,61.069,60.735,57.788,60.958,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,61.180,,0.000,356.524,356.524,0.000,60.982,60.982,0.000,0.384,0.384,0.000,0.021,0.021,period-based
125,bpr,5208,11261,2.000000,0.345452,0.214700,0.357611,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1176.552,-1.000,0.000,1176.552,1176.552,0.000,,,,0.000,1176.552,0.592,35.028,21.770,0.604,1.445,0.723,814.000,0.000,0.000,0.000,1.000,2.000,588.276,0.955,1.142,0.260,0.000,57.960,49.266,0.400,4.000,51.034,49.175,252.606,11.611,252.606,11.611,4.594,3.356,"",1176.552,0.000,57.960,57.960,57.960,57.960,56.399,53.184,51.817,54.838,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,1176.552,1176.552,0.000,35.028,35.028,0.000,0.723,0.723,0.000,0.260,0.260,period-based
126,bpr,5208,11282,1.000000,0.428959,0.266600,0.456745,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,271.031,-1.000,0.000,271.031,271.031,0.000,,,,0.000,271.031,0.458,56.266,34.969,0.999,0.316,0.316,857.000,0.000,0.000,0.000,1.000,1.000,271.031,0.955,1.142,0.010,0.000,56.350,47.897,0.400,4.000,56.071,47.897,72.257,2.068,72.257,2.068,0.003,0.000,"",271.031,0.000,56.350,56.350,56.350,56.350,56.303,56.162,53.392,56.256,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,,0.000,271.031,271.031,0.000,56.266,56.266,0.000,0.316,0.316,0.000,0.010,0.010,period-based
