name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction,activity_location_tab
,2259,,,12,0,,poi,0,-122.3248041,47.656517,,1300,,1.38391596,1.38391596,poi
,2260,,,12,0,,poi,0,-122.3275709,47.65658539,,1301,,1.572069114,1.572069114,poi
,2261,,,12,0,,poi,0,-122.3253324,47.65657462,,1302,,2.164999118,2.164999118,poi
,2262,,,12,0,,poi,0,-122.3281825,47.65659391,,1303,,2.082063189,2.082063189,poi
,2263,,,12,0,,poi,0,-122.3260639,47.65658169,,1304,,1.119016125,1.119016125,poi
,2264,,,12,0,,poi,0,-122.3232101,47.65667627,,1305,,1.434667798,1.434667798,poi
,2265,,,12,0,,poi,0,-122.324814,47.65667605,,1306,,1.773838614,1.773838614,poi
,2266,,,12,0,,poi,0,-122.3275517,47.65669777,,1307,,1.508938779,1.508938779,poi
,2267,,,12,0,,poi,0,-122.3265092,47.65668985,,1308,,1.905050682,1.905050682,poi
,2268,,,12,0,,poi,0,-122.3253401,47.65668648,,1309,,1.781265713,1.781265713,poi
,2269,,,12,0,,poi,0,-122.3271078,47.65669726,,1310,,1.718135378,1.718135378,poi
,2270,,,12,0,,poi,0,-122.3265243,47.65680691,,1311,,1.968181017,1.968181017,poi
,2271,,,12,0,,poi,0,-122.3270817,47.65681095,,1312,,1.521317276,1.521317276,poi
,2272,,,12,0,,poi,0,-122.3275628,47.65680233,,1313,,1.736703123,1.736703123,poi
,2273,,,12,0,,poi,0,-122.3231811,47.65677997,,1314,,1.544836421,1.544836421,poi
,2274,,,12,0,,poi,0,-122.3281347,47.65681689,,1315,,1.62777235,1.62777235,poi
,2275,,,12,0,,poi,0,-122.3260249,47.65680122,,1316,,1.409910804,1.409910804,poi
,2276,,,12,0,,poi,0,-122.3264835,47.6569089,,1317,,1.839444648,1.839444648,poi
,2277,,,12,0,,poi,0,-122.3281269,47.6569148,,1318,,1.401245856,1.401245856,poi
,2278,,,12,0,,poi,0,-122.3270714,47.65692172,,1319,,1.09797268,1.09797268,poi
,2279,,,12,0,,poi,0,-122.3275499,47.65692149,,1320,,1.895147885,1.895147885,poi
,2280,,,12,0,,poi,0,-122.3231525,47.65687534,,1321,,2.056068345,2.056068345,poi
,2281,,,12,0,,poi,0,-122.3253531,47.65690675,,1322,,1.595588258,1.595588258,poi
,2282,,,12,0,,poi,0,-122.3260278,47.6568992,,1323,,1.153675917,1.153675917,poi
,2283,,,12,0,,poi,0,-122.3264466,47.65702388,,1324,,2.317254631,2.317254631,poi
,2284,,,12,0,,poi,0,-122.328116,47.65702935,,1325,,1.242801095,1.242801095,poi
,2285,,,12,0,,poi,0,-122.3270783,47.65702918,,1326,,1.527506525,1.527506525,poi
,2286,,,12,0,,poi,0,-122.3260323,47.65702104,,1327,,1.71070828,1.71070828,poi
,2287,,,12,0,,poi,0,-122.3275458,47.65703525,,1328,,1.876580139,1.876580139,poi
,2288,,,12,0,,poi,0,-122.3231506,47.65700044,,1329,,2.047403397,2.047403397,poi
,2289,,,12,0,,poi,0,-122.3253212,47.65701516,,1330,,1.746605921,1.746605921,poi
,2290,,,12,0,,poi,0,-122.3282483,47.65713679,,1331,,1.761460117,1.761460117,poi
,2291,,,12,0,,poi,0,-122.3270471,47.65715156,,1332,,1.374013163,1.374013163,poi
,2292,,,12,0,,poi,0,-122.3275563,47.65713433,,1333,,1.499035982,1.499035982,poi
,2293,,,12,0,,poi,0,-122.326524,47.65714125,,1334,,1.448284144,1.448284144,poi
,2294,,,12,0,,poi,0,-122.3253214,47.65712776,,1335,,2.219464505,2.219464505,poi
,2295,,,12,0,,poi,0,-122.3248038,47.65710324,,1336,,1.380202411,1.380202411,poi
,2296,,,12,0,,poi,0,-122.3260209,47.65713086,,1337,,1.698329783,1.698329783,poi
,2297,,,12,0,,poi,0,-122.3232283,47.6571112,,1338,,0.877635434,0.877635434,poi
,2298,,,12,0,,poi,0,-122.3281212,47.65725488,,1339,,1.522555126,1.522555126,poi
,2299,,,12,0,,poi,0,-122.3271022,47.65724613,,1340,,2.174901916,2.174901916,poi
,2300,,,12,0,,poi,0,-122.3275609,47.65725328,,1341,,1.646340096,1.646340096,poi
,2301,,,12,0,,poi,0,-122.3265075,47.65724432,,1342,,1.625296651,1.625296651,poi
,2302,,,12,0,,poi,0,-122.323199,47.65721282,,1343,,1.477992537,1.477992537,poi
,2303,,,12,0,,poi,0,-122.3260699,47.65723388,,1344,,2.510359183,2.510359183,poi
,2304,,,12,0,,poi,0,-122.3275622,47.65735469,,1345,,1.09921053,1.09921053,poi
,2305,,,12,0,,poi,0,-122.3264818,47.65735983,,1346,,1.200714205,1.200714205,poi
,2306,,,12,0,,poi,0,-122.3247914,47.65732004,,1347,,1.690902685,1.690902685,poi
,2307,,,12,0,,poi,0,-122.3260094,47.65734771,,1348,,1.687189136,1.687189136,poi
,2308,,,12,0,,poi,0,-122.3253392,47.65735132,,1349,,1.797357759,1.797357759,poi
,2309,,,12,0,,poi,0,-122.3281067,47.65735968,,1350,,0.97666341,0.97666341,poi
,2310,,,12,0,,poi,0,-122.3270643,47.65734736,,1351,,1.772600765,1.772600765,poi
,2311,,,12,0,,poi,0,-122.3275654,47.65745351,,1352,,1.637675148,1.637675148,poi
,2312,,,12,0,,poi,0,-122.323216,47.65741879,,1353,,1.558452767,1.558452767,poi
,2313,,,12,0,,poi,0,-122.3252864,47.65745191,,1354,,1.298504331,1.298504331,poi
,2314,,,12,0,,poi,0,-122.3247984,47.65742934,,1355,,1.908764231,1.908764231,poi
,2315,,,12,0,,poi,0,-122.3265185,47.65745812,,1356,,1.563404166,1.563404166,poi
,2316,,,12,0,,poi,0,-122.3281268,47.65744584,,1357,,1.787454961,1.787454961,poi
,2317,,,12,0,,poi,0,-122.325994,47.65754468,,1358,,1.881531538,1.881531538,poi
,2318,,,12,0,,poi,0,-122.3275628,47.65755664,,1359,,1.761460117,1.761460117,poi
,2319,,,12,0,,poi,0,-122.3272469,47.65755048,,1360,,1.245276794,1.245276794,poi
,2320,,,12,0,,poi,0,-122.3241147,47.65598437,,1361,,2.139004275,2.139004275,poi
,2321,,,11,0,,poi,0,-122.3311407,47.65691773,,1362,,2.19718321,2.19718321,poi
,2322,,,11,0,,poi,0,-122.3335286,47.65691421,,1363,,2.60567361,2.60567361,poi
,2323,,,12,0,,poi,0,-122.3298901,47.65684906,,1364,,2.398952711,2.398952711,poi
,2324,,,11,0,,poi,0,-122.3328794,47.65685215,,1365,,1.888958636,1.888958636,poi
,2325,,,12,0,,poi,0,-122.3305407,47.65685485,,1366,,1.997889409,1.997889409,poi
,2326,,,11,0,,poi,0,-122.3328842,47.65696245,,1367,,1.374013163,1.374013163,poi
,2327,,,12,0,,poi,0,-122.330507,47.65698257,,1368,,1.54731212,1.54731212,poi
,2328,,,12,0,,poi,0,-122.3287215,47.65699259,,1369,,1.728038176,1.728038176,poi
,2329,,,12,0,,poi,0,-122.3299106,47.65700053,,1370,,2.026359952,2.026359952,poi
,2330,,,12,0,,poi,0,-122.3293382,47.65699156,,1371,,1.624058801,1.624058801,poi
,2331,,,11,0,,poi,0,-122.3329018,47.65706591,,1372,,2.062257594,2.062257594,poi
,2332,,,11,0,,poi,0,-122.3311222,47.65715414,,1373,,1.46437619,1.46437619,poi
,2333,,,12,0,,poi,0,-122.3287459,47.6571579,,1374,,1.354207567,1.354207567,poi
,2334,,,11,0,,poi,0,-122.3334805,47.65713716,,1375,,2.125387928,2.125387928,poi
,2335,,,12,0,,poi,0,-122.329901,47.65713766,,1376,,2.083301038,2.083301038,poi
,2336,,,12,0,,poi,0,-122.3293879,47.65712076,,1377,,2.677468892,2.677468892,poi
,2337,,,11,0,,poi,0,-122.3328824,47.6571649,,1378,,1.971894566,1.971894566,poi
,2338,,,11,0,,poi,0,-122.3317125,47.65718552,,1379,,1.903812832,1.903812832,poi
,2339,,,11,0,,poi,0,-122.3311084,47.6572573,,1380,,1.46561404,1.46561404,poi
,2340,,,12,0,,poi,0,-122.3287102,47.65726199,,1381,,1.424765,1.424765,poi
,2341,,,11,0,,poi,0,-122.3334881,47.65724238,,1382,,1.782503562,1.782503562,poi
,2342,,,11,0,,poi,0,-122.3330349,47.65726955,,1383,,1.060837189,1.060837189,poi
,2343,,,12,0,,poi,0,-122.3293213,47.65724482,,1384,,1.401245856,1.401245856,poi
,2344,,,11,0,,poi,0,-122.3322735,47.65727387,,1385,,2.291259787,2.291259787,poi
,2345,,,12,0,,poi,0,-122.3299015,47.65727032,,1386,,1.518841577,1.518841577,poi
,2346,,,11,0,,poi,0,-122.3329016,47.65735709,,1387,,1.822114753,1.822114753,poi
,2347,,,11,0,,poi,0,-122.33171,47.65727664,,1388,,1.522555126,1.522555126,poi
,2348,,,12,0,,poi,0,-122.3305503,47.65727242,,1389,,1.771362915,1.771362915,poi
,2349,,,11,0,,poi,0,-122.3334769,47.65734632,,1390,,1.855536694,1.855536694,poi
,2350,,,12,0,,poi,0,-122.3305174,47.65738098,,1391,,2.415044757,2.415044757,poi
,2351,,,11,0,,poi,0,-122.3322861,47.65741791,,1392,,2.223178054,2.223178054,poi
,2352,,,11,0,,poi,0,-122.3310758,47.65740602,,1393,,1.538647172,1.538647172,poi
,2353,,,12,0,,poi,0,-122.3286893,47.65738777,,1394,,2.07463609,2.07463609,poi
,2354,,,12,0,,poi,0,-122.3298864,47.65739209,,1395,,1.960753918,1.960753918,poi
,2355,,,11,0,,poi,0,-122.3329038,47.65747666,,1396,,2.169950517,2.169950517,poi
,2356,,,11,0,,poi,0,-122.3316912,47.65738494,,1397,,1.536171473,1.536171473,poi
,2357,,,11,0,,poi,0,-122.3334713,47.65745493,,1398,,1.918667029,1.918667029,poi
,2358,,,11,0,,poi,0,-122.3311126,47.65752758,,1399,,2.090728137,2.090728137,poi
,2359,,,12,0,,poi,0,-122.329898,47.65751229,,1400,,2.15633417,2.15633417,poi
,2360,,,11,0,,poi,0,-122.3317112,47.65751282,,1401,,2.007792207,2.007792207,poi
,2361,,,12,0,,poi,0,-122.329299,47.65751073,,1402,,1.906288532,1.906288532,poi
,2362,,,12,0,,poi,0,-122.3287109,47.65751783,,1403,,1.898861434,1.898861434,poi
,2363,,,12,0,,poi,0,-122.3305053,47.65754507,,1404,,1.856774544,1.856774544,poi
,2364,,,11,0,,poi,0,-122.3317659,47.65763454,,1405,,1.235373997,1.235373997,poi
,2365,,,11,0,,poi,0,-122.3311038,47.65767224,,1406,,1.939710474,1.939710474,poi
,2366,,,12,0,,poi,0,-122.3287501,47.65765145,,1407,,1.338115521,1.338115521,poi
,2367,,,12,0,,poi,0,-122.3299041,47.65760774,,1408,,1.560928467,1.560928467,poi
,2368,,,12,0,,poi,0,-122.3299105,47.65770069,,1409,,1.736703123,1.736703123,poi
,2369,,,12,0,,poi,0,-122.3287023,47.65776222,,1410,,2.236794401,2.236794401,poi
,2370,,,11,0,,poi,0,-122.3317603,47.65778845,,1411,,1.846871746,1.846871746,poi
,2371,,,12,0,,poi,0,-122.3305079,47.65773579,,1412,,1.768887216,1.768887216,poi
,2372,,,12,0,,poi,0,-122.3298881,47.65780259,,1413,,2.19965891,2.19965891,poi
,2373,,,11,0,,poi,0,-122.3396064,47.65587319,,1414,,2.162523419,2.162523419,poi
,2374,,,11,0,,poi,0,-122.3394472,47.65586234,,1415,,1.898861434,1.898861434,poi
,2375,,,11,0,,poi,0,-122.3392714,47.65707556,,1416,,2.292497637,2.292497637,poi
,2376,,,11,0,,poi,0,-122.3392845,47.65587659,,1417,,2.182329014,2.182329014,poi
,2377,,,11,0,,poi,0,-122.3391436,47.65664092,,1418,,1.523792976,1.523792976,poi
,2378,,,11,0,,poi,0,-122.3391309,47.6558591,,1419,,1.736703123,1.736703123,poi
,2379,,,11,0,,poi,0,-122.3389776,47.65585915,,1420,,1.797357759,1.797357759,poi
,2380,,,11,0,,poi,0,-122.3388305,47.65585855,,1421,,1.700805482,1.700805482,poi
,2381,,,11,0,,poi,0,-122.3383641,47.65584631,,1422,,1.437143497,1.437143497,poi
,2382,,,11,0,,poi,0,-122.338109,47.65588999,,1423,,1.758984418,1.758984418,poi
,2383,,,11,0,,poi,0,-122.3379079,47.65665236,,1424,,1.450759844,1.450759844,poi
,2384,,,11,0,,poi,0,-122.3372221,47.65585635,,1425,,1.397532307,1.397532307,poi
,2385,,,11,0,,poi,0,-122.3370696,47.65585316,,1426,,1.326974874,1.326974874,poi
,2386,,,11,0,,poi,0,-122.3369175,47.65584834,,1427,,1.323261325,1.323261325,poi
,2387,,,11,0,,poi,0,-122.3367783,47.65584844,,1428,,1.734227424,1.734227424,poi
,2388,,,11,0,,poi,0,-122.3367334,47.65780865,,1429,,1.605491056,1.605491056,poi
,2389,,,11,0,,poi,0,-122.3369179,47.65662736,,1430,,1.526268675,1.526268675,poi
,2390,,,11,0,,poi,0,-122.336749,47.65662805,,1431,,1.577020513,1.577020513,poi
,2391,,,11,0,,poi,0,-122.33593,47.65780155,,1432,,1.257655291,1.257655291,poi
,2392,,,11,0,,poi,0,-122.3357037,47.65703252,,1433,,2.15633417,2.15633417,poi
,2393,,,11,0,,poi,0,-122.3357125,47.65661832,,1434,,1.714421829,1.714421829,poi
,2394,,,11,0,,poi,0,-122.3356929,47.657789,,1435,,1.432192098,1.432192098,poi
,2395,,,11,0,,poi,0,-122.3355827,47.65582133,,1436,,1.413624353,1.413624353,poi
,2396,,,11,0,,poi,0,-122.3353642,47.65583219,,1437,,2.171188367,2.171188367,poi
,2397,,,11,0,,poi,0,-122.3347717,47.65698282,,1438,,1.444570595,1.444570595,poi
,2398,,,11,0,,poi,0,-122.3344431,47.65583454,,1439,,1.650053645,1.650053645,poi
,2399,,,11,0,,poi,0,-122.3342721,47.65585054,,1440,,1.83201755,1.83201755,poi
,2400,,,11,0,,poi,0,-122.3341236,47.65700676,,1441,,1.943424023,1.943424023,poi
,2401,,,11,0,,poi,0,-122.3341267,47.65665138,,1442,,1.625296651,1.625296651,poi
,2402,,,11,0,,poi,0,-122.33407,47.65584416,,1443,,2.282594839,2.282594839,poi
,2403,,,11,0,,poi,0,-122.3332912,47.65654515,,1444,,1.279936586,1.279936586,poi
,2404,,,11,0,,poi,0,-122.3331428,47.65652147,,1445,,1.607966755,1.607966755,poi
,2405,,,11,0,,poi,0,-122.3323077,47.65572239,,1446,,1.213092702,1.213092702,poi
,2406,,,11,0,,poi,0,-122.3321266,47.65572006,,1447,,1.214330552,1.214330552,poi
,2407,,,11,0,,poi,0,-122.3310641,47.65654335,,1448,,2.77030762,2.77030762,poi
,2408,,,12,0,,poi,0,-122.3307236,47.65576831,,1449,,1.933521225,1.933521225,poi
,2409,,,12,0,,poi,0,-122.3307161,47.65650178,,1450,,1.581971911,1.581971911,poi
,2410,,,12,0,,poi,0,-122.3299665,47.65652995,,1451,,1.427240699,1.427240699,poi
,2411,,,12,0,,poi,0,-122.3297573,47.65576559,,1452,,2.027597802,2.027597802,poi
,2412,,,12,0,,poi,0,-122.3297032,47.65649722,,1453,,1.762697967,1.762697967,poi
,2413,,,12,0,,poi,0,-122.3295479,47.65653292,,1454,,0.980376959,0.980376959,poi
,2414,,,12,0,,poi,0,-122.329331,47.65572177,,1455,,1.26260669,1.26260669,poi
,2415,,,11,0,,poi,0,-122.3347367,47.65579473,,1456,,1.799833458,1.799833458,poi
,2416,,,11,0,,poi,0,-122.3311596,47.65572513,,1457,,1.359158966,1.359158966,poi
,2417,,,12,0,,poi,0,-122.3299841,47.65575014,,1458,,1.933521225,1.933521225,poi
,2418,,,11,0,,poi,0,-122.337742,47.65581918,,1459,,1.983035213,1.983035213,poi
,2419,,,11,0,,poi,0,-122.3365997,47.65591501,,1460,,1.808498406,1.808498406,poi
,2420,,,11,0,,poi,0,-122.3347425,47.65590099,,1461,,1.448284144,1.448284144,poi
,2421,,,11,0,,poi,0,-122.3311584,47.65587099,,1462,,1.786217111,1.786217111,poi
,2422,,,11,0,,poi,0,-122.3377455,47.65593551,,1463,,2.216988806,2.216988806,poi
,2423,,,11,0,,poi,0,-122.3322834,47.65588146,,1464,,1.595588258,1.595588258,poi
,2424,,,11,0,,poi,0,-122.3347361,47.65601248,,1465,,1.470565439,1.470565439,poi
,2425,,,11,0,,poi,0,-122.3371186,47.65602852,,1466,,1.444570595,1.444570595,poi
,2426,,,11,0,,poi,0,-122.3353506,47.65599776,,1467,,1.818401203,1.818401203,poi
,2427,,,12,0,,poi,0,-122.32937,47.65585448,,1468,,2.098155235,2.098155235,poi
,2428,,,11,0,,poi,0,-122.3394721,47.65604068,,1469,,2.07711179,2.07711179,poi
,2429,,,11,0,,poi,0,-122.3383071,47.65604314,,1470,,1.747843771,1.747843771,poi
,2430,,,11,0,,poi,0,-122.3317739,47.65593963,,1471,,1.893910035,1.893910035,poi
,2431,,,11,0,,poi,0,-122.3377309,47.65605901,,1472,,1.706994731,1.706994731,poi
,2432,,,11,0,,poi,0,-122.3341802,47.65600335,,1473,,1.713183979,1.713183979,poi
,2433,,,12,0,,poi,0,-122.3305264,47.65599661,,1474,,1.633961599,1.633961599,poi
,2434,,,11,0,,poi,0,-122.3365331,47.65601768,,1475,,3.026542507,3.026542507,poi
,2435,,,11,0,,poi,0,-122.3389347,47.65603847,,1476,,1.809736256,1.809736256,poi
,2436,,,11,0,,poi,0,-122.3394446,47.65615016,,1477,,2.395239162,2.395239162,poi
,2437,,,11,0,,poi,0,-122.3322831,47.65601529,,1478,,1.542360721,1.542360721,poi
,2438,,,11,0,,poi,0,-122.3310759,47.65601622,,1479,,2.312303232,2.312303232,poi
,2439,,,11,0,,poi,0,-122.3371285,47.65611593,,1480,,1.593112559,1.593112559,poi
,2440,,,12,0,,poi,0,-122.3299029,47.65597869,,1481,,1.91495348,1.91495348,poi
,2441,,,11,0,,poi,0,-122.3359116,47.65610454,,1482,,1.703281182,1.703281182,poi
,2442,,,11,0,,poi,0,-122.3329317,47.65599689,,1483,,2.469510144,2.469510144,poi
,2443,,,11,0,,poi,0,-122.3317755,47.65603445,,1484,,1.676048488,1.676048488,poi
,2444,,,11,0,,poi,0,-122.3383053,47.65617055,,1485,,1.818401203,1.818401203,poi
,2445,,,11,0,,poi,0,-122.3341662,47.65609932,,1486,,1.374013163,1.374013163,poi
,2446,,,11,0,,poi,0,-122.3365484,47.65612599,,1487,,1.624058801,1.624058801,poi
,2447,,,11,0,,poi,0,-122.3389267,47.6561427,,1488,,1.948375422,1.948375422,poi
,2448,,,11,0,,poi,0,-122.3394307,47.6562574,,1489,,2.365530769,2.365530769,poi
,2449,,,11,0,,poi,0,-122.3347322,47.65617181,,1490,,1.74908162,1.74908162,poi
,2450,,,11,0,,poi,0,-122.3311114,47.65610984,,1491,,1.366586064,1.366586064,poi
,2451,,,11,0,,poi,0,-122.3371211,47.65619952,,1492,,1.578258362,1.578258362,poi
,2452,,,11,0,,poi,0,-122.3335439,47.65613694,,1493,,2.625479205,2.625479205,poi
,2453,,,12,0,,poi,0,-122.3298969,47.65608425,,1494,,1.844396047,1.844396047,poi
,2454,,,11,0,,poi,0,-122.3359018,47.65619138,,1495,,1.714421829,1.714421829,poi
,2455,,,11,0,,poi,0,-122.3329434,47.65612491,,1496,,3.198603614,3.198603614,poi
,2456,,,11,0,,poi,0,-122.3317217,47.65613237,,1497,,1.758984418,1.758984418,poi
,2457,,,11,0,,poi,0,-122.3341949,47.65618328,,1498,,1.611680304,1.611680304,poi
,2458,,,11,0,,poi,0,-122.3365428,47.65622525,,1499,,1.594350408,1.594350408,poi
,2459,,,11,0,,poi,0,-122.3389319,47.65625594,,1500,,1.579496212,1.579496212,poi
,2460,,,11,0,,poi,0,-122.3322594,47.65612804,,1501,,1.679762037,1.679762037,poi
,2461,,,11,0,,poi,0,-122.3347236,47.65626076,,1502,,1.614156004,1.614156004,poi
,2462,,,11,0,,poi,0,-122.3311123,47.65619168,,1503,,1.266320239,1.266320239,poi
,2463,,,12,0,,poi,0,-122.3299013,47.65617865,,1504,,1.772600765,1.772600765,poi
,2464,,,11,0,,poi,0,-122.3382875,47.65627647,,1505,,2.225653753,2.225653753,poi
,2465,,,11,0,,poi,0,-122.3377189,47.65628065,,1506,,1.685951286,1.685951286,poi
,2466,,,12,0,,poi,0,-122.3305283,47.65615184,,1507,,1.359158966,1.359158966,poi
,2467,,,11,0,,poi,0,-122.3365624,47.65632659,,1508,,1.981797363,1.981797363,poi
,2468,,,11,0,,poi,0,-122.3394418,47.65636738,,1509,,1.496560282,1.496560282,poi
,2469,,,11,0,,poi,0,-122.3322752,47.65623925,,1510,,1.531220074,1.531220074,poi
,2470,,,11,0,,poi,0,-122.3371344,47.65628355,,1511,,1.489133184,1.489133184,poi
,2471,,,11,0,,poi,0,-122.3358957,47.65633374,,1512,,2.256599996,2.256599996,poi
,2472,,,11,0,,poi,0,-122.3347313,47.65634985,,1513,,1.428478549,1.428478549,poi
,2473,,,11,0,,poi,0,-122.33114,47.65628787,,1514,,1.071977837,1.071977837,poi
,2474,,,11,0,,poi,0,-122.3371197,47.6563773,,1515,,1.694616234,1.694616234,poi
,2475,,,11,0,,poi,0,-122.3335169,47.656293,,1516,,2.129101477,2.129101477,poi
,2476,,,12,0,,poi,0,-122.3299213,47.65629615,,1517,,1.949613271,1.949613271,poi
,2477,,,11,0,,poi,0,-122.3329038,47.65628401,,1518,,2.053592646,2.053592646,poi
,2478,,,11,0,,poi,0,-122.3353635,47.65634549,,1519,,2.010267906,2.010267906,poi
,2479,,,11,0,,poi,0,-122.3317155,47.65626699,,1520,,1.362872515,1.362872515,poi
,2480,,,11,0,,poi,0,-122.3377292,47.65638063,,1521,,2.012743606,2.012743606,poi
,2481,,,11,0,,poi,0,-122.3341802,47.65633356,,1522,,2.155096321,2.155096321,poi
,2482,,,11,0,,poi,0,-122.3389096,47.6563665,,1523,,1.518841577,1.518841577,poi
,2483,,,11,0,,poi,0,-122.3322634,47.65634738,,1524,,1.903812832,1.903812832,poi
,2484,,,11,0,,poi,0,-122.3383262,47.65645595,,1525,,1.622820951,1.622820951,poi
,2485,,,11,0,,poi,0,-122.3341142,47.65643805,,1526,,1.435905647,1.435905647,poi
,2486,,,11,0,,poi,0,-122.3365362,47.6564306,,1527,,1.808498406,1.808498406,poi
,2487,,,11,0,,poi,0,-122.3394363,47.65648305,,1528,,1.590636859,1.590636859,poi
,2488,,,11,0,,poi,0,-122.3347315,47.65644446,,1529,,1.705756881,1.705756881,poi
,2489,,,11,0,,poi,0,-122.3335587,47.65642604,,1530,,1.515128028,1.515128028,poi
,2490,,,12,0,,poi,0,-122.3299627,47.65641139,,1531,,1.680999887,1.680999887,poi
,2491,,,11,0,,poi,0,-122.3359198,47.6564631,,1532,,1.677286338,1.677286338,poi
,2492,,,11,0,,poi,0,-122.3353747,47.65645159,,1533,,2.023884253,2.023884253,poi
,2493,,,11,0,,poi,0,-122.3317315,47.65637978,,1534,,1.897623584,1.897623584,poi
,2494,,,11,0,,poi,0,-122.3377285,47.65648257,,1535,,1.879055839,1.879055839,poi
,2495,,,12,0,,poi,0,-122.3293517,47.65640279,,1536,,2.541305426,2.541305426,poi
,2496,,,12,0,,poi,0,-122.3305246,47.65641304,,1537,,2.110533732,2.110533732,poi
,2497,,,11,0,,poi,0,-122.3389254,47.65647726,,1538,,1.824590452,1.824590452,poi
,2498,,,11,0,,poi,0,-122.3322468,47.65645669,,1539,,1.917429179,1.917429179,poi
,2499,,,11,0,,poi,0,-122.33109,47.65642668,,1540,,2.044927698,2.044927698,poi
,2500,,,11,0,,poi,0,-122.3371296,47.65646745,,1541,,1.522555126,1.522555126,poi
,2501,,,11,0,,poi,0,-122.3359323,47.65657276,,1542,,1.677286338,1.677286338,poi
,2502,,,11,0,,poi,0,-122.3383247,47.65655327,,1543,,1.756508719,1.756508719,poi
,2503,,,11,0,,poi,0,-122.3329065,47.65644231,,1544,,1.782503562,1.782503562,poi
,2504,,,11,0,,poi,0,-122.3353879,47.65656508,,1545,,2.053592646,2.053592646,poi
,2505,,,11,0,,poi,0,-122.3317231,47.65648255,,1546,,1.693378384,1.693378384,poi
,2506,,,11,0,,poi,0,-122.3340944,47.65656064,,1547,,1.053410091,1.053410091,poi
,2507,,,11,0,,poi,0,-122.3365385,47.65654424,,1548,,1.63024805,1.63024805,poi
,2508,,,11,0,,poi,0,-122.339436,47.65660322,,1549,,1.470565439,1.470565439,poi
,2509,,,11,0,,poi,0,-122.3371351,47.65656813,,1550,,1.684713436,1.684713436,poi
,2510,,,11,0,,poi,0,-122.3328918,47.65655009,,1551,,1.721848927,1.721848927,poi
,2511,,,11,0,,poi,0,-122.3376514,47.6565764,,1552,,1.508938779,1.508938779,poi
,2512,,,11,0,,poi,0,-122.3347112,47.65660013,,1553,,2.744312776,2.744312776,poi
,2513,,,11,0,,poi,0,-122.3359102,47.65666575,,1554,,2.150144922,2.150144922,poi
,2514,,,11,0,,poi,0,-122.3382171,47.65669026,,1555,,2.028835652,2.028835652,poi
,2515,,,11,0,,poi,0,-122.331738,47.65657389,,1556,,2.099393084,2.099393084,poi
,2516,,,11,0,,poi,0,-122.3376546,47.65668866,,1557,,1.326974874,1.326974874,poi
,2517,,,12,0,,poi,0,-122.3305074,47.65653117,,1558,,1.933521225,1.933521225,poi
,2518,,,11,0,,poi,0,-122.3365352,47.65666066,,1559,,2.167474818,2.167474818,poi
,2519,,,11,0,,poi,0,-122.3394348,47.65669552,,1560,,1.71070828,1.71070828,poi
,2520,,,11,0,,poi,0,-122.3322654,47.65656591,,1561,,1.758984418,1.758984418,poi
,2521,,,11,0,,poi,0,-122.3371475,47.65667216,,1562,,1.409910804,1.409910804,poi
,2522,,,11,0,,poi,0,-122.3353789,47.65666801,,1563,,2.342011625,2.342011625,poi
,2523,,,11,0,,poi,0,-122.3389284,47.6566542,,1564,,2.082063189,2.082063189,poi
,2524,,,11,0,,poi,0,-122.3371484,47.65697907,,1565,,1.960753918,1.960753918,poi
,2525,,,11,0,,poi,0,-122.3389334,47.65699987,,1566,,2.325919579,2.325919579,poi
,2526,,,11,0,,poi,0,-122.3353548,47.65700002,,1567,,1.732989574,1.732989574,poi
,2527,,,11,0,,poi,0,-122.3347799,47.65711643,,1568,,2.061019744,2.061019744,poi
,2528,,,11,0,,poi,0,-122.3371383,47.65708877,,1569,,2.005316508,2.005316508,poi
,2529,,,11,0,,poi,0,-122.3359318,47.65711651,,1570,,1.607966755,1.607966755,poi
,2530,,,11,0,,poi,0,-122.3365685,47.6570868,,1571,,2.022646403,2.022646403,poi
,2531,,,11,0,,poi,0,-122.3353723,47.65716687,,1572,,1.600539657,1.600539657,poi
,2532,,,11,0,,poi,0,-122.3341252,47.65714929,,1573,,2.228129453,2.228129453,poi
,2533,,,11,0,,poi,0,-122.3371389,47.65719777,,1574,,1.580734062,1.580734062,poi
,2534,,,11,0,,poi,0,-122.3358965,47.65724224,,1575,,1.794882059,1.794882059,poi
,2535,,,11,0,,poi,0,-122.3365707,47.65719558,,1576,,1.927331977,1.927331977,poi
,2536,,,11,0,,poi,0,-122.3389161,47.65720197,,1577,,1.890196486,1.890196486,poi
,2537,,,11,0,,poi,0,-122.3371229,47.65730267,,1578,,2.047403397,2.047403397,poi
,2538,,,11,0,,poi,0,-122.3359076,47.65734804,,1579,,1.887720786,1.887720786,poi
,2539,,,11,0,,poi,0,-122.3341288,47.65727642,,1580,,1.856774544,1.856774544,poi
,2540,,,11,0,,poi,0,-122.3365352,47.65729694,,1581,,1.888958636,1.888958636,poi
,2541,,,11,0,,poi,0,-122.3389398,47.65729879,,1582,,2.374195717,2.374195717,poi
,2542,,,11,0,,poi,0,-122.3353972,47.65731146,,1583,,3.01292616,3.01292616,poi
