first_column,link_type,link_type_name,name_description,type_code,traffic_flow_model,allowed_uses_p1,peak_load_factor_p1_auto,peak_load_factor_p1_bike,peak_load_factor_p1_walk,free_speed_auto,free_speed_bike,free_speed_walk,capacity_auto,capacity_bike,capacity_walk,lanes_bike,lanes_walk,k_jam_km,meu_auto_bike,meu_auto_walk,meu_auto_auto,meu_bike_bike,meu_bike_walk,meu_bike_auto,meu_walk_bike,meu_walk_walk,meu_walk_auto
0,1,highway,1,0.3
