link_id,lanes,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,assignment_period,volume,speed,speed_limit,Date
109,3,0.14105,12,13,1,1,0,0505_0510,1800_0600,207,61.1,35,
109,3,0.14105,12,13,1,1,0,0510_0515,1800_0600,201,60.4,35,
109,3,0.14105,12,13,1,1,0,0515_0520,1800_0600,219,60.5,35,
109,3,0.14105,12,13,1,1,0,0520_0525,1800_0600,342,60.8,35,
109,3,0.14105,12,13,1,1,0,0525_0530,1800_0600,357,59.7,35,
109,3,0.14105,12,13,1,1,0,0530_0535,1800_0600,420,60.6,35,
109,3,0.14105,12,13,1,1,0,0535_0540,1800_0600,438,60.2,35,
109,3,0.14105,12,13,1,1,0,0540_0545,1800_0600,513,59.6,35,
109,3,0.14105,12,13,1,1,0,0545_0550,1800_0600,471,60,35,
109,3,0.14105,12,13,1,1,0,0550_0555,1800_0600,498,59,35,
109,3,0.14105,12,13,1,1,0,0555_0600,1800_0600,561,58.1,35,
109,3,0.14105,12,13,1,1,0,0600_0605,0600_0900,666,57,35,
109,3,0.14105,12,13,1,1,0,0605_0610,0600_0900,606,57.2,35,
109,3,0.14105,12,13,1,1,0,0610_0615,0600_0900,600,56.6,35,
109,3,0.14105,12,13,1,1,0,0615_0620,0600_0900,663,55.7,35,
109,3,0.14105,12,13,1,1,0,0620_0625,0600_0900,657,54,35,
109,3,0.14105,12,13,1,1,0,0625_0630,0600_0900,681,50.5,35,
109,3,0.14105,12,13,1,1,0,0630_0635,0600_0900,672,47.3,35,
109,3,0.14105,12,13,1,1,0,0635_0640,0600_0900,786,43.7,35,
109,3,0.14105,12,13,1,1,0,0640_0645,0600_0900,729,42.3,35,
109,3,0.14105,12,13,1,1,0,0645_0650,0600_0900,729,43.2,35,
109,3,0.14105,12,13,1,1,0,0650_0655,0600_0900,705,45.6,35,
109,3,0.14105,12,13,1,1,0,0655_0700,0600_0900,747,48.3,35,
109,3,0.14105,12,13,1,1,0,0700_0705,0600_0900,666,48.5,35,
109,3,0.14105,12,13,1,1,0,0705_0710,0600_0900,648,48.8,35,
109,3,0.14105,12,13,1,1,0,0710_0715,0600_0900,750,48.4,35,
109,3,0.14105,12,13,1,1,0,0715_0720,0600_0900,735,46.1,35,
109,3,0.14105,12,13,1,1,0,0720_0725,0600_0900,687,43.9,35,
109,3,0.14105,12,13,1,1,0,0725_0730,0600_0900,735,42.2,35,
109,3,0.14105,12,13,1,1,0,0730_0735,0600_0900,699,45,35,
109,3,0.14105,12,13,1,1,0,0735_0740,0600_0900,702,44.7,35,
109,3,0.14105,12,13,1,1,0,0740_0745,0600_0900,723,44,35,
109,3,0.14105,12,13,1,1,0,0745_0750,0600_0900,678,43.7,35,
109,3,0.14105,12,13,1,1,0,0750_0755,0600_0900,630,44.5,35,
109,3,0.14105,12,13,1,1,0,0755_0800,0600_0900,678,46.3,35,
109,3,0.14105,12,13,1,1,0,0800_0805,0600_0900,711,47.7,35,
109,3,0.14105,12,13,1,1,0,0805_0810,0600_0900,651,48.4,35,
109,3,0.14105,12,13,1,1,0,0810_0815,0600_0900,636,48.7,35,
109,3,0.14105,12,13,1,1,0,0815_0820,0600_0900,606,48.6,35,
109,3,0.14105,12,13,1,1,0,0820_0825,0600_0900,645,49.2,35,
109,3,0.14105,12,13,1,1,0,0825_0830,0600_0900,639,47.6,35,
109,3,0.14105,12,13,1,1,0,0830_0835,0600_0900,651,47.4,35,
109,3,0.14105,12,13,1,1,0,0835_0840,0600_0900,636,46.3,35,
109,3,0.14105,12,13,1,1,0,0840_0845,0600_0900,696,46.4,35,
109,3,0.14105,12,13,1,1,0,0845_0850,0600_0900,594,46.4,35,
109,3,0.14105,12,13,1,1,0,0850_0855,0600_0900,642,47,35,
109,3,0.14105,12,13,1,1,0,0855_0900,0600_0900,582,46.2,35,
109,3,0.14105,12,13,1,1,0,0900_0905,0900_1400,612,44.2,35,
109,3,0.14105,12,13,1,1,0,0905_0910,0900_1400,552,46.3,35,
109,3,0.14105,12,13,1,1,0,0910_0915,0900_1400,570,46.6,35,
109,3,0.14105,12,13,1,1,0,0915_0920,0900_1400,513,44.8,35,
109,3,0.14105,12,13,1,1,0,0920_0925,0900_1400,570,42.9,35,
109,3,0.14105,12,13,1,1,0,0925_0930,0900_1400,489,41.9,35,
109,3,0.14105,12,13,1,1,0,0930_0935,0900_1400,537,43.1,35,
109,3,0.14105,12,13,1,1,0,0935_0940,0900_1400,564,42,35,
109,3,0.14105,12,13,1,1,0,0940_0945,0900_1400,528,38.7,35,
109,3,0.14105,12,13,1,1,0,0945_0950,0900_1400,519,37.7,35,
109,3,0.14105,12,13,1,1,0,0950_0955,0900_1400,540,40.2,35,
109,3,0.14105,12,13,1,1,0,0955_1000,0900_1400,573,44.6,35,
109,3,0.14105,12,13,1,1,0,1000_1005,0900_1400,543,47.6,35,
109,3,0.14105,12,13,1,1,0,1005_1010,0900_1400,549,51.7,35,
109,3,0.14105,12,13,1,1,0,1010_1015,0900_1400,471,53,35,
109,3,0.14105,12,13,1,1,0,1015_1020,0900_1400,486,53.6,35,
109,3,0.14105,12,13,1,1,0,1020_1025,0900_1400,513,55.4,35,
109,3,0.14105,12,13,1,1,0,1025_1030,0900_1400,594,56.3,35,
109,3,0.14105,12,13,1,1,0,1030_1035,0900_1400,552,56.5,35,
109,3,0.14105,12,13,1,1,0,1035_1040,0900_1400,612,57.4,35,
109,3,0.14105,12,13,1,1,0,1040_1045,0900_1400,549,58.4,35,
109,3,0.14105,12,13,1,1,0,1045_1050,0900_1400,525,57.9,35,
109,3,0.14105,12,13,1,1,0,1050_1055,0900_1400,531,57.6,35,
109,3,0.14105,12,13,1,1,0,1055_1100,0900_1400,498,58,35,
109,3,0.14105,12,13,1,1,0,1100_1105,0900_1400,504,58.2,35,
109,3,0.14105,12,13,1,1,0,1105_1110,0900_1400,348,56.8,35,
109,3,0.14105,12,13,1,1,0,1110_1115,0900_1400,381,56.4,35,
109,3,0.14105,12,13,1,1,0,1115_1120,0900_1400,495,56.6,35,
109,3,0.14105,12,13,1,1,0,1120_1125,0900_1400,477,56.5,35,
109,3,0.14105,12,13,1,1,0,1125_1130,0900_1400,495,55.7,35,
109,3,0.14105,12,13,1,1,0,1130_1135,0900_1400,480,56.9,35,
109,3,0.14105,12,13,1,1,0,1135_1140,0900_1400,525,56.3,35,
109,3,0.14105,12,13,1,1,0,1140_1145,0900_1400,507,57.9,35,
109,3,0.14105,12,13,1,1,0,1145_1150,0900_1400,546,56.3,35,
109,3,0.14105,12,13,1,1,0,1150_1155,0900_1400,543,55.7,35,
109,3,0.14105,12,13,1,1,0,1155_1200,0900_1400,420,55.7,35,
109,3,0.14105,12,13,1,1,0,1200_1205,0900_1400,489,56.4,35,
109,3,0.14105,12,13,1,1,0,1205_1210,0900_1400,459,57.4,35,
109,3,0.14105,12,13,1,1,0,1210_1215,0900_1400,498,56.3,35,
109,3,0.14105,12,13,1,1,0,1215_1220,0900_1400,504,56.6,35,
109,3,0.14105,12,13,1,1,0,1220_1225,0900_1400,537,56.5,35,
109,3,0.14105,12,13,1,1,0,1225_1230,0900_1400,480,57.6,35,
109,3,0.14105,12,13,1,1,0,1230_1235,0900_1400,528,56.3,35,
109,3,0.14105,12,13,1,1,0,1235_1240,0900_1400,450,56.8,35,
109,3,0.14105,12,13,1,1,0,1240_1245,0900_1400,549,57.9,35,
109,3,0.14105,12,13,1,1,0,1245_1250,0900_1400,519,58.5,35,
109,3,0.14105,12,13,1,1,0,1250_1255,0900_1400,537,58.6,35,
109,3,0.14105,12,13,1,1,0,1255_1300,0900_1400,495,58.7,35,
109,3,0.14105,12,13,1,1,0,1300_1305,0900_1400,492,58.6,35,
109,3,0.14105,12,13,1,1,0,1305_1310,0900_1400,510,58.6,35,
109,3,0.14105,12,13,1,1,0,1310_1315,0900_1400,495,58.4,35,
109,3,0.14105,12,13,1,1,0,1315_1320,0900_1400,486,57.7,35,
109,3,0.14105,12,13,1,1,0,1320_1325,0900_1400,468,55.7,35,
109,3,0.14105,12,13,1,1,0,1325_1330,0900_1400,531,56.3,35,
109,3,0.14105,12,13,1,1,0,1330_1335,0900_1400,483,52.6,35,
109,3,0.14105,12,13,1,1,0,1335_1340,0900_1400,525,51.9,35,
109,3,0.14105,12,13,1,1,0,1340_1345,0900_1400,582,53.9,35,
109,3,0.14105,12,13,1,1,0,1345_1350,0900_1400,546,54.2,35,
109,3,0.14105,12,13,1,1,0,1350_1355,0900_1400,489,56.2,35,
109,3,0.14105,12,13,1,1,0,1355_1400,0900_1400,507,57.1,35,
109,3,0.14105,12,13,1,1,0,1400_1405,1400_1800,513,58.7,35,
109,3,0.14105,12,13,1,1,0,1405_1410,1400_1800,513,59.3,35,
109,3,0.14105,12,13,1,1,0,1410_1415,1400_1800,573,58.6,35,
109,3,0.14105,12,13,1,1,0,1415_1420,1400_1800,489,58.1,35,
109,3,0.14105,12,13,1,1,0,1420_1425,1400_1800,534,57.9,35,
109,3,0.14105,12,13,1,1,0,1425_1430,1400_1800,468,56.9,35,
109,3,0.14105,12,13,1,1,0,1430_1435,1400_1800,525,57.1,35,
109,3,0.14105,12,13,1,1,0,1435_1440,1400_1800,603,57.8,35,
109,3,0.14105,12,13,1,1,0,1440_1445,1400_1800,531,57.8,35,
109,3,0.14105,12,13,1,1,0,1445_1450,1400_1800,525,58.4,35,
109,3,0.14105,12,13,1,1,0,1450_1455,1400_1800,522,58,35,
109,3,0.14105,12,13,1,1,0,1455_1500,1400_1800,468,57,35,
109,3,0.14105,12,13,1,1,0,1500_1505,1400_1800,498,57.9,35,
109,3,0.14105,12,13,1,1,0,1505_1510,1400_1800,462,57.7,35,
109,3,0.14105,12,13,1,1,0,1510_1515,1400_1800,528,57.6,35,
109,3,0.14105,12,13,1,1,0,1515_1520,1400_1800,540,58.1,35,
109,3,0.14105,12,13,1,1,0,1520_1525,1400_1800,486,56.7,35,
109,3,0.14105,12,13,1,1,0,1525_1530,1400_1800,423,55.3,35,
109,3,0.14105,12,13,1,1,0,1530_1535,1400_1800,540,55.1,35,
109,3,0.14105,12,13,1,1,0,1535_1540,1400_1800,537,54.1,35,
109,3,0.14105,12,13,1,1,0,1540_1545,1400_1800,510,50.3,35,
109,3,0.14105,12,13,1,1,0,1545_1550,1400_1800,504,44.6,35,
109,3,0.14105,12,13,1,1,0,1550_1555,1400_1800,564,42.2,35,
109,3,0.14105,12,13,1,1,0,1555_1600,1400_1800,510,45.6,35,
109,3,0.14105,12,13,1,1,0,1600_1605,1400_1800,474,48.8,35,
109,3,0.14105,12,13,1,1,0,1605_1610,1400_1800,498,50.9,35,
109,3,0.14105,12,13,1,1,0,1610_1615,1400_1800,567,52.5,35,
109,3,0.14105,12,13,1,1,0,1615_1620,1400_1800,552,53.2,35,
109,3,0.14105,12,13,1,1,0,1620_1625,1400_1800,534,53.3,35,
109,3,0.14105,12,13,1,1,0,1625_1630,1400_1800,504,50.3,35,
109,3,0.14105,12,13,1,1,0,1630_1635,1400_1800,474,51.8,35,
109,3,0.14105,12,13,1,1,0,1635_1640,1400_1800,519,53.8,35,
109,3,0.14105,12,13,1,1,0,1640_1645,1400_1800,531,54.2,35,
109,3,0.14105,12,13,1,1,0,1645_1650,1400_1800,525,53.4,35,
109,3,0.14105,12,13,1,1,0,1650_1655,1400_1800,561,51.9,35,
109,3,0.14105,12,13,1,1,0,1655_1700,1400_1800,477,50,35,
109,3,0.14105,12,13,1,1,0,1700_1705,1400_1800,423,52.6,35,
109,3,0.14105,12,13,1,1,0,1705_1710,1400_1800,465,55.1,35,
109,3,0.14105,12,13,1,1,0,1710_1715,1400_1800,495,56.6,35,
109,3,0.14105,12,13,1,1,0,1715_1720,1400_1800,510,57.1,35,
109,3,0.14105,12,13,1,1,0,1720_1725,1400_1800,522,57.6,35,
109,3,0.14105,12,13,1,1,0,1725_1730,1400_1800,492,57.1,35,
109,3,0.14105,12,13,1,1,0,1730_1735,1400_1800,498,56.8,35,
109,3,0.14105,12,13,1,1,0,1735_1740,1400_1800,468,57.7,35,
109,3,0.14105,12,13,1,1,0,1740_1745,1400_1800,531,57,35,
109,3,0.14105,12,13,1,1,0,1745_1750,1400_1800,510,57.6,35,
109,3,0.14105,12,13,1,1,0,1750_1755,1400_1800,396,59.4,35,
109,3,0.14105,12,13,1,1,0,1755_1800,1400_1800,450,60.2,35,
109,3,0.14105,12,13,1,1,0,1800_1805,1800_0600,441,59.7,35,
109,3,0.14105,12,13,1,1,0,1805_1810,1800_0600,441,60,35,
109,3,0.14105,12,13,1,1,0,1810_1815,1800_0600,450,59.5,35,
109,3,0.14105,12,13,1,1,0,1815_1820,1800_0600,438,60,35,
109,3,0.14105,12,13,1,1,0,1820_1825,1800_0600,369,59.8,35,
109,3,0.14105,12,13,1,1,0,1825_1830,1800_0600,423,60,35,
109,3,0.14105,12,13,1,1,0,1830_1835,1800_0600,396,60.9,35,
109,3,0.14105,12,13,1,1,0,1835_1840,1800_0600,417,60.6,35,
109,3,0.14105,12,13,1,1,0,1840_1845,1800_0600,411,61,35,
109,3,0.14105,12,13,1,1,0,1845_1850,1800_0600,201,61.2,35,
109,3,0.14105,12,13,1,1,0,1850_1855,1800_0600,384,60.3,35,
109,3,0.14105,12,13,1,1,0,1855_1900,1800_0600,366,59.9,35,
109,3,0.14105,12,13,1,1,0,1900_1905,1800_0600,408,60.7,35,
109,3,0.14105,12,13,1,1,0,1905_1910,1800_0600,420,60.8,35,
109,3,0.14105,12,13,1,1,0,1910_1915,1800_0600,390,61.1,35,
109,3,0.14105,12,13,1,1,0,1915_1920,1800_0600,330,61.2,35,
109,3,0.14105,12,13,1,1,0,1920_1925,1800_0600,222,60.7,35,
109,3,0.14105,12,13,1,1,0,1925_1930,1800_0600,351,61.5,35,
109,3,0.14105,12,13,1,1,0,1930_1935,1800_0600,345,62.4,35,
109,3,0.14105,12,13,1,1,0,1935_1940,1800_0600,366,63.3,35,
109,3,0.14105,12,13,1,1,0,1940_1945,1800_0600,303,63.3,35,
109,3,0.14105,12,13,1,1,0,1945_1950,1800_0600,330,63,35,
109,3,0.14105,12,13,1,1,0,1950_1955,1800_0600,51,61.8,35,
109,3,0.14105,12,13,1,1,0,1955_2000,1800_0600,279,63,35,
109,3,0.14105,12,13,1,1,0,2000_2005,1800_0600,279,62.8,35,
109,3,0.14105,12,13,1,1,0,2005_2010,1800_0600,282,63.7,35,
109,3,0.14105,12,13,1,1,0,2010_2015,1800_0600,276,64.2,35,
109,3,0.14105,12,13,1,1,0,2015_2020,1800_0600,294,64.2,35,
109,3,0.14105,12,13,1,1,0,2020_2025,1800_0600,270,64.1,35,
109,3,0.14105,12,13,1,1,0,2025_2030,1800_0600,285,64.2,35,
109,3,0.14105,12,13,1,1,0,2030_2035,1800_0600,279,64.4,35,
109,3,0.14105,12,13,1,1,0,2035_2040,1800_0600,243,64.3,35,
109,3,0.14105,12,13,1,1,0,2040_2045,1800_0600,213,64,35,
109,3,0.14105,12,13,1,1,0,2045_2050,1800_0600,189,61.7,35,
109,3,0.14105,12,13,1,1,0,2050_2055,1800_0600,249,62,35,
109,3,0.14105,12,13,1,1,0,2055_2100,1800_0600,246,62.5,35,
109,3,0.14105,12,13,1,1,0,2100_2105,1800_0600,261,63.2,35,
109,3,0.14105,12,13,1,1,0,2105_2110,1800_0600,291,63.6,35,
109,3,0.14105,12,13,1,1,0,2110_2115,1800_0600,300,63.2,35,
109,3,0.14105,12,13,1,1,0,2115_2120,1800_0600,288,64.5,35,
109,3,0.14105,12,13,1,1,0,2120_2125,1800_0600,267,64.6,35,
109,3,0.14105,12,13,1,1,0,2125_2130,1800_0600,261,64.1,35,
109,3,0.14105,12,13,1,1,0,2130_2135,1800_0600,249,64.8,35,
109,3,0.14105,12,13,1,1,0,2135_2140,1800_0600,147,66.6,35,
109,3,0.14105,12,13,1,1,0,2140_2145,1800_0600,255,65.2,35,
109,3,0.14105,12,13,1,1,0,2145_2150,1800_0600,231,65.9,35,
109,3,0.14105,12,13,1,1,0,2150_2155,1800_0600,243,64.7,35,
109,3,0.14105,12,13,1,1,0,2155_2200,1800_0600,237,64.6,35,
109,3,0.14105,12,13,1,1,0,2200_2205,1800_0600,246,64.5,35,
109,3,0.14105,12,13,1,1,0,2205_2210,1800_0600,249,63.9,35,
109,3,0.14105,12,13,1,1,0,2210_2215,1800_0600,219,63.6,35,
109,3,0.14105,12,13,1,1,0,2215_2220,1800_0600,201,64.1,35,
109,3,0.14105,12,13,1,1,0,2220_2225,1800_0600,222,63.9,35,
109,3,0.14105,12,13,1,1,0,2225_2230,1800_0600,216,64.3,35,
109,3,0.14105,12,13,1,1,0,2230_2235,1800_0600,198,65.3,35,
109,3,0.14105,12,13,1,1,0,2235_2240,1800_0600,201,64.7,35,
109,3,0.14105,12,13,1,1,0,2240_2245,1800_0600,216,65.4,35,
109,3,0.14105,12,13,1,1,0,2245_2250,1800_0600,174,64,35,
109,3,0.14105,12,13,1,1,0,2250_2255,1800_0600,144,64.2,35,
109,3,0.14105,12,13,1,1,0,2255_2300,1800_0600,150,65.2,35,
109,3,0.14105,12,13,1,1,0,2300_2305,1800_0600,114,65.1,35,
109,3,0.14105,12,13,1,1,0,2305_2310,1800_0600,120,65.1,35,
109,3,0.14105,12,13,1,1,0,2310_2315,1800_0600,126,66.5,35,
109,3,0.14105,12,13,1,1,0,2315_2320,1800_0600,135,64.8,35,
109,3,0.14105,12,13,1,1,0,2320_2325,1800_0600,126,66.1,35,
109,3,0.14105,12,13,1,1,0,2325_2330,1800_0600,126,67.2,35,
109,3,0.14105,12,13,1,1,0,2330_2335,1800_0600,84,67.1,35,
109,3,0.14105,12,13,1,1,0,2335_2340,1800_0600,105,66.7,35,
109,3,0.14105,12,13,1,1,0,2340_2345,1800_0600,78,65,35,
109,3,0.14105,12,13,1,1,0,2345_2350,1800_0600,90,66.3,35,
109,3,0.14105,12,13,1,1,0,2350_2355,1800_0600,72,66.3,35,
109,3,0.14105,12,13,1,1,0,2355_2400,1800_0600,78,66.6,35,
110,3,0.18445,13,14,1,1,0,0000_0005,1800_0600,90,71.7,35,
110,3,0.18445,13,14,1,1,0,0005_0010,1800_0600,102,68.2,35,
110,3,0.18445,13,14,1,1,0,0010_0015,1800_0600,84,65.5,35,
110,3,0.18445,13,14,1,1,0,0015_0020,1800_0600,81,62.5,35,
110,3,0.18445,13,14,1,1,0,0020_0025,1800_0600,99,60.4,35,
110,3,0.18445,13,14,1,1,0,0025_0030,1800_0600,54,58.7,35,
110,3,0.18445,13,14,1,1,0,0030_0035,1800_0600,63,57.1,35,
110,3,0.18445,13,14,1,1,0,0035_0040,1800_0600,81,55.6,35,
110,3,0.18445,13,14,1,1,0,0040_0045,1800_0600,75,54.6,35,
110,3,0.18445,13,14,1,1,0,0045_0050,1800_0600,57,53.1,35,
110,3,0.18445,13,14,1,1,0,0050_0055,1800_0600,54,52.5,35,
110,3,0.18445,13,14,1,1,0,0055_0100,1800_0600,33,52.8,35,
110,3,0.18445,13,14,1,1,0,0100_0105,1800_0600,45,50.6,35,
110,3,0.18445,13,14,1,1,0,0105_0110,1800_0600,57,49.8,35,
110,3,0.18445,13,14,1,1,0,0110_0115,1800_0600,45,48.2,35,
110,3,0.18445,13,14,1,1,0,0115_0120,1800_0600,45,48.4,35,
110,3,0.18445,13,14,1,1,0,0120_0125,1800_0600,45,47,35,
110,3,0.18445,13,14,1,1,0,0125_0130,1800_0600,48,46,35,
110,3,0.18445,13,14,1,1,0,0130_0135,1800_0600,54,46.4,35,
110,3,0.18445,13,14,1,1,0,0135_0140,1800_0600,48,45.6,35,
110,3,0.18445,13,14,1,1,0,0140_0145,1800_0600,48,45.6,35,
110,3,0.18445,13,14,1,1,0,0145_0150,1800_0600,36,43.1,35,
110,3,0.18445,13,14,1,1,0,0150_0155,1800_0600,48,43.5,35,
110,3,0.18445,13,14,1,1,0,0155_0200,1800_0600,36,44.7,35,
110,3,0.18445,13,14,1,1,0,0200_0205,1800_0600,33,45.1,35,
110,3,0.18445,13,14,1,1,0,0205_0210,1800_0600,36,42.7,35,
110,3,0.18445,13,14,1,1,0,0210_0215,1800_0600,24,44.7,35,
110,3,0.18445,13,14,1,1,0,0215_0220,1800_0600,27,44,35,
110,3,0.18445,13,14,1,1,0,0220_0225,1800_0600,36,41.1,35,
110,3,0.18445,13,14,1,1,0,0225_0230,1800_0600,24,42.4,35,
110,3,0.18445,13,14,1,1,0,0230_0235,1800_0600,33,40.4,35,
110,3,0.18445,13,14,1,1,0,0235_0240,1800_0600,27,38.3,35,
110,3,0.18445,13,14,1,1,0,0240_0245,1800_0600,42,41.5,35,
110,3,0.18445,13,14,1,1,0,0245_0250,1800_0600,42,41.4,35,
110,3,0.18445,13,14,1,1,0,0250_0255,1800_0600,45,40.8,35,
110,3,0.18445,13,14,1,1,0,0255_0300,1800_0600,48,38.8,35,
110,3,0.18445,13,14,1,1,0,0300_0305,1800_0600,42,37.2,35,
110,3,0.18445,13,14,1,1,0,0305_0310,1800_0600,42,40.8,35,
110,3,0.18445,13,14,1,1,0,0310_0315,1800_0600,48,39.9,35,
110,3,0.18445,13,14,1,1,0,0315_0320,1800_0600,42,40.2,35,
110,3,0.18445,13,14,1,1,0,0320_0325,1800_0600,57,38,35,
110,3,0.18445,13,14,1,1,0,0325_0330,1800_0600,51,39.3,35,
110,3,0.18445,13,14,1,1,0,0330_0335,1800_0600,30,40.4,35,
110,3,0.18445,13,14,1,1,0,0335_0340,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0340_0345,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0345_0350,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0350_0355,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0355_0400,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0400_0405,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0405_0410,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0410_0415,1800_0600,0,44,35,
110,3,0.18445,13,14,1,1,0,0415_0420,1800_0600,12,46.1,35,
110,3,0.18445,13,14,1,1,0,0420_0425,1800_0600,123,39.6,35,
110,3,0.18445,13,14,1,1,0,0425_0430,1800_0600,132,38.1,35,
110,3,0.18445,13,14,1,1,0,0430_0435,1800_0600,177,39.2,35,
110,3,0.18445,13,14,1,1,0,0435_0440,1800_0600,174,38.7,35,
110,3,0.18445,13,14,1,1,0,0440_0445,1800_0600,174,36.9,35,
110,3,0.18445,13,14,1,1,0,0445_0450,1800_0600,183,36.2,35,
110,3,0.18445,13,14,1,1,0,0450_0455,1800_0600,228,35.7,35,
110,3,0.18445,13,14,1,1,0,0455_0500,1800_0600,201,36,35,
110,3,0.18445,13,14,1,1,0,0500_0505,1800_0600,264,34.2,35,
110,3,0.18445,13,14,1,1,0,0505_0510,1800_0600,231,33.8,35,
110,3,0.18445,13,14,1,1,0,0510_0515,1800_0600,309,32.8,35,
110,3,0.18445,13,14,1,1,0,0515_0520,1800_0600,309,32.1,35,
110,3,0.18445,13,14,1,1,0,0520_0525,1800_0600,330,32.3,35,
110,3,0.18445,13,14,1,1,0,0525_0530,1800_0600,372,31.2,35,
110,3,0.18445,13,14,1,1,0,0530_0535,1800_0600,405,31.4,35,
110,3,0.18445,13,14,1,1,0,0535_0540,1800_0600,441,30.4,35,
110,3,0.18445,13,14,1,1,0,0540_0545,1800_0600,507,30.4,35,
110,3,0.18445,13,14,1,1,0,0545_0550,1800_0600,441,30.4,35,
110,3,0.18445,13,14,1,1,0,0550_0555,1800_0600,432,30.3,35,
110,3,0.18445,13,14,1,1,0,0555_0600,1800_0600,573,29.3,35,
110,3,0.18445,13,14,1,1,0,0600_0605,0600_0900,642,28.8,35,
110,3,0.18445,13,14,1,1,0,0605_0610,0600_0900,600,28.7,35,
110,3,0.18445,13,14,1,1,0,0610_0615,0600_0900,591,28.3,35,
110,3,0.18445,13,14,1,1,0,0615_0620,0600_0900,648,27.9,35,
110,3,0.18445,13,14,1,1,0,0620_0625,0600_0900,684,27.5,35,
110,3,0.18445,13,14,1,1,0,0625_0630,0600_0900,684,25.9,35,
110,3,0.18445,13,14,1,1,0,0630_0635,0600_0900,663,24.9,35,
110,3,0.18445,13,14,1,1,0,0635_0640,0600_0900,774,23.9,35,
110,3,0.18445,13,14,1,1,0,0640_0645,0600_0900,747,23.5,35,
110,3,0.18445,13,14,1,1,0,0645_0650,0600_0900,729,23.5,35,
110,3,0.18445,13,14,1,1,0,0650_0655,0600_0900,705,24.3,35,
110,3,0.18445,13,14,1,1,0,0655_0700,0600_0900,753,24.9,35,
110,3,0.18445,13,14,1,1,0,0700_0705,0600_0900,300,24.9,35,
110,3,0.18445,13,14,1,1,0,0705_0710,0600_0900,651,24.9,35,
110,3,0.18445,13,14,1,1,0,0710_0715,0600_0900,768,24.8,35,
110,3,0.18445,13,14,1,1,0,0715_0720,0600_0900,726,23.8,35,
110,3,0.18445,13,14,1,1,0,0720_0725,0600_0900,699,22.8,35,
110,3,0.18445,13,14,1,1,0,0725_0730,0600_0900,747,22.1,35,
110,3,0.18445,13,14,1,1,0,0730_0735,0600_0900,672,22.7,35,
110,3,0.18445,13,14,1,1,0,0735_0740,0600_0900,720,22.6,35,
110,3,0.18445,13,14,1,1,0,0740_0745,0600_0900,726,21.8,35,
110,3,0.18445,13,14,1,1,0,0745_0750,0600_0900,702,21.3,35,
110,3,0.18445,13,14,1,1,0,0750_0755,0600_0900,624,21.7,35,
110,3,0.18445,13,14,1,1,0,0755_0800,0600_0900,681,22.8,35,
110,3,0.18445,13,14,1,1,0,0800_0805,0600_0900,699,23.2,35,
110,3,0.18445,13,14,1,1,0,0805_0810,0600_0900,645,23.2,35,
110,3,0.18445,13,14,1,1,0,0810_0815,0600_0900,642,23.4,35,
110,3,0.18445,13,14,1,1,0,0815_0820,0600_0900,615,23.6,35,
110,3,0.18445,13,14,1,1,0,0820_0825,0600_0900,654,23.7,35,
110,3,0.18445,13,14,1,1,0,0825_0830,0600_0900,657,22.8,35,
110,3,0.18445,13,14,1,1,0,0830_0835,0600_0900,642,22.5,35,
110,3,0.18445,13,14,1,1,0,0835_0840,0600_0900,651,22.1,35,
110,3,0.18445,13,14,1,1,0,0840_0845,0600_0900,705,21.9,35,
110,3,0.18445,13,14,1,1,0,0845_0850,0600_0900,603,22.1,35,
110,3,0.18445,13,14,1,1,0,0850_0855,0600_0900,642,22.5,35,
110,3,0.18445,13,14,1,1,0,0855_0900,0600_0900,591,22.3,35,
110,3,0.18445,13,14,1,1,0,0900_0905,0900_1400,630,21.7,35,
110,3,0.18445,13,14,1,1,0,0905_0910,0900_1400,576,22.7,35,
110,3,0.18445,13,14,1,1,0,0910_0915,0900_1400,618,22.7,35,
110,3,0.18445,13,14,1,1,0,0915_0920,0900_1400,546,21.4,35,
110,3,0.18445,13,14,1,1,0,0920_0925,0900_1400,570,20.4,35,
110,3,0.18445,13,14,1,1,0,0925_0930,0900_1400,585,20.4,35,
110,3,0.18445,13,14,1,1,0,0930_0935,0900_1400,531,20.9,35,
110,3,0.18445,13,14,1,1,0,0935_0940,0900_1400,558,19.9,35,
110,3,0.18445,13,14,1,1,0,0940_0945,0900_1400,507,18.1,35,
110,3,0.18445,13,14,1,1,0,0945_0950,0900_1400,582,18.4,35,
110,3,0.18445,13,14,1,1,0,0950_0955,0900_1400,555,19.9,35,
110,3,0.18445,13,14,1,1,0,0955_1000,0900_1400,573,21.4,35,
110,3,0.18445,13,14,1,1,0,1000_1005,0900_1400,576,22.7,35,
110,3,0.18445,13,14,1,1,0,1005_1010,0900_1400,546,24.7,35,
110,3,0.18445,13,14,1,1,0,1010_1015,0900_1400,483,25.4,35,
