first_column,link_type,link_type_name,name_description,type_code,traffic_flow_model,allowed_uses_p1,allowed_uses_p2,allowed_uses_p3,peak_load_factor_p1_auto,peak_load_factor_p1_bike,peak_load_factor_p1_walk,free_speed_auto,free_speed_bike,free_speed_walk,capacity_auto,capacity_bike,capacity_walk,lanes_bike,lanes_walk,k_jam_km,meu_auto_bike,meu_auto_walk,meu_bike_walk,meu_bike_auto,meu_walk_bike,meu_walk_auto,emissions_auto_co2,emissions_auto_nox,emissions_bike_co2,emissions_bike_nox,emissions_walk_co2,emissions_walk_nox,emissions_ev_co2,emissions_ev_nox,emissions_truck_co2,emissions_truck_nox,emissions_bus_co2,emissions_bus_nox,emissions_hov_co2,emissions_hov_nox
0,3,primary,primary,a,spatial_queue,,,,1,1,1,50,25,5,1500,300,200,1,1,300,0,0,0,0,0,0,20785.99541;0.0002;0.0042;0.3414,5.53516;0.0003;0.0043;0.0961,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,10392.99771;0.0002;0.0042;0.3413,2;0.0003;0.0043;0.0961,23816.14583;0.0002;0.0042;0.3414,6.342370833;0.0003;0.0043;0.0961,25115.20833;0.0002;0.0042;0.3414,6.688318333;0.0003;0.0043;0.0961,10392.99771;0.0002;0.0042;0.3414,2;0.0003;0.0043;0.0961
