first_column,district_seq_id,scenario_name,demand_period,mode_type,od_volume,total_distance_km,total_distance_mile,total_travel_time_min,avg_distance_km,avg_distance_mile,avg_travel_time_in_min,zone_vector,geometry
0,0,25nb,am,auto,7000,204400,127035,210000,29.2,18.1479,30,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,walk,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,bike,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,bus,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,truck,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,cav,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,ev,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
0,0,25nb,am,hov,0,0,0,0,0,0,0,1;2;,"POLYGON ((0 -0.1,40.3 0.1,))"
