od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
1749,25,21,24,20,0,0,p,AM,13.83,1,-111.923428,40.584054,-111.913648,40.554715,6.3147,4.8609,3.0211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1750,25,21,24,20,0,0,dms,AM,13.83,1,-111.923428,40.584054,-111.913648,40.554715,6.3147,4.8609,3.0211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1751,25,22,24,21,0,0,p,AM,7.02,1,-111.923428,40.584054,-111.900748,40.562521,4.3280,3.4615,2.1514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1752,25,22,24,21,0,0,dms,AM,7.02,1,-111.923428,40.584054,-111.900748,40.562521,4.3280,3.4615,2.1514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1753,25,23,24,22,0,0,p,AM,3.22,1,-111.923428,40.584054,-111.902492,40.575680,5.1748,3.8373,2.3849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1754,25,23,24,22,0,0,dms,AM,3.22,1,-111.923428,40.584054,-111.902492,40.575680,5.1748,3.8373,2.3849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1755,25,24,24,23,0,0,p,AM,18.12,1,-111.923428,40.584054,-111.907451,40.592344,3.9695,2.8381,1.7639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1756,25,24,24,23,0,0,dms,AM,18.12,1,-111.923428,40.584054,-111.907451,40.592344,3.9695,2.8381,1.7639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1757,25,26,24,25,0,0,p,AM,2.43,1,-111.923428,40.584054,-111.921418,40.591609,1.5587,0.8566,0.5324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1758,25,26,24,25,0,0,dms,AM,2.43,1,-111.923428,40.584054,-111.921418,40.591609,1.5587,0.8566,0.5324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1759,25,27,24,26,0,0,p,AM,3.75,1,-111.923428,40.584054,-111.943605,40.584092,3.0804,1.7100,1.0628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1760,25,27,24,26,0,0,dms,AM,3.75,1,-111.923428,40.584054,-111.943605,40.584092,3.0804,1.7100,1.0628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1761,25,28,24,27,0,0,p,AM,5.55,1,-111.923428,40.584054,-111.911824,40.577722,3.1199,2.3717,1.4740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1762,25,28,24,27,0,0,dms,AM,5.55,1,-111.923428,40.584054,-111.911824,40.577722,3.1199,2.3717,1.4740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1763,25,30,24,29,0,0,p,AM,2.38,1,-111.923428,40.584054,-111.901834,40.584029,3.7227,2.6770,1.6638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1764,25,30,24,29,0,0,dms,AM,2.38,1,-111.923428,40.584054,-111.901834,40.584029,3.7227,2.6770,1.6638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1765,25,31,24,30,0,0,p,AM,7.42,1,-111.923428,40.584054,-111.944074,40.606326,4.7145,4.1377,2.5716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1766,25,31,24,30,0,0,dms,AM,7.42,1,-111.923428,40.584054,-111.944074,40.606326,4.7145,4.1377,2.5716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1767,25,32,24,31,0,0,p,AM,4.95,1,-111.923428,40.584054,-111.943375,40.616454,5.6509,5.2806,3.2819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1768,25,32,24,31,0,0,dms,AM,4.95,1,-111.923428,40.584054,-111.943375,40.616454,5.6509,5.2806,3.2819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1769,25,33,24,32,0,0,p,AM,2.15,1,-111.923428,40.584054,-111.943535,40.568001,4.7895,3.4967,2.1732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1770,25,33,24,32,0,0,dms,AM,2.15,1,-111.923428,40.584054,-111.943535,40.568001,4.7895,3.4967,2.1732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1771,25,34,24,33,0,0,p,AM,12.19,1,-111.923428,40.584054,-111.934408,40.607297,4.2725,3.8888,2.4169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772,25,34,24,33,0,0,dms,AM,12.19,1,-111.923428,40.584054,-111.934408,40.607297,4.2725,3.8888,2.4169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1773,25,35,24,34,0,0,p,AM,1.77,1,-111.923428,40.584054,-111.924502,40.617134,5.8632,4.4840,2.7868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1774,25,35,24,34,0,0,dms,AM,1.77,1,-111.923428,40.584054,-111.924502,40.617134,5.8632,4.4840,2.7868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1775,25,36,24,35,0,0,p,AM,2.82,1,-111.923428,40.584054,-111.908054,40.616174,7.0221,4.9512,3.0772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1776,25,36,24,35,0,0,dms,AM,2.82,1,-111.923428,40.584054,-111.908054,40.616174,7.0221,4.9512,3.0772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1777,25,37,24,36,0,0,p,AM,5.65,1,-111.923428,40.584054,-111.934352,40.576870,2.7876,1.7787,1.1055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1778,25,37,24,36,0,0,dms,AM,5.65,1,-111.923428,40.584054,-111.934352,40.576870,2.7876,1.7787,1.1055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1779,25,38,24,37,0,0,p,AM,4.93,1,-111.923428,40.584054,-111.936589,40.553565,6.3042,4.3950,2.7315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1780,25,38,24,37,0,0,dms,AM,4.93,1,-111.923428,40.584054,-111.936589,40.553565,6.3042,4.3950,2.7315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1781,25,39,24,38,0,0,p,AM,1.96,1,-111.923428,40.584054,-111.908153,40.571760,4.8407,3.6795,2.2868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1782,25,39,24,38,0,0,dms,AM,1.96,1,-111.923428,40.584054,-111.908153,40.571760,4.8407,3.6795,2.2868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1783,25,40,24,39,0,0,p,AM,0.87,1,-111.923428,40.584054,-111.915638,40.613722,6.7193,5.4640,3.3959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1784,25,40,24,39,0,0,dms,AM,0.87,1,-111.923428,40.584054,-111.915638,40.613722,6.7193,5.4640,3.3959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1785,25,41,24,40,0,0,p,AM,23.84,1,-111.923428,40.584054,-111.938760,40.630427,6.3501,6.4165,3.9879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1786,25,41,24,40,0,0,dms,AM,23.84,1,-111.923428,40.584054,-111.938760,40.630427,6.3501,6.4165,3.9879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1787,26,1,25,0,0,0,p,AM,4.45,1,-111.921418,40.591609,-111.942300,40.624038,4.9666,4.8102,2.9896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1788,26,1,25,0,0,0,dms,AM,4.45,1,-111.921418,40.591609,-111.942300,40.624038,4.9666,4.8102,2.9896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1789,26,2,25,1,0,0,p,AM,3.34,1,-111.921418,40.591609,-111.943739,40.609520,3.6898,3.3143,2.0599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1790,26,2,25,1,0,0,dms,AM,3.34,1,-111.921418,40.591609,-111.943739,40.609520,3.6898,3.3143,2.0599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1791,26,3,25,2,0,0,p,AM,6.73,1,-111.921418,40.591609,-111.943604,40.587762,1.9325,1.7751,1.1032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1792,26,3,25,2,0,0,dms,AM,6.73,1,-111.921418,40.591609,-111.943604,40.587762,1.9325,1.7751,1.1032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1793,26,4,25,3,0,0,p,AM,0.32,1,-111.921418,40.591609,-111.944442,40.573253,3.7198,3.4763,2.1605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1794,26,4,25,3,0,0,dms,AM,0.32,1,-111.921418,40.591609,-111.944442,40.573253,3.7198,3.4763,2.1605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1795,26,5,25,4,0,0,p,AM,2.31,1,-111.921418,40.591609,-111.943762,40.562247,4.6989,4.6193,2.8709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1796,26,5,25,4,0,0,dms,AM,2.31,1,-111.921418,40.591609,-111.943762,40.562247,4.6989,4.6193,2.8709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1797,26,6,25,5,0,0,p,AM,3.08,1,-111.921418,40.591609,-111.938753,40.552997,5.2535,5.2213,3.2450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1798,26,6,25,5,0,0,dms,AM,3.08,1,-111.921418,40.591609,-111.938753,40.552997,5.2535,5.2213,3.2450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1799,26,7,25,6,0,0,p,AM,2.17,1,-111.921418,40.591609,-111.929153,40.555761,5.3382,4.1110,2.5550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1800,26,7,25,6,0,0,dms,AM,2.17,1,-111.921418,40.591609,-111.929153,40.555761,5.3382,4.1110,2.5550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1801,26,8,25,7,0,0,p,AM,0.34,1,-111.921418,40.591609,-111.902749,40.557151,4.9028,3.9040,2.4264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1802,26,8,25,7,0,0,dms,AM,0.34,1,-111.921418,40.591609,-111.902749,40.557151,4.9028,3.9040,2.4264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1803,26,9,25,8,0,0,p,AM,14.79,1,-111.921418,40.591609,-111.899113,40.558973,5.0760,4.0089,2.4916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1804,26,9,25,8,0,0,dms,AM,14.79,1,-111.921418,40.591609,-111.899113,40.558973,5.0760,4.0089,2.4916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1805,26,10,25,9,0,0,p,AM,0.97,1,-111.921418,40.591609,-111.897106,40.569721,4.8100,3.7395,2.3241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1806,26,10,25,9,0,0,dms,AM,0.97,1,-111.921418,40.591609,-111.897106,40.569721,4.8100,3.7395,2.3241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1807,26,11,25,10,0,0,p,AM,19.73,1,-111.921418,40.591609,-111.901030,40.587971,3.0412,2.3824,1.4807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1808,26,11,25,10,0,0,dms,AM,19.73,1,-111.921418,40.591609,-111.901030,40.587971,3.0412,2.3824,1.4807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1809,26,12,25,11,0,0,p,AM,0.53,1,-111.921418,40.591609,-111.906610,40.605960,5.5058,3.9393,2.4483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1810,26,12,25,11,0,0,dms,AM,0.53,1,-111.921418,40.591609,-111.906610,40.605960,5.5058,3.9393,2.4483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1811,26,13,25,12,0,0,p,AM,10.01,1,-111.921418,40.591609,-111.902804,40.610814,5.1050,4.5343,2.8181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1812,26,13,25,12,0,0,dms,AM,10.01,1,-111.921418,40.591609,-111.902804,40.610814,5.1050,4.5343,2.8181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1813,26,14,25,13,0,0,p,AM,12.28,1,-111.921418,40.591609,-111.901884,40.620828,6.3378,5.5432,3.4451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1814,26,14,25,13,0,0,dms,AM,12.28,1,-111.921418,40.591609,-111.901884,40.620828,6.3378,5.5432,3.4451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1815,26,15,25,14,0,0,p,AM,4.60,1,-111.921418,40.591609,-111.910059,40.625783,5.8929,5.2111,3.2387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1816,26,15,25,14,0,0,dms,AM,4.60,1,-111.921418,40.591609,-111.910059,40.625783,5.8929,5.2111,3.2387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1817,26,16,25,15,0,0,p,AM,5.75,1,-111.921418,40.591609,-111.929192,40.626782,4.7518,3.9756,2.4708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1818,26,16,25,15,0,0,dms,AM,5.75,1,-111.921418,40.591609,-111.929192,40.626782,4.7518,3.9756,2.4708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1819,26,17,25,16,0,0,p,AM,4.48,1,-111.921418,40.591609,-111.933868,40.616707,4.3543,3.4300,2.1317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1820,26,17,25,16,0,0,dms,AM,4.48,1,-111.921418,40.591609,-111.933868,40.616707,4.3543,3.4300,2.1317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1821,26,18,25,17,0,0,p,AM,4.36,1,-111.921418,40.591609,-111.934202,40.630776,6.1886,4.8653,3.0238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1822,26,18,25,17,0,0,dms,AM,4.36,1,-111.921418,40.591609,-111.934202,40.630776,6.1886,4.8653,3.0238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1823,26,19,25,18,0,0,p,AM,5.68,1,-111.921418,40.591609,-111.933963,40.567876,4.3111,3.1566,1.9618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1824,26,19,25,18,0,0,dms,AM,5.68,1,-111.921418,40.591609,-111.933963,40.567876,4.3111,3.1566,1.9618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1825,26,20,25,19,0,0,p,AM,4.23,1,-111.921418,40.591609,-111.924114,40.567177,4.3597,3.1839,1.9788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1826,26,20,25,19,0,0,dms,AM,4.23,1,-111.921418,40.591609,-111.924114,40.567177,4.3597,3.1839,1.9788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1827,26,21,25,20,0,0,p,AM,11.33,1,-111.921418,40.591609,-111.913648,40.554715,6.2972,4.8721,3.0281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1828,26,21,25,20,0,0,dms,AM,11.33,1,-111.921418,40.591609,-111.913648,40.554715,6.2972,4.8721,3.0281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1829,26,22,25,21,0,0,p,AM,5.75,1,-111.921418,40.591609,-111.900748,40.562521,4.3105,3.4728,2.1584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1830,26,22,25,21,0,0,dms,AM,5.75,1,-111.921418,40.591609,-111.900748,40.562521,4.3105,3.4728,2.1584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1831,26,23,25,22,0,0,p,AM,2.64,1,-111.921418,40.591609,-111.902492,40.575680,5.1573,3.8486,2.3919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
