od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
448,6,31,5,30,0,0,dms,AM,19.16,1,-111.938753,40.552997,-111.944074,40.606326,6.2496,6.3160,3.9254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
449,6,32,5,31,0,0,p,AM,12.78,1,-111.938753,40.552997,-111.943375,40.616454,7.1860,7.4588,4.6357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
450,6,32,5,31,0,0,dms,AM,12.78,1,-111.938753,40.552997,-111.943375,40.616454,7.1860,7.4588,4.6357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
451,6,33,5,32,0,0,p,AM,5.55,1,-111.938753,40.552997,-111.943535,40.568001,2.3480,2.0804,1.2930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
452,6,33,5,32,0,0,dms,AM,5.55,1,-111.938753,40.552997,-111.943535,40.568001,2.3480,2.0804,1.2930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
453,6,34,5,33,0,0,p,AM,31.48,1,-111.938753,40.552997,-111.934408,40.607297,5.8077,6.0671,3.7707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
454,6,34,5,33,0,0,dms,AM,31.48,1,-111.938753,40.552997,-111.934408,40.607297,5.8077,6.0671,3.7707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
455,6,35,5,34,0,0,p,AM,4.58,1,-111.938753,40.552997,-111.924502,40.617134,8.0346,7.6639,4.7632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
456,6,35,5,34,0,0,dms,AM,4.58,1,-111.938753,40.552997,-111.924502,40.617134,8.0346,7.6639,4.7632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
457,6,36,5,35,0,0,p,AM,7.28,1,-111.938753,40.552997,-111.908054,40.616174,9.3316,9.0775,5.6417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
458,6,36,5,35,0,0,dms,AM,7.28,1,-111.938753,40.552997,-111.908054,40.616174,9.3316,9.0775,5.6417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
459,6,37,5,36,0,0,p,AM,14.60,1,-111.938753,40.552997,-111.934352,40.576870,3.2287,3.0312,1.8839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
460,6,37,5,36,0,0,dms,AM,14.60,1,-111.938753,40.552997,-111.934352,40.576870,3.2287,3.0312,1.8839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
461,6,38,5,37,0,0,p,AM,12.74,1,-111.938753,40.552997,-111.936589,40.553565,3.1158,2.3598,1.4666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
462,6,38,5,37,0,0,dms,AM,12.74,1,-111.938753,40.552997,-111.936589,40.553565,3.1158,2.3598,1.4666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
463,6,39,5,38,0,0,p,AM,5.05,1,-111.938753,40.552997,-111.908153,40.571760,6.1462,5.2578,3.2677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
464,6,39,5,38,0,0,dms,AM,5.05,1,-111.938753,40.552997,-111.908153,40.571760,6.1462,5.2578,3.2677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
465,6,40,5,39,0,0,p,AM,2.25,1,-111.938753,40.552997,-111.915638,40.613722,8.8907,8.6440,5.3723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
466,6,40,5,39,0,0,dms,AM,2.25,1,-111.938753,40.552997,-111.915638,40.613722,8.8907,8.6440,5.3723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
467,6,41,5,40,0,0,p,AM,61.55,1,-111.938753,40.552997,-111.938760,40.630427,7.8853,8.5948,5.3417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
468,6,41,5,40,0,0,dms,AM,61.55,1,-111.938753,40.552997,-111.938760,40.630427,7.8853,8.5948,5.3417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
469,7,1,6,0,0,0,p,AM,9.84,1,-111.929153,40.555761,-111.942300,40.624038,8.2629,8.6785,5.3937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
470,7,1,6,0,0,0,dms,AM,9.84,1,-111.929153,40.555761,-111.942300,40.624038,8.2629,8.6785,5.3937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
471,7,2,6,1,0,0,p,AM,7.38,1,-111.929153,40.555761,-111.943739,40.609520,6.9861,7.1826,4.4640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
472,7,2,6,1,0,0,dms,AM,7.38,1,-111.929153,40.555761,-111.943739,40.609520,6.9861,7.1826,4.4640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
473,7,3,6,2,0,0,p,AM,14.88,1,-111.929153,40.555761,-111.943604,40.587762,4.8487,4.7577,2.9569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
474,7,3,6,2,0,0,dms,AM,14.88,1,-111.929153,40.555761,-111.943604,40.587762,4.8487,4.7577,2.9569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
475,7,4,6,3,0,0,p,AM,0.71,1,-111.929153,40.555761,-111.944442,40.573253,3.5261,3.2064,1.9928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
476,7,4,6,3,0,0,dms,AM,0.71,1,-111.929153,40.555761,-111.944442,40.573253,3.5261,3.2064,1.9928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
477,7,5,6,4,0,0,p,AM,5.11,1,-111.929153,40.555761,-111.943762,40.562247,2.2077,1.9466,1.2098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
478,7,5,6,4,0,0,dms,AM,5.11,1,-111.929153,40.555761,-111.943762,40.562247,2.2077,1.9466,1.2098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
479,7,6,6,5,0,0,p,AM,6.81,1,-111.929153,40.555761,-111.938753,40.552997,2.7623,2.5485,1.5839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
480,7,6,6,5,0,0,dms,AM,6.81,1,-111.929153,40.555761,-111.938753,40.552997,2.7623,2.5485,1.5839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
481,7,8,6,7,0,0,p,AM,0.76,1,-111.929153,40.555761,-111.902749,40.557151,3.7597,3.2069,1.9931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
482,7,8,6,7,0,0,dms,AM,0.76,1,-111.929153,40.555761,-111.902749,40.557151,3.7597,3.2069,1.9931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
483,7,9,6,8,0,0,p,AM,32.69,1,-111.929153,40.555761,-111.899113,40.558973,3.9329,3.3118,2.0583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
484,7,9,6,8,0,0,dms,AM,32.69,1,-111.929153,40.555761,-111.899113,40.558973,3.9329,3.3118,2.0583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
485,7,10,6,9,0,0,p,AM,2.14,1,-111.929153,40.555761,-111.897106,40.569721,5.2083,4.1871,2.6023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
486,7,10,6,9,0,0,dms,AM,2.14,1,-111.929153,40.555761,-111.897106,40.569721,5.2083,4.1871,2.6023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
487,7,11,6,10,0,0,p,AM,43.63,1,-111.929153,40.555761,-111.901030,40.587971,6.7198,5.6818,3.5312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
488,7,11,6,10,0,0,dms,AM,43.63,1,-111.929153,40.555761,-111.901030,40.587971,6.7198,5.6818,3.5312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
489,7,12,6,11,0,0,p,AM,1.17,1,-111.929153,40.555761,-111.906610,40.605960,9.1844,7.2386,4.4988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
490,7,12,6,11,0,0,dms,AM,1.17,1,-111.929153,40.555761,-111.906610,40.605960,9.1844,7.2386,4.4988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
491,7,13,6,12,0,0,p,AM,22.13,1,-111.929153,40.555761,-111.902804,40.610814,9.4988,9.2406,5.7431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
492,7,13,6,12,0,0,dms,AM,22.13,1,-111.929153,40.555761,-111.902804,40.610814,9.4988,9.2406,5.7431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
493,7,14,6,13,0,0,p,AM,27.15,1,-111.929153,40.555761,-111.901884,40.620828,10.7316,10.2495,6.3701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
494,7,14,6,13,0,0,dms,AM,27.15,1,-111.929153,40.555761,-111.901884,40.620828,10.7316,10.2495,6.3701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
495,7,15,6,14,0,0,p,AM,10.18,1,-111.929153,40.555761,-111.910059,40.625783,10.2867,9.9175,6.1638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
496,7,15,6,14,0,0,dms,AM,10.18,1,-111.929153,40.555761,-111.910059,40.625783,10.2867,9.9175,6.1638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
497,7,16,6,15,0,0,p,AM,12.70,1,-111.929153,40.555761,-111.929192,40.626782,9.1456,8.6819,5.3959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
498,7,16,6,15,0,0,dms,AM,12.70,1,-111.929153,40.555761,-111.929192,40.626782,9.1456,8.6819,5.3959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
499,7,17,6,16,0,0,p,AM,9.91,1,-111.929153,40.555761,-111.933868,40.616707,7.9928,7.9837,4.9619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
500,7,17,6,16,0,0,dms,AM,9.91,1,-111.929153,40.555761,-111.933868,40.616707,7.9928,7.9837,4.9619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
501,7,18,6,17,0,0,p,AM,9.64,1,-111.929153,40.555761,-111.934202,40.630776,9.7008,9.5311,5.9236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
502,7,18,6,17,0,0,dms,AM,9.64,1,-111.929153,40.555761,-111.934202,40.630776,9.7008,9.5311,5.9236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
503,7,19,6,18,0,0,p,AM,12.56,1,-111.929153,40.555761,-111.933963,40.567876,2.4785,1.7718,1.1012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
504,7,19,6,18,0,0,dms,AM,12.56,1,-111.929153,40.555761,-111.933963,40.567876,2.4785,1.7718,1.1012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
505,7,20,6,19,0,0,p,AM,9.35,1,-111.929153,40.555761,-111.924114,40.567177,2.2288,1.5398,0.9570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
506,7,20,6,19,0,0,dms,AM,9.35,1,-111.929153,40.555761,-111.924114,40.567177,2.2288,1.5398,0.9570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
507,7,21,6,20,0,0,p,AM,25.05,1,-111.929153,40.555761,-111.913648,40.554715,3.4203,2.9197,1.8146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
508,7,21,6,20,0,0,dms,AM,25.05,1,-111.929153,40.555761,-111.913648,40.554715,3.4203,2.9197,1.8146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
509,7,22,6,21,0,0,p,AM,12.72,1,-111.929153,40.555761,-111.900748,40.562521,4.2935,3.5306,2.1943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
510,7,22,6,21,0,0,dms,AM,12.72,1,-111.929153,40.555761,-111.900748,40.562521,4.2935,3.5306,2.1943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
511,7,23,6,22,0,0,p,AM,5.83,1,-111.929153,40.555761,-111.902492,40.575680,5.9168,4.5757,2.8438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
512,7,23,6,22,0,0,dms,AM,5.83,1,-111.929153,40.555761,-111.902492,40.575680,5.9168,4.5757,2.8438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
513,7,24,6,23,0,0,p,AM,32.82,1,-111.929153,40.555761,-111.907451,40.592344,7.6306,6.1487,3.8214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
514,7,24,6,23,0,0,dms,AM,32.82,1,-111.929153,40.555761,-111.907451,40.592344,7.6306,6.1487,3.8214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
515,7,25,6,24,0,0,p,AM,2.23,1,-111.929153,40.555761,-111.923428,40.584054,5.0028,3.6685,2.2800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
516,7,25,6,24,0,0,dms,AM,2.23,1,-111.929153,40.555761,-111.923428,40.584054,5.0028,3.6685,2.2800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
517,7,26,6,25,0,0,p,AM,4.40,1,-111.929153,40.555761,-111.921418,40.591609,5.3382,4.1110,2.5550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
518,7,26,6,25,0,0,dms,AM,4.40,1,-111.929153,40.555761,-111.921418,40.591609,5.3382,4.1110,2.5550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
519,7,27,6,26,0,0,p,AM,6.80,1,-111.929153,40.555761,-111.943605,40.584092,4.7927,4.3519,2.7047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
520,7,27,6,26,0,0,dms,AM,6.80,1,-111.929153,40.555761,-111.943605,40.584092,4.7927,4.3519,2.7047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
521,7,28,6,27,0,0,p,AM,10.06,1,-111.929153,40.555761,-111.911824,40.577722,5.5078,4.3462,2.7012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
522,7,28,6,27,0,0,dms,AM,10.06,1,-111.929153,40.555761,-111.911824,40.577722,5.5078,4.3462,2.7012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
523,7,30,6,29,0,0,p,AM,4.31,1,-111.929153,40.555761,-111.901834,40.584029,5.9805,4.7996,2.9830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
524,7,30,6,29,0,0,dms,AM,4.31,1,-111.929153,40.555761,-111.901834,40.584029,5.9805,4.7996,2.9830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
525,7,31,6,30,0,0,p,AM,13.45,1,-111.929153,40.555761,-111.944074,40.606326,6.9886,6.8027,4.2279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
526,7,31,6,30,0,0,dms,AM,13.45,1,-111.929153,40.555761,-111.944074,40.606326,6.9886,6.8027,4.2279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
527,7,32,6,31,0,0,p,AM,8.97,1,-111.929153,40.555761,-111.943375,40.616454,7.9251,7.9456,4.9382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
528,7,32,6,31,0,0,dms,AM,8.97,1,-111.929153,40.555761,-111.943375,40.616454,7.9251,7.9456,4.9382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
529,7,33,6,32,0,0,p,AM,3.89,1,-111.929153,40.555761,-111.943535,40.568001,3.0870,2.5672,1.5955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
530,7,33,6,32,0,0,dms,AM,3.89,1,-111.929153,40.555761,-111.943535,40.568001,3.0870,2.5672,1.5955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
531,7,34,6,33,0,0,p,AM,22.10,1,-111.929153,40.555761,-111.934408,40.607297,6.5467,6.5538,4.0732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
