link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,person_vol_dms,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
185,bpr,5589,5112,2.000000,0.394849,0.245400,0.377304,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,62.790,39.024,1.000,0.000,0.000,892.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,62.790,53.371,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,0.000,0.000,0.000,62.790,62.790,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
186,bpr,5589,5114,2.000000,0.411904,0.256000,0.393602,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,62.790,39.024,1.000,0.000,0.000,892.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,62.790,53.371,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,0.000,0.000,0.000,62.790,62.790,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
187,bpr,5592,1323,7.000000,0.433947,0.269700,0.770093,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,33.810,28.739,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
188,bpr,5592,1354,7.000000,0.422684,0.262700,0.787610,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,32.200,20.012,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,32.200,27.370,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,,0.000,0.000,0.000,0.000,32.200,32.200,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
189,bpr,5592,5114,2.000000,0.594043,0.369200,0.691820,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,847.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
198,bpr,5730,8172,1.000000,0.286724,0.178200,0.445223,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
199,bpr,5730,11763,1.000000,0.180691,0.112300,0.280576,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
203,bpr,5820,1320,7.000000,0.554301,0.344500,0.983674,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,33.810,28.739,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
204,bpr,5820,5103,1.000000,0.924531,0.574600,1.076706,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
205,bpr,5820,11147,1.000000,0.485113,0.301500,0.564961,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,51.520,32.020,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,51.520,43.792,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,0.000,0.000,0.000,51.520,51.520,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
208,bpr,5863,5009,2.000000,0.306354,0.190400,0.317136,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,57.960,36.022,1.000,0.000,0.000,814.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,57.960,49.266,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,0.000,0.000,0.000,57.960,57.960,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
209,bpr,5863,5524,2.000000,0.755747,0.469700,0.782347,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,57.960,36.022,1.000,0.000,0.000,814.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,-1.000,-1.000,57.960,49.266,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,57.960,,0.000,0.000,0.000,0.000,57.960,57.960,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
225,bpr,6270,6273,1.000000,0.302492,0.188000,0.469708,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
226,bpr,6270,10853,1.000000,0.162026,0.100700,0.251594,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
227,bpr,6273,6270,1.000000,0.302492,0.188000,0.469708,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
228,bpr,6273,10851,1.000000,0.074175,0.046100,0.115178,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
229,bpr,7210,10850,1.000000,0.060820,0.037800,0.094441,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
230,bpr,7210,10854,1.000000,0.105872,0.065800,0.164398,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
231,bpr,7210,11763,1.000000,0.120192,0.074700,0.186634,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
237,bpr,8172,5730,1.000000,0.286724,0.178200,0.445223,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
238,bpr,8172,6185,1.000000,0.548830,0.341100,0.705286,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,46.690,29.018,1.000,0.000,0.000,666.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,46.690,39.687,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,0.000,0.000,0.000,46.690,46.690,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
239,bpr,8172,11489,1.000000,0.241189,0.149900,0.256812,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,56.350,35.022,1.000,0.000,0.000,857.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,56.350,47.897,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,56.350,,0.000,0.000,0.000,0.000,56.350,56.350,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
243,bpr,10850,1360,7.000000,0.265646,0.165100,0.494992,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,32.200,20.012,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,-1.000,-1.000,32.200,27.370,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,,0.000,0.000,0.000,0.000,32.200,32.200,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
244,bpr,10850,4156,1.000000,0.273530,0.170000,0.424736,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,-92559631349317830736831783200707727132248687965119994463780864.000,38.640,24.015,1.000,0.000,0.000,633.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,-1.000,-1.000,38.640,32.844,0.400,4.000,-1.000,-1.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,"",0.000,0.000,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,0.000,0.000,0.000,38.640,38.640,0.000,0.000,0.000,0.000,-1.000,-1.000,period-based
