from_stop_id,to_stop_id,transfer_type,min_transfer_time
SIA,SIA,2,300
SIB,SIB,2,300
SIC,SIC,2,300
SID,SID,2,240
SIE,SIE,2,300
SIH,SIH,2,300
SIL,SIL,2,300
SIN,SIN,2,300
SIP,SIP,2,300
SIT,SIT,2,240
SIV,SIV,2,300
SJP,SJP,2,300
SJS,SJS,2,300
SKE,SKE,2,300
SKG,SKG,2,300
SKI,SKI,2,300
SKM,SKM,2,300
SKN,SKN,2,300
SKS,SKS,2,300
SKV,SKV,2,300
SKW,SKW,2,300
SLA,SLA,2,300
SLB,SLB,2,300
SLD,SLD,2,300
SLE,SLE,2,300
SLH,SLH,2,300
SLI,SLI,2,300
SLK,SLK,2,300
SLL,SLL,2,300
SLO,SLO,2,180
SLQ,SLQ,2,240
SLR,SLR,2,300
SLS,SLS,2,300
SLT,SLT,2,300
SLV,SLV,2,300
SLW,SLW,2,300
SLY,SLY,2,300
SMA,SMA,2,300
SMB,SMB,2,300
SMC,SMC,2,300
SMD,SMD,2,300
SMG,SMG,2,300
SMH,SMH,2,300
SMK,SMK,2,300
SML,SML,2,300
SMM,SMM,2,300
SMN,SMN,2,300
SMO,SMO,2,300
SMQ,SMQ,2,900
SMR,SMR,2,300
SMT,SMT,2,300
SMY,SMY,2,240
SNA,SNA,2,300
SND,SND,2,300
SNE,SNE,2,300
SNF,SNF,2,180
SNG,SNG,2,360
SNH,SNH,2,300
SNI,SNI,2,300
SNK,SNK,2,300
SNL,SNL,2,240
SNN,SNN,2,300
SNO,SNO,2,180
SNR,SNR,2,240
SNS,SNS,2,180
SNT,SNT,2,300
SNW,SNW,2,360
SNY,SNY,2,240
SOA,SOA,2,300
SOB,SOB,2,240
SOC,SOC,2,120
SOE,SOE,2,300
SOF,SOF,2,300
SOG,SOG,2,300
SOH,SOH,2,300
SOI,SOI,2,300
SOK,SOK,2,300
SOL,SOL,2,300
SOM,SOM,2,300
SON,SON,2,300
SOO,SOO,2,240
SOP,SOP,2,300
SOR,SOR,2,240
SOS,SOS,2,300
SOT,SOT,2,300
SOU,SOU,2,300
SOV,SOV,2,120
SOW,SOW,2,300
SOY,SOY,2,300
SPA,SPA,2,300
SPB,SPB,2,300
SPF,SPF,2,300
SPH,SPH,2,240
SPI,SPI,2,300
SPK,SPK,2,300
SPM,SPM,2,300
SPN,SPN,2,300
SPO,SPO,2,300
SPP,SPP,2,300
SPR,SPR,2,300
SPS,SPS,2,300
SPT,SPT,2,300
SPU,SPU,2,240
SPX,SPX,2,2100
SPY,SPY,2,300
SQE,SQE,2,300
SQH,SQH,2,300
SQU,SQU,2,300
SRA,SRA,2,420
SRC,SRC,2,240
SRD,SRD,2,300
SRF,SRF,2,300
SRG,SRG,2,300
SRH,SRH,2,240
SRI,SRI,2,300
SRL,SRL,2,300
SRN,SRN,2,300
SRO,SRO,2,300
SRR,SRR,2,300
SRS,SRS,2,240
SRT,SRT,2,240
SRU,SRU,2,300
SRY,SRY,2,300
SSA,SSA,2,60
SSC,SSC,2,300
SSD,SSD,2,300
SSE,SSE,2,240
SSM,SSM,2,300
SSS,SSS,2,240
SST,SST,2,300
STA,STA,2,300
STC,STC,2,300
STD,STD,2,300
STE,STE,2,240
STF,STF,2,300
STG,STG,2,300
STH,STH,2,300
STI,STI,2,300
STJ,STJ,2,300
STK,STK,2,300
STL,STL,2,300
STM,STM,2,300
STN,STN,2,300
STO,STO,2,120
STP,STP,2,900
STQ,STQ,2,300
STR,STR,2,300
STS,STS,2,300
STT,STT,2,300
STU,STU,2,240
STV,STV,2,300
STW,STW,2,300
STY,STY,2,300
STZ,STZ,2,300
SUC,SUC,2,300
SUD,SUD,2,300
SUG,SUG,2,300
SUM,SUM,2,300
SUN,SUN,2,300
SUO,SUO,2,240
SUP,SUP,2,240
SUR,SUR,2,360
SUT,SUT,2,300
SUU,SUU,2,240
SUY,SUY,2,300
SVB,SVB,2,300
SVG,SVG,2,240
SVK,SVK,2,300
SVL,SVL,2,300
SVR,SVR,2,300
SVS,SVS,2,300
SWA,SWA,2,300
SWB,SWB,2,300
SWD,SWD,2,300
SWE,SWE,2,300
SWG,SWG,2,360
SWI,SWI,2,300
SWJ,SWJ,2,300
SWK,SWK,2,240
SWL,SWL,2,240
SWM,SWM,2,240
SWN,SWN,2,300
SWO,SWO,2,240
SWR,SWR,2,300
SWS,SWS,2,300
SWT,SWT,2,300
SWY,SWY,2,360
SXY,SXY,2,300
SYA,SYA,2,300
SYB,SYB,2,300
SYD,SYD,2,240
SYH,SYH,2,240
SYL,SYL,2,360
SYS,SYS,2,300
SYT,SYT,2,300
TAB,TAB,2,300
TAC,TAC,2,300
TAD,TAD,2,240
TAF,TAF,2,180
TAI,TAI,2,300
TAL,TAL,2,300
TAM,TAM,2,300
TAP,TAP,2,300
TAT,TAT,2,240
TAU,TAU,2,300
TAY,TAY,2,300
TBD,TBD,2,240
TBM,TBM,2,300
TBR,TBR,2,300
TBW,TBW,2,240
TBY,TBY,2,300
TCR,TCR,2,300
TDU,TDU,2,300
TEA,TEA,2,300
TED,TED,2,300
TEM,TEM,2,300
TEN,TEN,2,120
TEO,TEO,2,300
TEY,TEY,2,240
TFC,TFC,2,300
TGM,TGM,2,300
TGS,TGS,2,300
THA,THA,2,300
THB,THB,2,300
THC,THC,2,300
THD,THD,2,360
THE,THE,2,300
THH,THH,2,300
THI,THI,2,300
THL,THL,2,300
THM,THM,2,300
THO,THO,2,300
THS,THS,2,300
THT,THT,2,300
THU,THU,2,300
THW,THW,2,300
TIL,TIL,2,240
TIM,TIM,2,300
TIP,TIP,2,300
TIR,TIR,2,300
TIS,TIS,2,360
TLB,TLB,2,300
TLC,TLC,2,300
TLH,TLH,2,120
TLK,TLK,2,300
TLS,TLS,2,60
TMC,TMC,2,360
TNA,TNA,2,300
TNF,TNF,2,300
TNN,TNN,2,300
TNP,TNP,2,300
TNS,TNS,2,300
TOD,TOD,2,300
TOK,TOK,2,240
TOL,TOL,2,240
TOM,TOM,2,300
TON,TON,2,240
TOO,TOO,2,240
TOP,TOP,2,300
TOT,TOT,2,300
TPB,TPB,2,300
TPC,TPC,2,300
TPN,TPN,2,300
TPY,TPY,2,300
TQY,TQY,2,300
TRA,TRA,2,300
TRB,TRB,2,300
TRD,TRD,2,300
TRE,TRE,2,300
TRF,TRF,2,300
TRH,TRH,2,300
TRI,TRI,2,300
TRL,TRL,2,300
TRM,TRM,2,300
TRN,TRN,2,300
TRO,TRO,2,300
TRR,TRR,2,180
TRS,TRS,2,300
TRU,TRU,2,300
TRY,TRY,2,300
TTA,TTA,2,60
TTF,TTF,2,300
TTH,TTH,2,240
TTN,TTN,2,360
TUH,TUH,2,180
TUL,TUL,2,300
TUM,TUM,2,300
TUR,TUR,2,300
TUS,TUS,2,60
TUT,TUT,2,300
TVP,TVP,2,300
TWB,TWB,2,300
TWI,TWI,2,300
TWN,TWN,2,300
TWY,TWY,2,180
TYC,TYC,2,300
TYG,TYG,2,300
TYL,TYL,2,300
TYS,TYS,2,300
TYW,TYW,2,300
UCK,UCK,2,240
UDD,UDD,2,300
UHA,UHA,2,300
UHL,UHL,2,300
UIG,UIG,2,300
ULC,ULC,2,300
ULL,ULL,2,300
ULP,ULP,2,240
ULV,ULV,2,300
UMB,UMB,2,300
UNI,UNI,2,300
UPH,UPH,2,360
UPL,UPL,2,300
UPM,UPM,2,300
UPT,UPT,2,300
UPW,UPW,2,300
URM,URM,2,300
UTT,UTT,2,300
UTY,UTY,2,300
UWL,UWL,2,240
VAL,VAL,2,300
VIC,VIC,2,900
VIR,VIR,2,240
VPM,VPM,2,300
VXH,VXH,2,300
WAC,WAC,2,300
WAD,WAD,2,240
WAE,WAE,2,240
WAF,WAF,2,300
WAL,WAL,2,360
WAM,WAM,2,240
WAN,WAN,2,360
WAO,WAO,2,120
WAR,WAR,2,300
WAS,WAS,2,300
WAT,WAT,2,900
WAV,WAV,2,300
WAW,WAW,2,300
WBC,WBC,2,300
WBD,WBD,2,300
WBE,WBE,2,180
WBL,WBL,2,240
WBO,WBO,2,300
WBP,WBP,2,300
WBQ,WBQ,2,300
WBR,WBR,2,300
WBY,WBY,2,240
WCB,WCB,2,240
WCF,WCF,2,300
WCH,WCH,2,240
WCK,WCK,2,300
WCL,WCL,2,300
WCM,WCM,2,300
WCP,WCP,2,300
WCR,WCR,2,300
WCT,WCT,2,300
WCX,WCX,2,300
WCY,WCY,2,240
WDB,WDB,2,300
WDD,WDD,2,300
WDE,WDE,2,300
WDH,WDH,2,300
WDI,WDI,2,300
WDL,WDL,2,300
WDM,WDM,2,300
WDN,WDN,2,300
WDO,WDO,2,240
WDR,WDR,2,300
WDS,WDS,2,300
WDT,WDT,2,300
WDU,WDU,2,240
WEA,WEA,2,180
WED,WED,2,300
WEE,WEE,2,300
WEH,WEH,2,300
WEL,WEL,2,300
WEM,WEM,2,300
WEO,WEO,2,300
WER,WER,2,60
WES,WES,2,300
WET,WET,2,300
WEY,WEY,2,300
WFD,WFD,2,60
WFF,WFF,2,300
WFH,WFH,2,300
WFI,WFI,2,300
WFJ,WFJ,2,300
WFL,WFL,2,300
WFN,WFN,2,300
WGA,WGA,2,240
WGC,WGC,2,240
WGN,WGN,2,300
WGR,WGR,2,300
WGT,WGT,2,300
WGV,WGV,2,300
WGW,WGW,2,300
WHA,WHA,2,240
WHC,WHC,2,300
WHD,WHD,2,300
WHE,WHE,2,300
WHG,WHG,2,300
WHI,WHI,2,240
WHK,WHK,2,300
WHL,WHL,2,300
WHM,WHM,2,300
WHN,WHN,2,300
WHP,WHP,2,300
WHR,WHR,2,300
WHS,WHS,2,240
WHT,WHT,2,300
WHX,WHX,2,300
WHY,WHY,2,300
WIC,WIC,2,120
WID,WID,2,300
WIH,WIH,2,300
WIJ,WIJ,2,300
WIL,WIL,2,300
WIM,WIM,2,360
WIN,WIN,2,300
WIR,WIR,2,300
WIS,WIS,2,300
WIV,WIV,2,180
WKB,WKB,2,300
WKD,WKD,2,300
WKF,WKF,2,420
WKG,WKG,2,300
WKI,WKI,2,300
WKK,WKK,2,240
WKL,WKL,2,300
WKM,WKM,2,300
WLA,WLA,2,300
WLC,WLC,2,300
WLD,WLD,2,240
WLE,WLE,2,300
WLF,WLF,2,300
WLG,WLG,2,300
WLI,WLI,2,240
WLM,WLM,2,300
WLN,WLN,2,300
WLO,WLO,2,300
WLP,WLP,2,300
WLS,WLS,2,360
WLT,WLT,2,240
WLV,WLV,2,300
WLW,WLW,2,300
WLY,WLY,2,300
WMA,WMA,2,240
WMB,WMB,2,300
WMC,WMC,2,300
WMD,WMD,2,300
WME,WME,2,240
WMG,WMG,2,300
WMI,WMI,2,300
WML,WML,2,300
WMM,WMM,2,300
WMN,WMN,2,300
WMR,WMR,2,300
WMS,WMS,2,300
WMT,WMT,2,300
WMW,WMW,2,120
WNC,WNC,2,120
WND,WND,2,300
WNE,WNE,2,300
WNF,WNF,2,360
WNG,WNG,2,300
WNH,WNH,2,240
WNI,WNI,2,300
WNL,WNL,2,300
WNM,WNM,2,300
WNN,WNN,2,300
WNP,WNP,2,120
WNR,WNR,2,120
WNS,WNS,2,360
WNT,WNT,2,300
WNW,WNW,2,240
WNY,WNY,2,300
WOB,WOB,2,300
WOF,WOF,2,420
WOH,WOH,2,240
WOK,WOK,2,300
WOL,WOL,2,300
WOM,WOM,2,300
WON,WON,2,300
WOO,WOO,2,300
WOP,WOP,2,300
WOR,WOR,2,300
WOS,WOS,2,420
WPE,WPE,2,300
WPL,WPL,2,360
WPM,WPM,2,300
WPT,WPT,2,300
WRB,WRB,2,300
WRE,WRE,2,300
WRH,WRH,2,240
WRK,WRK,2,300
WRL,WRL,2,300
WRM,WRM,2,300
WRN,WRN,2,300
WRP,WRP,2,300
WRS,WRS,2,300
WRT,WRT,2,300
WRU,WRU,2,180
WRW,WRW,2,300
WRX,WRX,2,300
WRY,WRY,2,360
WSA,WSA,2,300
WSB,WSB,2,300
WSE,WSE,2,240
WSF,WSF,2,300
WSH,WSH,2,300
WSL,WSL,2,300
WSM,WSM,2,300
WSR,WSR,2,300
WST,WST,2,300
WSU,WSU,2,300
WSW,WSW,2,240
WTA,WTA,2,300
WTB,WTB,2,300
WTC,WTC,2,300
WTE,WTE,2,300
WTF,WTF,2,300
WTG,WTG,2,300
WTH,WTH,2,300
WTI,WTI,2,300
WTL,WTL,2,300
WTM,WTM,2,120
WTN,WTN,2,360
WTO,WTO,2,300
WTR,WTR,2,240
WTS,WTS,2,300
WTT,WTT,2,300
WTW,WTW,2,300
WTY,WTY,2,360
WTZ,WTZ,2,300
WVF,WVF,2,240
WVH,WVH,2,420
WWA,WWA,2,240
WWC,WWC,2,300
WWD,WWD,2,240
WWI,WWI,2,300
WWL,WWL,2,300
WWM,WWM,2,300
WWO,WWO,2,240
WWR,WWR,2,240
WWW,WWW,2,300
WXC,WXC,2,300
WXF,WXF,2,300
WYB,WYB,2,300
WYE,WYE,2,240
WYL,WYL,2,300
WYM,WYM,2,300
WYT,WYT,2,300
XAA,XAA,2,300
XAE,XAE,2,300
XAF,XAF,2,300
XAG,XAG,2,300
XAH,XAH,2,300
XAI,XAI,2,300
XAO,XAO,2,300
XAP,XAP,2,300
XAQ,XAQ,2,300
XAS,XAS,2,300
XAV,XAV,2,60
XAW,XAW,2,300
XBD,XBD,2,300
XBH,XBH,2,300
XBR,XBR,2,300
XBW,XBW,2,300
XCD,XCD,2,300
XCF,XCF,2,5940
XCG,XCG,2,300
XCL,XCL,2,300
XCQ,XCQ,2,300
XCU,XCU,2,300
XCV,XCV,2,300
XDA,XDA,2,300
XDC,XDC,2,300
XDH,XDH,2,5940
XDI,XDI,2,300
XDJ,XDJ,2,60
XDK,XDK,2,60
XDN,XDN,2,60
XDO,XDO,2,60
XDP,XDP,2,60
XDR,XDR,2,60
XDU,XDU,2,60
XDX,XDX,2,300
XDY,XDY,2,300
XEA,XEA,2,300
XEE,XEE,2,300
XEF,XEF,2,300
XEQ,XEQ,2,300
XET,XET,2,120
XFI,XFI,2,300
XFJ,XFJ,2,300
XFP,XFP,2,300
XGR,XGR,2,300
XGV,XGV,2,300
XID,XID,2,300
XKW,XKW,2,300
XLB,XLB,2,5940
XLD,XLD,2,300
XLO,XLO,2,300
XME,XME,2,300
XMT,XMT,2,300
XMV,XMV,2,300
XNA,XNA,2,300
XNE,XNE,2,300
XOF,XOF,2,300
XPB,XPB,2,300
XPX,XPX,2,300
XRD,XRD,2,300
XRM,XRM,2,300
XSB,XSB,2,300
XSO,XSO,2,300
XTH,XTH,2,5940
XVE,XVE,2,300
XYX,XYX,2,300
YAE,YAE,2,300
YAL,YAL,2,240
YAT,YAT,2,300
YEO,YEO,2,300
YET,YET,2,300
YMH,YMH,2,300
YNW,YNW,2,300
YOK,YOK,2,300
YRD,YRD,2,300
YRK,YRK,2,480
YRM,YRM,2,300
YRT,YRT,2,300
YSM,YSM,2,300
YSR,YSR,2,300
YVJ,YVJ,2,300
YVP,YVP,2,300
ZAE,ZAE,2,300
ZBS,ZBS,2,300
ZCK,ZCK,2,300
ZCM,ZCM,2,300
ZCO,ZCO,2,300
ZCW,ZCW,2,300
ZDB,ZDB,2,300
ZEH,ZEH,2,300
ZEK,ZEK,2,300
ZEO,ZEO,2,300
ZET,ZET,2,180
ZFD,ZFD,2,180
ZFR,ZFR,2,60
ZHB,ZHB,2,300
ZHD,ZHD,2,300
ZHJ,ZHJ,2,900
ZHR,ZHR,2,300
ZKX,ZKX,2,60
ZLW,ZLW,2,300
ZNA,ZNA,2,300
ZND,ZND,2,60
ZNP,ZNP,2,120
ZOA,ZOA,2,300
ZPA,ZPA,2,60
ZSM,ZSM,2,300
ZSO,ZSO,2,300
ZTG,ZTG,2,300
ZTL,ZTL,2,300
ZWT,ZWT,2,300
ZWY,ZWY,2,60
