route_id,agency_id,route_short_name,route_long_name,route_type,route_text_color,route_color,route_url,route_desc
192183,SN,SN:LBG->HRH,SN train service from LBG to HRH,2,,,,Train. First class available. Reservation possible
192184,SN,SN:HRH->LBG,SN train service from HRH to LBG,2,,,,Train. First class available. Reservation possible
263742,GX,GX:VIC->GTW,GX train service from VIC to GTW,2,,,,Train. First class available. Reservation not possible
8819,SN,SN:VIC->ORE,SN train service from VIC to ORE,2,,,,Train. First class available. Reservation possible
192185,SN,SN:LBG->HGS,SN train service from LBG to HGS,2,,,,Train. First class available. Reservation possible
8820,SN,SN:EBN->VIC,SN train service from EBN to VIC,2,,,,Train. First class available. Reservation possible
192186,SN,SN:EBN->LBG,SN train service from EBN to LBG,2,,,,Train. First class available. Reservation possible
8822,SN,SN:ORE->VIC,SN train service from ORE to VIC,2,,,,Train. First class available. Reservation possible
192188,SN,SN:HGS->LBG,SN train service from HGS to LBG,2,,,,Train. First class available. Reservation possible
8843,SN,SN:VIC->HGS,SN train service from VIC to HGS,2,,,,Train. First class available. Reservation possible
8847,SN,SN:VIC->EBN,SN train service from VIC to EBN,2,,,,Train. First class available. Reservation possible
192213,SN,SN:LBG->EBN,SN train service from LBG to EBN,2,,,,Train. First class available. Reservation possible
8850,SN,SN:BTN->EBN,SN train service from BTN to EBN,2,,,,Train. First class available. Reservation not possible
136754,SN,SN:LWS->EBN,SN train service from LWS to EBN,2,,,,Train. First class available. Reservation not possible
175766,SN,SN:BTN->HGS,SN train service from BTN to HGS,2,,,,Train. First class available. Reservation not possible
192215,SN,SN:LBG->LIT,SN train service from LBG to LIT,2,,,,Train. First class available. Reservation possible
192217,SN,SN:LIT->LBG,SN train service from LIT to LBG,2,,,,Train. First class available. Reservation possible
8879,SN,SN:VIC->WRH,SN train service from VIC to WRH,2,,,,Train. First class available. Reservation possible
192243,SN,SN:LBG->WRH,SN train service from LBG to WRH,2,,,,Train. First class available. Reservation possible
8880,SN,SN:DKG->VIC,SN train service from DKG to VIC,2,,,,Train. First class available. Reservation not possible
136784,SN,SN:DKG->EPS,SN train service from DKG to EPS,2,,,,Train. First class available. Reservation not possible
175795,SN,SN:SUO->VIC,SN train service from SUO to VIC,2,,,,Train. First class available. Reservation not possible
8881,SN,SN:VIC->DKG,SN train service from VIC to DKG,2,,,,Train. First class available. Reservation not possible
136785,SN,SN:EPS->DKG,SN train service from EPS to DKG,2,,,,Train. First class available. Reservation not possible
175796,SN,SN:VIC->SUO,SN train service from VIC to SUO,2,,,,Train. First class available. Reservation not possible
8883,SN,SN:EGR->VIC,SN train service from EGR to VIC,2,,,,Train. First class available. Reservation not possible
192247,SN,SN:EGR->LBG,SN train service from EGR to LBG,2,,,,Train. First class available. Reservation not possible
8885,SN,SN:VIC->EGR,SN train service from VIC to EGR,2,,,,Train. First class available. Reservation not possible
192249,SN,SN:LBG->EGR,SN train service from LBG to EGR,2,,,,Train. First class available. Reservation not possible
8918,SN,SN:SOU->BTN,SN train service from SOU to BTN,2,,,,Train. First class available. Reservation not possible
118465,SN,SN:LIT->BTN,SN train service from LIT to BTN,2,,,,Train. First class available. Reservation not possible
155405,SN,SN:CCH->BTN,SN train service from CCH to BTN,2,,,,Train. First class available. Reservation not possible
8930,SN,SN:REI->VIC,SN train service from REI to VIC,2,,,,Train. First class available. Reservation not possible
8931,SN,SN:VIC->REI,SN train service from VIC to REI,2,,,,Train. First class available. Reservation not possible
263772,SN,SN:VIC->GTW,SN train service from VIC to GTW,2,,,,Train. First class available. Reservation possible
263773,GX,GX:GTW->VIC,GX train service from GTW to VIC,2,,,,Train. First class available. Reservation not possible
9019,SN,SN:TON->RDH,SN train service from TON to RDH,2,,,,Train. First class available. Reservation not possible
155444,SN,SN:TON->REI,SN train service from TON to REI,2,,,,Train. First class available. Reservation not possible
9020,SN,SN:RDH->TON,SN train service from RDH to TON,2,,,,Train. First class available. Reservation not possible
155445,SN,SN:REI->TON,SN train service from REI to TON,2,,,,Train. First class available. Reservation not possible
263803,SN,SN:EPD->SUO,SN train service from EPD to SUO,2,,,,Train. First class available. Reservation not possible
9054,SN,SN:EBN->AFK,SN train service from EBN to AFK,2,,,,Train. Standard class only. Reservation not possible
9055,SN,SN:AFK->EBN,SN train service from AFK to EBN,2,,,,Train. Standard class only. Reservation not possible
9060,SN,SN:EBN->BTN,SN train service from EBN to BTN,2,,,,Train. First class available. Reservation not possible
136882,SN,SN:EBN->LWS,SN train service from EBN to LWS,2,,,,Train. First class available. Reservation not possible
9061,SN,SN:CYP->LBG,SN train service from CYP to LBG,2,,,,Train. First class available. Reservation not possible
9062,SN,SN:EPS->VIC,SN train service from EPS to VIC,2,,,,Train. First class available. Reservation not possible
192358,SN,SN:DKG->CLJ,SN train service from DKG to CLJ,2,,,,Train. First class available. Reservation not possible
9067,SN,SN:WCY->VIC,SN train service from WCY to VIC,2,,,,Train. First class available. Reservation not possible
98729,SN,SN:CYP->VIC,SN train service from CYP to VIC,2,,,,Train. First class available. Reservation not possible
192363,SN,SN:WCY->CLJ,SN train service from WCY to CLJ,2,,,,Train. First class available. Reservation not possible
9070,SN,SN:VIC->WCY,SN train service from VIC to WCY,2,,,,Train. First class available. Reservation not possible
98732,SN,SN:VIC->CYP,SN train service from VIC to CYP,2,,,,Train. First class available. Reservation not possible
192366,SN,SN:CLJ->WCY,SN train service from CLJ to WCY,2,,,,Train. First class available. Reservation not possible
9075,SN,SN:VIC->NWD,SN train service from VIC to NWD,2,,,,Train. First class available. Reservation not possible
9076,SN,SN:SPB->CLJ,SN train service from SPB to CLJ,2,,,,Train. First class available. Reservation not possible
9077,SN,SN:BOG->LIT,SN train service from BOG to LIT,2,,,,Train. First class available. Reservation not possible
9078,SN,SN:BOG->BAA,SN train service from BOG to BAA,2,,,,Train. First class available. Reservation not possible
9079,SN,SN:PMH->BTN,SN train service from PMH to BTN,2,,,,Train. First class available. Reservation not possible
118538,SN,SN:PMH->CCH,SN train service from PMH to CCH,2,,,,Train. First class available. Reservation not possible
9080,SN,SN:BTN->CCH,SN train service from BTN to CCH,2,,,,Train. First class available. Reservation not possible
118539,SN,SN:BTN->LIT,SN train service from BTN to LIT,2,,,,Train. First class available. Reservation not possible
263804,SN,SN:LBG->WCY,SN train service from LBG to WCY,2,,,,Train. Standard class only. Reservation not possible
263805,SW,SW:WOK->AON,SW train service from WOK to AON,2,,,,Train. First class available. Reservation not possible
9085,GC,GC:SUN->KGX,GC train service from SUN to KGX,2,,,,Train. First class available. Reservation possible
263806,GC,GC:KGX->SUN,GC train service from KGX to SUN,2,,,,Train. First class available. Reservation possible
9100,SW,SW:BSK->POO,SW train service from BSK to POO,2,,,,Train. First class available. Reservation possible
136909,SW,SW:BSK->BMH,SW train service from BSK to BMH,2,,,,Train. First class available. Reservation possible
247864,SW,SW:SOU->POO,SW train service from SOU to POO,2,,,,Train. First class available. Reservation possible
9103,SW,SW:POO->ESL,SW train service from POO to ESL,2,,,,Train. First class available. Reservation possible
118546,SW,SW:POO->SOU,SW train service from POO to SOU,2,,,,Train. First class available. Reservation possible
9123,SW,SW:WAT->DKG,SW train service from WAT to DKG,2,,,,Train. Standard class only. Reservation not possible
9126,SW,SW:DKG->WAT,SW train service from DKG to WAT,2,,,,Train. Standard class only. Reservation not possible
9146,SW,SW:BCU->LYP,SW train service from BCU to LYP,2,,,,Train. First class available. Reservation not possible
9147,SW,SW:LYP->BCU,SW train service from LYP to BCU,2,,,,Train. First class available. Reservation not possible
9200,SW,SW:SAL->RDG,SW train service from SAL to RDG,2,,,,Train. First class available. Reservation possible
136932,SW,SW:ADV->RDG,SW train service from ADV to RDG,2,,,,Train. First class available. Reservation possible
9201,SW,SW:WAT->SAL,SW train service from WAT to SAL,2,,,,Train. First class available. Reservation possible
175829,SW,SW:WAT->ADV,SW train service from WAT to ADV,2,,,,Train. First class available. Reservation possible
155518,SW,SW:WAT->PTR,SW train service from WAT to PTR,2,,,,Train. First class available. Reservation possible
9217,SW,SW:SNS->WOK,SW train service from SNS to WOK,2,,,,Train. Standard class only. Reservation not possible
98783,SW,SW:SNS->WYB,SW train service from SNS to WYB,2,,,,Train. Standard class only. Reservation not possible
9218,SW,SW:WAT->WOK,SW train service from WAT to WOK,2,,,,Train. Standard class only. Reservation not possible
98784,SW,SW:WAT->WYB,SW train service from WAT to WYB,2,,,,Train. Standard class only. Reservation not possible
155533,SW,SW:WAT->HOU,SW train service from WAT to HOU,2,,,,Train. Standard class only. Reservation not possible
192421,SW,SW:KWB->WOK,SW train service from KWB to WOK,2,,,,Train. Standard class only. Reservation not possible
9219,SW,SW:WOK->WAT,SW train service from WOK to WAT,2,,,,Train. Standard class only. Reservation not possible
98785,SW,SW:WYB->WAT,SW train service from WYB to WAT,2,,,,Train. Standard class only. Reservation not possible
155534,SW,SW:HOU->WAT,SW train service from HOU to WAT,2,,,,Train. Standard class only. Reservation not possible
192422,SW,SW:WOK->KWB,SW train service from WOK to KWB,2,,,,Train. Standard class only. Reservation not possible
9237,SW,SW:FRM->PMH,SW train service from FRM to PMH,2,,,,Train. First class available. Reservation not possible
9242,SW,SW:PMH->WAT,SW train service from PMH to WAT,2,,,,Train. First class available. Reservation possible
98807,SW,SW:PMH->ESL,SW train service from PMH to ESL,2,,,,Train. First class available. Reservation possible
118586,SW,SW:WIN->WAT,SW train service from WIN to WAT,2,,,,Train. First class available. Reservation possible
9262,SW,SW:WAT->WNR,SW train service from WAT to WNR,2,,,,Train. Standard class only. Reservation not possible
192461,SW,SW:KNG->WNR,SW train service from KNG to WNR,2,,,,Train. Standard class only. Reservation not possible
9264,SW,SW:WNR->WAT,SW train service from WNR to WAT,2,,,,Train. Standard class only. Reservation not possible
192463,SW,SW:WNR->KNG,SW train service from WNR to KNG,2,,,,Train. Standard class only. Reservation not possible
9284,SW,SW:WNR->SNS,SW train service from WNR to SNS,2,,,,Train. Standard class only. Reservation not possible
9285,SW,SW:SAL->BRI,SW train service from SAL to BRI,2,,,,Train. First class available. Reservation possible
9286,SW,SW:BMH->WEY,SW train service from BMH to WEY,2,,,,Train. First class available. Reservation possible
192484,SW,SW:BMH->WRM,SW train service from BMH to WRM,2,,,,Train. First class available. Reservation possible
9287,SW,SW:SOU->WEY,SW train service from SOU to WEY,2,,,,Train. First class available. Reservation possible
136998,SW,SW:SOU->BMH,SW train service from SOU to BMH,2,,,,Train. First class available. Reservation possible
192485,SW,SW:SOU->WRM,SW train service from SOU to WRM,2,,,,Train. First class available. Reservation possible
9288,SW,SW:WAT->WEY,SW train service from WAT to WEY,2,,,,Train. First class available. Reservation possible
192486,SW,SW:WAT->WRM,SW train service from WAT to WRM,2,,,,Train. First class available. Reservation possible
9290,SW,SW:WEY->WAT,SW train service from WEY to WAT,2,,,,Train. First class available. Reservation possible
192488,SW,SW:WRM->WAT,SW train service from WRM to WAT,2,,,,Train. First class available. Reservation possible
9306,SW,SW:WEY->SOU,SW train service from WEY to SOU,2,,,,Train. First class available. Reservation possible
137017,SW,SW:BMH->SOU,SW train service from BMH to SOU,2,,,,Train. First class available. Reservation possible
192504,SW,SW:WRM->SOU,SW train service from WRM to SOU,2,,,,Train. First class available. Reservation possible
9307,SW,SW:WEY->BMH,SW train service from WEY to BMH,2,,,,Train. First class available. Reservation not possible
192505,SW,SW:WRM->BMH,SW train service from WRM to BMH,2,,,,Train. First class available. Reservation not possible
98869,SW,SW:GLD->AON,SW train service from GLD to AON,2,,,,Train. First class available. Reservation not possible
9310,SW,SW:FNH->WOK,SW train service from FNH to WOK,2,,,,Train. First class available. Reservation not possible
98871,SW,SW:FNH->GLD,SW train service from FNH to GLD,2,,,,Train. First class available. Reservation not possible
9312,SW,SW:AON->WOK,SW train service from AON to WOK,2,,,,Train. First class available. Reservation not possible
98873,SW,SW:AON->GLD,SW train service from AON to GLD,2,,,,Train. First class available. Reservation not possible
9357,SW,SW:WAT->FNH,SW train service from WAT to FNH,2,,,,Train. First class available. Reservation not possible
98918,SW,SW:WAT->SUR,SW train service from WAT to SUR,2,,,,Train. First class available. Reservation not possible
9360,SW,SW:WAT->RDG,SW train service from WAT to RDG,2,,,,Train. Standard class only. Reservation not possible
155638,SW,SW:SNS->RDG,SW train service from SNS to RDG,2,,,,Train. Standard class only. Reservation not possible
9364,SW,SW:RDG->WAT,SW train service from RDG to WAT,2,,,,Train. Standard class only. Reservation not possible
155646,SW,SW:RDG->SNS,SW train service from RDG to SNS,2,,,,Train. Standard class only. Reservation not possible
9386,SW,SW:WIM->EPS,SW train service from WIM to EPS,2,,,,Train. Standard class only. Reservation not possible
9388,SW,SW:WIM->GLD,SW train service from WIM to GLD,2,,,,Train. Standard class only. Reservation not possible
175935,SW,SW:LHD->GLD,SW train service from LHD to GLD,2,,,,Train. Standard class only. Reservation not possible
9389,SW,SW:WAT->GLD,SW train service from WAT to GLD,2,,,,Train. Standard class only. Reservation not possible
9391,SW,SW:GLD->WAT,SW train service from GLD to WAT,2,,,,Train. Standard class only. Reservation not possible
175938,SW,SW:GLD->LHD,SW train service from GLD to LHD,2,,,,Train. Standard class only. Reservation not possible
9412,SW,SW:WAT->EPS,SW train service from WAT to EPS,2,,,,Train. Standard class only. Reservation not possible
9415,SW,SW:SOU->PMS,SW train service from SOU to PMS,2,,,,Train. First class available. Reservation not possible
155714,SW,SW:WLS->PMS,SW train service from WLS to PMS,2,,,,Train. First class available. Reservation not possible
9419,SW,SW:PMS->SOU,SW train service from PMS to SOU,2,,,,Train. First class available. Reservation not possible
9462,SW,SW:SUR->GLD,SW train service from SUR to GLD,2,,,,Train. Standard class only. Reservation not possible
9463,SW,SW:GLD->WIM,SW train service from GLD to WIM,2,,,,Train. Standard class only. Reservation not possible
9487,SW,SW:WAT->SHP,SW train service from WAT to SHP,2,,,,Train. Standard class only. Reservation not possible
9492,SW,SW:SHP->WAT,SW train service from SHP to WAT,2,,,,Train. Standard class only. Reservation not possible
9512,SW,SW:WAT->HMC,SW train service from WAT to HMC,2,,,,Train. Standard class only. Reservation not possible
9521,SW,SW:HMC->WAT,SW train service from HMC to WAT,2,,,,Train. Standard class only. Reservation not possible
9560,SW,SW:HMC->WIM,SW train service from HMC to WIM,2,,,,Train. Standard class only. Reservation not possible
9561,SW,SW:WAT->WAT,SW train service from WAT to WAT,2,,,,Train. Standard class only. Reservation not possible
9570,SW,SW:WAT->STW,SW train service from WAT to STW,2,,,,Train. Standard class only. Reservation not possible
99001,SW,SW:WAT->FLW,SW train service from WAT to FLW,2,,,,Train. Standard class only. Reservation not possible
9571,SW,SW:WOK->BSK,SW train service from WOK to BSK,2,,,,Train. First class available. Reservation not possible
9572,SW,SW:BSK->WAT,SW train service from BSK to WAT,2,,,,Train. First class available. Reservation not possible
9573,SW,SW:WAT->BSK,SW train service from WAT to BSK,2,,,,Train. First class available. Reservation not possible
9615,SW,SW:BSK->WOK,SW train service from BSK to WOK,2,,,,Train. First class available. Reservation not possible
9616,SW,SW:WIM->CSS,SW train service from WIM to CSS,2,,,,Train. Standard class only. Reservation not possible
9618,SW,SW:WAT->CSS,SW train service from WAT to CSS,2,,,,Train. Standard class only. Reservation not possible
9625,SW,SW:CSS->WAT,SW train service from CSS to WAT,2,,,,Train. Standard class only. Reservation not possible
9660,SW,SW:CSS->WIM,SW train service from CSS to WIM,2,,,,Train. Standard class only. Reservation not possible
9661,SW,SW:AHT->GLD,SW train service from AHT to GLD,2,,,,Train. First class available. Reservation not possible
9662,SW,SW:ACT->GLD,SW train service from ACT to GLD,2,,,,Train. First class available. Reservation not possible
137163,SW,SW:ACT->AHT,SW train service from ACT to AHT,2,,,,Train. First class available. Reservation not possible
9663,SW,SW:GLD->ACT,SW train service from GLD to ACT,2,,,,Train. First class available. Reservation not possible
137164,SW,SW:AHT->ACT,SW train service from AHT to ACT,2,,,,Train. First class available. Reservation not possible
155793,SW,SW:GLD->AHT,SW train service from GLD to AHT,2,,,,Train. First class available. Reservation not possible
9692,SW,SW:ACT->FNH,SW train service from ACT to FNH,2,,,,Train. First class available. Reservation not possible
155824,SW,SW:GLD->FNH,SW train service from GLD to FNH,2,,,,Train. First class available. Reservation not possible
9708,SW,SW:WAT->KNG,SW train service from WAT to KNG,2,,,,Train. Standard class only. Reservation not possible
99096,SW,SW:SHP->KNG,SW train service from SHP to KNG,2,,,,Train. Standard class only. Reservation not possible
155838,SW,SW:PTR->WAT,SW train service from PTR to WAT,2,,,,Train. First class available. Reservation possible
9726,SW,SW:PMH->WOK,SW train service from PMH to WOK,2,,,,Train. First class available. Reservation not possible
99114,SW,SW:PMH->GLD,SW train service from PMH to GLD,2,,,,Train. First class available. Reservation not possible
192654,SW,SW:PTR->WOK,SW train service from PTR to WOK,2,,,,Train. First class available. Reservation not possible
263808,SW,SW:KNG->WAT,SW train service from KNG to WAT,2,,,,Train. Standard class only. Reservation not possible
9729,SW,SW:SAL->ROM,SW train service from SAL to ROM,2,,,,Train. First class available. Reservation not possible
137201,SW,SW:ROM->ROM,SW train service from ROM to ROM,2,,,,Train. First class available. Reservation not possible
248033,SW,SW:SAL->SOU,SW train service from SAL to SOU,2,,,,Train. First class available. Reservation not possible
248036,SW,SW:SOU->ROM,SW train service from SOU to ROM,2,,,,Train. First class available. Reservation not possible
263818,SW,SW:KNG->TWI,SW train service from KNG to TWI,2,,,,Train. Standard class only. Reservation not possible
248039,SW,SW:ROM->SOU,SW train service from ROM to SOU,2,,,,Train. First class available. Reservation not possible
137204,SW,SW:SNS->WAT,SW train service from SNS to WAT,2,,,,Train. Standard class only. Reservation not possible
192668,SW,SW:WYB->KWB,SW train service from WYB to KWB,2,,,,Train. Standard class only. Reservation not possible
9758,SW,SW:ESL->PMS,SW train service from ESL to PMS,2,,,,Train. First class available. Reservation possible
176081,SW,SW:ESL->FTN,SW train service from ESL to FTN,2,,,,Train. First class available. Reservation possible
9783,SW,SW:WAT->SNS,SW train service from WAT to SNS,2,,,,Train. Standard class only. Reservation not possible
9802,SW,SW:HTR->WOK,SW bus service from HTR to WOK,3,,,,Bus. Standard class only. Reservation not possible
9803,SW,SW:WOK->HTR,SW bus service from WOK to HTR,3,,,,Bus. Standard class only. Reservation not possible
263828,SW,SW:WAT->SOU,SW train service from WAT to SOU,2,,,,Train. First class available. Reservation possible
9841,SW,SW:SOU->WAT,SW train service from SOU to WAT,2,,,,Train. First class available. Reservation not possible
155911,SW,SW:ESL->WAT,SW train service from ESL to WAT,2,,,,Train. First class available. Reservation not possible
155915,SW,SW:WAT->ESL,SW train service from WAT to ESL,2,,,,Train. First class available. Reservation possible
9856,SW,SW:SAL->EXD,SW train service from SAL to EXD,2,,,,Train. First class available. Reservation possible
176121,SW,SW:GIL->EXD,SW train service from GIL to EXD,2,,,,Train. First class available. Reservation possible
192718,SW,SW:SAL->PIN,SW train service from SAL to PIN,2,,,,Train. First class available. Reservation possible
9857,SW,SW:BSK->EXD,SW train service from BSK to EXD,2,,,,Train. First class available. Reservation possible
99154,SW,SW:ADV->EXD,SW train service from ADV to EXD,2,,,,Train. First class available. Reservation possible
118810,SW,SW:BSK->SAL,SW train service from BSK to SAL,2,,,,Train. First class available. Reservation possible
192719,SW,SW:ADV->HON,SW train service from ADV to HON,2,,,,Train. First class available. Reservation possible
9858,SW,SW:WAT->EXD,SW train service from WAT to EXD,2,,,,Train. First class available. Reservation possible
192720,SW,SW:WAT->HON,SW train service from WAT to HON,2,,,,Train. First class available. Reservation possible
9859,SW,SW:SAL->WAT,SW train service from SAL to WAT,2,,,,Train. First class available. Reservation possible
99156,SW,SW:SAL->ADV,SW train service from SAL to ADV,2,,,,Train. First class available. Reservation possible
137243,SW,SW:ADV->WAT,SW train service from ADV to WAT,2,,,,Train. First class available. Reservation possible
9860,SW,SW:RDG->SAL,SW train service from RDG to SAL,2,,,,Train. First class available. Reservation possible
9864,SW,SW:YVJ->WAT,SW train service from YVJ to WAT,2,,,,Train. First class available. Reservation possible
99161,SW,SW:YVJ->ADV,SW train service from YVJ to ADV,2,,,,Train. First class available. Reservation possible
176127,SW,SW:HON->GIL,SW train service from HON to GIL,2,,,,Train. First class available. Reservation possible
9872,SW,SW:EXD->WAT,SW train service from EXD to WAT,2,,,,Train. First class available. Reservation possible
99169,SW,SW:EXD->ADV,SW train service from EXD to ADV,2,,,,Train. First class available. Reservation possible
137251,SW,SW:EXD->GIL,SW train service from EXD to GIL,2,,,,Train. First class available. Reservation possible
192732,SW,SW:HON->WAT,SW train service from HON to WAT,2,,,,Train. First class available. Reservation possible
9875,SW,SW:RDG->YVP,SW train service from RDG to YVP,2,,,,Train. First class available. Reservation possible
248074,SW,SW:EXD->SAL,SW train service from EXD to SAL,2,,,,Train. First class available. Reservation possible
9883,SW,SW:RDG->GIL,SW train service from RDG to GIL,2,,,,Train. First class available. Reservation possible
9896,SW,SW:YVP->WAT,SW train service from YVP to WAT,2,,,,Train. First class available. Reservation possible
99193,SW,SW:YVP->ADV,SW train service from YVP to ADV,2,,,,Train. First class available. Reservation possible
9900,SW,SW:GIL->WAT,SW train service from GIL to WAT,2,,,,Train. First class available. Reservation possible
99197,SW,SW:GIL->ADV,SW train service from GIL to ADV,2,,,,Train. First class available. Reservation possible
9903,SW,SW:WAT->YVJ,SW train service from WAT to YVJ,2,,,,Train. First class available. Reservation possible
99200,SW,SW:ADV->YVJ,SW train service from ADV to YVJ,2,,,,Train. First class available. Reservation possible
176148,SW,SW:GIL->YVJ,SW train service from GIL to YVJ,2,,,,Train. First class available. Reservation possible
248094,SW,SW:EXD->BSK,SW train service from EXD to BSK,2,,,,Train. First class available. Reservation possible
192758,SW,SW:HON->SAL,SW train service from HON to SAL,2,,,,Train. First class available. Reservation possible
9913,SW,SW:EXD->YVJ,SW train service from EXD to YVJ,2,,,,Train. First class available. Reservation possible
192760,SW,SW:PIN->YVJ,SW train service from PIN to YVJ,2,,,,Train. First class available. Reservation possible
9914,SW,SW:YVJ->SAL,SW train service from YVJ to SAL,2,,,,Train. First class available. Reservation possible
137259,SW,SW:WMN->SAL,SW train service from WMN to SAL,2,,,,Train. First class available. Reservation possible
269524,SW,SW:BRI->SAL,SW train service from BRI to SAL,2,,,,Train. First class available. Reservation possible
9971,SW,SW:AON->WAT,SW train service from AON to WAT,2,,,,Train. First class available. Reservation not possible
9973,SW,SW:ACT->WAT,SW train service from ACT to WAT,2,,,,Train. Standard class only. Reservation not possible
10013,SW,SW:WIM->WAT,SW train service from WIM to WAT,2,,,,Train. Standard class only. Reservation not possible
10015,SW,SW:EPS->WAT,SW train service from EPS to WAT,2,,,,Train. Standard class only. Reservation not possible
243438,SW,SW:WAT->WIM,SW train service from WAT to WIM,2,,,,Train. Standard class only. Reservation not possible
10025,SW,SW:PMH->SOU,SW train service from PMH to SOU,2,,,,Train. First class available. Reservation not possible
156072,SW,SW:PMH->WLS,SW train service from PMH to WLS,2,,,,Train. First class available. Reservation not possible
10083,SW,SW:GLD->SUR,SW train service from GLD to SUR,2,,,,Train. Standard class only. Reservation not possible
10121,SW,SW:WAT->TWI,SW train service from WAT to TWI,2,,,,Train. Standard class only. Reservation not possible
251555,SW,SW:WAT->TED,SW train service from WAT to TED,2,,,,Train. Standard class only. Reservation not possible
10149,SW,SW:WOK->PMH,SW train service from WOK to PMH,2,,,,Train. First class available. Reservation possible
99401,SW,SW:GLD->PMH,SW train service from GLD to PMH,2,,,,Train. First class available. Reservation not possible
156110,SW,SW:WOK->PTR,SW train service from WOK to PTR,2,,,,Train. First class available. Reservation not possible
10175,SW,SW:ROM->SAL,SW train service from ROM to SAL,2,,,,Train. First class available. Reservation not possible
248219,SW,SW:SOU->SAL,SW train service from SOU to SAL,2,,,,Train. First class available. Reservation not possible
10188,SW,SW:SAL->SAL,SW train service from SAL to SAL,2,,,,Train. First class available. Reservation not possible
10208,SE,SE:STP->AFK,SE train service from STP to AFK,2,,,,Train. Standard class only. Reservation possible
10210,SE,SE:BMS->VIC,SE train service from BMS to VIC,2,,,,Train. Standard class only. Reservation not possible
156167,SE,SE:SOO->STP,SE train service from SOO to STP,2,,,,Train. Standard class only. Reservation possible
10212,SE,SE:STP->FAV,SE train service from STP to FAV,2,,,,Train. Standard class only. Reservation possible
137414,SE,SE:STP->RTR,SE train service from STP to RTR,2,,,,Train. Standard class only. Reservation possible
156168,SE,SE:STP->SOO,SE train service from STP to SOO,2,,,,Train. Standard class only. Reservation possible
176326,SE,SE:STP->SIT,SE train service from STP to SIT,2,,,,Train. Standard class only. Reservation possible
10229,SE,SE:STP->RAM,SE train service from STP to RAM,2,,,,Train. Standard class only. Reservation possible
192935,SE,SE:STP->EBD,SE train service from STP to EBD,2,,,,Train. Standard class only. Reservation possible
176345,SE,SE:STP->RAI,SE train service from STP to RAI,2,,,,Train. Standard class only. Reservation possible
10262,SE,SE:HGS->CHX,SE train service from HGS to CHX,2,,,,Train. First class available. Reservation possible
119024,SE,SE:HGS->TBW,SE train service from HGS to TBW,2,,,,Train. First class available. Reservation possible
137462,SE,SE:TBW->CHX,SE train service from TBW to CHX,2,,,,Train. First class available. Reservation possible
10280,SE,SE:HGS->TON,SE train service from HGS to TON,2,,,,Train. First class available. Reservation possible
137480,SE,SE:TBW->TON,SE train service from TBW to TON,2,,,,Train. First class available. Reservation possible
10291,SE,SE:AFK->STP,SE train service from AFK to STP,2,,,,Train. Standard class only. Reservation possible
192941,SE,SE:CBW->STP,SE train service from CBW to STP,2,,,,Train. Standard class only. Reservation possible
119059,SE,SE:STP->FKC,SE train service from STP to FKC,2,,,,Train. Standard class only. Reservation possible
10337,SE,SE:RAM->VIC,SE train service from RAM to VIC,2,,,,Train. First class available. Reservation possible
137504,SE,SE:FAV->DVP,SE train service from FAV to DVP,2,,,,Train. First class available. Reservation possible
10354,SE,SE:VIC->FAV,SE train service from VIC to FAV,2,,,,Train. First class available. Reservation possible
10355,SE,SE:CHX->HYS,SE train service from CHX to HYS,2,,,,Train. Standard class only. Reservation not possible
10389,SE,SE:SGR->CST,SE train service from SGR to CST,2,,,,Train. Standard class only. Reservation not possible
266015,SE,SE:CRY->CST,SE train service from CRY to CST,2,,,,Train. Standard class only. Reservation not possible
193021,SE,SE:DFD->CST,SE train service from DFD to CST,2,,,,Train. Standard class only. Reservation not possible
193022,SE,SE:NFL->CHX,SE train service from NFL to CHX,2,,,,Train. Standard class only. Reservation not possible
10397,SE,SE:SSS->SIT,SE train service from SSS to SIT,2,,,,Train. Standard class only. Reservation not possible
10399,SE,SE:GRV->CHX,SE train service from GRV to CHX,2,,,,Train. Standard class only. Reservation not possible
137526,SE,SE:SOO->CHX,SE train service from SOO to CHX,2,,,,Train. Standard class only. Reservation not possible
10402,SE,SE:SIT->SSS,SE train service from SIT to SSS,2,,,,Train. Standard class only. Reservation not possible
10498,SE,SE:CST->DFD,SE train service from CST to DFD,2,,,,Train. Standard class only. Reservation not possible
176441,SE,SE:CST->SGR,SE train service from CST to SGR,2,,,,Train. Standard class only. Reservation not possible
10503,SE,SE:ORP->CHX,SE train service from ORP to CHX,2,,,,Train. Standard class only. Reservation not possible
10504,SE,SE:SEV->CHX,SE train service from SEV to CHX,2,,,,Train. Standard class only. Reservation not possible
119224,SE,SE:CST->CST,SE train service from CST to CST,2,,,,Train. Standard class only. Reservation not possible
10598,SE,SE:BMN->GRP,SE train service from BMN to GRP,2,,,,Train. Standard class only. Reservation not possible
10599,SE,SE:GRP->BMN,SE train service from GRP to BMN,2,,,,Train. Standard class only. Reservation not possible
10604,SE,SE:HYS->CST,SE train service from HYS to CST,2,,,,Train. Standard class only. Reservation not possible
10605,SE,SE:GLM->CBE,SE train service from GLM to CBE,2,,,,Train. First class available. Reservation not possible
137590,SE,SE:RAI->CBE,SE train service from RAI to CBE,2,,,,Train. First class available. Reservation not possible
