stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
DAG,DALGETY,Dalgety Bay,0,56.04209,-3.36772,,,,,Europe/London,0
DAK,DLMRNOK,Dalmarnock,0,55.84209,-4.21771,,,,,Europe/London,0
DAL,DLMALLY,Dalmally,0,56.40119,-4.98355,,,,,Europe/London,0
DAM,DLMY,Dalmeny,1,55.98632,-3.38162,,,,,Europe/London,0
DAN,DARNALL,Darnall,0,53.38458,-1.41257,,,,,Europe/London,0
DAR,DLTN,Darlington,2,54.52045,-1.54732,,,,,Europe/London,0
DAT,DATCHET,Datchet,0,51.48308,-0.57942,,,,,Europe/London,0
DBC,DMBRTNC,Dumbarton Central,1,55.94665,-4.56692,,,,,Europe/London,0
DBD,DNDL,Denby Dale,0,53.57263,-1.66321,,,,,Europe/London,0
DBE,DMBRTNE,Dumbarton East,0,55.94225,-4.55414,,,,,Europe/London,0
DBG,MOTFONT,Mottisfont & Dunbridge,0,51.03393,-1.54708,,,,,Europe/London,0
DBL,DUNANE,Dunblane,1,56.18589,-3.96549,,,,,Europe/London,0
DBP,CATZDBP,DUBLIN PEARSE (CIE),0,0,0,,,,,Europe/Dublin,0
DBR,DERBYRD,Derby Road (Ipswich),0,52.05055,1.18264,,,,,Europe/London,0
DBY,DRBY,Derby,2,52.91655,-1.46335,,,,,Europe/London,0
DCG,DUNCRAG,Duncraig,0,57.337,-5.63713,,,,,Europe/London,0
DCH,DRCHS,Dorchester South,1,50.70929,-2.43724,,,,,Europe/London,0
DCL,DUBLINC,DUBLIN CONNOLLY (CIE),1,0,0,,,,,Europe/Dublin,0
DCT,DANESCT,Danescourt,0,51.50051,-3.23392,,,,,Europe/London,0
DCW,DRCHW,Dorchester West,1,50.71095,-2.44254,,,,,Europe/London,0
DDB,DUNLHRM,DUN LAOGHAIRE (CIV),1,0,0,,,,,Europe/London,0
DDG,DORIDGE,Dorridge,1,52.37207,-1.7529,,,,,Europe/London,0
DDK,DGNHMDC,Dagenham Dock,0,51.52609,0.1461,,,,,Europe/London,0
DDP,DUDLPT,Dudley Port,0,52.52465,-2.04948,,,,,Europe/London,0
DEA,DEAL,Deal,1,51.22304,1.39885,,,,,Europe/London,0
DEB,PBRODMP,DEREHAM MARKET PLACE,0,0,0,,,,,Europe/London,0
DEE,DUNDETB,Dundee,2,56.45649,-2.9712,,,,,Europe/London,0
DEN,DEAN,Dean,0,51.04246,-1.63487,,,,,Europe/London,0
DEP,DEPTFD,Deptford,0,51.47885,-0.02627,,,,,Europe/London,0
DEW,DWBY,Dewsbury,1,53.69213,-1.63311,,,,,Europe/London,0
DFD,DARTFD,Dartford,1,51.44737,0.21925,,,,,Europe/London,0
DFE,DNFRMLE,Dunfermline Town,1,56.06819,-3.45253,,,,,Europe/London,0
DFI,DUFIELD,Duffield,1,52.9884,-1.48597,,,,,Europe/London,0
DFL,DNFRMQM,Dunfermline Queen Margaret,1,56.08057,-3.42147,,,,,Europe/London,0
DFP,DUBLINF,DUBLIN FYPT I.F,1,0,0,,,,,Europe/London,0
DFR,DRMFCHR,Drumfrochar,0,55.94125,-4.77477,,,,,Europe/London,0
DGC,DENHMGC,Denham Golf Club,0,51.5806,-0.51779,,,,,Europe/London,0
DGL,DGLROAD,Dingle Road,0,51.44005,-3.18059,,,,,Europe/London,0
DGS,DOUGLAS,DOUGLAS IOM,0,0,0,,,,,Europe/London,0
DGT,MNCRDGT,Deansgate,2,53.47418,-2.25105,,,,,Europe/London,0
DGY,DEGANWY,Deganwy,0,53.29475,-3.83339,,,,,Europe/London,0
DHM,DRHM,Durham,1,54.77939,-1.58175,,,,,Europe/London,0
DHN,DEIGHTN,Deighton,0,53.66848,-1.7519,,,,,Europe/London,0
DHT,DUBLINH,DUBLIN HEUSTON (CIE),1,0,0,,,,,Europe/Dublin,0
DID,DIDCOTP,Didcot Parkway,2,51.61095,-1.24289,,,,,Europe/London,0
DIG,DIGBY,Digby & Sowton,0,50.71399,-3.47356,,,,,Europe/London,0
DIN,DINGWAL,Dingwall,1,57.59424,-4.4222,,,,,Europe/London,0
DIS,DISS,Diss,2,52.37366,1.1237,,,,,Europe/London,0
DKD,DUNKELD,Dunkeld & Birnam,0,56.55706,-3.5784,,,,,Europe/London,0
DKG,DORKING,Dorking,2,51.24093,-0.32425,,,,,Europe/London,0
DKR,DERKER,DERKER MTLK,0,0,0,,,,,Europe/London,0
DKT,DRKGW,Dorking West,0,51.23623,-0.33998,,,,,Europe/London,0
DLE,DULOE,DULOE(CAUSELAND),1,0,0,,,,,Europe/London,0
DLG,DOLGARG,Dolgarrog,0,53.18635,-3.82264,,,,,Europe/London,0
DLH,DOLEHAM,Doleham,0,50.91859,0.60997,,,,,Europe/London,0
DLJ,DALS,Dalston Junction,1,51.54612,-0.07514,,,,,Europe/London,0
DLK,DALSKLD,Dalston Kingsland,1,51.54815,-0.0757,,,,,Europe/London,0
DLM,DELAMER,Delamere,0,53.22878,-2.66656,,,,,Europe/London,0
DLR,DLREOCH,Dalreoch,1,55.94741,-4.57786,,,,,Europe/London,0
DLS,DALSTON,Dalston (Cumbria),0,54.84618,-2.98885,,,,,Europe/London,0
DLT,DALTON,Dalton,0,54.15424,-3.179,,,,,Europe/London,0
DLW,DALWHIN,Dalwhinnie,0,56.93517,-4.2462,,,,,Europe/London,0
DLY,DALRY,Dalry,0,55.70622,-4.71108,,,,,Europe/London,0
DMC,DRMCHPL,Drumchapel,0,55.90481,-4.36288,,,,,Europe/London,0
DMD,CATZDMD,DROMOD      (CIE,0,0,0,,,,,Europe/Dublin,0
DMF,DUMFRES,Dumfries,2,55.07256,-3.6043,,,,,Europe/London,0
DMG,DINASR,Dinas (Rhondda),0,51.61783,-3.43754,,,,,Europe/London,0
DMH,DILTONM,Dilton Marsh,0,51.24899,-2.20792,,,,,Europe/London,0
DMK,DENMRKH,Denmark Hill,2,51.4682,-0.08936,,,,,Europe/London,0
DML,MNCRDML,DROYLESDEN MTLK,0,0,0,,,,,Europe/London,0
DMP,DUMPTNP,Dumpton Park,0,51.3457,1.42582,,,,,Europe/London,0
DMR,DALMUIR,Dalmuir,1,55.91193,-4.42668,,,,,Europe/London,0
DMS,DORMANS,Dormans,0,51.15579,-0.00431,,,,,Europe/London,0
DMY,DRUMRY,Drumry,0,55.90459,-4.38547,,,,,Europe/London,0
DND,DINSDAL,Dinsdale,0,54.51473,-1.46706,,,,,Europe/London,0
DNG,DTNG,Dunton Green,0,51.29649,0.17094,,,,,Europe/London,0
DNL,DNLP,Dunlop,0,55.71188,-4.53239,,,,,Europe/London,0
DNM,DENHAM,Denham,1,51.57884,-0.49744,,,,,Europe/London,0
DNO,DNROBIN,Dunrobin Castle,0,57.98553,-3.94892,,,,,Europe/London,0
DNS,DINASP,Dinas Powys,0,51.43166,-3.21835,,,,,Europe/London,0
DNT,DENT,Dent,0,54.28241,-2.3636,,,,,Europe/London,0
DNY,DANBY,Danby,0,54.46615,-0.91096,,,,,Europe/London,0
DOC,DOCKYDP,Dockyard (Plymouth),0,50.38217,-4.1759,,,,,Europe/London,0
DOD,DODWRTH,Dodworth,0,53.54432,-1.53169,,,,,Europe/London,0
DOL,DOLAU,Dolau,0,52.29535,-3.26362,,,,,Europe/London,0
DON,DONC,Doncaster,2,53.52215,-1.13985,,,,,Europe/London,0
DOR,DORE,Dore & Totley,1,53.32763,-1.5153,,,,,Europe/London,0
DOT,DNSN,Dunston,0,54.95006,-1.64204,,,,,Europe/London,0
DOW,DOWNHAM,Downham Market,1,52.60411,0.36568,,,,,Europe/London,0
DPD,DEPDENE,Dorking Deepdene,2,51.2388,-0.32464,,,,,Europe/London,0
DPS,DUBLFST,DUBLIN PORT STENA,1,0,0,,,,,Europe/London,0
DPT,DEVNARB,Devonport,9,50.37853,-4.17071,,,,,Europe/London,0
DRA,CATZDRA,DROGHEDA    (CIE,0,0,0,,,,,Europe/Dublin,0
DRD,DNRD,DANE ROAD-MTLK,1,0,0,,,,,Europe/London,0
DRF,DRIFILD,Driffield,1,54.00153,-0.43466,,,,,Europe/London,0
DRG,DRAYGRN,Drayton Green,0,51.51662,-0.33019,,,,,Europe/London,0
DRI,DRIGG,Drigg,0,54.37696,-3.44341,,,,,Europe/London,0
DRM,DREMJ,Drem,1,56.00512,-2.78605,,,,,Europe/London,0
DRN,DUIRNSH,Duirinish,0,57.31998,-5.69132,,,,,Europe/London,0
DRO,DRONFLD,Dronfield,0,53.30137,-1.46878,,,,,Europe/London,0
DRT,DRTN,Darton,0,53.58837,-1.53166,,,,,Europe/London,0
DRU,DRMGLCH,Drumgelloch,0,55.86735,-3.94888,,,,,Europe/London,0
DSL,DISLEY,Disley,0,53.35818,-2.04248,,,,,Europe/London,0
DSM,DARSHAM,Darsham,0,52.273,1.52347,,,,,Europe/London,0
DST,DUKEST,Duke Street,0,55.85844,-4.21305,,,,,Europe/London,0
DSY,DAISYH,Daisy Hill,1,53.53945,-2.51586,,,,,Europe/London,0
DTG,DNTG,Dinting,0,53.44933,-1.9703,,,,,Europe/London,0
DTN,DNTON,Denton,0,53.45687,-2.13166,,,,,Europe/London,0
DTW,DRTWCHS,Droitwich Spa,2,52.2682,-2.15836,,,,,Europe/London,0
DUD,DUDESTN,Duddeston,0,52.48836,-1.87139,,,,,Europe/London,0
DUK,CATZDUK,DUNDALK     (CIE,0,0,0,,,,,Europe/Dublin,0
DUL,DULNGHM,Dullingham,2,52.20165,0.36666,,,,,Europe/London,0
DUM,DUMBRCK,Dumbreck,0,55.84465,-4.30124,,,,,Europe/London,0
DUN,DUNBAR,Dunbar,0,55.99829,-2.51335,,,,,Europe/London,0
DUO,DUNOON,DUNOON,0,0,0,,,,,Europe/London,0
DUR,DRNGTOS,Durrington-on-Sea,0,50.81753,-0.41147,,,,,Europe/London,0
DUU,DUNS,DUNS,0,0,0,,,,,Europe/London,0
DVC,DOVRCRT,Dovercourt,0,51.93874,1.28061,,,,,Europe/London,0
DVH,DVHL,Dove Holes,0,53.30003,-1.88975,,,,,Europe/London,0
DVM,MNCRDVM,DIDSBURY VILLAGE MTLK,0,0,0,,,,,Europe/London,0
DVN,DAVNPRT,Davenport,0,53.3909,-2.15296,,,,,Europe/London,0
DVP,DOVERP,Dover Priory,1,51.1257,1.30529,,,,,Europe/London,0
DVR,CATZDVR,DAVENTRY BUS,0,0,0,,,,,Europe/London,0
DVY,DOVYJN,Dovey Junction,1,52.56436,-3.9239,,,,,Europe/London,0
DWD,DLWYDLN,Dolwyddelan,0,53.05201,-3.88513,,,,,Europe/London,0
DWL,DAWLISH,Dawlish,0,50.58082,-3.46463,,,,,Europe/London,0
DWN,DARWEN,Darwen,0,53.69804,-2.46494,,,,,Europe/London,0
DWW,DAWLSHW,Dawlish Warren,0,50.59871,-3.44356,,,,,Europe/London,0
DYC,DYCE,Dyce,0,57.20565,-2.19232,,,,,Europe/London,0
DYF,DYFRYNA,Dyffryn Ardudwy,0,52.78885,-4.10464,,,,,Europe/London,0
DYP,DRYP,Drayton Park,0,51.55277,-0.10551,,,,,Europe/London,0
DZY,DANZEY,Danzey,0,52.32481,-1.82088,,,,,Europe/London,0
EAD,ERLFLD,Earlsfield,0,51.44234,-0.18771,,,,,Europe/London,0
EAG,EGLSCLF,Eaglescliffe,2,54.52943,-1.34944,,,,,Europe/London,0
EAL,ACTONW,Ealing Broadway,9,51.51484,-0.30175,,,,,Europe/London,0
EAR,ERLY,Earley,0,51.4411,-0.91799,,,,,Europe/London,0
EAS,ELSN,EARLSTON,0,0,0,,,,,Europe/London,0
EBA,EUXT,Euxton Balshaw Lane,0,53.66048,-2.67202,,,,,Europe/London,0
EBB,EBWVTN,Ebbw Vale Town,0,51.77669,-3.20258,,,,,Europe/London,0
EBD,EBSFDOM,Ebbsfleet International,1,51.44297,0.32092,,,,,Europe/London,0
EBF,EBSFLTI,EBBSFLEET INTCIV,0,0,0,,,,,Europe/London,0
EBK,EASTBRK,Eastbrook,0,51.43764,-3.20614,,,,,Europe/London,0
EBL,EBOLDON,East Boldon,0,54.94642,-1.42031,,,,,Europe/London,0
EBN,EBOURNE,Eastbourne,2,50.76938,0.28125,,,,,Europe/London,0
EBR,EDNB,Edenbridge,2,51.20844,0.06065,,,,,Europe/London,0
EBT,EDNT,Edenbridge Town,1,51.20008,0.06717,,,,,Europe/London,0
EBV,EBWVPWY,Ebbw Vale Parkway,0,51.75714,-3.1961,,,,,Europe/London,0
ECC,ECCLES,Eccles,0,53.48536,-2.33451,,,,,Europe/London,0
ECL,ECPK,Eccleston Park,0,53.43079,-2.78004,,,,,Europe/London,0
ECM,MNCRECC,ECCLES MTLK,1,0,0,,,,,Europe/London,0
ECP,ERGNCHP,Energlyn & Churchill Park,0,51.58321,-3.2288,,,,,Europe/London,0
ECR,ECROYDN,East Croydon,2,51.37545,-0.09278,,,,,Europe/London,0
ECS,ECLR,Eccles Road,0,52.47088,0.96992,,,,,Europe/London,0
ECW,COWESE,COWES EAST RFSHP,0,0,0,,,,,Europe/London,0
EDA,EDINAIR,EDB APT BUS/TRAM,0,0,0,,,,,Europe/London,0
EDB,EDINBUR,Edinburgh,3,55.95239,-3.18823,,,,,Europe/London,0
EDG,EDGH,Edge Hill,1,53.40262,-2.94648,,,,,Europe/London,0
EDL,EDALE,Edale,0,53.36497,-1.81663,,,,,Europe/London,0
EDM,MNCREDM,E DIDSBURY MTLK,0,0,0,,,,,Europe/London,0
EDN,EDPK,Eden Park,0,51.39009,-0.02636,,,,,Europe/London,0
EDP,EDINPRK,Edinburgh Park,0,55.92755,-3.30766,,,,,Europe/London,0
EDR,EDMNGRN,Edmonton Green,1,51.62493,-0.06111,,,,,Europe/London,0
EDW,EDULWCH,East Dulwich,0,51.46149,-0.08057,,,,,Europe/London,0
EDY,EDIDBRY,East Didsbury,0,53.40931,-2.222,,,,,Europe/London,0
EFD,CATZEFD,ENFIELD     (CIE,0,0,0,,,,,Europe/Dublin,0
EFF,EFNGHMJ,Effingham Junction,2,51.2915,-0.41997,,,,,Europe/London,0
EFL,EFARBUS,East Farleigh,9,51.25524,0.48473,,,,,Europe/London,0
EGF,EGRFRTH,East Garforth,0,53.79198,-1.37054,,,,,Europe/London,0
EGG,EGGESFD,Eggesford,0,50.88774,-3.87475,,,,,Europe/London,0
EGH,EGHAM,Egham,0,51.42965,-0.54651,,,,,Europe/London,0
EGN,ESTRNGT,Eastrington,0,53.75516,-0.78763,,,,,Europe/London,0
EGR,EGRNSTD,East Grinstead,0,51.12627,-0.0179,,,,,Europe/London,0
EGT,EGTON,Egton,0,54.43748,-0.76146,,,,,Europe/London,0
EGY,EDINGWY,Edinburgh Gateway,1,55.94094,-3.32025,,,,,Europe/London,0
EHC,MNCRECM,ETIHAD CAMP MTLK,0,0,0,,,,,Europe/London,0
EKB,ESKBANK,Eskbank,0,55.8818,-3.08307,,,,,Europe/London,0
EKL,EKILBRD,East Kilbride,0,55.766,-4.18023,,,,,Europe/London,0
EKR,CATZ010,EYTHORNE EKR,0,0,0,,,,,Europe/London,0
ELD,EARLSWD,Earlswood (Surrey),0,51.22733,-0.17082,,,,,Europe/London,0
ELE,ELMERSE,Elmers End,0,51.39849,-0.04957,,,,,Europe/London,0
ELG,ELGIN,Elgin,1,57.64291,-3.31125,,,,,Europe/London,0
ELM,MNCRELM,EDGE LANE MTLK,0,0,0,,,,,Europe/London,0
ELO,ELTON,Elton & Orston,0,52.95214,-0.85551,,,,,Europe/London,0
ELP,ELSMPRT,Ellesmere Port,2,53.28219,-2.89642,,,,,Europe/London,0
ELR,ELSC,Elsecar,0,53.49866,-1.42742,,,,,Europe/London,0
ELS,ELTR,Elstree & Borehamwood,0,51.65307,-0.28008,,,,,Europe/London,0
ELW,ELTHAM,Eltham,0,51.45564,0.05247,,,,,Europe/London,0
ELY,ELYY,Ely,2,52.39123,0.26683,,,,,Europe/London,0
EMA,EMPKAIR,EAST M AIR/DBY,0,0,0,,,,,Europe/London,0
EMC,EMPKAR3,EAST M AIR/EMD,0,0,0,,,,,Europe/London,0
EMD,EMPKWAY,East Midlands Parkway,2,52.8625,-1.26323,,,,,Europe/London,0
EML,EMALING,East Malling,0,51.28581,0.43928,,,,,Europe/London,0
EMP,EMRSPKH,Emerson Park,0,51.56864,0.22011,,,,,Europe/London,0
EMS,EMSWTH,Emsworth,0,50.85161,-0.93843,,,,,Europe/London,0
ENC,ENFC,Enfield Chase,1,51.65325,-0.0907,,,,,Europe/London,0
ENF,ENFLDTN,Enfield Town,1,51.65203,-0.07933,,,,,Europe/London,0
ENL,ENFLDLK,Enfield Lock,1,51.67092,-0.02853,,,,,Europe/London,0
ENN,CATZENN,ENNIS       (CIE,1,0,0,,,,,Europe/Dublin,0
ENS,ENISCTY,ENNISCORTHY (CIE,1,0,0,,,,,Europe/Dublin,0
ENT,ENTWISL,Entwistle,0,53.65598,-2.41454,,,,,Europe/London,0
EPD,EPSDNS,Epsom Downs,0,51.32369,-0.23895,,,,,Europe/London,0
EPH,ELPHNAC,Elephant & Castle,2,51.49403,-0.09873,,,,,Europe/London,0
EPS,EPSM,Epsom,2,51.33439,-0.26878,,,,,Europe/London,0
ERA,ESTHRAK,Eastham Rake,0,53.30754,-2.98113,,,,,Europe/London,0
ERB,ERIDBUS,Eridge - A26,1,51.08772,0.20129,,,,,Europe/London,0
ERD,ERDNGTN,Erdington,0,52.52828,-1.83951,,,,,Europe/London,0
ERH,ERITH,Erith,0,51.48167,0.17505,,,,,Europe/London,0
ERI,ERIDGE,Eridge,0,51.08897,0.20143,,,,,Europe/London,0
ERL,ERLSTWN,Earlestown,2,53.45114,-2.63766,,,,,Europe/London,0
ESD,ELMW,Elmstead Woods,0,51.41712,0.04427,,,,,Europe/London,0
ESH,ESHER,Esher,0,51.37989,-0.35334,,,,,Europe/London,0
ESL,ELGH,Eastleigh,2,50.96925,-1.35008,,,,,Europe/London,0
ESM,ELSENHM,Elsenham,0,51.92055,0.22807,,,,,Europe/London,0
EST,ESHS,Easterhouse,0,55.85976,-4.10718,,,,,Europe/London,0
ESW,ELMSWEL,Elmswell,0,52.23804,0.91259,,,,,Europe/London,0
ETC,ETCHNGM,Etchingham,0,51.01055,0.44236,,,,,Europe/London,0
ETL,ETILBRY,East Tilbury,0,51.48483,0.41293,,,,,Europe/London,0
EUS,EUSTON,London Euston,3,51.52814,-0.13392,,,,,Europe/London,0
EVE,EVESHAM,Evesham,2,52.0984,-1.94731,,,,,Europe/London,0
EWD,ELWD,Earlswood (West Midlands),0,52.36658,-1.86117,,,,,Europe/London,0
EWE,EWELLE,Ewell East,1,51.3453,-0.24153,,,,,Europe/London,0
EWR,EWRTHNG,East Worthing,0,50.82165,-0.35489,,,,,Europe/London,0
EWW,EWELW,Ewell West,1,51.35004,-0.25699,,,,,Europe/London,0
EXC,EXETERC,Exeter Central,1,50.72648,-3.53328,,,,,Europe/London,0
EXD,EXETRSD,Exeter St Davids,2,50.72927,-3.54329,,,,,Europe/London,0
EXG,EXHIBTC,Exhibition Centre (Glasgow),1,55.86155,-4.28359,,,,,Europe/London,0
EXM,EXMOUTH,Exmouth,0,50.62163,-3.41497,,,,,Europe/London,0
EXN,EXTON,Exton,0,50.6683,-3.4441,,,,,Europe/London,0
EXQ,MNCREQY,EXCHGE QUAY MTLK,1,0,0,,,,,Europe/London,0
EXR,ESSEXRD,Essex Road,0,51.54071,-0.09628,,,,,Europe/London,0
EXT,EXETRST,Exeter St Thomas,0,50.71715,-3.53884,,,,,Europe/London,0
EYN,EYNSFD,Eynsford,0,51.36272,0.20439,,,,,Europe/London,0
FAL,FALMTHD,Falmouth Docks,0,50.15071,-5.05603,,,,,Europe/London,0
FAR,CATZFAR,FARRANFORE  (CIE,0,0,0,,,,,Europe/Dublin,0
FAV,FAVRSHM,Faversham,1,51.31171,0.89105,,,,,Europe/London,0
FAX,CATZFAX,FARINGDON BUS,0,0,0,,,,,Europe/London,0
FAZ,FAZKRLY,Fazakerley,0,53.46908,-2.93672,,,,,Europe/London,0
FBY,FORMBY,Formby,1,53.55348,-3.07091,,,,,Europe/London,0
FCN,FALCNWD,Falconwood,0,51.45915,0.0793,,,,,Europe/London,0
FEA,FTHRSTN,Featherstone,0,53.67907,-1.35844,,,,,Europe/London,0
FEG,FELL,FELLGATE METRO,0,0,0,,,,,Europe/London,0
FEL,FELTHAM,Feltham,2,51.4479,-0.40984,,,,,Europe/London,0
FEN,FSTR,Fenny Stratford,0,52.00007,-0.716,,,,,Europe/London,0
FER,FERNHIL,Fernhill,0,51.68649,-3.39588,,,,,Europe/London,0
FFA,FFAIRFC,Ffairfach,0,51.87247,-3.99286,,,,,Europe/London,0
FFD,FRESHFD,Freshford,0,51.34203,-2.30101,,,,,Europe/London,0
FGH,FGDHBR,Fishguard Harbour,1,52.01154,-4.98564,,,,,Europe/London,0
FGT,FAYGATE,Faygate,0,51.09589,-0.26302,,,,,Europe/London,0
FGW,FGDHGWK,Fishguard & Goodwick,0,52.00411,-4.99484,,,,,Europe/London,0
FHM,MNCRFHM,FREEHOLD MTLK,0,0,0,,,,,Europe/London,0
FIL,FILEY,Filey,0,54.20986,-0.29385,,,,,Europe/London,0
FIN,FINSTCK,Finstock,0,51.85278,-1.46934,,,,,Europe/London,0
FIT,FILTNEW,Filton Abbey Wood,2,51.50494,-2.56243,,,,,Europe/London,0
FKC,FLKSTNC,Folkestone Central,1,51.08289,1.16948,,,,,Europe/London,0
FKG,FALKRKG,Falkirk Grahamston,2,56.00261,-3.78505,,,,,Europe/London,0
FKK,FALKRKH,Falkirk High,1,55.99182,-3.79224,,,,,Europe/London,0
FKW,FLKSTNW,Folkestone West,0,51.08459,1.1539,,,,,Europe/London,0
FLD,FAULDHS,Fauldhouse,0,55.82247,-3.71932,,,,,Europe/London,0
FLE,FLEET,Fleet,0,51.29063,-0.83081,,,,,Europe/London,0
FLF,FLWRYFD,Flowery Field,1,53.46185,-2.08105,,,,,Europe/London,0
FLI,FLIXTON,Flixton,0,53.44381,-2.38425,,,,,Europe/London,0
FLM,FLIMBY,Flimby,0,54.68969,-3.52074,,,,,Europe/London,0
FLN,FLINT,Flint,0,53.24952,-3.13299,,,,,Europe/London,0
FLS,FALSWTH,FAILSWORTH MTLK,0,0,0,,,,,Europe/London,0
FLT,FLITWCK,Flitwick,2,52.00364,-0.49526,,,,,Europe/London,0
FLW,FULWELL,Fulwell,0,51.43394,-0.34947,,,,,Europe/London,0
FLX,FLXSTOW,Felixstowe,0,51.96707,1.35044,,,,,Europe/London,0
FML,FRIMLEY,Frimley,0,51.31186,-0.74699,,,,,Europe/London,0
FMR,FAMR,Falmer,0,50.86213,-0.08739,,,,,Europe/London,0
FMT,FALMTHT,Falmouth Town,0,50.14834,-5.06493,,,,,Europe/London,0
FNB,FRBRMN,Farnborough (Main),2,51.29669,-0.75544,,,,,Europe/London,0
FNC,FRNCMB,Farncombe,0,51.19715,-0.60455,,,,,Europe/London,0
FNH,FARNHAM,Farnham,1,51.2119,-0.79243,,,,,Europe/London,0
FNN,FRBRNTH,Farnborough North,2,51.30204,-0.74303,,,,,Europe/London,0
FNR,FRNNGRD,Farningham Road,0,51.40167,0.23545,,,,,Europe/London,0
FNT,FENITON,Feniton,0,50.78668,-3.28542,,,,,Europe/London,0
FNV,FURNESV,Furness Vale,0,53.34875,-1.98884,,,,,Europe/London,0
FNW,FRNW,Farnworth,0,53.55,-2.38785,,,,,Europe/London,0
FNY,FNCHLYR,Finchley Road & Frognal,0,51.55027,-0.18314,,,,,Europe/London,0
FOC,FLSCRHN,Falls of Cruachan,0,56.39388,-5.11248,,,,,Europe/London,0
FOD,FORD,Ford,2,50.82939,-0.57841,,,,,Europe/London,0
FOG,FRSTGT,Forest Gate,1,51.54943,0.02435,,,,,Europe/London,0
FOH,FORESTH,Forest Hill,1,51.43928,-0.05316,,,,,Europe/London,0
FOK,FOUROKS,Four Oaks,0,52.57978,-1.82803,,,,,Europe/London,0
FOR,FORRES,Forres,0,57.6098,-3.62595,,,,,Europe/London,0
FOT,CATZFOT,FOTA        (CIE,0,0,0,,,,,Europe/Dublin,0
FOX,FOXFILD,Foxfield,0,54.25867,-3.21606,,,,,Europe/London,0
FPK,FNPK,Finsbury Park,2,51.5643,-0.10628,,,,,Europe/London,0
FRB,FRBN,Fairbourne,0,52.69604,-4.04941,,,,,Europe/London,0
FRD,FRDSHM,Frodsham,0,53.29582,-2.72357,,,,,Europe/London,0
FRE,FRSHFLD,Freshfield,0,53.56605,-3.07183,,,,,Europe/London,0
FRF,FRFD,Fairfield,0,53.47129,-2.14577,,,,,Europe/London,0
FRI,FRINTON,Frinton-on-Sea,0,51.83768,1.24317,,,,,Europe/London,0
FRL,FAIRLIE,Fairlie,0,55.75194,-4.85327,,,,,Europe/London,0
FRM,FAREHAM,Fareham,2,50.85303,-1.19204,,,,,Europe/London,0
FRN,FEARN,Fearn,0,57.77814,-3.99394,,,,,Europe/London,0
FRO,FROME,Frome,1,51.22727,-2.31,,,,,Europe/London,0
FRS,FORSNRD,Forsinard,0,58.3569,-3.89688,,,,,Europe/London,0
FRT,FRANT,Frant,0,51.10403,0.29454,,,,,Europe/London,0
FRW,FRWATER,Fairwater,0,51.49391,-3.23384,,,,,Europe/London,0
FRY,FERRIBY,Ferriby,0,53.71715,-0.50783,,,,,Europe/London,0
FSB,FSHBBUS,Fishbourne,9,50.83905,-0.81508,,,,,Europe/London,0
FSG,FSHRSGT,Fishersgate,0,50.83423,-0.21942,,,,,Europe/London,0
FSK,FISKRTN,Fiskerton,0,53.06027,-0.91219,,,,,Europe/London,0
FST,FENCHRS,London Fenchurch Street,3,51.51165,-0.0789,,,,,Europe/London,0
FTM,FRTMTLD,Fort Matilda,0,55.95903,-4.79527,,,,,Europe/London,0
FTN,FRATGSA,Fratton,9,50.79634,-1.07398,,,,,Europe/London,0
FTW,FRTWLM,Fort William,1,56.82044,-5.10614,,,,,Europe/London,0
FWN,MNCRRFW,FIRSWOOD MTLK,1,0,0,,,,,Europe/London,0
FWY,FIVEWYS,Five Ways,0,52.47109,-1.91295,,,,,Europe/London,0
FXF,CATZFXF,FOXFORD     (CIE,0,0,0,,,,,Europe/Dublin,0
FXN,FOXTON,Foxton,0,52.11921,0.05631,,,,,Europe/London,0
FYS,FYSD,Ferryside,0,51.76837,-4.36946,,,,,Europe/London,0
FZH,FRZNGHL,Frizinghall,0,53.82037,-1.769,,,,,Europe/London,0
FZP,FURZEP,Furze Platt,0,51.53302,-0.72847,,,,,Europe/London,0
FZW,FITZWLM,Fitzwilliam,1,53.6325,-1.37427,,,,,Europe/London,0
GAL,GALASLS,Galashiels,0,55.6179,-2.80595,,,,,Europe/London,0
GAR,GARROWH,Garrowhill,0,55.85524,-4.12946,,,,,Europe/London,0
GBD,GLBRDYK,Gilberdyke,1,53.74796,-0.73224,,,,,Europe/London,0
GBG,GOREBRG,Gorebridge,1,55.84027,-3.04652,,,,,Europe/London,0
GBK,GBNK,Greenbank,1,53.25146,-2.53427,,,,,Europe/London,0
GBL,GBGHLRD,Gainsborough Lea Road,1,53.38609,-0.76858,,,,,Europe/London,0
GBS,GORNGBS,Goring-by-Sea,0,50.81772,-0.43308,,,,,Europe/London,0
GCH,GRLCHHD,Garelochhead,0,56.07986,-4.82572,,,,,Europe/London,0
GCR,BNWDJN,Gloucester,9,51.86556,-2.23849,,,,,Europe/London,0
GCT,GTCOATS,Great Coates,0,53.57575,-0.13023,,,,,Europe/London,0
GCW,GLNCNWY,Glan Conwy,0,53.26742,-3.79773,,,,,Europe/London,0
GDH,GORDONH,Gordon Hill,1,51.66334,-0.09461,,,,,Europe/London,0
GDL,GODLY,Godley,1,53.4517,-2.05477,,,,,Europe/London,0
