stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
LAS,LLNSMLT,Llansamlet,0,51.6615,-3.88469,,,,,Europe/London,0
LAU,LRNCKRK,Laurencekirk,0,56.83635,-2.46593,,,,,Europe/London,0
LAW,LNDYW,Landywood,0,52.65654,-2.02073,,,,,Europe/London,0
LAY,LAYTON,Layton (Lancs),0,53.83527,-3.02999,,,,,Europe/London,0
LBG,LNDNBDC,London Bridge,9,51.50511,-0.08609,,,,,Europe/London,0
LBK,LNGBKBY,Long Buckby,1,52.29472,-1.08647,,,,,Europe/London,0
LBN,CATZLBN,LISBURN NI,0,0,0,,,,,Europe/London,0
LBO,LOGHBRO,Loughborough (Leics),2,52.77895,-1.19593,,,,,Europe/London,0
LBR,LBDR,Llanbedr,0,52.82085,-4.1102,,,,,Europe/London,0
LBT,LARBERT,Larbert,1,56.0227,-3.83058,,,,,Europe/London,0
LBZ,LTNBZRD,Leighton Buzzard,2,51.91631,-0.67701,,,,,Europe/London,0
LCA,CATZ014,LEEDS CASTLE,0,0,0,,,,,Europe/London,0
LCB,LCHBSDL,LOCHBOISDALE,0,0,0,,,,,Europe/London,0
LCC,LCHLCHR,Lochluichart,0,57.62176,-4.80905,,,,,Europe/London,0
LCG,LCHGLLY,Lochgelly,0,56.13533,-3.31294,,,,,Europe/London,0
LCK,LKWD,Lockwood,0,53.63473,-1.80079,,,,,Europe/London,0
LCL,LCHALRT,Lochailort,0,56.88096,-5.66339,,,,,Europe/London,0
LCN,LINCLNC,Lincoln Central,1,53.22609,-0.53992,,,,,Europe/London,0
LCS,LCHESDE,Locheilside,0,56.85541,-5.29004,,,,,Europe/London,0
LDN,LNDW,Llandanwg,0,52.83616,-4.12386,,,,,Europe/London,0
LDR,LDRY,LONDONDERRY NI,0,0,0,,,,,Europe/London,0
LDS,LEEDS,Leeds,2,53.79563,-1.54803,,,,,Europe/London,0
LDW,MNCRLDW,LADYWELL MTLK,1,0,0,,,,,Europe/London,0
LDY,LADYBNK,Ladybank,1,56.27378,-3.12228,,,,,Europe/London,0
LEA,LEAGRVE,Leagrave,1,51.90516,-0.4585,,,,,Europe/London,0
LEB,LEABDGE,Lea Bridge,0,51.56655,-0.03667,,,,,Europe/London,0
LED,LDBURY,Ledbury,0,52.04525,-2.42586,,,,,Europe/London,0
LEE,LEEE,Lee,0,51.44975,0.01349,,,,,Europe/London,0
LEG,LEGR,Lea Green,0,53.42681,-2.72498,,,,,Europe/London,0
LEH,LEAHALL,Lea Hall,0,52.48064,-1.78601,,,,,Europe/London,0
LEI,LESTER,Leicester,2,52.63143,-1.12528,,,,,Europe/London,0
LEL,LELANT,Lelant,0,50.18412,-5.43655,,,,,Europe/London,0
LEM,LEYTNMR,Leyton Midland Road,0,51.56973,-0.00805,,,,,Europe/London,0
LEN,LENHAM,Lenham,2,51.23449,0.70776,,,,,Europe/London,0
LEO,LEOMBUS,Leominster,9,52.22568,-2.73034,,,,,Europe/London,0
LER,LYTNSHR,Leytonstone High Road,0,51.56355,0.00842,,,,,Europe/London,0
LES,LHONSEA,Leigh-on-Sea,1,51.54127,0.64041,,,,,Europe/London,0
LET,LTCE,Letchworth,2,51.97996,-0.22926,,,,,Europe/London,0
LEU,LEUCHRS,Leuchars,1,56.3751,-2.89371,,,,,Europe/London,0
LEW,LEWISHM,Lewisham,2,51.46569,-0.01402,,,,,Europe/London,0
LEY,LEYLAND,Leyland,2,53.69885,-2.68715,,,,,Europe/London,0
LFD,LINGFLD,Lingfield,0,51.17645,-0.00716,,,,,Europe/London,0
LFL,LEIGBUS,Leigh (Kent) - Fleur de Lis PH,1,51.19594,0.21188,,,,,Europe/London,0
LFO,CATZLFO,LONGFORD    (CIE,1,0,0,,,,,Europe/Dublin,0
LGB,LGBK,Langbank,0,55.92452,-4.58527,,,,,Europe/London,0
LGD,LGWOOD,Lingwood,0,52.6221,1.48994,,,,,Europe/London,0
LGE,LNGEATN,Long Eaton,1,52.88499,-1.28752,,,,,Europe/London,0
LGF,LGFD,Longfield,0,51.39616,0.30036,,,,,Europe/London,0
LGG,LGRN,Langley Green,0,52.49387,-2.00496,,,,,Europe/London,0
LGJ,LBGHJN,Loughborough Junction,0,51.4663,-0.10218,,,,,Europe/London,0
LGK,LONGBCK,Longbeck,0,54.58922,-1.03047,,,,,Europe/London,0
LGM,LGML,Langley Mill,0,53.01806,-1.33124,,,,,Europe/London,0
LGN,LNTN,Longton,0,52.98995,-2.13701,,,,,Europe/London,0
LGO,LLGUNLO,Llangynllo,0,52.34963,-3.16137,,,,,Europe/London,0
LGS,LNSD,Langside,1,55.82113,-4.27734,,,,,Europe/London,0
LGW,LWBY,Langwathby,0,54.69436,-2.66368,,,,,Europe/London,0
LHA,LOCHAWE,Loch Awe,0,56.40202,-5.04198,,,,,Europe/London,0
LHD,LETHRHD,Leatherhead,2,51.29882,-0.33323,,,,,Europe/London,0
LHE,LCEILOB,Loch Eil Outward Bound,0,56.85527,-5.19158,,,,,Europe/London,0
LHM,LEALHLM,Lealholm,0,54.46059,-0.82572,,,,,Europe/London,0
LHO,LGHO,Langho,0,53.80483,-2.44866,,,,,Europe/London,0
LHS,LIMHSE,Limehouse,1,51.51254,-0.0398,,,,,Europe/London,0
LHW,LCHWNCH,Lochwinnoch,0,55.78716,-4.61608,,,,,Europe/London,0
LIC,LCHC,Lichfield City,2,52.68015,-1.82542,,,,,Europe/London,0
LID,LDLNGTN,Lidlington,0,52.04154,-0.55893,,,,,Europe/London,0
LIE,LEISTON,LEISTON-BUS 64,0,0,0,,,,,Europe/London,0
LIH,LEIGHK,Leigh (Kent),0,51.1939,0.2105,,,,,Europe/London,0
LIN,LNLTHGW,Linlithgow,1,55.97645,-3.59585,,,,,Europe/London,0
LIP,LIPHOOK,Liphook,1,51.07132,-0.80023,,,,,Europe/London,0
LIS,LISS,Liss,0,51.04357,-0.89287,,,,,Europe/London,0
LIT,LTLHMPT,Littlehampton,2,50.81011,-0.54599,,,,,Europe/London,0
LIV,LVRPLSH,Liverpool Lime Street,2,53.40731,-2.97773,,,,,Europe/London,0
LJL,LVRPJLA,LPOOL AIRPRT BUS,0,0,0,,,,,Europe/London,0
LJN,LIMERCJ,LIMERICK JUNCTION (CIE,1,0,0,,,,,Europe/Dublin,0
LKE,LAKEIOW,Lake (Isle of Wight),0,50.64648,-1.16635,,,,,Europe/London,0
LLA,LNAB,Llanaber,0,52.7415,-4.07718,,,,,Europe/London,0
LLC,LNDC,Llandecwyn,0,52.92068,-4.05703,,,,,Europe/London,0
LLD,LUDO,Llandudno,0,53.32092,-3.827,,,,,Europe/London,0
LLE,LLNLLI,Llanelli,1,51.67387,-4.1613,,,,,Europe/London,0
LLF,LANFRFC,Llanfairfechan,0,53.25729,-3.9832,,,,,Europe/London,0
LLG,LLGADOG,Llangadog,0,51.94021,-3.89315,,,,,Europe/London,0
LLH,LLGNNCH,Llangennech,0,51.69114,-4.07893,,,,,Europe/London,0
LLI,LLDYBIE,Llandybie,0,51.82104,-4.00365,,,,,Europe/London,0
LLJ,LANDUDJ,Llandudno Junction,2,53.28394,-3.8091,,,,,Europe/London,0
LLL,LLDEILO,Llandeilo,0,51.88534,-3.98689,,,,,Europe/London,0
LLM,LLGMMRW,Llangammarch,0,52.1143,-3.55482,,,,,Europe/London,0
LLN,LLANDAF,Llandaf,0,51.50844,-3.22861,,,,,Europe/London,0
LLO,LLDODW,Llandrindod,1,52.24236,-3.37914,,,,,Europe/London,0
LLR,LLHARAN,Llanharan,0,51.53759,-3.44078,,,,,Europe/London,0
LLS,LLISHEN,Llanishen,0,51.53275,-3.18198,,,,,Europe/London,0
LLT,LLBSTRD,Llanbister Road,0,52.33643,-3.21342,,,,,Europe/London,0
LLV,LLDVERY,Llandovery,2,51.99531,-3.80283,,,,,Europe/London,0
LLW,LYNGRIL,Llwyngwril,0,52.66678,-4.08768,,,,,Europe/London,0
LLY,LLWYNYP,Llwynypia,0,51.634,-3.45351,,,,,Europe/London,0
LMN,CATZ009,LONG MARSTON,9,0,0,,,,,Europe/London,0
LMR,LOWMOOR,Low Moor,0,53.74993,-1.7534,,,,,Europe/London,0
LMS,LMNGTNS,Leamington Spa,2,52.28449,-1.53621,,,,,Europe/London,0
LNB,LLBRDCH,Llanbradach,0,51.60326,-3.23305,,,,,Europe/London,0
LND,LNGNDRY,Longniddry,0,55.97648,-2.88834,,,,,Europe/London,0
LNE,LONDINT,LONDON INTERNATIONAL(CIV),1,0,0,,,,,Europe/London,0
LNG,LNGCROS,Longcross,0,51.38517,-0.59457,,,,,Europe/London,0
LNK,LANARK,Lanark,1,55.67361,-3.77329,,,,,Europe/London,0
LNR,LLWRDA,Llanwrda,0,51.96259,-3.87167,,,,,Europe/London,0
LNW,LLWRTYW,Llanwrtyd,0,52.10471,-3.63216,,,,,Europe/London,0
LNY,LANGLEY,Langley (Berks),1,51.50806,-0.54176,,,,,Europe/London,0
LNZ,LENZIE,Lenzie,1,55.92132,-4.15389,,,,,Europe/London,0
LOB,LONB,Longbridge,1,52.39642,-1.98129,,,,,Europe/London,0
LOC,LCKRBIE,Lockerbie,2,55.12305,-3.35353,,,,,Europe/London,0
LOE,LONDEUR,LONDON EUROSTAR CIV,1,0,0,,,,,Europe/London,0
LOF,LONFLDS,London Fields,0,51.54115,-0.05775,,,,,Europe/London,0
LOH,LSTH,Lostock Hall,0,53.72424,-2.68748,,,,,Europe/London,0
LOO,LOOE,Looe,0,50.35923,-4.45616,,,,,Europe/London,0
LOS,LSTWTHL,Lostwithiel,0,50.40718,-4.66597,,,,,Europe/London,0
LOT,LOSTCKP,Lostock,0,53.57293,-2.49427,,,,,Europe/London,0
LOW,LOWDHAM,Lowdham,0,53.00628,-0.99842,,,,,Europe/London,0
LPG,LFPW,Llanfairpwll,0,53.22095,-4.20922,,,,,Europe/London,0
LPO,CATZLPO,LYME REGIS BUS X53,0,0,0,,,,,Europe/London,0
LPR,LPRESTN,Long Preston,1,54.01684,-2.25559,,,,,Europe/London,0
LPT,LNGP,Longport,0,53.04188,-2.21645,,,,,Europe/London,0
LPW,LAPWRTH,Lapworth,0,52.34225,-1.72569,,,,,Europe/London,0
LPY,LVRPSPY,Liverpool South Parkway,2,53.35774,-2.88914,,,,,Europe/London,0
LRB,BRGHLRD,London Road (Brighton),0,50.83666,-0.1365,,,,,Europe/London,0
LRD,LRDGFD,London Road (Guildford),0,51.24065,-0.56507,,,,,Europe/London,0
LRG,LAIRG,Lairg,0,58.00183,-4.39989,,,,,Europe/London,0
LRH,LARKHAL,Larkhall,0,55.7386,-3.97551,,,,,Europe/London,0
LRK,LIMERIC,LIMERICK    (CIE,1,0,0,,,,,Europe/Dublin,0
LRR,BRGHBUS,London Road Brighton - Ditchling Rise,1,50.83616,-0.13631,,,,,Europe/London,0
LSK,LISKARD,Liskeard,1,50.44686,-4.46958,,,,,Europe/London,0
LSN,LVNSTNN,Livingston North,0,55.90138,-3.54435,,,,,Europe/London,0
LST,LIVSTLL,London Liverpool Street,9,51.51799,-0.08143,,,,,Europe/London,0
LSW,LEASOWE,Leasowe,0,53.40805,-3.09959,,,,,Europe/London,0
LSY,LSYDNHM,Lower Sydenham,0,51.42483,-0.03335,,,,,Europe/London,0
LTG,LSTG,Lostock Gralam,0,53.26766,-2.4652,,,,,Europe/London,0
LTH,LLHLETH,Llanhilleth,0,51.7003,-3.13519,,,,,Europe/London,0
LTK,LTLKMBL,Little Kimble,0,51.75223,-0.80845,,,,,Europe/London,0
LTL,LITLBRO,Littleborough,1,53.643,-2.09465,,,,,Europe/London,0
LTM,LYTHAM,Lytham,0,53.73928,-2.96404,,,,,Europe/London,0
LTN,LUTOAPY,Luton Airport Parkway,2,51.87244,-0.39588,,,,,Europe/London,0
LTP,LTLPORT,Littleport,0,52.46238,0.31656,,,,,Europe/London,0
LTR,LMPTBLL,LAMPETER,0,0,0,,,,,Europe/London,0
LTS,LELANTS,Lelant Saltings,0,50.17878,-5.44093,,,,,Europe/London,0
LTT,LTLSUTN,Little Sutton,0,53.28551,-2.94329,,,,,Europe/London,0
LTV,LCHTNJ,Lichfield Trent Valley,9,52.68689,-1.80023,,,,,Europe/London,0
LUA,LUTNAIR,LUTON AIRPORT,0,0,0,,,,,Europe/London,0
LUB,LUTOBUS,LUTON BUS,1,0,0,,,,,Europe/London,0
LUD,LUDLCST,Ludlow,9,52.37128,-2.71622,,,,,Europe/London,0
LUT,LUTON,Luton,2,51.8823,-0.41404,,,,,Europe/London,0
LUX,LUXULYN,Luxulyan,0,50.39004,-4.74738,,,,,Europe/London,0
LVC,LVRPLCH,Liverpool Central,2,53.4046,-2.97917,,,,,Europe/London,0
LVG,LVNSTNS,Livingston South,0,55.87169,-3.50157,,,,,Europe/London,0
LVJ,JAMESST,Liverpool James Street,1,53.40476,-2.99196,,,,,Europe/London,0
LVM,LVHM,Levenshulme,0,53.44416,-2.19267,,,,,Europe/London,0
LVN,LHVN,Littlehaven,0,51.07975,-0.30798,,,,,Europe/London,0
LVS,LVRPLSG,LIVERPOOL LND SG,1,0,0,,,,,Europe/London,0
LVT,LTHH,Lisvane & Thornhill,0,51.54458,-3.1856,,,,,Europe/London,0
LWH,LAWRNCH,Lawrence Hill,0,51.45801,-2.56443,,,,,Europe/London,0
LWM,LLNWTMR,Llantwit Major,0,51.40975,-3.48162,,,,,Europe/London,0
LWR,LNRWST,Llanrwst,0,53.13885,-3.7944,,,,,Europe/London,0
LWS,LEWES,Lewes,2,50.87063,0.01133,,,,,Europe/London,0
LWT,LOWSTFT,Lowestoft,1,52.47444,1.74971,,,,,Europe/London,0
LWY,MNCRLWY,LANGWORTHY MTLK,1,0,0,,,,,Europe/London,0
LYC,LYMPSTC,Lympstone Commando,0,50.66224,-3.44084,,,,,Europe/London,0
LYD,LYDNEY,Lydney,1,51.71414,-2.53086,,,,,Europe/London,0
LYE,LYEE,Lye (West Midlands),0,52.45992,-2.11593,,,,,Europe/London,0
LYM,LYMPSTN,Lympstone Village,0,50.64829,-3.43101,,,,,Europe/London,0
LYP,LMTNPIR,Lymington Pier,1,50.7583,-1.52945,,,,,Europe/London,0
LYT,LMTNTWN,Lymington Town,0,50.76091,-1.53716,,,,,Europe/London,0
LZB,LAZKRKO,Lazonby & Kirkoswald,0,54.75044,-2.70321,,,,,Europe/London,0
MAC,MACLSFD,Macclesfield,1,53.25934,-2.12198,,,,,Europe/London,0
MAE,CATZMAE,MAYNOOTH    (CIE,0,0,0,,,,,Europe/Dublin,0
MAG,MAGHULL,Maghull,0,53.50647,-2.93085,,,,,Europe/London,0
MAI,MDNHEAD,Maidenhead,1,51.51867,-0.72266,,,,,Europe/London,0
MAJ,CATZMAJ,MANULLA JN  (CIE,1,0,0,,,,,Europe/Dublin,0
MAL,MALDENM,Malden Manor,0,51.38473,-0.26127,,,,,Europe/London,0
MAN,MNCRPIC,Manchester Piccadilly,2,53.47736,-2.23091,,,,,Europe/London,0
MAO,MHERON,Martins Heron,0,51.40741,-0.7244,,,,,Europe/London,0
MAR,MARGATE,Margate,1,51.38543,1.372,,,,,Europe/London,0
MAS,MANORS,Manors,0,54.97276,-1.60474,,,,,Europe/London,0
MAT,MATLOCK,Matlock,0,53.13841,-1.55891,,,,,Europe/London,0
MAU,MLDTHRD,Mauldeth Road,0,53.43306,-2.20925,,,,,Europe/London,0
MAW,MALLOW,MALLOW      (CIE,1,0,0,,,,,Europe/Dublin,0
MAX,MAXWLPK,Maxwell Park,0,55.83773,-4.28869,,,,,Europe/London,0
MAY,MAYBOLE,Maybole,0,55.35474,-4.68529,,,,,Europe/London,0
MBH,CATZMBH,MUINE BHEAG (CIE,0,0,0,,,,,Europe/Dublin,0
MBK,MBRK,Millbrook (Hants),0,50.9115,-1.43384,,,,,Europe/London,0
MBR,MDLSBRO,Middlesbrough,1,54.57911,-1.23472,,,,,Europe/London,0
MCB,MLSECMB,Moulsecoomb,0,50.84672,-0.11884,,,,,Europe/London,0
MCE,GTSHDMC,Metrocentre,1,54.95875,-1.66563,,,,,Europe/London,0
MCF,MCFMTLK,MARTINSCTFT MTLK,0,0,0,,,,,Europe/London,0
MCH,MRCH,March,0,52.55989,0.0912,,,,,Europe/London,0
MCM,MORCAME,Morecambe,0,54.07032,-2.86931,,,,,Europe/London,0
MCN,MCHYNLT,Machynlleth,2,52.59514,-3.85453,,,,,Europe/London,0
MCO,MNCROXR,Manchester Oxford Road,2,53.47403,-2.242,,,,,Europe/London,0
MCT,MNCRMCT,MEDIA CITY MTLK,1,0,0,,,,,Europe/London,0
MCV,MNCRVIC,Manchester Victoria,2,53.48747,-2.2426,,,,,Europe/London,0
MCZ,CATZMCZ,MANCHESTER CTLZ,1,0,0,,,,,Europe/London,0
MDB,MSTONEB,Maidstone Barracks,2,51.27717,0.51396,,,,,Europe/London,0
MDE,MSTONEE,Maidstone East,2,51.27783,0.5213,,,,,Europe/London,0
MDG,MIDGHAM,Midgham,0,51.39597,-1.17771,,,,,Europe/London,0
MDL,MDWD,Middlewood,0,53.35996,-2.08335,,,,,Europe/London,0
MDM,MRDMTLK,MOOR ROAD MTLK,0,0,0,,,,,Europe/London,0
MDN,MDNNWTN,Maiden Newton,1,50.78001,-2.56943,,,,,Europe/London,0
MDS,MORDENS,Morden South,0,51.39612,-0.19946,,,,,Europe/London,0
MDW,MSTONEW,Maidstone West,2,51.27047,0.51577,,,,,Europe/London,0
MEC,MEOLSCP,Meols Cop,0,53.64627,-2.9758,,,,,Europe/London,0
MEL,MELDRTH,Meldreth,0,52.09072,0.00894,,,,,Europe/London,0
MEN,MENHENT,Menheniot,0,50.42623,-4.40922,,,,,Europe/London,0
MEO,MELS,Meols,0,53.39944,-3.15427,,,,,Europe/London,0
MEP,MEOPHAM,Meopham,2,51.38642,0.35695,,,,,Europe/London,0
MER,MERTHYR,Merthyr Tydfil,0,51.74462,-3.37725,,,,,Europe/London,0
MES,MELTON,Melton (Suffolk),0,52.10444,1.33824,,,,,Europe/London,0
MEV,MERTHRV,Merthyr Vale,0,51.68665,-3.33658,,,,,Europe/London,0
MEW,MAESTER,Maesteg (Ewenny Road),0,51.60534,-3.64899,,,,,Europe/London,0
MEX,MEXBRGH,Mexborough,0,53.49099,-1.28856,,,,,Europe/London,0
MEY,MRRYTON,Merryton,0,55.74871,-3.97825,,,,,Europe/London,0
MFA,MFAM,Morfa Mawddach,0,52.70713,-4.03217,,,,,Europe/London,0
MFF,MINFORD,Minffordd,0,52.92613,-4.08497,,,,,Europe/London,0
MFH,MLFDHVN,Milford Haven,0,51.71497,-5.04097,,,,,Europe/London,0
MFL,MTFL,Mount Florida,1,55.82656,-4.26113,,,,,Europe/London,0
MFT,MFLDTWN,Mansfield,0,53.1421,-1.19843,,,,,Europe/London,0
MGM,MTHRNGH,Metheringham,0,53.13888,-0.39145,,,,,Europe/London,0
MGN,MRSTNGR,Marston Green,0,52.46719,-1.75561,,,,,Europe/London,0
MHM,MERSTHM,Merstham,0,51.26415,-0.15023,,,,,Europe/London,0
MHR,MRKTHRB,Market Harborough,0,52.47972,-0.90933,,,,,Europe/London,0
MHS,MEADWHL,Meadowhall,2,53.41747,-1.41285,,,,,Europe/London,0
MIA,MNCRIAP,Manchester Airport,2,53.36504,-2.27298,,,,,Europe/London,0
MIC,MCHLDVR,Micheldever,0,51.18239,-1.26068,,,,,Europe/London,0
MIE,CATZMIE,MILLSTREET  (CIE,0,0,0,,,,,Europe/Dublin,0
MIH,MLSHILL,Mills Hill (Manchester),0,53.55131,-2.17151,,,,,Europe/London,0
MIJ,MITCHMJ,Mitcham Junction,1,51.39295,-0.15776,,,,,Europe/London,0
MIK,MCKLFLD,Micklefield,2,53.78884,-1.32679,,,,,Europe/London,0
MIL,MLHB,Mill Hill Broadway,0,51.61309,-0.24924,,,,,Europe/London,0
MIM,MINMARS,Moreton-in-Marsh,1,51.99228,-1.70038,,,,,Europe/London,0
MIN,MILKNPK,Milliken Park,0,55.82511,-4.53336,,,,,Europe/London,0
MIR,MIRFEJN,Mirfield,9,53.6714,-1.69255,,,,,Europe/London,0
MIS,MISTLEY,Mistley,0,51.94363,1.0814,,,,,Europe/London,0
MKC,MKNSCEN,Milton Keynes Central,2,52.03429,-0.77415,,,,,Europe/London,0
MKM,MELKSHM,Melksham,0,51.37982,-2.1445,,,,,Europe/London,0
MKR,MKTR,Market Rasen,1,53.38391,-0.3369,,,,,Europe/London,0
MKT,MRKSTEY,Marks Tey,1,51.88094,0.78333,,,,,Europe/London,0
MLB,MLBRKB,Millbrook (Beds),0,52.05384,-0.5327,,,,,Europe/London,0
MLD,MLDSWTH,Mouldsworth,0,53.23181,-2.73222,,,,,Europe/London,0
MLF,MLFORD,Milford (Surrey),0,51.16332,-0.63695,,,,,Europe/London,0
MLG,MLAIG,Mallaig,1,57.00599,-5.8296,,,,,Europe/London,0
MLH,MLHL,Mill Hill (Lancs),0,53.73546,-2.50174,,,,,Europe/London,0
MLM,MLLM,Millom,0,54.21082,-3.27108,,,,,Europe/London,0
MLN,MLGV,Milngavie,0,55.94137,-4.31458,,,,,Europe/London,0
MLR,MILNROW,MILNROW MTLK,0,0,0,,,,,Europe/London,0
MLS,MELROSE,MELROSE,0,0,0,,,,,Europe/London,0
MLT,MALTON,Malton,0,54.13208,-0.79722,,,,,Europe/London,0
MLW,MARLOW,Marlow,0,51.57099,-0.76643,,,,,Europe/London,0
MLY,MRLY,Morley,0,53.74992,-1.59098,,,,,Europe/London,0
MMO,MLTNSDG,Melton Mowbray,1,52.76103,-0.88587,,,,,Europe/London,0
MNA,MNCMTLK,MAN AIRPORT MTLK,0,0,0,,,,,Europe/London,0
MNC,MKIN,Markinch,2,56.20102,-3.13079,,,,,Europe/London,0
MNE,MANEA,Manea,0,52.49784,0.17769,,,,,Europe/London,0
MNG,MANNGTR,Manningtree,2,51.94905,1.04524,,,,,Europe/London,0
MNN,MENSTON,Menston,0,53.89234,-1.73551,,,,,Europe/London,0
MNP,MANRPK,Manor Park,0,51.55248,0.04634,,,,,Europe/London,0
MNR,MNRD,Manor Road,0,53.39478,-3.17144,,,,,Europe/London,0
MNS,MAGHNTH,Maghull North,0,53.5168,-2.9409,,,,,Europe/London,0
MOB,MOBERLY,Mobberley,0,53.32914,-2.33367,,,,,Europe/London,0
MOG,MRGT,Moorgate,3,51.51849,-0.08894,,,,,Europe/London,0
MOM,CATZMOM,EDGEWORTHSTOWN (CIE),0,0,0,,,,,Europe/Dublin,0
MON,MONIFTH,Monifieth,0,56.48011,-2.81825,,,,,Europe/London,0
MOO,MUROORD,Muir of Ord,0,57.51785,-4.46023,,,,,Europe/London,0
MOR,MTIMER,Mortimer,0,51.37208,-1.03551,,,,,Europe/London,0
MOS,MSSD,Moss Side,0,53.76498,-2.94293,,,,,Europe/London,0
MOT,MOTSPRP,Motspur Park,1,51.3952,-0.23953,,,,,Europe/London,0
MOZ,CATZMOZ,MOLD BUS,0,0,0,,,,,Europe/London,0
MPK,MSSPARK,Mosspark,0,55.84083,-4.34829,,,,,Europe/London,0
MPL,MARPLE,Marple,0,53.40069,-2.05726,,,,,Europe/London,0
MPT,MRPTHRP,Morpeth,1,55.16238,-1.68307,,,,,Europe/London,0
MRB,MNORBER,Manorbier,0,51.66016,-4.79183,,,,,Europe/London,0
MRD,MOCHARD,Morchard Road,0,50.8319,-3.77637,,,,,Europe/London,0
MRF,MORFLDS,Moorfields,2,53.40856,-2.98919,,,,,Europe/London,0
MRN,MARDEN,Marden,0,51.17518,0.49317,,,,,Europe/London,0
MRP,MORTHRP,Moorthorpe,1,53.595,-1.30495,,,,,Europe/London,0
MRR,MORAR,Morar,0,56.96972,-5.82192,,,,,Europe/London,0
MRS,MNKRISB,Monks Risborough,0,51.73576,-0.82933,,,,,Europe/London,0
MRT,MOTO,Moreton (Merseyside),0,53.40721,-3.1135,,,,,Europe/London,0
MRW,MWRWSTN,MERIDIAN WATER,0,0,0,,,,,Europe/London,0
MRY,MPRT,Maryport,1,54.71132,-3.49407,,,,,Europe/London,0
MSD,MRSD,Moorside,0,53.51627,-2.3518,,,,,Europe/London,0
MSH,MSLH,Mossley Hill,0,53.37904,-2.91544,,,,,Europe/London,0
MSK,MRSK,Marske,0,54.58742,-1.01891,,,,,Europe/London,0
MSL,MOSSLEY,Mossley (Manchester),0,53.51498,-2.04128,,,,,Europe/London,0
MSM,MNCRMSM,MONSALL MTLK,1,0,0,,,,,Europe/London,0
MSN,MRSN,Marsden,0,53.60319,-1.93075,,,,,Europe/London,0
MSO,MSTN,Moston,0,53.52342,-2.17102,,,,,Europe/London,0
MSR,MINSTER,Minster,1,51.32917,1.31722,,,,,Europe/London,0
MSS,MSGT,Moses Gate,0,53.55598,-2.40119,,,,,Europe/London,0
MST,MAESTGW,Maesteg,0,51.60994,-3.65465,,,,,Europe/London,0
MSW,MFLDWSE,Mansfield Woodhouse,1,53.16356,-1.20185,,,,,Europe/London,0
MTA,MASH,Mountain Ash,0,51.68133,-3.37634,,,,,Europe/London,0
MTB,MATLCKB,Matlock Bath,0,53.12235,-1.55676,,,,,Europe/London,0
MTC,ESTFLDS,Mitcham Eastfields,0,51.40774,-0.15465,,,,,Europe/London,0
MTE,NNTNMIR,MIRA TECH PARK,0,0,0,,,,,Europe/London,0
MTG,MOTNGHM,Mottingham,0,51.44022,0.05005,,,,,Europe/London,0
MTH,MOTHRWL,Motherwell,2,55.79167,-3.99433,,,,,Europe/London,0
MTL,MRTLKE,Mortlake,0,51.46809,-0.26711,,,,,Europe/London,0
MTM,MMIL,Martin Mill,0,51.17068,1.34822,,,,,Europe/London,0
MTN,MORETON,Moreton (Dorset),0,50.70103,-2.31345,,,,,Europe/London,0
MTO,MARTON,Marton,0,54.54434,-1.19848,,,,,Europe/London,0
MTP,MONPELR,Montpelier,0,51.46835,-2.58869,,,,,Europe/London,0
MTS,MONTRSE,Montrose,1,56.7128,-2.47207,,,,,Europe/London,0
MTV,MNTVRNN,Mount Vernon,0,55.8402,-4.13367,,,,,Europe/London,0
MUB,MSELBGH,Musselburgh,1,55.93359,-3.0732,,,,,Europe/London,0
MUF,MNCRUFG,MANCHESTER UNITED FOOTBALL,0,0,0,,,,,Europe/London,0
MUI,MUIREND,Muirend,0,55.80946,-4.27439,,,,,Europe/London,0
MUL,CATZMUL,MULLINGAR   (CIE,1,0,0,,,,,Europe/Dublin,0
MVL,MLVRNLK,Malvern Link,0,52.12547,-2.31951,,,,,Europe/London,0
MYB,MARYLBN,London Marylebone,3,51.52252,-0.16291,,,,,Europe/London,0
MYH,MRYHILL,Maryhill,0,55.89763,-4.30075,,,,,Europe/London,0
MYL,MRYLAND,Maryland,0,51.54608,0.00582,,,,,Europe/London,0
MYT,MYTHLMR,Mytholmroyd,0,53.729,-1.98143,,,,,Europe/London,0
MZH,MAZEH,Maze Hill,0,51.48262,0.00291,,,,,Europe/London,0
NAN,NANTWCH,Nantwich,0,53.06357,-2.51896,,,,,Europe/London,0
NAR,NRBERTH,Narberth,0,51.79937,-4.72718,,,,,Europe/London,0
NAY,NWTA,Newton Aycliffe,0,54.6137,-1.58965,,,,,Europe/London,0
NBA,NBARNET,New Barnet,1,51.64857,-0.173,,,,,Europe/London,0
NBC,NBCKNHM,New Beckenham,1,51.41677,-0.03527,,,,,Europe/London,0
NBE,NBRWGE,Newbridge,1,51.66582,-3.14289,,,,,Europe/London,0
NBG,CATZNBG,NEWBRIDGE (CIE,0,0,0,,,,,Europe/Dublin,0
NBM,MNCRNBM,NEWBOLD MTLK,0,0,0,,,,,Europe/London,0
NBN,NBTN,New Brighton,0,53.4374,-3.04796,,,,,Europe/London,0
NBR,NARBRO,Narborough,0,52.57129,-1.20335,,,,,Europe/London,0
