from_stop_id,to_stop_id,mode,duration,start_time,end_time,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
BDS,MYB,TUBE,1200,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
MYB,BDS,TUBE,1200,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,MYB,TUBE,1200,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
MYB,BDS,TUBE,1200,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,MYB,TUBE,1200,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
MYB,BDS,TUBE,1200,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,MYB,TUBE,900,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
MYB,BDS,TUBE,900,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,MYB,TUBE,1200,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
MYB,BDS,TUBE,1200,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,WAT,TRANSFER,1500,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WAT,BDS,TRANSFER,1500,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,WAT,TRANSFER,1500,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WAT,BDS,TRANSFER,1500,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,WAT,TRANSFER,1500,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WAT,BDS,TRANSFER,1500,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,WAT,TUBE,1200,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WAT,BDS,TUBE,1200,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,WAT,TUBE,1200,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WAT,BDS,TUBE,1200,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,WAT,TUBE,1200,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WAT,BDS,TUBE,1200,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,WAT,TUBE,900,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WAT,BDS,TUBE,900,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,WAT,TUBE,1200,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WAT,BDS,TUBE,1200,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,WHD,TRANSFER,1800,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WHD,BDS,TRANSFER,1800,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,WHD,TRANSFER,1800,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WHD,BDS,TRANSFER,1800,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,WHD,TRANSFER,1800,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WHD,BDS,TRANSFER,1800,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,WHD,TUBE,1500,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WHD,BDS,TUBE,1500,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,WHD,TUBE,1500,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WHD,BDS,TUBE,1500,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,WHD,TUBE,1500,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WHD,BDS,TUBE,1500,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,WHD,TUBE,1200,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WHD,BDS,TUBE,1200,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,WHD,TUBE,1500,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WHD,BDS,TUBE,1500,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,ZBS,TRANSFER,900,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
ZBS,BDS,TRANSFER,900,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,ZBS,TRANSFER,900,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
ZBS,BDS,TRANSFER,900,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,ZBS,TRANSFER,900,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
ZBS,BDS,TRANSFER,900,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,ZBS,TUBE,300,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
ZBS,BDS,TUBE,300,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BDS,ZBS,TUBE,600,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
ZBS,BDS,TUBE,600,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BDS,ZBS,TUBE,600,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
ZBS,BDS,TUBE,600,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BDS,ZBS,TUBE,300,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
ZBS,BDS,TUBE,300,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BDS,ZBS,TUBE,600,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
ZBS,BDS,TUBE,600,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFC,BFA,WALK,3600,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,1
BFA,BFC,WALK,3600,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,1
BFR,CHX,TRANSFER,900,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
CHX,BFR,TRANSFER,900,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,CHX,TRANSFER,900,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
CHX,BFR,TRANSFER,900,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,EUS,TRANSFER,2160,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
EUS,BFR,TRANSFER,2160,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,EUS,TRANSFER,2160,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
EUS,BFR,TRANSFER,2160,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,EUS,TRANSFER,2160,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
EUS,BFR,TRANSFER,2160,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,EUS,TUBE,1860,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
EUS,BFR,TUBE,1860,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,EUS,TUBE,1860,06:30:00,07:00:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
EUS,BFR,TUBE,1860,06:30:00,07:00:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,EUS,TUBE,1860,05:30:00,07:00:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
EUS,BFR,TUBE,1860,05:30:00,07:00:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,EUS,TUBE,1560,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
EUS,BFR,TUBE,1560,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,EUS,TUBE,1860,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
EUS,BFR,TUBE,1860,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,FST,TRANSFER,1620,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
FST,BFR,TRANSFER,1620,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,FST,TRANSFER,1620,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
FST,BFR,TRANSFER,1620,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,FST,TUBE,1320,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
FST,BFR,TUBE,1320,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,FST,TUBE,1620,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
FST,BFR,TUBE,1620,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,FST,TUBE,1320,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
FST,BFR,TUBE,1320,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,FST,TUBE,1320,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
FST,BFR,TUBE,1320,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,FST,TUBE,1020,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
FST,BFR,TUBE,1020,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,FST,TUBE,1320,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
FST,BFR,TUBE,1320,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,KGX,TRANSFER,2280,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
KGX,BFR,TRANSFER,2280,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,KGX,TRANSFER,2280,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
KGX,BFR,TRANSFER,2280,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,KGX,TRANSFER,2280,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
KGX,BFR,TRANSFER,2280,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,KGX,TUBE,1980,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
KGX,BFR,TUBE,1980,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,KGX,TUBE,1980,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
KGX,BFR,TUBE,1980,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,KGX,TUBE,1980,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
KGX,BFR,TUBE,1980,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,KGX,TUBE,1680,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
KGX,BFR,TUBE,1680,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,KGX,TUBE,1980,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
KGX,BFR,TUBE,1980,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,LBG,WALK,1380,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
LBG,BFR,WALK,1380,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,LBG,WALK,1380,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
LBG,BFR,WALK,1380,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,LST,TRANSFER,1920,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
LST,BFR,TRANSFER,1920,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,LST,TRANSFER,1920,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
LST,BFR,TRANSFER,1920,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,LST,TRANSFER,1920,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
LST,BFR,TRANSFER,1920,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,LST,TUBE,1620,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
LST,BFR,TUBE,1620,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,LST,TUBE,1620,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
LST,BFR,TUBE,1620,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,LST,TUBE,1620,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
LST,BFR,TUBE,1620,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,LST,TUBE,1320,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
LST,BFR,TUBE,1320,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,LST,TUBE,1620,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
LST,BFR,TUBE,1620,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,MYB,TRANSFER,2520,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
MYB,BFR,TRANSFER,2520,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,MYB,TUBE,2520,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
MYB,BFR,TUBE,2520,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,MYB,TUBE,2220,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
MYB,BFR,TUBE,2220,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,MYB,TUBE,2520,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
MYB,BFR,TUBE,2520,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,MYB,TUBE,2220,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
MYB,BFR,TUBE,2220,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,MYB,TUBE,2220,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
MYB,BFR,TUBE,2220,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,MYB,TUBE,1920,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
MYB,BFR,TUBE,1920,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,MYB,TUBE,2220,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
MYB,BFR,TUBE,2220,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,PAD,TRANSFER,2460,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
PAD,BFR,TRANSFER,2460,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,PAD,TRANSFER,2460,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
PAD,BFR,TRANSFER,2460,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,PAD,TRANSFER,2460,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
PAD,BFR,TRANSFER,2460,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,PAD,TUBE,2160,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
PAD,BFR,TUBE,2160,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,PAD,TUBE,2160,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
PAD,BFR,TUBE,2160,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,PAD,TUBE,2160,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
PAD,BFR,TUBE,2160,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,PAD,TUBE,1860,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
PAD,BFR,TUBE,1860,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,PAD,TUBE,2160,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
PAD,BFR,TUBE,2160,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,STP,TRANSFER,2280,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
STP,BFR,TRANSFER,2280,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,STP,TRANSFER,2280,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
STP,BFR,TRANSFER,2280,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,STP,TRANSFER,2280,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
STP,BFR,TRANSFER,2280,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,STP,TUBE,1980,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
STP,BFR,TUBE,1980,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,STP,TUBE,1980,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
STP,BFR,TUBE,1980,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,STP,TUBE,1980,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
STP,BFR,TUBE,1980,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,STP,TUBE,1680,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
STP,BFR,TUBE,1680,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,STP,TUBE,1980,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
STP,BFR,TUBE,1980,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,VIC,TRANSFER,1260,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
VIC,BFR,TRANSFER,1260,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,VIC,TRANSFER,1260,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
VIC,BFR,TRANSFER,1260,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,VIC,TRANSFER,1260,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
VIC,BFR,TRANSFER,1260,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,VIC,TUBE,960,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
VIC,BFR,TUBE,960,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,VIC,TUBE,960,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
VIC,BFR,TUBE,960,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,VIC,TUBE,960,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
VIC,BFR,TUBE,960,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,VIC,TUBE,660,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
VIC,BFR,TUBE,660,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,VIC,TUBE,960,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
VIC,BFR,TUBE,960,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,WAT,TRANSFER,1680,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WAT,BFR,TRANSFER,1680,00:01:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,WAT,TRANSFER,1680,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WAT,BFR,TRANSFER,1680,00:01:00,06:29:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,WAT,TRANSFER,1680,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WAT,BFR,TRANSFER,1680,00:01:00,05:29:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,WAT,TUBE,1380,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
WAT,BFR,TUBE,1380,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BFR,WAT,TUBE,1380,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
WAT,BFR,TUBE,1380,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BFR,WAT,TUBE,1380,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
WAT,BFR,TUBE,1380,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BFR,WAT,TUBE,1080,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WAT,BFR,TUBE,1080,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BFR,WAT,TUBE,1380,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
WAT,BFR,TUBE,1380,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHM,BMO,WALK,480,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BMO,BHM,WALK,480,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BHM,BMO,WALK,480,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BMO,BHM,WALK,480,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHM,BSW,WALK,600,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BSW,BHM,WALK,600,00:01:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BHM,BSW,WALK,600,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BSW,BHM,WALK,600,00:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHO,EUS,TUBE,1860,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
EUS,BHO,TUBE,1860,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BHO,EUS,TUBE,1860,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
EUS,BHO,TUBE,1860,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BHO,EUS,TUBE,1860,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
EUS,BHO,TUBE,1860,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BHO,EUS,TUBE,1560,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
EUS,BHO,TUBE,1560,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHO,EUS,TUBE,1860,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
EUS,BHO,TUBE,1860,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHO,FPK,TUBE,1020,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
FPK,BHO,TUBE,1020,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BHO,FPK,TUBE,1020,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
FPK,BHO,TUBE,1020,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BHO,FPK,TUBE,1020,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
FPK,BHO,TUBE,1020,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BHO,FPK,TUBE,720,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
FPK,BHO,TUBE,720,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHO,FPK,TUBE,1020,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
FPK,BHO,TUBE,1020,19:01:00,23:59:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
BHO,HHY,TUBE,1680,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
HHY,BHO,TUBE,1680,07:00:00,23:59:00,2017-01-01,2038-01-19,0,0,0,0,0,0,1
BHO,HHY,TUBE,1680,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
HHY,BHO,TUBE,1680,06:30:00,06:59:00,2017-01-01,2038-01-19,0,0,0,0,0,1,0
BHO,HHY,TUBE,1680,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
HHY,BHO,TUBE,1680,05:30:00,06:59:00,2017-01-01,2038-01-19,1,1,1,1,1,0,0
BHO,HHY,TUBE,1380,07:00:00,19:00:00,2017-01-01,2038-01-19,1,1,1,1,1,1,0
